CSV_APN,FC_APN,Year,Match_Type,APN_Changed
1418-34-210-007,1418-34-210-032,2018,intersect,True
1418-34-201-004,1418-34-201-007,2018,intersect,True
1318-10-310-010,1318-10-310-082,2018,intersect,True
1418-27-210-029,1418-27-210-036,2018,intersect,True
123-032-12,123-032-26,2018,intersect,True
098-210-031,098-360-007,2018,intersect,True
123-131-01,123-131-05,2018,intersect,True
036-543-011,036-472-009,2018,intersect,True
015-264-017,015-264-025,2018,intersect,True
097-130-027,097-130-043,2018,intersect,True
1418-10-802-003,1418-10-802-010,2018,intersect,True
017-021-015,017-021-031,2018,intersect,True
1319-30-610-002,1319-30-610-004,2018,intersect,True
117-020-009,117-020-025,2018,intersect,True
097-111-025,097-111-028,2018,intersect,True
115-030-096,115-030-097,2018,intersect,True
123-032-29,123-032-27,2018,intersect,True
015-370-027,015-370-023,2018,intersect,True
1318-22-311-015,1318-22-310-001,2018,intersect,True
1318-22-311-022,1318-22-310-001,2018,intersect,True
1318-22-311-025,1318-22-310-001,2018,intersect,True
1318-22-312-001,1318-22-310-002,2018,intersect,True
1318-22-312-003,1318-22-310-002,2018,intersect,True
1318-22-312-012,1318-22-310-002,2018,intersect,True
1318-22-312-010,1318-22-310-002,2018,intersect,True
117-150-046,117-150-040,2018,intersect,True
117-150-044,117-150-040,2018,intersect,True
034-591-019,034-591-016,2018,intersect,True
115-040-082,115-040-075,2018,intersect,True
123-131-11,123-131-04,2018,intersect,True
1318-22-312-020,1318-22-310-002,2018,intersect,True
126-082-68,126-082-21,2018,intersect,True
098-167-019,098-167-006,2018,intersect,True
090-191-051,090-191-008,2018,intersect,True
023-960-006,023-182-028,2018,intersect,True
130-241-65,130-241-46,2018,intersect,True
1318-22-313-005,1318-22-310-003,2018,intersect,True
1318-22-314-001,1318-22-310-006,2018,intersect,True
1318-22-314-004,1318-22-310-003,2018,intersect,True
1318-22-316-001,1318-22-310-004,2018,intersect,True
1318-22-316-004,1318-22-310-006,2018,intersect,True
1318-22-317-001,1318-22-310-006,2018,intersect,True
1318-22-317-003,1318-22-310-006,2018,intersect,True
1318-22-317-006,1318-22-310-006,2018,intersect,True
1318-22-711-002,1318-22-710-001,2018,intersect,True
1318-22-711-007,1318-22-710-001,2018,intersect,True
1418-15-511-026,1418-15-511-024,2018,intersect,True
023-904-018,023-904-008,2018,intersect,True
1418-10-802-011,1418-10-802-004,2018,intersect,True
094-300-011,094-300-014,2018,intersect,True
1318-10-310-015,1318-10-310-076,2018,intersect,True
1418-10-501-001,1418-10-501-013,2018,intersect,True
1418-15-801-005,1418-15-801-010,2018,intersect,True
017-021-020,017-021-033,2018,intersect,True
1418-34-211-026,1418-34-211-047,2018,intersect,True
1418-34-201-001,1418-34-201-010,2018,intersect,True
1418-34-401-009,1418-34-401-029,2018,intersect,True
027-112-020,027-112-029,2018,intersect,True
130-312-04,130-312-30,2018,intersect,True
097-092-003,097-092-012,2018,intersect,True
117-180-037,117-180-065,2018,intersect,True
021-321-029,021-321-036,2018,intersect,True
097-130-028,097-130-043,2018,intersect,True
083-075-007,083-075-036,2018,intersect,True
027-621-015,027-131-003,2018,intersect,True
018-320-011,018-320-018,2018,intersect,True
126-080-25,126-080-26,2018,intersect,True
094-171-007,094-171-010,2018,intersect,True
123-131-10,123-131-05,2018,intersect,True
1318-22-311-002,1318-22-310-001,2018,intersect,True
1318-22-311-003,1318-22-310-001,2018,intersect,True
1318-22-311-005,1318-22-310-001,2018,intersect,True
1318-22-311-006,1318-22-310-001,2018,intersect,True
1318-22-311-007,1318-22-310-001,2018,intersect,True
1318-22-311-009,1318-22-310-001,2018,intersect,True
1318-22-311-017,1318-22-310-001,2018,intersect,True
1318-22-311-013,1318-22-310-001,2018,intersect,True
1318-22-311-023,1318-22-310-001,2018,intersect,True
1318-22-312-009,1318-22-310-002,2018,intersect,True
1318-22-312-014,1318-22-310-002,2018,intersect,True
1318-22-312-017,1318-22-310-002,2018,intersect,True
1318-22-312-006,1318-22-310-002,2018,intersect,True
1318-22-312-011,1318-22-310-002,2018,intersect,True
1318-22-312-008,1318-22-310-002,2018,intersect,True
1318-22-312-013,1318-22-310-002,2018,intersect,True
117-150-045,117-150-040,2018,intersect,True
117-150-043,117-150-040,2018,intersect,True
117-150-041,117-150-040,2018,intersect,True
123-131-09,123-131-06,2018,intersect,True
1318-22-312-019,1318-22-310-002,2018,intersect,True
1318-15-410-021,1318-15-410-006,2018,intersect,True
090-191-050,090-191-008,2018,intersect,True
090-191-052,090-191-008,2018,intersect,True
090-191-049,090-191-008,2018,intersect,True
033-441-029,033-441-006,2018,intersect,True
023-960-003,023-182-028,2018,intersect,True
023-960-005,023-182-028,2018,intersect,True
023-960-007,023-182-028,2018,intersect,True
1318-22-313-001,1318-22-310-003,2018,intersect,True
1318-22-314-005,1318-22-310-006,2018,intersect,True
1318-22-315-002,1318-22-310-003,2018,intersect,True
1318-22-315-003,1318-22-310-006,2018,intersect,True
1318-22-315-004,1318-22-310-004,2018,intersect,True
1318-22-316-005,1318-22-310-004,2018,intersect,True
1318-22-317-008,1318-22-310-004,2018,intersect,True
1318-22-313-003,1318-22-310-006,2018,intersect,True
1318-22-313-004,1318-22-310-006,2018,intersect,True
1318-22-313-006,1318-22-310-006,2018,intersect,True
1318-22-313-008,1318-22-310-006,2018,intersect,True
1318-22-314-007,1318-22-310-006,2018,intersect,True
1318-22-316-003,1318-22-310-006,2018,intersect,True
1318-22-316-008,1318-22-310-006,2018,intersect,True
1318-22-317-005,1318-22-310-006,2018,intersect,True
1318-22-317-007,1318-22-310-006,2018,intersect,True
1318-22-711-003,1318-22-710-001,2018,intersect,True
1318-22-711-008,1318-22-710-001,2018,intersect,True
092-190-052,092-190-067,2018,intersect,True
124-860-01,124-860-07,2018,intersect,True
1318-23-212-005,1318-23-212-077,2018,intersect,True
1318-23-212-006,1318-23-212-078,2018,intersect,True
1318-10-310-036,1318-10-310-078,2018,intersect,True
1418-15-201-001,1418-15-201-005,2018,intersect,True
1418-27-210-015,1418-27-210-034,2018,intersect,True
1418-34-110-003,1418-34-110-002,2018,intersect,True
1418-34-110-024,1418-34-110-065,2018,intersect,True
1418-34-401-010,1418-34-401-029,2018,intersect,True
1418-34-401-011,1418-34-401-028,2018,intersect,True
1318-27-001-002,1318-27-001-015,2018,intersect,True
028-011-019,028-340-024,2018,intersect,True
027-313-002,027-313-016,2018,intersect,True
016-091-050,016-091-065,2018,intersect,True
092-190-065,092-190-068,2018,intersect,True
090-124-018,090-124-046,2018,intersect,True
083-202-006,083-202-017,2018,intersect,True
117-230-004,117-230-008,2018,intersect,True
117-150-048,117-150-040,2018,intersect,True
090-233-036,090-233-001,2018,intersect,True
1318-22-311-004,1318-22-310-001,2018,intersect,True
1318-22-311-008,1318-22-310-001,2018,intersect,True
1318-22-311-011,1318-22-310-001,2018,intersect,True
1318-22-311-014,1318-22-310-001,2018,intersect,True
1318-22-311-018,1318-22-310-001,2018,intersect,True
1318-22-311-019,1318-22-310-001,2018,intersect,True
1318-22-311-001,1318-22-310-001,2018,intersect,True
1318-22-312-021,1318-22-310-002,2018,intersect,True
1318-22-312-015,1318-22-310-002,2018,intersect,True
1318-22-312-004,1318-22-310-002,2018,intersect,True
1318-22-312-007,1318-22-310-002,2018,intersect,True
1318-22-312-016,1318-22-310-002,2018,intersect,True
085-072-018,085-072-014,2018,intersect,True
028-221-030,028-221-026,2018,intersect,True
022-200-014,022-200-012,2018,intersect,True
033-561-013,033-561-005,2018,intersect,True
025-041-023,025-041-010,2018,intersect,True
083-063-023,083-063-015,2018,intersect,True
117-100-089,117-100-015,2018,intersect,True
123-041-25,123-041-18,2018,intersect,True
090-153-012,090-153-008,2018,intersect,True
023-960-002,023-182-028,2018,intersect,True
023-960-004,023-182-028,2018,intersect,True
031-213-016,031-213-002,2018,intersect,True
1318-22-314-008,1318-22-310-003,2018,intersect,True
1318-22-315-006,1318-22-310-003,2018,intersect,True
1318-22-315-007,1318-22-310-003,2018,intersect,True
1318-22-317-004,1318-22-310-004,2018,intersect,True
1318-22-313-002,1318-22-310-006,2018,intersect,True
1318-22-314-002,1318-22-310-006,2018,intersect,True
1318-22-314-003,1318-22-310-006,2018,intersect,True
1318-22-314-006,1318-22-310-006,2018,intersect,True
1318-22-316-002,1318-22-310-006,2018,intersect,True
1318-22-316-006,1318-22-310-006,2018,intersect,True
1318-22-316-007,1318-22-310-006,2018,intersect,True
1318-22-317-002,1318-22-310-006,2018,intersect,True
1318-22-711-001,1318-22-310-006,2018,intersect,True
1318-22-711-004,1318-22-710-001,2018,intersect,True
1318-22-711-005,1318-22-310-006,2018,intersect,True
112-060-036,112-060-018,2018,intersect,True
112-060-037,112-060-018,2018,intersect,True
112-180-079,112-180-043,2018,intersect,True
034-284-028,034-284-030,2018,intersect,True
129-292-14,129-290-03,2018,intersect,True
094-350-021,094-350-037,2018,intersect,True
1319-19-710-031,1319-19-710-048,2018,intersect,True
015-104-009,015-104-024,2018,intersect,True
112-060-017,112-060-034,2018,intersect,True
1318-10-415-062,1318-10-415-072,2018,intersect,True
016-300-059,016-300-064,2018,intersect,True
090-134-046,090-134-058,2018,intersect,True
090-231-036,090-231-052,2018,intersect,True
115-030-035,115-030-100,2018,intersect,True
097-130-029,097-130-042,2018,intersect,True
016-211-014,016-211-017,2018,intersect,True
080-162-018,080-162-017,2018,intersect,True
033-661-026,033-661-014,2018,intersect,True
115-040-081,115-040-075,2018,intersect,True
1318-22-311-010,1318-22-310-001,2018,intersect,True
1318-22-311-012,1318-22-310-001,2018,intersect,True
1318-22-311-020,1318-22-310-001,2018,intersect,True
1318-22-311-021,1318-22-310-001,2018,intersect,True
1318-22-311-016,1318-22-310-001,2018,intersect,True
1318-22-311-024,1318-22-310-001,2018,intersect,True
1318-22-312-002,1318-22-310-002,2018,intersect,True
1318-22-312-018,1318-22-310-002,2018,intersect,True
1318-22-312-005,1318-22-310-002,2018,intersect,True
117-150-042,117-150-040,2018,intersect,True
033-441-028,033-441-007,2018,intersect,True
115-030-101,115-030-016,2018,intersect,True
1318-22-315-001,1318-22-310-003,2018,intersect,True
1318-22-315-005,1318-22-310-003,2018,intersect,True
1318-22-315-008,1318-22-310-004,2018,intersect,True
1318-22-313-007,1318-22-310-006,2018,intersect,True
1318-22-711-006,1318-22-710-001,2018,intersect,True
115-040-089,115-040-079,2018,intersect,True
130-163-36,130-163-27,2018,intersect,True
112-190-040,112-190-063,2018,intersect,True
025-735-011,025-735-005,2018,intersect,True
015-370-030,015-370-011,2018,intersect,True
021-321-009,021-321-036,2019,intersect,True
124-860-02,124-860-06,2019,intersect,True
124-860-03,124-860-05,2019,intersect,True
126-082-49,126-082-67,2019,intersect,True
084-110-011,084-110-026,2019,intersect,True
034-591-016,034-591-019,2019,intersect,True
129-292-07,129-292-31,2019,intersect,True
117-120-031,117-120-041,2019,intersect,True
1318-27-001-003,1318-27-001-015,2019,intersect,True
1319-19-710-032,1319-19-710-049,2019,intersect,True
1318-23-710-003,1318-23-710-094,2019,intersect,True
1318-25-110-010,1318-25-110-013,2019,intersect,True
1318-03-110-005,1318-03-110-035,2019,intersect,True
016-101-014,016-101-095,2019,intersect,True
1318-09-810-103,1318-09-810-117,2019,intersect,True
1418-10-702-006,1418-10-702-009,2019,intersect,True
1418-10-702-007,1418-10-702-010,2019,intersect,True
1318-15-601-003,1318-15-601-005,2019,intersect,True
1418-34-210-007,1418-34-210-032,2019,intersect,True
1418-34-201-004,1418-34-201-007,2019,intersect,True
1318-10-310-010,1318-10-310-091,2019,intersect,True
1418-27-210-029,1418-27-210-036,2019,intersect,True
123-032-12,123-032-28,2019,intersect,True
117-150-040,117-150-048,2019,intersect,True
090-030-044,090-030-046,2019,intersect,True
098-210-031,098-360-007,2019,intersect,True
123-131-01,123-131-10,2019,intersect,True
036-543-011,036-472-009,2019,intersect,True
015-264-017,015-264-025,2019,intersect,True
097-130-027,097-130-043,2019,intersect,True
1418-10-802-003,1418-10-802-010,2019,intersect,True
017-021-015,017-021-031,2019,intersect,True
1319-30-610-002,1319-30-610-004,2019,intersect,True
117-020-009,117-020-025,2019,intersect,True
097-111-025,097-111-028,2019,intersect,True
115-030-096,115-030-097,2019,intersect,True
115-040-082,115-040-075,2019,intersect,True
123-131-11,123-131-04,2019,intersect,True
1318-22-312-020,1318-22-312-022,2019,intersect,True
126-082-68,126-082-21,2019,intersect,True
098-167-019,098-167-006,2019,intersect,True
090-191-051,090-191-008,2019,intersect,True
023-960-006,023-182-028,2019,intersect,True
130-241-65,130-241-46,2019,intersect,True
1318-22-313-005,1318-22-310-003,2019,intersect,True
1318-22-314-001,1318-22-310-006,2019,intersect,True
1318-22-314-004,1318-22-310-003,2019,intersect,True
1318-22-316-001,1318-22-310-004,2019,intersect,True
1318-22-316-004,1318-22-310-006,2019,intersect,True
1318-22-317-001,1318-22-310-006,2019,intersect,True
1318-22-317-003,1318-22-310-006,2019,intersect,True
1318-22-317-006,1318-22-310-006,2019,intersect,True
1318-22-711-002,1318-22-710-001,2019,intersect,True
1318-22-711-007,1318-22-710-001,2019,intersect,True
1418-15-511-026,1418-15-511-024,2019,intersect,True
023-904-018,023-904-008,2019,intersect,True
1418-10-802-011,1418-10-802-004,2019,intersect,True
015-370-022,015-370-027,2019,intersect,True
094-300-011,094-300-014,2019,intersect,True
1318-10-310-015,1318-10-310-076,2019,intersect,True
1418-10-501-001,1418-10-501-013,2019,intersect,True
1418-15-801-005,1418-15-801-010,2019,intersect,True
017-021-020,017-021-033,2019,intersect,True
1418-34-211-026,1418-34-211-047,2019,intersect,True
1418-34-201-001,1418-34-201-010,2019,intersect,True
1418-34-401-009,1418-34-401-029,2019,intersect,True
027-112-020,027-112-029,2019,intersect,True
130-312-04,130-312-30,2019,intersect,True
097-092-003,097-092-012,2019,intersect,True
117-180-037,117-180-065,2019,intersect,True
021-321-029,021-321-036,2019,intersect,True
097-130-028,097-130-043,2019,intersect,True
083-075-007,083-075-036,2019,intersect,True
027-621-015,027-641-012,2019,intersect,True
018-320-011,018-320-018,2019,intersect,True
126-080-25,126-080-27,2019,intersect,True
094-171-007,094-171-010,2019,intersect,True
123-032-26,123-032-28,2019,intersect,True
123-131-09,123-131-06,2019,intersect,True
1318-22-312-019,1318-22-312-022,2019,intersect,True
1318-15-410-021,1318-15-410-006,2019,intersect,True
090-191-050,090-191-008,2019,intersect,True
090-191-052,090-191-008,2019,intersect,True
090-191-049,090-191-008,2019,intersect,True
033-441-029,033-441-006,2019,intersect,True
023-960-003,023-182-028,2019,intersect,True
023-960-005,023-182-028,2019,intersect,True
023-960-007,023-182-028,2019,intersect,True
1318-22-313-001,1318-22-310-003,2019,intersect,True
1318-22-314-005,1318-22-310-006,2019,intersect,True
1318-22-315-002,1318-22-310-003,2019,intersect,True
1318-22-315-003,1318-22-310-006,2019,intersect,True
1318-22-315-004,1318-22-310-004,2019,intersect,True
1318-22-316-005,1318-22-310-004,2019,intersect,True
1318-22-317-008,1318-22-310-004,2019,intersect,True
1318-22-313-003,1318-22-310-006,2019,intersect,True
1318-22-313-004,1318-22-310-006,2019,intersect,True
1318-22-313-006,1318-22-310-006,2019,intersect,True
1318-22-313-008,1318-22-310-006,2019,intersect,True
1318-22-314-007,1318-22-310-006,2019,intersect,True
1318-22-316-003,1318-22-310-006,2019,intersect,True
1318-22-316-008,1318-22-310-006,2019,intersect,True
1318-22-317-005,1318-22-310-006,2019,intersect,True
1318-22-317-007,1318-22-310-006,2019,intersect,True
1318-22-711-003,1318-22-710-001,2019,intersect,True
1318-22-711-008,1318-22-710-001,2019,intersect,True
092-190-052,092-190-067,2019,intersect,True
124-860-01,124-860-07,2019,intersect,True
1318-23-212-005,1318-23-212-077,2019,intersect,True
1318-23-212-006,1318-23-212-078,2019,intersect,True
1318-10-310-036,1318-10-310-078,2019,intersect,True
1418-15-201-001,1418-15-201-005,2019,intersect,True
1418-27-210-015,1418-27-210-034,2019,intersect,True
1418-34-110-003,1418-34-110-002,2019,intersect,True
1418-34-110-024,1418-34-110-065,2019,intersect,True
1418-34-401-010,1418-34-401-029,2019,intersect,True
1418-34-401-011,1418-34-401-028,2019,intersect,True
1318-27-001-002,1318-27-001-015,2019,intersect,True
028-011-019,028-340-024,2019,intersect,True
027-313-002,027-313-016,2019,intersect,True
016-091-050,016-091-065,2019,intersect,True
092-190-065,092-190-068,2019,intersect,True
083-074-003,083-074-019,2019,intersect,True
090-124-018,090-124-046,2019,intersect,True
090-262-013,090-262-015,2019,intersect,True
083-202-006,083-202-017,2019,intersect,True
117-230-004,117-230-008,2019,intersect,True
028-221-030,028-221-026,2019,intersect,True
022-200-014,022-200-012,2019,intersect,True
033-561-013,033-561-005,2019,intersect,True
025-041-023,025-041-010,2019,intersect,True
083-063-023,083-063-015,2019,intersect,True
117-100-089,117-100-015,2019,intersect,True
123-041-25,123-041-18,2019,intersect,True
090-153-012,090-153-008,2019,intersect,True
023-960-002,023-182-028,2019,intersect,True
023-960-004,023-182-028,2019,intersect,True
031-213-016,031-213-002,2019,intersect,True
1318-22-314-008,1318-22-310-003,2019,intersect,True
1318-22-315-006,1318-22-310-003,2019,intersect,True
1318-22-315-007,1318-22-310-003,2019,intersect,True
1318-22-317-004,1318-22-310-004,2019,intersect,True
1318-22-313-002,1318-22-310-006,2019,intersect,True
1318-22-314-002,1318-22-310-006,2019,intersect,True
1318-22-314-003,1318-22-310-006,2019,intersect,True
1318-22-314-006,1318-22-310-006,2019,intersect,True
1318-22-316-002,1318-22-310-006,2019,intersect,True
1318-22-316-006,1318-22-310-006,2019,intersect,True
1318-22-316-007,1318-22-310-006,2019,intersect,True
1318-22-317-002,1318-22-310-006,2019,intersect,True
1318-22-711-001,1318-22-310-006,2019,intersect,True
1318-22-711-004,1318-22-710-001,2019,intersect,True
1318-22-711-005,1318-22-310-006,2019,intersect,True
112-060-036,112-060-018,2019,intersect,True
112-060-037,112-060-018,2019,intersect,True
112-180-079,112-180-043,2019,intersect,True
098-164-009,098-164-016,2019,intersect,True
034-284-028,034-284-030,2019,intersect,True
129-292-14,129-290-03,2019,intersect,True
094-350-021,094-350-037,2019,intersect,True
1319-19-710-031,1319-19-710-048,2019,intersect,True
015-104-009,015-104-024,2019,intersect,True
112-060-017,112-060-034,2019,intersect,True
1318-10-415-062,1318-10-415-072,2019,intersect,True
016-300-059,016-300-064,2019,intersect,True
090-134-046,090-134-058,2019,intersect,True
090-231-036,090-231-052,2019,intersect,True
115-030-035,115-030-100,2019,intersect,True
097-130-029,097-130-042,2019,intersect,True
016-211-014,016-211-017,2019,intersect,True
033-441-028,033-441-007,2019,intersect,True
115-030-101,115-030-016,2019,intersect,True
1318-22-315-001,1318-22-310-003,2019,intersect,True
1318-22-315-005,1318-22-310-003,2019,intersect,True
1318-22-315-008,1318-22-310-004,2019,intersect,True
1318-22-313-007,1318-22-310-006,2019,intersect,True
1318-22-711-006,1318-22-710-001,2019,intersect,True
115-040-089,115-040-079,2019,intersect,True
130-163-36,130-163-27,2019,intersect,True
112-190-040,112-190-063,2019,intersect,True
015-370-030,015-370-011,2019,intersect,True
021-321-009,021-321-036,2020,intersect,True
124-860-02,124-860-06,2020,intersect,True
124-860-03,124-860-05,2020,intersect,True
126-082-49,126-082-67,2020,intersect,True
084-110-011,084-110-026,2020,intersect,True
034-591-016,034-591-019,2020,intersect,True
129-292-07,129-292-31,2020,intersect,True
117-120-031,117-120-041,2020,intersect,True
1318-27-001-003,1318-27-001-015,2020,intersect,True
1319-19-710-032,1319-19-710-049,2020,intersect,True
1318-23-710-003,1318-23-710-094,2020,intersect,True
1318-25-110-010,1318-25-110-013,2020,intersect,True
1318-03-110-005,1318-03-110-035,2020,intersect,True
016-101-014,016-101-095,2020,intersect,True
1318-09-810-103,1318-09-810-117,2020,intersect,True
1418-10-702-006,1418-10-702-009,2020,intersect,True
1418-10-702-007,1418-10-702-010,2020,intersect,True
1318-15-601-003,1318-15-601-005,2020,intersect,True
1418-34-210-007,1418-34-210-032,2020,intersect,True
1418-34-201-004,1418-34-201-007,2020,intersect,True
1318-10-310-010,1318-10-310-091,2020,intersect,True
1418-27-210-029,1418-27-210-036,2020,intersect,True
123-032-12,123-032-28,2020,intersect,True
117-150-040,117-150-048,2020,intersect,True
090-030-044,090-030-046,2020,intersect,True
098-210-031,098-360-007,2020,intersect,True
123-131-01,123-131-10,2020,intersect,True
036-543-011,036-472-009,2020,intersect,True
015-264-017,015-264-025,2020,intersect,True
097-130-027,097-130-043,2020,intersect,True
1418-10-802-003,1418-10-802-010,2020,intersect,True
017-021-015,017-021-031,2020,intersect,True
1319-30-610-002,1319-30-610-004,2020,intersect,True
117-020-009,117-020-025,2020,intersect,True
097-111-025,097-111-028,2020,intersect,True
115-030-096,115-030-097,2020,intersect,True
123-032-27,123-032-29,2020,intersect,True
123-131-11,123-131-04,2020,intersect,True
1318-22-312-020,1318-22-312-022,2020,intersect,True
098-010-042,098-010-037,2020,intersect,True
126-082-68,126-082-21,2020,intersect,True
098-167-019,098-167-006,2020,intersect,True
090-191-051,090-191-008,2020,intersect,True
023-960-006,023-182-028,2020,intersect,True
130-241-65,130-241-46,2020,intersect,True
1318-22-313-005,1318-22-310-003,2020,intersect,True
1318-22-314-001,1318-22-310-006,2020,intersect,True
1318-22-314-004,1318-22-310-003,2020,intersect,True
1318-22-316-001,1318-22-310-004,2020,intersect,True
1318-22-316-004,1318-22-310-006,2020,intersect,True
1318-22-317-001,1318-22-310-006,2020,intersect,True
1318-22-317-003,1318-22-310-006,2020,intersect,True
1318-22-317-006,1318-22-310-006,2020,intersect,True
1318-22-711-002,1318-22-710-001,2020,intersect,True
1318-22-711-007,1318-22-710-001,2020,intersect,True
1418-15-511-026,1418-15-511-024,2020,intersect,True
023-904-018,023-904-008,2020,intersect,True
1418-10-802-011,1418-10-802-004,2020,intersect,True
015-370-022,015-370-027,2020,intersect,True
094-300-011,094-300-014,2020,intersect,True
1318-10-310-015,1318-10-310-076,2020,intersect,True
1418-10-501-001,1418-10-501-013,2020,intersect,True
1418-15-801-005,1418-15-801-010,2020,intersect,True
017-021-020,017-021-033,2020,intersect,True
1418-34-211-026,1418-34-211-047,2020,intersect,True
1418-34-201-001,1418-34-201-010,2020,intersect,True
1418-34-401-009,1418-34-401-029,2020,intersect,True
027-112-020,027-112-029,2020,intersect,True
122-181-24,122-181-77,2020,intersect,True
130-312-04,130-312-30,2020,intersect,True
097-092-003,097-092-012,2020,intersect,True
117-180-037,117-180-065,2020,intersect,True
021-321-029,021-321-036,2020,intersect,True
097-130-028,097-130-043,2020,intersect,True
083-075-007,083-075-036,2020,intersect,True
027-621-015,027-631-012,2020,intersect,True
018-320-011,018-320-018,2020,intersect,True
126-080-25,126-080-27,2020,intersect,True
094-171-007,094-171-010,2020,intersect,True
123-032-26,123-032-28,2020,intersect,True
123-131-09,123-131-06,2020,intersect,True
1318-22-312-019,1318-22-312-022,2020,intersect,True
1318-15-410-021,1318-15-410-006,2020,intersect,True
090-073-021,090-073-019,2020,intersect,True
090-191-050,090-191-008,2020,intersect,True
090-191-052,090-191-008,2020,intersect,True
090-191-049,090-191-008,2020,intersect,True
033-441-029,033-441-006,2020,intersect,True
023-960-003,023-182-028,2020,intersect,True
023-960-005,023-182-028,2020,intersect,True
023-960-007,023-182-028,2020,intersect,True
1318-22-313-001,1318-22-310-003,2020,intersect,True
1318-22-314-005,1318-22-310-006,2020,intersect,True
1318-22-315-002,1318-22-310-003,2020,intersect,True
1318-22-315-003,1318-22-310-006,2020,intersect,True
1318-22-315-004,1318-22-310-004,2020,intersect,True
1318-22-316-005,1318-22-310-004,2020,intersect,True
1318-22-317-008,1318-22-310-004,2020,intersect,True
1318-22-313-003,1318-22-310-006,2020,intersect,True
1318-22-313-004,1318-22-310-006,2020,intersect,True
1318-22-313-006,1318-22-310-006,2020,intersect,True
1318-22-313-008,1318-22-310-006,2020,intersect,True
1318-22-314-007,1318-22-310-006,2020,intersect,True
1318-22-316-003,1318-22-310-006,2020,intersect,True
1318-22-316-008,1318-22-310-006,2020,intersect,True
1318-22-317-005,1318-22-310-006,2020,intersect,True
1318-22-317-007,1318-22-310-006,2020,intersect,True
1318-22-711-003,1318-22-710-001,2020,intersect,True
1318-22-711-008,1318-22-710-001,2020,intersect,True
092-190-052,092-190-067,2020,intersect,True
124-860-01,124-860-07,2020,intersect,True
1318-23-212-005,1318-23-212-077,2020,intersect,True
1318-23-212-006,1318-23-212-078,2020,intersect,True
1318-10-310-036,1318-10-310-078,2020,intersect,True
1418-15-201-001,1418-15-201-005,2020,intersect,True
1418-27-210-015,1418-27-210-034,2020,intersect,True
1418-34-110-003,1418-34-110-002,2020,intersect,True
1418-34-110-024,1418-34-110-065,2020,intersect,True
1418-34-401-010,1418-34-401-029,2020,intersect,True
1418-34-401-011,1418-34-401-028,2020,intersect,True
1318-27-001-002,1318-27-001-015,2020,intersect,True
028-011-019,028-340-024,2020,intersect,True
027-313-002,027-313-016,2020,intersect,True
016-091-050,016-091-065,2020,intersect,True
092-190-065,092-190-068,2020,intersect,True
083-074-003,083-074-019,2020,intersect,True
090-124-018,090-124-046,2020,intersect,True
090-262-013,090-262-015,2020,intersect,True
115-040-075,115-040-081,2020,intersect,True
083-202-006,083-202-017,2020,intersect,True
117-230-004,117-230-008,2020,intersect,True
022-200-014,022-200-012,2020,intersect,True
033-561-013,033-561-005,2020,intersect,True
025-041-023,025-041-010,2020,intersect,True
083-063-023,083-063-015,2020,intersect,True
117-100-089,117-100-015,2020,intersect,True
123-041-25,123-041-18,2020,intersect,True
090-153-012,090-153-008,2020,intersect,True
023-960-002,023-182-028,2020,intersect,True
023-960-004,023-182-028,2020,intersect,True
031-213-016,031-213-002,2020,intersect,True
1318-22-314-008,1318-22-310-003,2020,intersect,True
1318-22-315-006,1318-22-310-003,2020,intersect,True
1318-22-315-007,1318-22-310-003,2020,intersect,True
1318-22-317-004,1318-22-310-004,2020,intersect,True
1318-22-313-002,1318-22-310-006,2020,intersect,True
1318-22-314-002,1318-22-310-006,2020,intersect,True
1318-22-314-003,1318-22-310-006,2020,intersect,True
1318-22-314-006,1318-22-310-006,2020,intersect,True
1318-22-316-002,1318-22-310-006,2020,intersect,True
1318-22-316-006,1318-22-310-006,2020,intersect,True
1318-22-316-007,1318-22-310-006,2020,intersect,True
1318-22-317-002,1318-22-310-006,2020,intersect,True
1318-22-711-001,1318-22-310-006,2020,intersect,True
1318-22-711-004,1318-22-710-001,2020,intersect,True
1318-22-711-005,1318-22-310-006,2020,intersect,True
112-060-036,112-060-018,2020,intersect,True
112-060-037,112-060-018,2020,intersect,True
112-180-079,112-180-043,2020,intersect,True
098-164-009,098-164-016,2020,intersect,True
034-284-028,034-284-030,2020,intersect,True
129-292-14,129-290-03,2020,intersect,True
094-350-021,094-350-037,2020,intersect,True
1319-19-710-031,1319-19-710-048,2020,intersect,True
015-104-009,015-104-024,2020,intersect,True
112-060-017,112-060-034,2020,intersect,True
1318-10-415-062,1318-10-415-072,2020,intersect,True
016-300-059,016-300-064,2020,intersect,True
090-134-046,090-134-058,2020,intersect,True
090-231-036,090-231-052,2020,intersect,True
115-030-035,115-030-100,2020,intersect,True
097-130-029,097-130-042,2020,intersect,True
016-211-014,016-211-017,2020,intersect,True
033-441-028,033-441-007,2020,intersect,True
115-030-101,115-030-016,2020,intersect,True
1318-22-315-001,1318-22-310-003,2020,intersect,True
1318-22-315-005,1318-22-310-003,2020,intersect,True
1318-22-315-008,1318-22-310-004,2020,intersect,True
1318-22-313-007,1318-22-310-006,2020,intersect,True
1318-22-711-006,1318-22-710-001,2020,intersect,True
115-040-089,115-040-079,2020,intersect,True
130-163-36,130-163-27,2020,intersect,True
112-190-040,112-190-063,2020,intersect,True
