row_index,reason,raw_apn,value
41869,noncanonical_category_2026,1319-30-627-004,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41870,noncanonical_category_2023,1319-30-627-005,Parcel is outside TRPA Boundary
41870,noncanonical_category_2026,1319-30-627-005,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41871,noncanonical_category_2023,1319-30-627-006,Parcel is outside TRPA Boundary
41871,noncanonical_category_2026,1319-30-627-006,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41872,noncanonical_category_2023,1319-30-627-007,Parcel is outside TRPA Boundary
41872,noncanonical_category_2026,1319-30-627-007,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41873,noncanonical_category_2023,1319-30-627-008,Parcel is outside TRPA Boundary
41873,noncanonical_category_2026,1319-30-627-008,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41874,noncanonical_category_2023,1319-30-627-009,Parcel is outside TRPA Boundary
41874,noncanonical_category_2026,1319-30-627-009,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41875,noncanonical_category_2023,1319-30-627-011,Parcel is outside TRPA Boundary
41875,noncanonical_category_2026,1319-30-627-011,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41876,noncanonical_category_2023,1319-30-627-012,Parcel is outside TRPA Boundary
41876,noncanonical_category_2026,1319-30-627-012,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41877,noncanonical_category_2023,1319-30-627-013,Parcel is outside TRPA Boundary
41877,noncanonical_category_2026,1319-30-627-013,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41878,noncanonical_category_2023,1319-30-627-014,Parcel is outside TRPA Boundary
41878,noncanonical_category_2026,1319-30-627-014,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41879,noncanonical_category_2023,1319-30-627-015,Parcel is outside TRPA Boundary
41879,noncanonical_category_2026,1319-30-627-015,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41880,noncanonical_category_2023,1319-30-627-016,Parcel is outside TRPA Boundary
41880,noncanonical_category_2026,1319-30-627-016,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41881,noncanonical_category_2023,1319-30-627-017,Parcel is outside TRPA Boundary
41881,noncanonical_category_2026,1319-30-627-017,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41882,noncanonical_category_2023,1319-30-627-018,Parcel is outside TRPA Boundary
41882,noncanonical_category_2026,1319-30-627-018,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41883,noncanonical_category_2023,1319-30-627-019,Parcel is outside TRPA Boundary
41883,noncanonical_category_2026,1319-30-627-019,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41884,noncanonical_category_2023,1319-30-627-020,Parcel is outside TRPA Boundary
41884,noncanonical_category_2026,1319-30-627-020,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41885,noncanonical_category_2023,1319-30-627-021,Parcel is outside TRPA Boundary
41885,noncanonical_category_2026,1319-30-627-021,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41886,noncanonical_category_2023,1319-30-627-022,Parcel is outside TRPA Boundary
41886,noncanonical_category_2026,1319-30-627-022,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41887,noncanonical_category_2023,1319-30-628-004,Parcel is outside TRPA Boundary
41887,noncanonical_category_2026,1319-30-628-004,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41888,noncanonical_category_2023,1319-30-628-006,Parcel is outside TRPA Boundary
41888,noncanonical_category_2026,1319-30-628-006,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41889,noncanonical_category_2023,1319-30-628-010,Parcel is outside TRPA Boundary
41889,noncanonical_category_2026,1319-30-628-010,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41890,noncanonical_category_2023,1319-30-628-011,Parcel is outside TRPA Boundary
41890,noncanonical_category_2026,1319-30-628-011,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41891,noncanonical_category_2023,1319-30-628-014,Parcel is outside TRPA Boundary
41891,noncanonical_category_2026,1319-30-628-014,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41892,noncanonical_category_2023,1319-30-628-016,Parcel is outside TRPA Boundary
41892,noncanonical_category_2026,1319-30-628-016,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41893,noncanonical_category_2023,1319-30-628-017,Parcel is outside TRPA Boundary
41893,noncanonical_category_2026,1319-30-628-017,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41894,noncanonical_category_2023,1319-30-628-018,Parcel is outside TRPA Boundary
41894,noncanonical_category_2026,1319-30-628-018,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41895,noncanonical_category_2023,1319-30-628-023,Parcel is outside TRPA Boundary
41895,noncanonical_category_2026,1319-30-628-023,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41896,noncanonical_category_2023,1319-30-628-029,Parcel is outside TRPA Boundary
41896,noncanonical_category_2026,1319-30-628-029,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41897,noncanonical_category_2023,1319-30-628-030,Parcel is outside TRPA Boundary
41897,noncanonical_category_2026,1319-30-628-030,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41898,noncanonical_category_2023,1319-30-629-002,Parcel is outside TRPA Boundary
41898,noncanonical_category_2026,1319-30-629-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41899,noncanonical_category_2023,1319-30-629-015,Parcel is outside TRPA Boundary
41899,noncanonical_category_2026,1319-30-629-015,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41900,noncanonical_category_2023,1319-30-629-020,Parcel is outside TRPA Boundary
41900,noncanonical_category_2026,1319-30-629-020,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41901,noncanonical_category_2023,1319-30-629-023,Parcel is outside TRPA Boundary
41901,noncanonical_category_2026,1319-30-629-023,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41902,noncanonical_category_2023,1319-30-629-024,Parcel is outside TRPA Boundary
41902,noncanonical_category_2026,1319-30-629-024,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41903,noncanonical_category_2023,1319-30-630-001,Parcel is outside TRPA Boundary
41903,noncanonical_category_2026,1319-30-630-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41904,noncanonical_category_2023,1319-30-631-009,Parcel is outside TRPA Boundary
41904,noncanonical_category_2026,1319-30-631-009,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41905,noncanonical_category_2023,1319-30-631-017,Parcel is outside TRPA Boundary
41905,noncanonical_category_2026,1319-30-631-017,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41906,noncanonical_category_2023,1319-30-631-019,Parcel is outside TRPA Boundary
41906,noncanonical_category_2026,1319-30-631-019,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41907,noncanonical_category_2023,1319-30-631-020,Parcel is outside TRPA Boundary
41907,noncanonical_category_2026,1319-30-631-020,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41908,noncanonical_category_2023,1319-30-631-025,Parcel is outside TRPA Boundary
41908,noncanonical_category_2026,1319-30-631-025,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41909,noncanonical_category_2023,1319-30-632-001,Parcel is outside TRPA Boundary
41909,noncanonical_category_2026,1319-30-632-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41910,noncanonical_category_2023,1319-30-632-003,Parcel is outside TRPA Boundary
41910,noncanonical_category_2026,1319-30-632-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41911,noncanonical_category_2023,1319-30-632-004,Parcel is outside TRPA Boundary
41911,noncanonical_category_2026,1319-30-632-004,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41912,noncanonical_category_2023,1319-30-633-003,Parcel is outside TRPA Boundary
41912,noncanonical_category_2026,1319-30-633-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41913,noncanonical_category_2023,1319-30-634-001,Parcel is outside TRPA Boundary
41913,noncanonical_category_2026,1319-30-634-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41914,noncanonical_category_2023,1319-30-634-003,Parcel is outside TRPA Boundary
41914,noncanonical_category_2026,1319-30-634-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41915,noncanonical_category_2023,1319-30-635-001,Parcel is outside TRPA Boundary
41915,noncanonical_category_2026,1319-30-635-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41916,noncanonical_category_2023,1319-30-636-004,Parcel is outside TRPA Boundary
41916,noncanonical_category_2026,1319-30-636-004,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41917,noncanonical_category_2023,1319-30-637-001,Parcel is outside TRPA Boundary
41917,noncanonical_category_2026,1319-30-637-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41918,noncanonical_category_2023,1319-30-637-002,Parcel is outside TRPA Boundary
41918,noncanonical_category_2026,1319-30-637-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41919,noncanonical_category_2023,1319-30-638-001,Parcel is outside TRPA Boundary
41919,noncanonical_category_2026,1319-30-638-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41920,noncanonical_category_2023,1319-30-638-002,Parcel is outside TRPA Boundary
41920,noncanonical_category_2026,1319-30-638-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41921,noncanonical_category_2023,1319-30-639-002,Parcel is outside TRPA Boundary
41921,noncanonical_category_2026,1319-30-639-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41922,noncanonical_category_2023,1319-30-639-005,Parcel is outside TRPA Boundary
41922,noncanonical_category_2026,1319-30-639-005,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41923,noncanonical_category_2023,1319-30-639-007,Parcel is outside TRPA Boundary
41923,noncanonical_category_2026,1319-30-639-007,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41924,noncanonical_category_2023,1319-30-639-008,Parcel is outside TRPA Boundary
41924,noncanonical_category_2026,1319-30-639-008,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41925,noncanonical_category_2023,1319-30-640-003,Parcel is outside TRPA Boundary
41925,noncanonical_category_2026,1319-30-640-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41926,noncanonical_category_2023,1319-30-642-006,Parcel is outside TRPA Boundary
41926,noncanonical_category_2026,1319-30-642-006,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41928,noncanonical_category_2023,1319-30-710-006,Parcel is outside TRPA Boundary
41929,noncanonical_category_2023,1319-30-710-007,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
41930,noncanonical_category_2023,1319-30-710-010,Parcel is outside TRPA Boundary
41930,noncanonical_category_2026,1319-30-710-010,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41931,noncanonical_category_2026,1319-30-710-011,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41932,noncanonical_category_2026,1319-30-710-012,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41934,noncanonical_category_2023,1319-30-710-014,Parcel is outside TRPA Boundary
41934,noncanonical_category_2026,1319-30-710-014,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41935,noncanonical_category_2023,1319-30-710-016,Parcel is outside TRPA Boundary
41935,noncanonical_category_2026,1319-30-710-016,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41936,noncanonical_category_2023,1319-30-712-002,Parcel is outside TRPA Boundary
41936,noncanonical_category_2026,1319-30-712-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41937,noncanonical_category_2023,1319-30-712-003,Parcel is outside TRPA Boundary
41937,noncanonical_category_2026,1319-30-712-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41938,noncanonical_category_2023,1319-30-712-004,Parcel is outside TRPA Boundary
41938,noncanonical_category_2026,1319-30-712-004,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41939,noncanonical_category_2023,1319-30-712-005,Parcel is outside TRPA Boundary
41939,noncanonical_category_2026,1319-30-712-005,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41940,noncanonical_category_2023,1319-30-712-006,Parcel is outside TRPA Boundary
41940,noncanonical_category_2026,1319-30-712-006,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41941,noncanonical_category_2023,1319-30-712-007,Parcel is outside TRPA Boundary
41941,noncanonical_category_2026,1319-30-712-007,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41942,noncanonical_category_2023,1319-30-712-008,Parcel is outside TRPA Boundary
41942,noncanonical_category_2026,1319-30-712-008,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41943,noncanonical_category_2023,1319-30-712-009,Parcel is outside TRPA Boundary
41943,noncanonical_category_2026,1319-30-712-009,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41944,noncanonical_category_2023,1319-30-712-010,Parcel is outside TRPA Boundary
41944,noncanonical_category_2026,1319-30-712-010,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41945,noncanonical_category_2023,1319-30-713-002,Parcel is outside TRPA Boundary
41945,noncanonical_category_2026,1319-30-713-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41946,noncanonical_category_2023,1319-30-714-001,Parcel is outside TRPA Boundary
41946,noncanonical_category_2026,1319-30-714-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41947,noncanonical_category_2023,1319-30-715-001,Parcel is outside TRPA Boundary
41947,noncanonical_category_2026,1319-30-715-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41948,noncanonical_category_2023,1319-30-715-002,Parcel is outside TRPA Boundary
41948,noncanonical_category_2026,1319-30-715-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41949,noncanonical_category_2023,1319-30-716-003,Parcel is outside TRPA Boundary
41949,noncanonical_category_2026,1319-30-716-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41950,noncanonical_category_2023,1319-30-716-004,Parcel is outside TRPA Boundary
41950,noncanonical_category_2026,1319-30-716-004,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41951,noncanonical_category_2023,1319-30-717-002,Parcel is outside TRPA Boundary
41951,noncanonical_category_2026,1319-30-717-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41952,noncanonical_category_2023,1319-30-717-003,Parcel is outside TRPA Boundary
41952,noncanonical_category_2026,1319-30-717-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41953,noncanonical_category_2023,1319-30-718-001,Parcel is outside TRPA Boundary
41953,noncanonical_category_2026,1319-30-718-001,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41954,noncanonical_category_2023,1319-30-718-002,Parcel is outside TRPA Boundary
41954,noncanonical_category_2026,1319-30-718-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41955,noncanonical_category_2023,1319-30-718-003,Parcel is outside TRPA Boundary
41955,noncanonical_category_2026,1319-30-718-003,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41956,noncanonical_category_2023,1319-30-719-002,Parcel is outside TRPA Boundary
41956,noncanonical_category_2026,1319-30-719-002,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41957,noncanonical_category_2023,1319-30-719-005,Parcel is outside TRPA Boundary
41957,noncanonical_category_2026,1319-30-719-005,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41958,noncanonical_category_2023,1319-30-719-008,Parcel is outside TRPA Boundary
41958,noncanonical_category_2026,1319-30-719-008,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41959,noncanonical_category_2023,1319-30-719-015,Parcel is outside TRPA Boundary
41959,noncanonical_category_2026,1319-30-719-015,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41960,noncanonical_category_2023,1319-30-719-016,Parcel is outside TRPA Boundary
41960,noncanonical_category_2026,1319-30-719-016,Parcel is outside TRPA Boundary; Unit(s) Removed in 2026
41961,noncanonical_category_2023,132-011-01,Unit(s) Added Based on GIS (Errors)
41962,noncanonical_category_2023,132-012-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
41963,noncanonical_category_2023,132-012-02,"Commercial, Not Residential"
41964,noncanonical_category_2023,132-012-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
41965,noncanonical_category_2023,132-012-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42062,noncanonical_category_2023,132-042-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42063,noncanonical_category_2023,132-042-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42064,noncanonical_category_2023,132-042-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42065,noncanonical_category_2023,132-042-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42066,noncanonical_category_2023,132-042-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42067,noncanonical_category_2023,132-042-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42068,noncanonical_category_2023,132-042-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42069,noncanonical_category_2023,132-042-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42070,noncanonical_category_2023,132-043-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42071,noncanonical_category_2023,132-043-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42072,noncanonical_category_2023,132-043-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42073,noncanonical_category_2023,132-043-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42074,noncanonical_category_2023,132-043-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42075,noncanonical_category_2023,132-043-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42076,noncanonical_category_2023,132-043-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42077,noncanonical_category_2023,132-043-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42078,noncanonical_category_2023,132-043-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42079,noncanonical_category_2023,132-043-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42080,noncanonical_category_2023,132-044-01,Correction Based on County Data
42081,noncanonical_category_2023,132-044-02,Correction Based on County Data
42082,noncanonical_category_2023,132-044-03,Correction Based on County Data
42083,noncanonical_category_2023,132-044-04,Correction Based on County Data
42084,noncanonical_category_2023,132-044-05,Correction Based on County Data
42085,noncanonical_category_2023,132-044-06,Correction Based on County Data
42086,noncanonical_category_2023,132-044-07,Correction Based on County Data
42087,noncanonical_category_2023,132-044-08,Correction Based on County Data
42088,noncanonical_category_2023,132-044-09,Correction Based on County Data
42089,noncanonical_category_2023,132-044-10,Correction Based on County Data
42091,noncanonical_category_2023,132-051-01,Correction Based on County Data
42092,noncanonical_category_2023,132-051-02,Correction Based on County Data
42093,noncanonical_category_2023,132-051-03,Correction Based on County Data
42094,noncanonical_category_2023,132-051-04,Correction Based on County Data
42095,noncanonical_category_2023,132-051-05,Correction Based on County Data
42096,noncanonical_category_2023,132-051-06,Correction Based on County Data
42097,noncanonical_category_2023,132-051-07,Correction Based on County Data
42098,noncanonical_category_2023,132-051-08,Correction Based on County Data
42099,noncanonical_category_2023,132-051-09,Correction Based on County Data
42100,noncanonical_category_2023,132-051-10,Correction Based on County Data
42132,noncanonical_category_2023,132-053-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42133,noncanonical_category_2023,132-053-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42134,noncanonical_category_2023,132-053-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42135,noncanonical_category_2023,132-053-14,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42136,noncanonical_category_2023,132-053-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42137,noncanonical_category_2023,132-053-16,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42138,noncanonical_category_2023,132-053-17,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42139,noncanonical_category_2023,132-053-18,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42140,noncanonical_category_2023,132-053-19,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42141,noncanonical_category_2023,132-053-20,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42142,noncanonical_category_2023,132-053-21,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42143,noncanonical_category_2023,132-053-22,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42144,noncanonical_category_2023,132-053-23,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42145,noncanonical_category_2023,132-053-24,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42146,noncanonical_category_2023,132-053-25,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42147,noncanonical_category_2023,132-054-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42148,noncanonical_category_2023,132-054-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42149,noncanonical_category_2023,132-054-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42150,noncanonical_category_2023,132-054-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42151,noncanonical_category_2023,132-054-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42152,noncanonical_category_2023,132-054-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42153,noncanonical_category_2023,132-054-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42154,noncanonical_category_2023,132-054-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42155,noncanonical_category_2023,132-054-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42156,noncanonical_category_2023,132-054-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42157,noncanonical_category_2023,132-054-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42158,noncanonical_category_2023,132-054-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42159,noncanonical_category_2023,132-054-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42160,noncanonical_category_2023,132-054-14,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42161,noncanonical_category_2023,132-054-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42162,noncanonical_category_2023,132-054-16,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42328,noncanonical_category_2023,132-192-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42329,noncanonical_category_2023,132-192-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42330,noncanonical_category_2023,132-192-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42331,noncanonical_category_2023,132-192-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42332,noncanonical_category_2023,132-192-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42333,noncanonical_category_2023,132-192-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42334,noncanonical_category_2023,132-192-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42335,noncanonical_category_2023,132-192-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42336,noncanonical_category_2023,132-192-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42337,noncanonical_category_2023,132-192-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42338,noncanonical_category_2023,132-192-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42339,noncanonical_category_2023,132-192-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42341,noncanonical_category_2023,132-211-01,Unit(s) Added Based on GIS (Errors)
42342,noncanonical_category_2023,132-211-05,Corrections - Units Removed Based on County Data
42344,noncanonical_category_2023,132-211-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42345,noncanonical_category_2023,132-211-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42346,noncanonical_category_2023,132-211-10,Corrections based on County Data
42348,noncanonical_category_2023,132-211-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42350,noncanonical_category_2023,132-211-14,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42351,noncanonical_category_2023,132-211-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42357,noncanonical_category_2023,132-211-22,Corrections based on County Data
42359,noncanonical_category_2023,132-211-25,Corrections based on County Data
42360,noncanonical_category_2023,132-211-26,Corrections based on County Data
42362,noncanonical_category_2023,132-211-29,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42364,noncanonical_category_2023,132-212-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42365,noncanonical_category_2023,132-212-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42366,noncanonical_category_2023,132-222-01,Unit(s) Added Based on GIS (Errors)
42368,noncanonical_category_2023,132-222-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42370,noncanonical_category_2023,132-223-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42371,noncanonical_category_2023,132-231-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42372,noncanonical_category_2023,132-231-07,Corrections - Units Removed Based on County Data
42373,noncanonical_category_2023,132-231-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42374,noncanonical_category_2023,132-231-21,Corrections - Units Removed Based on County Data
42375,noncanonical_category_2023,132-232-07,Corrections - Units Removed Based on County Data
42376,noncanonical_category_2023,132-240-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42377,noncanonical_category_2023,132-240-18,Corrections - Units Removed Based on County Data
42510,noncanonical_category_2023,132-310-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42511,noncanonical_category_2023,132-310-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42541,noncanonical_category_2023,132-370-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42542,noncanonical_category_2023,132-370-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42546,noncanonical_category_2023,132-380-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42547,noncanonical_category_2023,132-380-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42598,noncanonical_category_2023,132-480-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42599,noncanonical_category_2023,132-480-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42600,noncanonical_category_2023,132-480-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42601,noncanonical_category_2023,132-480-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42602,noncanonical_category_2023,132-480-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42603,noncanonical_category_2023,132-480-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42604,noncanonical_category_2023,132-480-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42605,noncanonical_category_2023,132-480-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42606,noncanonical_category_2023,132-490-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42607,noncanonical_category_2023,132-490-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42608,noncanonical_category_2023,132-490-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42609,noncanonical_category_2023,132-490-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42610,noncanonical_category_2023,132-490-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42611,noncanonical_category_2023,132-490-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
