row_index,reason,raw_apn,value
13501,noncanonical_category_2023,031-226-10,Corrections - Units Removed Based on County Data
13504,noncanonical_category_2023,031-231-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13507,noncanonical_category_2023,031-231-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13536,noncanonical_category_2023,031-233-12,Vacant Parcel
13556,noncanonical_category_2023,031-251-02,Over-Correction
13558,noncanonical_category_2023,031-252-01,Over-Correction
13562,noncanonical_category_2023,031-253-03,Corrections - Units Removed Based on County Data
13584,noncanonical_category_2023,031-254-26,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13585,noncanonical_category_2023,031-254-27,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13589,noncanonical_category_2023,031-254-31,Over-Correction
13601,noncanonical_category_2023,031-257-07,Over-Correction
13640,noncanonical_category_2023,031-262-23,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13720,noncanonical_category_2023,031-283-07,Corrections - Units Removed Based on County Data
13726,noncanonical_category_2023,031-284-02,Corrections - Units Removed Based on County Data
13728,noncanonical_category_2023,031-284-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13729,noncanonical_category_2023,031-284-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13740,noncanonical_category_2023,031-284-21,Corrections - Units Removed Based on County Data
13741,noncanonical_category_2023,031-284-22,Corrections based on County Data
13750,noncanonical_category_2023,031-290-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
13751,noncanonical_category_2023,031-290-34,Mobile Home Park Corrections
13767,noncanonical_category_2023,031-312-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14012,noncanonical_category_2023,031-370-01,Mobile Home Park Corrections
14013,noncanonical_category_2023,031-370-02,Mobile Home Park Corrections
14014,noncanonical_category_2023,031-370-03,Mobile Home Park Corrections
14015,noncanonical_category_2023,031-370-04,Mobile Home Park Corrections
14016,noncanonical_category_2023,031-370-05,Mobile Home Park Corrections
14017,noncanonical_category_2023,031-370-06,Mobile Home Park Corrections
14018,noncanonical_category_2023,031-370-07,Mobile Home Park Corrections
14019,noncanonical_category_2023,031-370-08,Mobile Home Park Corrections
14020,noncanonical_category_2023,031-370-09,Mobile Home Park Corrections
14021,noncanonical_category_2023,031-370-10,Mobile Home Park Corrections
14022,noncanonical_category_2023,031-370-11,Mobile Home Park Corrections
14023,noncanonical_category_2023,031-370-12,Mobile Home Park Corrections
14024,noncanonical_category_2023,031-370-13,Mobile Home Park Corrections
14025,noncanonical_category_2023,031-370-14,Mobile Home Park Corrections
14026,noncanonical_category_2023,031-370-15,Mobile Home Park Corrections
14027,noncanonical_category_2023,031-370-16,Mobile Home Park Corrections
14028,noncanonical_category_2023,031-370-17,Mobile Home Park Corrections
14029,noncanonical_category_2023,031-370-18,Mobile Home Park Corrections
14030,noncanonical_category_2023,031-370-19,Mobile Home Park Corrections
14031,noncanonical_category_2023,031-370-20,Mobile Home Park Corrections
14032,noncanonical_category_2023,031-370-21,Mobile Home Park Corrections
14039,noncanonical_category_2023,032-050-40,Vacant Parcel
14040,noncanonical_category_2023,032-050-73,Vacant Parcel
14041,noncanonical_category_2023,032-050-74,Vacant Parcel
14044,noncanonical_category_2023,032-110-02,Over-Correction
14047,noncanonical_category_2023,032-110-06,Over-Correction
14056,noncanonical_category_2023,032-110-21,Vacant Parcel
14060,noncanonical_category_2023,032-110-27,Correction Based on County Data
14062,noncanonical_category_2023,032-110-29,Correction Based on County Data
14063,noncanonical_category_2023,032-110-31,Correction Based on County Data
14064,noncanonical_category_2023,032-110-32,Correction Based on County Data
14077,noncanonical_category_2023,032-130-07,Vacant Parcel
14078,noncanonical_category_2023,032-141-03,Unit(s) Added Based on GIS (Errors)
14079,noncanonical_category_2023,032-141-12,Over-Correction
14081,noncanonical_category_2023,032-141-27,Correction Based on County Data
14083,noncanonical_category_2023,032-142-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14087,noncanonical_category_2023,032-142-06,Correction Based on County Data
14088,noncanonical_category_2023,032-142-07,Corrections based on County Data
14092,noncanonical_category_2023,032-142-14,Corrections - Units Removed Based on County Data
14093,noncanonical_category_2023,032-142-15,Corrections - Units Removed Based on County Data
14107,noncanonical_category_2023,032-151-22,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14113,noncanonical_category_2023,032-152-11,Corrections - Units Removed Based on County Data
14122,noncanonical_category_2023,032-161-09,Mobile Home Park Corrections
14123,noncanonical_category_2023,032-161-13,Over-Correction
14137,noncanonical_category_2023,032-191-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14138,noncanonical_category_2023,032-191-14,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14139,noncanonical_category_2023,032-192-03,Over-Correction
14142,noncanonical_category_2023,032-201-17,Corrections - Units Removed Based on County Data
14143,noncanonical_category_2023,032-201-23,Correction Based on County Data
14144,noncanonical_category_2023,032-202-04,Mobile Home Park Corrections
14149,noncanonical_category_2023,032-211-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14154,noncanonical_category_2023,032-211-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14156,noncanonical_category_2023,032-211-19,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14157,noncanonical_category_2023,032-221-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14158,noncanonical_category_2023,032-221-06,Vacant Parcel
14167,noncanonical_category_2023,032-241-04,Corrections - Units Removed Based on County Data
14181,noncanonical_category_2023,032-241-19,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14247,noncanonical_category_2023,032-252-24,Vacant Parcel
14255,noncanonical_category_2023,032-261-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14262,noncanonical_category_2023,032-262-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14455,noncanonical_category_2023,032-282-32,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14489,noncanonical_category_2023,032-283-16,Correction Based on County Data
14493,noncanonical_category_2023,032-283-22,Corrections - Units Removed Based on County Data
14500,noncanonical_category_2023,032-283-31,Correction Based on County Data
14506,noncanonical_category_2023,032-291-32,Mobile Home Park Corrections
14507,noncanonical_category_2023,032-291-33,Mobile Home Park Corrections
14508,noncanonical_category_2023,032-291-34,Mobile Home Park Corrections
14513,noncanonical_category_2023,032-321-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
14517,noncanonical_category_2023,032-321-17,Correction Based on County Data
14519,noncanonical_category_2023,032-321-19,Correction Based on County Data
14520,noncanonical_category_2023,032-321-21,Correction Based on County Data
14521,noncanonical_category_2023,032-321-22,Correction Based on County Data
14525,noncanonical_category_2023,032-322-10,Correction Based on County Data
14527,noncanonical_category_2023,032-322-15,Correction Based on County Data
14666,noncanonical_category_2023,032-390-01,Mobile Home Park Corrections
14667,noncanonical_category_2023,032-390-02,Mobile Home Park Corrections
14668,noncanonical_category_2023,032-390-03,Mobile Home Park Corrections
14669,noncanonical_category_2023,032-390-04,Mobile Home Park Corrections
14670,noncanonical_category_2023,032-390-05,Mobile Home Park Corrections
14671,noncanonical_category_2023,032-390-06,Mobile Home Park Corrections
14672,noncanonical_category_2023,032-390-07,Mobile Home Park Corrections
14673,noncanonical_category_2023,032-390-08,Mobile Home Park Corrections
14674,noncanonical_category_2023,032-390-09,Mobile Home Park Corrections
14675,noncanonical_category_2023,032-390-10,Mobile Home Park Corrections
14676,noncanonical_category_2023,032-390-11,Mobile Home Park Corrections
14677,noncanonical_category_2023,032-390-12,Mobile Home Park Corrections
14678,noncanonical_category_2023,032-390-13,Mobile Home Park Corrections
14679,noncanonical_category_2023,032-390-14,Mobile Home Park Corrections
14680,noncanonical_category_2023,032-390-15,Mobile Home Park Corrections
14681,noncanonical_category_2023,032-390-16,Mobile Home Park Corrections
14682,noncanonical_category_2023,032-390-17,Mobile Home Park Corrections
14683,noncanonical_category_2023,032-390-18,Mobile Home Park Corrections
14684,noncanonical_category_2023,032-390-19,Mobile Home Park Corrections
14685,noncanonical_category_2023,032-390-20,Mobile Home Park Corrections
14686,noncanonical_category_2023,032-390-21,Mobile Home Park Corrections
14687,noncanonical_category_2023,032-390-22,Mobile Home Park Corrections
14688,noncanonical_category_2023,032-390-23,Mobile Home Park Corrections
14689,noncanonical_category_2023,032-390-24,Mobile Home Park Corrections
14690,noncanonical_category_2023,032-390-25,Mobile Home Park Corrections
14691,noncanonical_category_2023,032-390-26,Mobile Home Park Corrections
14692,noncanonical_category_2023,032-390-27,Mobile Home Park Corrections
14693,noncanonical_category_2023,032-390-28,Mobile Home Park Corrections
14694,noncanonical_category_2023,032-390-29,Mobile Home Park Corrections
14695,noncanonical_category_2023,032-390-30,Mobile Home Park Corrections
14696,noncanonical_category_2023,032-390-32,Mobile Home Park Corrections
14697,noncanonical_category_2023,032-390-33,Mobile Home Park Corrections
14698,noncanonical_category_2023,032-390-34,Mobile Home Park Corrections
14699,noncanonical_category_2023,032-390-35,Mobile Home Park Corrections
14700,noncanonical_category_2023,032-390-36,Mobile Home Park Corrections
14701,noncanonical_category_2023,032-390-37,Mobile Home Park Corrections
14702,noncanonical_category_2023,032-390-38,Mobile Home Park Corrections
14703,noncanonical_category_2023,032-390-39,Mobile Home Park Corrections
14704,noncanonical_category_2023,032-390-40,Mobile Home Park Corrections
14705,noncanonical_category_2023,032-390-41,Mobile Home Park Corrections
14706,noncanonical_category_2023,032-390-42,Mobile Home Park Corrections
14707,noncanonical_category_2023,032-390-43,Mobile Home Park Corrections
14708,noncanonical_category_2023,032-390-44,Mobile Home Park Corrections
14709,noncanonical_category_2023,032-390-45,Mobile Home Park Corrections
14710,noncanonical_category_2023,032-390-46,Mobile Home Park Corrections
14711,noncanonical_category_2023,032-390-47,Mobile Home Park Corrections
14712,noncanonical_category_2023,032-390-48,Mobile Home Park Corrections
14713,noncanonical_category_2023,032-390-49,Mobile Home Park Corrections
14714,noncanonical_category_2023,032-390-50,Mobile Home Park Corrections
14715,noncanonical_category_2023,032-390-51,Mobile Home Park Corrections
14716,noncanonical_category_2023,032-390-52,Mobile Home Park Corrections
14717,noncanonical_category_2023,032-390-53,Mobile Home Park Corrections
14718,noncanonical_category_2023,032-390-54,Mobile Home Park Corrections
14719,noncanonical_category_2023,032-390-55,Mobile Home Park Corrections
14720,noncanonical_category_2023,032-390-56,Mobile Home Park Corrections
14721,noncanonical_category_2023,032-390-57,Mobile Home Park Corrections
14722,noncanonical_category_2023,032-390-58,Mobile Home Park Corrections
14723,noncanonical_category_2023,032-390-59,Mobile Home Park Corrections
14724,noncanonical_category_2023,032-390-60,Mobile Home Park Corrections
14725,noncanonical_category_2023,032-390-61,Mobile Home Park Corrections
14726,noncanonical_category_2023,032-390-62,Mobile Home Park Corrections
14727,noncanonical_category_2023,032-390-63,Mobile Home Park Corrections
14728,noncanonical_category_2023,032-390-64,Mobile Home Park Corrections
14729,noncanonical_category_2023,032-390-65,Mobile Home Park Corrections
14730,noncanonical_category_2023,032-390-66,Mobile Home Park Corrections
14731,noncanonical_category_2023,032-390-67,Mobile Home Park Corrections
14732,noncanonical_category_2023,032-390-68,Mobile Home Park Corrections
14733,noncanonical_category_2023,032-390-69,Mobile Home Park Corrections
14734,noncanonical_category_2023,032-390-70,Mobile Home Park Corrections
14735,noncanonical_category_2023,032-390-71,Mobile Home Park Corrections
14736,noncanonical_category_2023,032-390-72,Mobile Home Park Corrections
14737,noncanonical_category_2023,032-390-73,Mobile Home Park Corrections
14738,noncanonical_category_2023,032-390-74,Mobile Home Park Corrections
14739,noncanonical_category_2023,032-390-75,Mobile Home Park Corrections
14740,noncanonical_category_2023,032-390-76,Mobile Home Park Corrections
14741,noncanonical_category_2023,032-390-77,Mobile Home Park Corrections
14742,noncanonical_category_2023,032-390-78,Mobile Home Park Corrections
14743,noncanonical_category_2023,032-401-11,Mobile Home Park Corrections
14744,noncanonical_category_2023,032-401-12,Mobile Home Park Corrections
14745,noncanonical_category_2023,032-401-13,Mobile Home Park Corrections
14746,noncanonical_category_2023,032-401-14,Mobile Home Park Corrections
14747,noncanonical_category_2023,032-401-15,Mobile Home Park Corrections
14748,noncanonical_category_2023,032-401-16,Mobile Home Park Corrections
14749,noncanonical_category_2023,032-401-17,Mobile Home Park Corrections
14750,noncanonical_category_2023,032-401-18,Mobile Home Park Corrections
14751,noncanonical_category_2023,032-401-19,Mobile Home Park Corrections
14752,noncanonical_category_2023,032-401-20,Mobile Home Park Corrections
14753,noncanonical_category_2023,032-401-21,Mobile Home Park Corrections
14754,noncanonical_category_2023,032-401-22,Mobile Home Park Corrections
14755,noncanonical_category_2023,032-401-23,Mobile Home Park Corrections
14756,noncanonical_category_2023,032-401-24,Mobile Home Park Corrections
14757,noncanonical_category_2023,032-401-25,Mobile Home Park Corrections
14758,noncanonical_category_2023,032-401-26,Mobile Home Park Corrections
14759,noncanonical_category_2023,032-401-27,Mobile Home Park Corrections
14760,noncanonical_category_2023,032-401-29,Mobile Home Park Corrections
14761,noncanonical_category_2023,032-401-30,Mobile Home Park Corrections
14762,noncanonical_category_2023,032-401-31,Mobile Home Park Corrections
14763,noncanonical_category_2023,032-401-32,Mobile Home Park Corrections
14764,noncanonical_category_2023,032-401-33,Mobile Home Park Corrections
14765,noncanonical_category_2023,032-401-34,Mobile Home Park Corrections
14766,noncanonical_category_2023,032-401-35,Mobile Home Park Corrections
14767,noncanonical_category_2023,032-401-36,Mobile Home Park Corrections
14768,noncanonical_category_2023,032-401-37,Mobile Home Park Corrections
14769,noncanonical_category_2023,032-401-38,Mobile Home Park Corrections
14770,noncanonical_category_2023,032-401-39,Mobile Home Park Corrections
14771,noncanonical_category_2023,032-401-40,Mobile Home Park Corrections
14772,noncanonical_category_2023,032-401-41,Mobile Home Park Corrections
14773,noncanonical_category_2023,032-401-42,Mobile Home Park Corrections
14774,noncanonical_category_2023,032-401-43,Mobile Home Park Corrections
14775,noncanonical_category_2023,032-401-44,Mobile Home Park Corrections
14777,noncanonical_category_2023,032-402-01,Mobile Home Park Corrections
14778,noncanonical_category_2023,032-402-02,Mobile Home Park Corrections
14779,noncanonical_category_2023,032-402-03,Mobile Home Park Corrections
14780,noncanonical_category_2023,032-402-04,Mobile Home Park Corrections
14781,noncanonical_category_2023,032-402-05,Mobile Home Park Corrections
14782,noncanonical_category_2023,032-402-06,Mobile Home Park Corrections
14783,noncanonical_category_2023,032-402-07,Mobile Home Park Corrections
14784,noncanonical_category_2023,032-402-08,Mobile Home Park Corrections
14785,noncanonical_category_2023,032-402-09,Mobile Home Park Corrections
14786,noncanonical_category_2023,032-402-10,Mobile Home Park Corrections
14787,noncanonical_category_2023,032-402-11,Mobile Home Park Corrections
14788,noncanonical_category_2023,032-402-12,Mobile Home Park Corrections
14789,noncanonical_category_2023,032-402-13,Mobile Home Park Corrections
14790,noncanonical_category_2023,032-402-14,Mobile Home Park Corrections
14791,noncanonical_category_2023,032-402-15,Mobile Home Park Corrections
14792,noncanonical_category_2023,032-402-16,Mobile Home Park Corrections
14793,noncanonical_category_2023,032-402-17,Mobile Home Park Corrections
14794,noncanonical_category_2023,032-402-18,Mobile Home Park Corrections
14795,noncanonical_category_2023,032-402-19,Mobile Home Park Corrections
14796,noncanonical_category_2023,032-402-20,Mobile Home Park Corrections
14797,noncanonical_category_2023,032-402-21,Mobile Home Park Corrections
14798,noncanonical_category_2023,032-402-22,Mobile Home Park Corrections
14799,noncanonical_category_2023,032-402-23,Mobile Home Park Corrections
14800,noncanonical_category_2023,032-402-24,Mobile Home Park Corrections
14801,noncanonical_category_2023,032-402-25,Mobile Home Park Corrections
14802,noncanonical_category_2023,032-402-26,Mobile Home Park Corrections
14803,noncanonical_category_2023,032-402-27,Mobile Home Park Corrections
14804,noncanonical_category_2023,032-402-28,Mobile Home Park Corrections
14805,noncanonical_category_2023,032-402-29,Mobile Home Park Corrections
14806,noncanonical_category_2023,032-402-30,Mobile Home Park Corrections
14807,noncanonical_category_2023,032-402-31,Mobile Home Park Corrections
14808,noncanonical_category_2023,032-402-32,Mobile Home Park Corrections
14809,noncanonical_category_2023,032-402-33,Mobile Home Park Corrections
14810,noncanonical_category_2023,032-402-34,Mobile Home Park Corrections
14811,noncanonical_category_2023,032-402-35,Mobile Home Park Corrections
14812,noncanonical_category_2023,032-402-36,Mobile Home Park Corrections
14813,noncanonical_category_2023,032-402-37,Mobile Home Park Corrections
14814,noncanonical_category_2023,032-402-38,Mobile Home Park Corrections
14815,noncanonical_category_2023,032-402-39,Mobile Home Park Corrections
14816,noncanonical_category_2023,032-402-40,Mobile Home Park Corrections
14817,noncanonical_category_2023,032-402-41,Mobile Home Park Corrections
14818,noncanonical_category_2023,032-402-42,Mobile Home Park Corrections
14819,noncanonical_category_2023,032-402-43,Mobile Home Park Corrections
14820,noncanonical_category_2023,032-402-44,Mobile Home Park Corrections
14821,noncanonical_category_2023,032-402-45,Mobile Home Park Corrections
14822,noncanonical_category_2023,032-402-46,Mobile Home Park Corrections
14823,noncanonical_category_2023,032-402-47,Mobile Home Park Corrections
14824,noncanonical_category_2023,032-402-48,Mobile Home Park Corrections
14825,noncanonical_category_2023,032-402-49,Mobile Home Park Corrections
14826,noncanonical_category_2023,032-402-50,Mobile Home Park Corrections
14827,noncanonical_category_2023,032-402-51,Mobile Home Park Corrections
14828,noncanonical_category_2023,032-402-52,Mobile Home Park Corrections
14829,noncanonical_category_2023,032-402-53,Mobile Home Park Corrections
14830,noncanonical_category_2023,032-402-54,Mobile Home Park Corrections
14831,noncanonical_category_2023,032-402-55,Mobile Home Park Corrections
14832,noncanonical_category_2023,032-402-56,Mobile Home Park Corrections
14833,noncanonical_category_2023,032-402-57,Mobile Home Park Corrections
14834,noncanonical_category_2023,032-402-58,Mobile Home Park Corrections
14835,noncanonical_category_2023,032-402-59,Mobile Home Park Corrections
14836,noncanonical_category_2023,032-402-60,Mobile Home Park Corrections
14837,noncanonical_category_2023,032-402-61,Mobile Home Park Corrections
14838,noncanonical_category_2023,032-402-62,Mobile Home Park Corrections
14839,noncanonical_category_2023,032-402-63,Mobile Home Park Corrections
14840,noncanonical_category_2023,032-402-64,Mobile Home Park Corrections
14841,noncanonical_category_2023,032-402-65,Mobile Home Park Corrections
14842,noncanonical_category_2023,032-402-66,Mobile Home Park Corrections
14843,noncanonical_category_2023,032-410-01,Mobile Home Park Corrections
14844,noncanonical_category_2023,032-410-02,Mobile Home Park Corrections
14845,noncanonical_category_2023,032-410-03,Mobile Home Park Corrections
14846,noncanonical_category_2023,032-410-04,Mobile Home Park Corrections
14847,noncanonical_category_2023,032-410-05,Mobile Home Park Corrections
14848,noncanonical_category_2023,032-410-06,Mobile Home Park Corrections
14849,noncanonical_category_2023,032-410-07,Mobile Home Park Corrections
14850,noncanonical_category_2023,032-410-08,Mobile Home Park Corrections
14851,noncanonical_category_2023,032-410-09,Mobile Home Park Corrections
14852,noncanonical_category_2023,032-410-10,Mobile Home Park Corrections
14853,noncanonical_category_2023,032-410-11,Mobile Home Park Corrections
14854,noncanonical_category_2023,032-410-12,Mobile Home Park Corrections
14855,noncanonical_category_2023,032-410-13,Mobile Home Park Corrections
14856,noncanonical_category_2023,032-410-14,Mobile Home Park Corrections
14857,noncanonical_category_2023,032-410-15,Mobile Home Park Corrections
14858,noncanonical_category_2023,032-410-16,Mobile Home Park Corrections
14859,noncanonical_category_2023,032-410-17,Mobile Home Park Corrections
14860,noncanonical_category_2023,032-410-18,Mobile Home Park Corrections
14861,noncanonical_category_2023,032-410-19,Mobile Home Park Corrections
14862,noncanonical_category_2023,032-410-20,Mobile Home Park Corrections
14863,noncanonical_category_2023,032-410-21,Mobile Home Park Corrections
14864,noncanonical_category_2023,032-410-22,Mobile Home Park Corrections
14865,noncanonical_category_2023,032-410-23,Mobile Home Park Corrections
14866,noncanonical_category_2023,032-410-24,Mobile Home Park Corrections
14867,noncanonical_category_2023,032-410-25,Mobile Home Park Corrections
14868,noncanonical_category_2023,032-410-26,Mobile Home Park Corrections
14869,noncanonical_category_2023,032-410-27,Mobile Home Park Corrections
14870,noncanonical_category_2023,032-410-28,Mobile Home Park Corrections
14871,noncanonical_category_2023,032-410-29,Mobile Home Park Corrections
14872,noncanonical_category_2023,032-410-30,Mobile Home Park Corrections
14873,noncanonical_category_2023,032-410-31,Mobile Home Park Corrections
14874,noncanonical_category_2023,032-410-32,Mobile Home Park Corrections
14875,noncanonical_category_2023,032-410-33,Mobile Home Park Corrections
14876,noncanonical_category_2023,032-410-34,Mobile Home Park Corrections
14877,noncanonical_category_2023,032-410-35,Mobile Home Park Corrections
14878,noncanonical_category_2023,032-410-36,Mobile Home Park Corrections
14879,noncanonical_category_2023,032-410-37,Mobile Home Park Corrections
14880,noncanonical_category_2023,032-410-38,Mobile Home Park Corrections
14881,noncanonical_category_2023,032-410-39,Mobile Home Park Corrections
14882,noncanonical_category_2023,032-410-40,Mobile Home Park Corrections
14883,noncanonical_category_2023,032-410-41,Mobile Home Park Corrections
14884,noncanonical_category_2023,032-410-42,Mobile Home Park Corrections
14885,noncanonical_category_2023,032-410-43,Mobile Home Park Corrections
14886,noncanonical_category_2023,032-410-44,Mobile Home Park Corrections
14887,noncanonical_category_2023,032-410-45,Mobile Home Park Corrections
14888,noncanonical_category_2023,032-410-46,Mobile Home Park Corrections
14889,noncanonical_category_2023,032-410-47,Mobile Home Park Corrections
14890,noncanonical_category_2023,032-410-48,Mobile Home Park Corrections
14891,noncanonical_category_2023,032-410-49,Mobile Home Park Corrections
14892,noncanonical_category_2023,032-410-50,Mobile Home Park Corrections
14893,noncanonical_category_2023,032-410-51,Mobile Home Park Corrections
14894,noncanonical_category_2023,032-410-52,Mobile Home Park Corrections
14895,noncanonical_category_2023,032-410-53,Mobile Home Park Corrections
14896,noncanonical_category_2023,032-410-54,Mobile Home Park Corrections
14897,noncanonical_category_2023,032-410-55,Mobile Home Park Corrections
14898,noncanonical_category_2023,032-410-56,Mobile Home Park Corrections
14899,noncanonical_category_2023,032-410-57,Mobile Home Park Corrections
14900,noncanonical_category_2023,032-410-58,Mobile Home Park Corrections
14901,noncanonical_category_2023,032-410-59,Mobile Home Park Corrections
14902,noncanonical_category_2023,032-410-60,Mobile Home Park Corrections
14903,noncanonical_category_2023,032-410-61,Mobile Home Park Corrections
14904,noncanonical_category_2023,032-410-62,Mobile Home Park Corrections
14905,noncanonical_category_2023,032-410-63,Mobile Home Park Corrections
14906,noncanonical_category_2023,032-410-64,Mobile Home Park Corrections
14907,noncanonical_category_2023,032-410-65,Mobile Home Park Corrections
14908,noncanonical_category_2023,032-410-66,Mobile Home Park Corrections
14909,noncanonical_category_2023,032-410-67,Mobile Home Park Corrections
14910,noncanonical_category_2023,032-410-68,Mobile Home Park Corrections
14911,noncanonical_category_2023,032-410-69,Mobile Home Park Corrections
14912,noncanonical_category_2023,032-410-70,Mobile Home Park Corrections
14913,noncanonical_category_2023,032-410-71,Mobile Home Park Corrections
14914,noncanonical_category_2023,032-410-72,Mobile Home Park Corrections
14915,noncanonical_category_2023,032-410-73,Mobile Home Park Corrections
14916,noncanonical_category_2023,032-410-74,Mobile Home Park Corrections
14917,noncanonical_category_2023,032-410-75,Mobile Home Park Corrections
14918,noncanonical_category_2023,032-410-76,Mobile Home Park Corrections
14919,noncanonical_category_2023,032-410-77,Mobile Home Park Corrections
14920,noncanonical_category_2023,032-410-78,Mobile Home Park Corrections
14921,noncanonical_category_2023,032-410-79,Mobile Home Park Corrections
14922,noncanonical_category_2023,032-410-80,Mobile Home Park Corrections
14923,noncanonical_category_2023,032-410-81,Mobile Home Park Corrections
14924,noncanonical_category_2023,032-410-82,Mobile Home Park Corrections
14925,noncanonical_category_2023,032-410-83,Mobile Home Park Corrections
14926,noncanonical_category_2023,032-410-84,Mobile Home Park Corrections
14927,noncanonical_category_2023,032-410-85,Mobile Home Park Corrections
14928,noncanonical_category_2023,032-410-86,Mobile Home Park Corrections
14929,noncanonical_category_2023,032-410-87,Mobile Home Park Corrections
14930,noncanonical_category_2023,032-410-88,Mobile Home Park Corrections
14931,noncanonical_category_2023,032-410-89,Mobile Home Park Corrections
14932,noncanonical_category_2023,032-410-90,Mobile Home Park Corrections
14933,noncanonical_category_2023,032-410-91,Mobile Home Park Corrections
14934,noncanonical_category_2023,032-410-92,Mobile Home Park Corrections
14935,noncanonical_category_2023,032-410-93,Mobile Home Park Corrections
14936,noncanonical_category_2023,032-410-94,Mobile Home Park Corrections
14937,noncanonical_category_2023,032-410-95,Mobile Home Park Corrections
14938,noncanonical_category_2023,032-410-96,Mobile Home Park Corrections
14939,noncanonical_category_2023,032-410-97,Mobile Home Park Corrections
14940,noncanonical_category_2023,032-410-98,Mobile Home Park Corrections
14941,noncanonical_category_2023,032-410-99,Mobile Home Park Corrections
14942,noncanonical_category_2023,032-411-00,Mobile Home Park Corrections
14943,noncanonical_category_2023,032-411-01,Mobile Home Park Corrections
14944,noncanonical_category_2023,032-411-02,Mobile Home Park Corrections
14945,noncanonical_category_2023,032-411-03,Mobile Home Park Corrections
14946,noncanonical_category_2023,032-411-04,Mobile Home Park Corrections
14947,noncanonical_category_2023,032-411-05,Mobile Home Park Corrections
14948,noncanonical_category_2023,032-411-06,Mobile Home Park Corrections
14949,noncanonical_category_2023,032-411-07,Mobile Home Park Corrections
14950,noncanonical_category_2023,032-411-08,Mobile Home Park Corrections
14951,noncanonical_category_2023,032-411-09,Mobile Home Park Corrections
14952,noncanonical_category_2023,032-411-10,Mobile Home Park Corrections
14953,noncanonical_category_2023,032-411-45,Mobile Home Park Corrections
14954,noncanonical_category_2023,032-411-46,Mobile Home Park Corrections
14955,noncanonical_category_2023,032-411-47,Mobile Home Park Corrections
14956,noncanonical_category_2023,032-411-48,Mobile Home Park Corrections
14957,noncanonical_category_2023,032-411-49,Mobile Home Park Corrections
14958,noncanonical_category_2023,032-411-50,Mobile Home Park Corrections
14959,noncanonical_category_2023,032-411-51,Mobile Home Park Corrections
14960,noncanonical_category_2023,032-411-52,Mobile Home Park Corrections
14961,noncanonical_category_2023,032-411-53,Mobile Home Park Corrections
14962,noncanonical_category_2023,032-411-54,Mobile Home Park Corrections
14963,noncanonical_category_2023,032-411-55,Mobile Home Park Corrections
14964,noncanonical_category_2023,032-411-56,Mobile Home Park Corrections
14965,noncanonical_category_2023,032-411-57,Mobile Home Park Corrections
14966,noncanonical_category_2023,032-411-58,Mobile Home Park Corrections
14967,noncanonical_category_2023,032-411-59,Mobile Home Park Corrections
14968,noncanonical_category_2023,032-411-60,Mobile Home Park Corrections
14969,noncanonical_category_2023,032-411-61,Mobile Home Park Corrections
14970,noncanonical_category_2023,032-411-62,Mobile Home Park Corrections
14971,noncanonical_category_2023,032-411-63,Mobile Home Park Corrections
14972,noncanonical_category_2023,032-411-64,Mobile Home Park Corrections
14973,noncanonical_category_2023,032-411-65,Mobile Home Park Corrections
14974,noncanonical_category_2023,032-411-66,Mobile Home Park Corrections
14975,noncanonical_category_2023,032-411-67,Mobile Home Park Corrections
14976,noncanonical_category_2023,032-411-68,Mobile Home Park Corrections
14977,noncanonical_category_2023,032-411-69,Mobile Home Park Corrections
14978,noncanonical_category_2023,032-411-70,Mobile Home Park Corrections
14979,noncanonical_category_2023,032-411-71,Mobile Home Park Corrections
14980,noncanonical_category_2023,032-411-72,Mobile Home Park Corrections
14981,noncanonical_category_2023,032-411-73,Mobile Home Park Corrections
14982,noncanonical_category_2023,032-411-74,Mobile Home Park Corrections
14983,noncanonical_category_2023,032-411-75,Mobile Home Park Corrections
14984,noncanonical_category_2023,032-411-76,Mobile Home Park Corrections
14985,noncanonical_category_2023,032-411-77,Mobile Home Park Corrections
14986,noncanonical_category_2023,032-411-78,Mobile Home Park Corrections
