APN,COUNTY,Years_Lost,Num_Years_Lost,Total_Units_CSV,Years_In_FC,Issue_Category,Suggested_Action
034-734-26,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
035-293-17,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
080-162-018,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
080-192-034,,[2019],1,1,"[2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2019]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
083-085-042,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
085-180-017,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
085-180-018,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-067-020,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-072-031,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-032,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-033,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-034,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-035,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-036,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-037,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-038,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-039,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-072-040,,[2016],1,1,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-153-011,,[2025],1,1,"[2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-172-004,,[2016],1,1,"[2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-191-049,,[2021],1,1,"[2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2021]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-191-050,,[2021],1,1,"[2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2021]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-292-013,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
092-154-050,,[2023],1,1,"[2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
092-160-032,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
092-160-033,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
092-234-024,,[2019],1,1,"[2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2019]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
093-160-082,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
094-233-004,,[2022],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
095-510-035,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
097-073-032,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
097-084-025,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
098-200-025,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
112-060-036,,[2023],1,1,"[2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
112-060-037,,[2023],1,1,"[2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
112-190-067,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
115-020-042,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
115-030-097,,[2014],1,1,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
115-030-098,,[2014],1,1,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
115-040-081,,[2019],1,1,"[2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2019]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
115-060-022,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
116-220-061,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
117-071-051,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
117-071-052,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
117-210-014,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
122-100-15,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-131-04,,[2025],1,1,"[2012, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-131-08,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
123-131-10,,[2019],1,1,"[2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2019]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
123-152-08,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
123-161-32,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
125-163-39,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
126-082-66,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-163-26,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-163-27,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-241-63,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-241-64,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-332-10,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-332-12,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-332-13,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1318-03-210-023,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-16-810-038,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-23-710-096,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1318-23-710-097,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1319-19-710-001,,[2016],1,1,"[2012, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1319-30-610-004,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
132-612-01,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-03-401-012,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-03-401-014,,[2025],1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-03-401-017,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-11-311-015,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-15-511-027,,[2023],1,1,"[2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-34-310-014,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-34-401-027,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
117-230-004,,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",9,72,"[2013, 2014, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1418-10-802-011,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",12,48,"[2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
094-171-007,,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",12,24,"[2013, 2014]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
097-130-029,,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",13,13,[2013],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
126-080-25,,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",13,13,[2013],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
117-020-009,,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",12,12,"[2013, 2014]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
031-213-016,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",11,11,"[2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
027-313-16,,"[2012, 2013, 2014, 2015, 2016]",5,10,[2017],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
083-063-023,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,9,"[2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
117-100-089,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,9,"[2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
015-304-31,,"[2012, 2015, 2016, 2017]",4,8,"[2013, 2014]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
015-370-027,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",7,7,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
090-233-036,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",7,7,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-617-001,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-617-002,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-617-003,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-617-007,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-617-009,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-621-006,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-710-001,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1418-10-610-003,,"[2012, 2013, 2014, 2015, 2016, 2017]",6,6,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
015-264-17,,"[2012, 2014, 2015, 2016, 2017]",5,5,[2013],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
016-091-65,,"[2012, 2013, 2014, 2015, 2016]",5,5,[2017],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
021-321-35,,"[2012, 2013, 2014, 2015, 2016]",5,5,[2017],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
025-551-34,,"[2012, 2013, 2014, 2015, 2016]",5,5,[2017],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
036-543-11,,"[2012, 2014, 2015, 2016, 2017]",5,5,[2013],UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
085-141-013,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
090-223-046,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
129-292-31,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
129-292-34,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-19-213-003,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-19-213-004,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-002,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-003,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-004,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-005,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-007,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-008,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-009,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-011,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-012,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-014,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-015,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-017,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
1319-30-514-018,,"[2012, 2013, 2014, 2015, 2016]",5,5,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",UNKNOWN,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
