APN,YL,Units_CSV,Year,APN_fixed,FC_Units,COUNTY
1318-03-110-005,2022 Final,1.0,2022,1318-03-110-005,,
1318-09-810-035,2022 Final,1.0,2022,1318-09-810-035,,
1318-09-810-103,2022 Final,1.0,2022,1318-09-810-103,,
1318-10-310-010,2022 Final,4.0,2022,1318-10-310-010,,
1318-10-310-012,2022 Final,1.0,2022,1318-10-310-012,,
1318-10-310-015,2022 Final,1.0,2022,1318-10-310-015,,
1318-10-310-033,2022 Final,2.0,2022,1318-10-310-033,,
1318-10-415-062,2022 Final,1.0,2022,1318-10-415-062,,
1318-10-416-039,2022 Final,1.0,2022,1318-10-416-039,,
1318-15-601-003,2022 Final,1.0,2022,1318-15-601-003,,
1318-22-002-002,2022 Final,154.0,2022,1318-22-002-002,,
1318-23-212-005,2022 Final,1.0,2022,1318-23-212-005,,
1318-23-212-006,2022 Final,1.0,2022,1318-23-212-006,,
1318-23-710-003,2022 Final,1.0,2022,1318-23-710-003,,
1318-23-710-038,2022 Final,1.0,2022,1318-23-710-038,,
1318-23-710-039,2022 Final,1.0,2022,1318-23-710-039,,
1318-23-814-004,2022 Final,1.0,2022,1318-23-814-004,,
1318-24-701-008,2022 Final,1.0,2022,1318-24-701-008,,
1318-25-110-010,2022 Final,1.0,2022,1318-25-110-010,,
1318-26-101-029,2022 Final,2.0,2022,1318-26-101-029,,
1318-26-601-006,2022 Final,1.0,2022,1318-26-601-006,,
1318-27-001-002,2022 Final,1.0,2022,1318-27-001-002,,
1318-27-001-003,2022 Final,1.0,2022,1318-27-001-003,,
1319-19-212-078,2022 Final,2.0,2022,1319-19-212-078,,
1319-19-411-016,2022 Final,1.0,2022,1319-19-411-016,,
1319-19-411-024,2022 Final,1.0,2022,1319-19-411-024,,
1319-19-710-031,2022 Final,1.0,2022,1319-19-710-031,,
1319-19-710-032,2022 Final,1.0,2022,1319-19-710-032,,
1418-03-301-002,2022 Final,1.0,2022,1418-03-301-002,,
1418-10-501-001,2022 Final,2.0,2022,1418-10-501-001,,
1418-10-702-006,2022 Final,1.0,2022,1418-10-702-006,,
1418-10-702-007,2022 Final,1.0,2022,1418-10-702-007,,
1418-10-802-008,2022 Final,8.0,2022,1418-10-802-008,,
1418-11-311-004,2022 Final,1.0,2022,1418-11-311-004,,
1418-15-201-001,2022 Final,2.0,2022,1418-15-201-001,,
1418-15-201-003,2022 Final,1.0,2022,1418-15-201-003,,
1418-15-601-001,2022 Final,1.0,2022,1418-15-601-001,,
1418-15-801-005,2022 Final,1.0,2022,1418-15-801-005,,
1418-22-611-027,2022 Final,1.0,2022,1418-22-611-027,,
1418-27-210-015,2022 Final,1.0,2022,1418-27-210-015,,
1418-27-210-029,2022 Final,1.0,2022,1418-27-210-029,,
1418-34-101-001,2022 Final,20.0,2022,1418-34-101-001,,
1418-34-110-003,2022 Final,1.0,2022,1418-34-110-003,,
1418-34-110-010,2022 Final,1.0,2022,1418-34-110-010,,
1418-34-110-020,2022 Final,1.0,2022,1418-34-110-020,,
1418-34-110-024,2022 Final,1.0,2022,1418-34-110-024,,
1418-34-110-039,2022 Final,1.0,2022,1418-34-110-039,,
1418-34-201-001,2022 Final,1.0,2022,1418-34-201-001,,
1418-34-201-004,2022 Final,1.0,2022,1418-34-201-004,,
1418-34-201-005,2022 Final,1.0,2022,1418-34-201-005,,
1418-34-201-006,2022 Final,1.0,2022,1418-34-201-006,,
1418-34-210-007,2022 Final,1.0,2022,1418-34-210-007,,
1418-34-211-026,2022 Final,1.0,2022,1418-34-211-026,,
1418-34-211-046,2022 Final,1.0,2022,1418-34-211-046,,
1418-34-401-009,2022 Final,2.0,2022,1418-34-401-009,,
1418-34-401-010,2022 Final,1.0,2022,1418-34-401-010,,
1418-34-401-011,2022 Final,1.0,2022,1418-34-401-011,,
094-110-007,2022 Final,1.0,2022,094-110-007,,
124-860-01,2022 Final,1.0,2022,124-860-01,,
124-860-02,2022 Final,1.0,2022,124-860-02,,
124-860-03,2022 Final,1.0,2022,124-860-03,,
130-163-36,2022 Final,1.0,2022,130-163-36,,
023-960-002,2022 Final,1.0,2022,023-960-002,,
023-960-003,2022 Final,1.0,2022,023-960-003,,
023-960-004,2022 Final,1.0,2022,023-960-004,,
023-960-005,2022 Final,1.0,2022,023-960-005,,
023-960-006,2022 Final,1.0,2022,023-960-006,,
023-960-007,2022 Final,1.0,2022,023-960-007,,
015-301-002,2023 Final,1.0,2023,015-301-002,,
015-301-003,2023 Final,1.0,2023,015-301-003,,
015-370-011,2023 Final,1.0,2023,015-370-011,,
015-370-023,2023 Final,1.0,2023,015-370-023,,
016-091-42,2023 Final,1.0,2023,016-091-42,,
016-101-014,2023 Final,1.0,2023,016-101-014,,
016-300-57,2023 Final,1.0,2023,016-300-57,,
022-344-012,2023 Final,1.0,2023,022-344-012,,
025-735-006,2023 Final,1.0,2023,025-735-006,,
025-744-011,2023 Final,1.0,2023,025-744-011,,
025-754-002,2023 Final,1.0,2023,025-754-002,,
026-031-013,2023 Final,2.0,2023,026-031-013,,
026-105-006,2023 Final,1.0,2023,026-105-006,,
026-122-031,2023 Final,1.0,2023,026-122-031,,
026-122-033,2023 Final,1.0,2023,026-122-033,,
026-300-001,2023 Final,3.0,2023,026-300-001,,
027-122-004,2023 Final,2.0,2023,027-122-004,,
027-143-013,2023 Final,2.0,2023,027-143-013,,
027-143-022,2023 Final,1.0,2023,027-143-022,,
027-313-013,2023 Final,1.0,2023,027-313-013,,
029-095-030,2023 Final,1.0,2023,029-095-030,,
029-391-033,2023 Final,2.0,2023,029-391-033,,
030-352-027,2023 Final,1.0,2023,030-352-027,,
031-043-005,2023 Final,1.0,2023,031-043-005,,
031-207-005,2023 Final,1.0,2023,031-207-005,,
031-207-006,2023 Final,1.0,2023,031-207-006,,
033-255-06,2023 Final,1.0,2023,033-255-06,,
033-255-08,2023 Final,1.0,2023,033-255-08,,
033-703-014,2023 Final,1.0,2023,033-703-014,,
033-841-031,2023 Final,1.0,2023,033-841-031,,
033-841-033,2023 Final,1.0,2023,033-841-033,,
034-241-002,2023 Final,1.0,2023,034-241-002,,
034-734-026,2023 Final,1.0,2023,034-734-026,,
035-283-018,2023 Final,1.0,2023,035-283-018,,
035-283-022,2023 Final,1.0,2023,035-283-022,,
035-291-005,2023 Final,1.0,2023,035-291-005,,
036-563-014,2023 Final,1.0,2023,036-563-014,,
080-162-017,2023 Final,1.0,2023,080-162-017,,
080-173-013,2023 Final,1.0,2023,080-173-013,,
080-192-033,2023 Final,1.0,2023,080-192-033,,
083-032-031,2023 Final,1.0,2023,083-032-031,,
083-032-032,2023 Final,1.0,2023,083-032-032,,
083-033-014,2023 Final,1.0,2023,083-033-014,,
083-061-026,2023 Final,1.0,2023,083-061-026,,
083-062-038,2023 Final,1.0,2023,083-062-038,,
083-063-007,2023 Final,1.0,2023,083-063-007,,
083-074-003,2023 Final,1.0,2023,083-074-003,,
083-202-012,2023 Final,1.0,2023,083-202-012,,
083-390-023,2023 Final,1.0,2023,083-390-023,,
084-052-010,2023 Final,1.0,2023,084-052-010,,
084-092-009,2023 Final,1.0,2023,084-092-009,,
084-092-016,2023 Final,1.0,2023,084-092-016,,
084-110-011,2023 Final,1.0,2023,084-110-011,,
084-110-014,2023 Final,2.0,2023,084-110-014,,
084-110-017,2023 Final,1.0,2023,084-110-017,,
084-172-005,2023 Final,2.0,2023,084-172-005,,
084-191-001,2023 Final,3.0,2023,084-191-001,,
084-211-004,2023 Final,1.0,2023,084-211-004,,
085-343-024,2023 Final,1.0,2023,085-343-024,,
090-030-035,2023 Final,1.0,2023,090-030-035,,
090-030-044,2023 Final,1.0,2023,090-030-044,,
090-071-034,2023 Final,2.0,2023,090-071-034,,
090-073-019,2023 Final,1.0,2023,090-073-019,,
090-074-012,2023 Final,1.0,2023,090-074-012,,
090-102-010,2023 Final,1.0,2023,090-102-010,,
090-124-018,2023 Final,6.0,2023,090-124-018,,
090-134-046,2023 Final,4.0,2023,090-134-046,,
090-162-016,2023 Final,1.0,2023,090-162-016,,
090-201-008,2023 Final,1.0,2023,090-201-008,,
090-222-060,2023 Final,1.0,2023,090-222-060,,
090-225-002,2023 Final,1.0,2023,090-225-002,,
090-231-036,2023 Final,1.0,2023,090-231-036,,
090-232-026,2023 Final,1.0,2023,090-232-026,,
090-261-019,2023 Final,1.0,2023,090-261-019,,
090-262-013,2023 Final,1.0,2023,090-262-013,,
090-271-015,2023 Final,1.0,2023,090-271-015,,
090-292-003,2023 Final,1.0,2023,090-292-003,,
092-100-016,2023 Final,1.0,2023,092-100-016,,
092-120-007,2023 Final,1.0,2023,092-120-007,,
092-120-042,2023 Final,1.0,2023,092-120-042,,
092-142-010,2023 Final,1.0,2023,092-142-010,,
092-142-020,2023 Final,1.0,2023,092-142-020,,
092-152-015,2023 Final,1.0,2023,092-152-015,,
092-154-009,2023 Final,1.0,2023,092-154-009,,
092-190-052,2023 Final,1.0,2023,092-190-052,,
092-190-053,2023 Final,1.0,2023,092-190-053,,
092-200-009,2023 Final,1.0,2023,092-200-009,,
092-200-022,2023 Final,1.0,2023,092-200-022,,
092-234-012,2023 Final,1.0,2023,092-234-012,,
093-034-004,2023 Final,2.0,2023,093-034-004,,
093-042-021,2023 Final,1.0,2023,093-042-021,,
093-042-022,2023 Final,1.0,2023,093-042-022,,
093-083-008,2023 Final,1.0,2023,093-083-008,,
093-083-009,2023 Final,1.0,2023,093-083-009,,
093-083-010,2023 Final,1.0,2023,093-083-010,,
093-083-011,2023 Final,1.0,2023,093-083-011,,
093-083-012,2023 Final,1.0,2023,093-083-012,,
093-083-014,2023 Final,1.0,2023,093-083-014,,
093-083-015,2023 Final,1.0,2023,093-083-015,,
093-160-016,2023 Final,1.0,2023,093-160-016,,
093-194-007,2023 Final,1.0,2023,093-194-007,,
093-194-012,2023 Final,1.0,2023,093-194-012,,
094-032-004,2023 Final,1.0,2023,094-032-004,,
094-122-001,2023 Final,1.0,2023,094-122-001,,
094-122-019,2023 Final,1.0,2023,094-122-019,,
094-173-005,2023 Final,1.0,2023,094-173-005,,
094-173-021,2023 Final,1.0,2023,094-173-021,,
094-200-049,2023 Final,1.0,2023,094-200-049,,
095-110-006,2023 Final,1.0,2023,095-110-006,,
095-130-007,2023 Final,5.0,2023,095-130-007,,
097-092-003,2023 Final,1.0,2023,097-092-003,,
097-100-022,2023 Final,2.0,2023,097-100-022,,
097-122-002,2023 Final,1.0,2023,097-122-002,,
097-122-013,2023 Final,2.0,2023,097-122-013,,
097-122-015,2023 Final,1.0,2023,097-122-015,,
097-130-029,2023 Final,1.0,2023,097-130-029,,
097-164-006,2023 Final,1.0,2023,097-164-006,,
097-192-001,2023 Final,1.0,2023,097-192-001,,
097-193-004,2023 Final,1.0,2023,097-193-004,,
098-010-036,2023 Final,1.0,2023,098-010-036,,
098-010-037,2023 Final,1.0,2023,098-010-037,,
098-164-009,2023 Final,1.0,2023,098-164-009,,
098-165-002,2023 Final,1.0,2023,098-165-002,,
098-167-006,2023 Final,1.0,2023,098-167-006,,
098-192-002,2023 Final,1.0,2023,098-192-002,,
098-231-024,2023 Final,1.0,2023,098-231-024,,
098-314-014,2023 Final,1.0,2023,098-314-014,,
112-060-017,2023 Final,2.0,2023,112-060-017,,
112-070-002,2023 Final,1.0,2023,112-070-002,,
112-180-009,2023 Final,1.0,2023,112-180-009,,
112-190-040,2023 Final,1.0,2023,112-190-040,,
112-190-042,2023 Final,1.0,2023,112-190-042,,
112-190-044,2023 Final,1.0,2023,112-190-044,,
112-270-004,2023 Final,1.0,2023,112-270-004,,
115-030-035,2023 Final,1.0,2023,115-030-035,,
115-040-075,2023 Final,1.0,2023,115-040-075,,
115-050-039,2023 Final,2.0,2023,115-050-039,,
115-060-010,2023 Final,1.0,2023,115-060-010,,
115-060-018,2023 Final,1.0,2023,115-060-018,,
117-020-009,2023 Final,1.0,2023,117-020-009,,
117-071-015,2023 Final,3.0,2023,117-071-015,,
117-071-025,2023 Final,1.0,2023,117-071-025,,
117-100-004,2023 Final,1.0,2023,117-100-004,,
117-100-014,2023 Final,1.0,2023,117-100-014,,
117-100-015,2023 Final,1.0,2023,117-100-015,,
117-100-016,2023 Final,1.0,2023,117-100-016,,
117-100-017,2023 Final,1.0,2023,117-100-017,,
117-110-008,2023 Final,1.0,2023,117-110-008,,
117-110-023,2023 Final,1.0,2023,117-110-023,,
117-120-031,2023 Final,1.0,2023,117-120-031,,
117-160-013,2023 Final,1.0,2023,117-160-013,,
117-180-037,2023 Final,1.0,2023,117-180-037,,
117-180-038,2023 Final,2.0,2023,117-180-038,,
122-100-04,2023 Final,1.0,2023,122-100-04,,
122-100-23,2023 Final,1.0,2023,122-100-23,,
122-100-24,2023 Final,1.0,2023,122-100-24,,
122-181-24,2023 Final,1.0,2023,122-181-24,,
122-181-37,2023 Final,1.0,2023,122-181-37,,
122-181-64,2023 Final,1.0,2023,122-181-64,,
122-181-65,2023 Final,1.0,2023,122-181-65,,
122-530-25,2023 Final,1.0,2023,122-530-25,,
122-530-26,2023 Final,1.0,2023,122-530-26,,
123-021-04,2023 Final,1.0,2023,123-021-04,,
123-032-01,2023 Final,4.0,2023,123-032-01,,
123-032-11,2023 Final,1.0,2023,123-032-11,,
123-032-12,2023 Final,1.0,2023,123-032-12,,
123-032-13,2023 Final,3.0,2023,123-032-13,,
123-041-05,2023 Final,1.0,2023,123-041-05,,
123-041-19,2023 Final,1.0,2023,123-041-19,,
123-131-02,2023 Final,1.0,2023,123-131-02,,
123-131-05,2023 Final,1.0,2023,123-131-05,,
123-143-11,2023 Final,1.0,2023,123-143-11,,
125-382-19,2023 Final,1.0,2023,125-382-19,,
125-462-08,2023 Final,1.0,2023,125-462-08,,
126-080-25,2023 Final,1.0,2023,126-080-25,,
126-082-49,2023 Final,1.0,2023,126-082-49,,
126-560-28,2023 Final,1.0,2023,126-560-28,,
126-560-37,2023 Final,1.0,2023,126-560-37,,
126-570-16,2023 Final,1.0,2023,126-570-16,,
129-022-07,2023 Final,4.0,2023,129-022-07,,
129-280-12,2023 Final,4.0,2023,129-280-12,,
129-280-13,2023 Final,4.0,2023,129-280-13,,
129-280-14,2023 Final,1.0,2023,129-280-14,,
129-280-15,2023 Final,1.0,2023,129-280-15,,
129-280-16,2023 Final,1.0,2023,129-280-16,,
129-280-17,2023 Final,1.0,2023,129-280-17,,
129-280-18,2023 Final,1.0,2023,129-280-18,,
129-280-19,2023 Final,1.0,2023,129-280-19,,
129-291-03,2023 Final,1.0,2023,129-291-03,,
129-291-13,2023 Final,1.0,2023,129-291-13,,
129-291-17,2023 Final,1.0,2023,129-291-17,,
129-291-20,2023 Final,1.0,2023,129-291-20,,
129-292-01,2023 Final,1.0,2023,129-292-01,,
129-292-02,2023 Final,1.0,2023,129-292-02,,
129-292-03,2023 Final,1.0,2023,129-292-03,,
129-292-06,2023 Final,1.0,2023,129-292-06,,
129-292-07,2023 Final,1.0,2023,129-292-07,,
129-292-10,2023 Final,1.0,2023,129-292-10,,
129-292-12,2023 Final,1.0,2023,129-292-12,,
129-292-14,2023 Final,1.0,2023,129-292-14,,
129-292-17,2023 Final,1.0,2023,129-292-17,,
129-292-18,2023 Final,1.0,2023,129-292-18,,
129-292-19,2023 Final,1.0,2023,129-292-19,,
129-292-20,2023 Final,1.0,2023,129-292-20,,
129-292-22,2023 Final,1.0,2023,129-292-22,,
129-292-26,2023 Final,1.0,2023,129-292-26,,
130-241-45,2023 Final,1.0,2023,130-241-45,,
130-241-46,2023 Final,1.0,2023,130-241-46,,
130-312-04,2023 Final,1.0,2023,130-312-04,,
130-312-27,2023 Final,1.0,2023,130-312-27,,
130-331-05,2023 Final,1.0,2023,130-331-05,,
1318-03-110-005,2023 Final,1.0,2023,1318-03-110-005,,
1318-09-810-035,2023 Final,1.0,2023,1318-09-810-035,,
1318-09-810-095,2023 Final,2.0,2023,1318-09-810-095,,
1318-09-810-103,2023 Final,1.0,2023,1318-09-810-103,,
1318-10-310-002,2023 Final,1.0,2023,1318-10-310-002,,
1318-10-310-009,2023 Final,1.0,2023,1318-10-310-009,,
1318-10-310-010,2023 Final,4.0,2023,1318-10-310-010,,
1318-10-310-012,2023 Final,1.0,2023,1318-10-310-012,,
1318-10-310-015,2023 Final,1.0,2023,1318-10-310-015,,
1318-10-310-033,2023 Final,2.0,2023,1318-10-310-033,,
1318-10-415-062,2023 Final,1.0,2023,1318-10-415-062,,
1318-10-416-039,2023 Final,1.0,2023,1318-10-416-039,,
1318-10-417-005,2023 Final,1.0,2023,1318-10-417-005,,
1318-15-601-003,2023 Final,1.0,2023,1318-15-601-003,,
1318-22-002-002,2023 Final,154.0,2023,1318-22-002-002,,
1318-23-212-005,2023 Final,1.0,2023,1318-23-212-005,,
1318-23-212-006,2023 Final,1.0,2023,1318-23-212-006,,
1318-23-710-003,2023 Final,1.0,2023,1318-23-710-003,,
1318-23-710-038,2023 Final,1.0,2023,1318-23-710-038,,
1318-23-710-039,2023 Final,1.0,2023,1318-23-710-039,,
1318-23-814-004,2023 Final,1.0,2023,1318-23-814-004,,
1318-24-701-008,2023 Final,1.0,2023,1318-24-701-008,,
1318-25-110-009,2023 Final,1.0,2023,1318-25-110-009,,
1318-25-110-010,2023 Final,1.0,2023,1318-25-110-010,,
1318-26-101-029,2023 Final,2.0,2023,1318-26-101-029,,
1318-26-601-006,2023 Final,1.0,2023,1318-26-601-006,,
1318-27-001-002,2023 Final,1.0,2023,1318-27-001-002,,
1318-27-001-003,2023 Final,1.0,2023,1318-27-001-003,,
1319-19-212-078,2023 Final,2.0,2023,1319-19-212-078,,
1319-19-411-016,2023 Final,1.0,2023,1319-19-411-016,,
1319-19-411-024,2023 Final,1.0,2023,1319-19-411-024,,
1319-19-710-031,2023 Final,1.0,2023,1319-19-710-031,,
1319-19-710-032,2023 Final,1.0,2023,1319-19-710-032,,
1418-03-301-002,2023 Final,1.0,2023,1418-03-301-002,,
1418-10-501-001,2023 Final,2.0,2023,1418-10-501-001,,
1418-10-702-006,2023 Final,1.0,2023,1418-10-702-006,,
1418-10-702-007,2023 Final,1.0,2023,1418-10-702-007,,
1418-10-802-008,2023 Final,8.0,2023,1418-10-802-008,,
1418-11-311-004,2023 Final,1.0,2023,1418-11-311-004,,
1418-15-201-001,2023 Final,2.0,2023,1418-15-201-001,,
1418-15-201-003,2023 Final,1.0,2023,1418-15-201-003,,
1418-15-511-002,2023 Final,1.0,2023,1418-15-511-002,,
1418-15-601-001,2023 Final,1.0,2023,1418-15-601-001,,
1418-15-801-005,2023 Final,1.0,2023,1418-15-801-005,,
1418-22-611-027,2023 Final,1.0,2023,1418-22-611-027,,
1418-27-210-015,2023 Final,1.0,2023,1418-27-210-015,,
1418-27-210-029,2023 Final,1.0,2023,1418-27-210-029,,
1418-27-403-003,2023 Final,1.0,2023,1418-27-403-003,,
1418-34-101-001,2023 Final,20.0,2023,1418-34-101-001,,
1418-34-110-003,2023 Final,1.0,2023,1418-34-110-003,,
1418-34-110-010,2023 Final,1.0,2023,1418-34-110-010,,
1418-34-110-020,2023 Final,1.0,2023,1418-34-110-020,,
1418-34-110-024,2023 Final,1.0,2023,1418-34-110-024,,
1418-34-110-039,2023 Final,1.0,2023,1418-34-110-039,,
1418-34-201-001,2023 Final,1.0,2023,1418-34-201-001,,
1418-34-201-004,2023 Final,1.0,2023,1418-34-201-004,,
1418-34-201-005,2023 Final,1.0,2023,1418-34-201-005,,
1418-34-201-006,2023 Final,1.0,2023,1418-34-201-006,,
1418-34-210-007,2023 Final,1.0,2023,1418-34-210-007,,
1418-34-210-011,2023 Final,1.0,2023,1418-34-210-011,,
1418-34-211-026,2023 Final,1.0,2023,1418-34-211-026,,
1418-34-211-046,2023 Final,1.0,2023,1418-34-211-046,,
1418-34-401-009,2023 Final,2.0,2023,1418-34-401-009,,
1418-34-401-010,2023 Final,1.0,2023,1418-34-401-010,,
1418-34-401-011,2023 Final,1.0,2023,1418-34-401-011,,
094-110-007,2023 Final,1.0,2023,094-110-007,,
124-860-01,2023 Final,1.0,2023,124-860-01,,
124-860-02,2023 Final,1.0,2023,124-860-02,,
124-860-03,2023 Final,1.0,2023,124-860-03,,
130-163-36,2023 Final,1.0,2023,130-163-36,,
023-904-018,2023 Final,1.0,2023,023-904-018,,
015-061-013,2024 Final,1.0,2024,015-061-013,,
015-301-002,2024 Final,1.0,2024,015-301-002,,
015-301-003,2024 Final,1.0,2024,015-301-003,,
015-370-011,2024 Final,1.0,2024,015-370-011,,
015-370-023,2024 Final,1.0,2024,015-370-023,,
016-091-42,2024 Final,1.0,2024,016-091-42,,
016-101-014,2024 Final,1.0,2024,016-101-014,,
016-300-57,2024 Final,1.0,2024,016-300-57,,
022-344-012,2024 Final,1.0,2024,022-344-012,,
025-554-013,2024 Final,1.0,2024,025-554-013,,
025-735-006,2024 Final,1.0,2024,025-735-006,,
025-744-011,2024 Final,1.0,2024,025-744-011,,
025-754-002,2024 Final,1.0,2024,025-754-002,,
026-031-013,2024 Final,2.0,2024,026-031-013,,
026-105-006,2024 Final,1.0,2024,026-105-006,,
026-111-021,2024 Final,1.0,2024,026-111-021,,
026-122-031,2024 Final,1.0,2024,026-122-031,,
026-122-033,2024 Final,1.0,2024,026-122-033,,
026-300-001,2024 Final,3.0,2024,026-300-001,,
027-122-004,2024 Final,2.0,2024,027-122-004,,
027-143-013,2024 Final,2.0,2024,027-143-013,,
027-143-022,2024 Final,1.0,2024,027-143-022,,
027-153-003,2024 Final,1.0,2024,027-153-003,,
027-313-013,2024 Final,1.0,2024,027-313-013,,
029-095-030,2024 Final,1.0,2024,029-095-030,,
029-391-033,2024 Final,2.0,2024,029-391-033,,
030-352-027,2024 Final,1.0,2024,030-352-027,,
031-043-005,2024 Final,1.0,2024,031-043-005,,
031-207-005,2024 Final,1.0,2024,031-207-005,,
031-207-006,2024 Final,1.0,2024,031-207-006,,
033-255-06,2024 Final,1.0,2024,033-255-06,,
033-255-08,2024 Final,1.0,2024,033-255-08,,
033-703-014,2024 Final,1.0,2024,033-703-014,,
033-841-031,2024 Final,1.0,2024,033-841-031,,
033-841-033,2024 Final,1.0,2024,033-841-033,,
034-241-002,2024 Final,1.0,2024,034-241-002,,
034-734-026,2024 Final,1.0,2024,034-734-026,,
035-283-018,2024 Final,1.0,2024,035-283-018,,
035-283-022,2024 Final,1.0,2024,035-283-022,,
035-291-005,2024 Final,1.0,2024,035-291-005,,
036-423-018,2024 Final,2.0,2024,036-423-018,,
036-563-014,2024 Final,1.0,2024,036-563-014,,
080-082-018,2024 Final,1.0,2024,080-082-018,,
080-162-017,2024 Final,1.0,2024,080-162-017,,
080-173-013,2024 Final,1.0,2024,080-173-013,,
080-192-033,2024 Final,1.0,2024,080-192-033,,
083-032-031,2024 Final,1.0,2024,083-032-031,,
083-032-032,2024 Final,1.0,2024,083-032-032,,
083-033-014,2024 Final,1.0,2024,083-033-014,,
083-061-026,2024 Final,1.0,2024,083-061-026,,
083-062-038,2024 Final,1.0,2024,083-062-038,,
083-063-007,2024 Final,1.0,2024,083-063-007,,
083-074-003,2024 Final,1.0,2024,083-074-003,,
083-201-002,2024 Final,1.0,2024,083-201-002,,
083-202-012,2024 Final,1.0,2024,083-202-012,,
083-390-023,2024 Final,1.0,2024,083-390-023,,
084-052-010,2024 Final,1.0,2024,084-052-010,,
084-092-009,2024 Final,1.0,2024,084-092-009,,
084-092-016,2024 Final,1.0,2024,084-092-016,,
084-110-011,2024 Final,1.0,2024,084-110-011,,
084-110-014,2024 Final,2.0,2024,084-110-014,,
084-110-017,2024 Final,1.0,2024,084-110-017,,
084-172-005,2024 Final,2.0,2024,084-172-005,,
084-191-001,2024 Final,3.0,2024,084-191-001,,
084-211-004,2024 Final,1.0,2024,084-211-004,,
085-343-024,2024 Final,1.0,2024,085-343-024,,
090-030-035,2024 Final,1.0,2024,090-030-035,,
090-030-044,2024 Final,1.0,2024,090-030-044,,
090-055-012,2024 Final,1.0,2024,090-055-012,,
090-071-034,2024 Final,2.0,2024,090-071-034,,
090-073-019,2024 Final,1.0,2024,090-073-019,,
090-074-012,2024 Final,1.0,2024,090-074-012,,
090-102-010,2024 Final,1.0,2024,090-102-010,,
090-124-018,2024 Final,6.0,2024,090-124-018,,
090-134-046,2024 Final,4.0,2024,090-134-046,,
090-162-016,2024 Final,1.0,2024,090-162-016,,
090-191-022,2024 Final,1.0,2024,090-191-022,,
090-191-023,2024 Final,5.0,2024,090-191-023,,
090-201-008,2024 Final,1.0,2024,090-201-008,,
090-222-060,2024 Final,1.0,2024,090-222-060,,
090-225-002,2024 Final,1.0,2024,090-225-002,,
090-231-036,2024 Final,1.0,2024,090-231-036,,
090-232-026,2024 Final,1.0,2024,090-232-026,,
090-261-019,2024 Final,1.0,2024,090-261-019,,
090-262-013,2024 Final,1.0,2024,090-262-013,,
090-271-015,2024 Final,1.0,2024,090-271-015,,
090-292-003,2024 Final,1.0,2024,090-292-003,,
092-100-016,2024 Final,1.0,2024,092-100-016,,
092-120-007,2024 Final,1.0,2024,092-120-007,,
092-120-042,2024 Final,1.0,2024,092-120-042,,
092-142-010,2024 Final,1.0,2024,092-142-010,,
092-142-020,2024 Final,1.0,2024,092-142-020,,
092-152-015,2024 Final,1.0,2024,092-152-015,,
092-154-009,2024 Final,1.0,2024,092-154-009,,
092-190-052,2024 Final,1.0,2024,092-190-052,,
092-190-053,2024 Final,1.0,2024,092-190-053,,
092-200-009,2024 Final,1.0,2024,092-200-009,,
092-200-022,2024 Final,1.0,2024,092-200-022,,
092-234-012,2024 Final,1.0,2024,092-234-012,,
093-034-004,2024 Final,2.0,2024,093-034-004,,
093-042-021,2024 Final,1.0,2024,093-042-021,,
093-042-022,2024 Final,1.0,2024,093-042-022,,
093-083-008,2024 Final,1.0,2024,093-083-008,,
093-083-009,2024 Final,1.0,2024,093-083-009,,
093-083-010,2024 Final,1.0,2024,093-083-010,,
093-083-011,2024 Final,1.0,2024,093-083-011,,
093-083-012,2024 Final,1.0,2024,093-083-012,,
093-083-014,2024 Final,1.0,2024,093-083-014,,
093-083-015,2024 Final,1.0,2024,093-083-015,,
093-160-016,2024 Final,1.0,2024,093-160-016,,
093-194-007,2024 Final,1.0,2024,093-194-007,,
093-194-012,2024 Final,1.0,2024,093-194-012,,
094-032-004,2024 Final,1.0,2024,094-032-004,,
094-122-001,2024 Final,1.0,2024,094-122-001,,
094-122-019,2024 Final,1.0,2024,094-122-019,,
094-173-005,2024 Final,1.0,2024,094-173-005,,
094-173-021,2024 Final,1.0,2024,094-173-021,,
094-200-049,2024 Final,1.0,2024,094-200-049,,
095-110-006,2024 Final,1.0,2024,095-110-006,,
095-130-007,2024 Final,5.0,2024,095-130-007,,
097-050-043,2024 Final,1.0,2024,097-050-043,,
097-092-003,2024 Final,1.0,2024,097-092-003,,
097-100-022,2024 Final,2.0,2024,097-100-022,,
097-122-002,2024 Final,1.0,2024,097-122-002,,
097-122-013,2024 Final,2.0,2024,097-122-013,,
097-122-015,2024 Final,1.0,2024,097-122-015,,
097-122-028,2024 Final,1.0,2024,097-122-028,,
097-130-029,2024 Final,1.0,2024,097-130-029,,
097-164-006,2024 Final,1.0,2024,097-164-006,,
097-192-001,2024 Final,1.0,2024,097-192-001,,
097-193-004,2024 Final,1.0,2024,097-193-004,,
098-010-036,2024 Final,1.0,2024,098-010-036,,
098-010-037,2024 Final,1.0,2024,098-010-037,,
098-164-009,2024 Final,1.0,2024,098-164-009,,
098-165-002,2024 Final,1.0,2024,098-165-002,,
098-167-006,2024 Final,1.0,2024,098-167-006,,
098-192-002,2024 Final,1.0,2024,098-192-002,,
098-231-024,2024 Final,1.0,2024,098-231-024,,
098-314-014,2024 Final,1.0,2024,098-314-014,,
112-060-017,2024 Final,2.0,2024,112-060-017,,
