AccountID,AccountScope,CommodityPoolID,JurisdictionID,JurisdictionAbbrev,CommodityID,CommodityShortName,BucketType,MaxCapacity
611,pool,100.0,,,11,TAU,UnusedCapacity,
612,pool,88.0,,,11,TAU,UnusedCapacity,
613,pool,87.0,,,11,TAU,UnusedCapacity,
614,pool,93.0,,,11,TAU,UnusedCapacity,
615,pool,94.0,,,11,TAU,UnusedCapacity,
616,pool,91.0,,,11,TAU,UnusedCapacity,
617,pool,90.0,,,11,TAU,UnusedCapacity,
618,pool,97.0,,,11,TAU,UnusedCapacity,
619,pool,103.0,,,11,TAU,UnusedCapacity,
620,pool,92.0,,,11,TAU,UnusedCapacity,
621,pool,111.0,,,11,TAU,UnusedCapacity,
622,pool,95.0,,,11,TAU,UnusedCapacity,
623,pool,96.0,,,11,TAU,UnusedCapacity,
624,pool,98.0,,,11,TAU,UnusedCapacity,
625,pool,101.0,,,11,TAU,UnusedCapacity,
626,pool,102.0,,,11,TAU,UnusedCapacity,
627,pool,134.0,,,11,TAU,UnusedCapacity,
628,pool,89.0,,,11,TAU,UnusedCapacity,
629,pool,99.0,,,11,TAU,UnusedCapacity,
630,pool,105.0,,,11,TAU,UnusedCapacity,
631,pool,104.0,,,11,TAU,UnusedCapacity,
632,pool,128.0,,,15,Moor. Alloc.,UnusedCapacity,
633,pool,126.0,,,15,Moor. Alloc.,UnusedCapacity,
634,pool,127.0,,,15,Moor. Alloc.,UnusedCapacity,
635,pool,124.0,,,16,Pier Alloc.,UnusedCapacity,
636,pool,125.0,,,16,Pier Alloc.,UnusedCapacity,
637,pool,123.0,,,16,Pier Alloc.,UnusedCapacity,
638,pool,122.0,,,16,Pier Alloc.,UnusedCapacity,
639,pool,121.0,,,16,Pier Alloc.,UnusedCapacity,
