EntryID,EventID,EntryDate,Year,JurisdictionAbbrev,CommodityPoolID,CommodityShortName,BucketType,Quantity,MovementType,ParcelNumber,SourceSystem,SourceID,Notes
2745,2056,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2056,
2746,2057,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-480-022,corral_tdr,corral_tdr:2057,
2747,2057,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2057,
2748,2058,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-480-023,corral_tdr,corral_tdr:2058,
2749,2058,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2058,
2750,2059,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-490-002,corral_tdr,corral_tdr:2059,
2751,2059,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2059,
2752,2060,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-490-003,corral_tdr,corral_tdr:2060,
2753,2060,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2060,
2754,2061,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-490-010,corral_tdr,corral_tdr:2061,
2755,2061,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2061,
2756,2062,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-490-011,corral_tdr,corral_tdr:2062,
2757,2062,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2062,
2758,2063,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-490-012,corral_tdr,corral_tdr:2063,
2759,2063,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2063,
2760,2064,2022-09-23,2022.0,PL,,PRUU,Existing,-1.0,TRF,093-490-013,corral_tdr,corral_tdr:2064,
2761,2064,2022-09-23,2022.0,PL,,PRUU,Existing,1.0,TRF,097-140-003,corral_tdr,corral_tdr:2064,
2762,2039,2022-09-26,2022.0,EL,,Pot. Cover.,Existing,-91.0,TRF,034-270-055,corral_tdr,corral_tdr:2039,
2763,2039,2022-09-26,2022.0,EL,,Pot. Cover.,Existing,91.0,TRF,033-472-010,corral_tdr,corral_tdr:2039,
2764,2740,2022-09-26,2022.0,DG,,Hard Cover.,Existing,-7.0,Banking,1418-34-112-006,corral_banking,corral_banking:466,
2765,2740,2022-09-26,2022.0,DG,,Hard Cover.,Banked,7.0,Banking,1418-34-112-006,corral_banking,corral_banking:466,
2766,2862,2022-09-26,2022.0,DG,,Soft Cover.,Existing,-7.0,Banking,1418-34-112-006,corral_banking,corral_banking:599,
2767,2862,2022-09-26,2022.0,DG,,Soft Cover.,Banked,7.0,Banking,1418-34-112-006,corral_banking,corral_banking:599,
2768,2028,2022-10-04,2022.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:2028,
2769,2028,2022-10-04,2022.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1418-15-511-002,corral_tdr,corral_tdr:2028,
2770,2472,2022-10-04,2022.0,WA,,Hard Cover.,Existing,-2737.0,Banking,127-280-02,corral_banking,corral_banking:105,
2771,2472,2022-10-04,2022.0,WA,,Hard Cover.,Banked,2737.0,Banking,127-280-02,corral_banking,corral_banking:105,
2772,2473,2022-10-04,2022.0,WA,,Hard Cover.,Existing,-4564.0,Banking,127-010-09,corral_banking,corral_banking:106,
2773,2473,2022-10-04,2022.0,WA,,Hard Cover.,Banked,4564.0,Banking,127-010-09,corral_banking,corral_banking:106,
2774,2026,2022-10-05,2022.0,,120.0,RBU,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:2026,
2775,2026,2022-10-05,2022.0,SLT,,RBU,Allocated,1.0,ALLOC,031-172-011,corral_tdr,corral_tdr:2026,
2776,1842,2022-10-07,2022.0,EL,,Pot. Cover.,Existing,-212.0,TRF,036-010-009,corral_tdr,corral_tdr:1842,
2777,1842,2022-10-07,2022.0,EL,,Pot. Cover.,Existing,212.0,TRF,081-151-003,corral_tdr,corral_tdr:1842,
2778,1997,2022-10-11,2022.0,SLT,,SFRUU,Existing,-1.0,TRF,023-141-008,corral_tdr,corral_tdr:1997,
2779,1997,2022-10-11,2022.0,EL,,SFRUU,Existing,1.0,TRF,025-271-023,corral_tdr,corral_tdr:1997,
2780,2030,2022-10-11,2022.0,SLT,,SFRUU,Existing,-2.0,TRF,027-010-016,corral_tdr,corral_tdr:2030,
2781,2030,2022-10-11,2022.0,SLT,,SFRUU,Existing,2.0,TRF,032-291-029,corral_tdr,corral_tdr:2030,
2782,2036,2022-10-11,2022.0,PL,,Rest. Cred.,Existing,-118.0,TRF,093-480-018,corral_tdr,corral_tdr:2036,
2783,2036,2022-10-11,2022.0,PL,,Rest. Cred.,Existing,118.0,TRF,116-220-049,corral_tdr,corral_tdr:2036,
2784,2799,2022-10-12,2022.0,WA,,Hard Cover.,Existing,-42.0,Banking,127-280-02,corral_banking,corral_banking:528,
2785,2799,2022-10-12,2022.0,WA,,Hard Cover.,Banked,42.0,Banking,127-280-02,corral_banking,corral_banking:528,
2786,2900,2022-10-12,2022.0,EL,,SFRUU,Existing,-1.0,Banking,017-021-033,corral_banking,corral_banking:648,
2787,2900,2022-10-12,2022.0,EL,,SFRUU,Banked,1.0,Banking,017-021-033,corral_banking,corral_banking:648,
2788,2034,2022-10-13,2022.0,PL,,Pot. Cover.,Existing,-17.0,TRF,093-480-009,corral_tdr,corral_tdr:2034,
2789,2034,2022-10-13,2022.0,PL,,Pot. Cover.,Existing,17.0,TRF,085-280-044,corral_tdr,corral_tdr:2034,
2790,2020,2022-10-14,2022.0,SLT,,Hard Cover.,Existing,-10198.0,TRF,033-050-006,corral_tdr,corral_tdr:2020,
2791,2020,2022-10-14,2022.0,SLT,,Hard Cover.,Existing,10198.0,TRF,032-291-031,corral_tdr,corral_tdr:2020,
2792,2021,2022-10-14,2022.0,SLT,,Hard Cover.,Existing,-2803.0,TRF,032-151-015,corral_tdr,corral_tdr:2021,
2793,2021,2022-10-14,2022.0,SLT,,Hard Cover.,Existing,2803.0,TRF,026-221-027,corral_tdr,corral_tdr:2021,
2794,2031,2022-10-14,2022.0,,22.0,CFA,UnusedCapacity,-1141.0,ALLOC,,corral_tdr,corral_tdr:2031,
2795,2031,2022-10-14,2022.0,SLT,,CFA,Allocated,1141.0,ALLOC,032-192-009,corral_tdr,corral_tdr:2031,
2796,2065,2022-10-14,2022.0,SLT,,MFRUU,Existing,-1.0,TRF,032-291-029,corral_tdr,corral_tdr:2065,
2797,2065,2022-10-14,2022.0,SLT,,MFRUU,Existing,1.0,TRF,031-284-004,corral_tdr,corral_tdr:2065,
2798,2032,2022-10-18,2022.0,SLT,,TAU,Existing,-1.0,CONVTRF,027-040-043,corral_tdr,corral_tdr:2032,convert+transfer FROM
2799,2032,2022-10-18,2022.0,SLT,,SFRUU,Existing,1.0,CONVTRF,032-162-002,corral_tdr,corral_tdr:2032,convert+transfer TO
2800,2014,2022-10-19,2022.0,SLT,,TAU,Existing,-1.0,CONVTRF,027-040-043,corral_tdr,corral_tdr:2014,convert+transfer FROM
2801,2014,2022-10-19,2022.0,SLT,,SFRUU,Existing,1.0,CONVTRF,031-093-021,corral_tdr,corral_tdr:2014,convert+transfer TO
2802,1884,2022-10-20,2022.0,,120.0,RBU,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1884,
2803,1884,2022-10-20,2022.0,PL,,RBU,Allocated,1.0,ALLOC,094-213-003,corral_tdr,corral_tdr:1884,
2804,2040,2022-10-22,2022.0,SLT,,SFRUU,Existing,-1.0,TRF,032-141-003,corral_tdr,corral_tdr:2040,
2805,2040,2022-10-22,2022.0,SLT,,SFRUU,Existing,1.0,TRF,032-291-029,corral_tdr,corral_tdr:2040,
2806,2924,2022-10-26,2022.0,DG,,Hard Cover.,Existing,-52.0,Banking,1318-03-212-053,corral_banking,corral_banking:675,
2807,2924,2022-10-26,2022.0,DG,,Hard Cover.,Banked,52.0,Banking,1318-03-212-053,corral_banking,corral_banking:675,
2808,2687,2022-10-28,2022.0,SLT,,Soft Cover.,Existing,-628.0,Banking,023-553-002,corral_banking,corral_banking:411,
2809,2687,2022-10-28,2022.0,SLT,,Soft Cover.,Banked,628.0,Banking,023-553-002,corral_banking,corral_banking:411,
2810,2041,2022-10-31,2022.0,EL,,SFRUU,Existing,-1.0,TRF,081-043-012,corral_tdr,corral_tdr:2041,
2811,2041,2022-10-31,2022.0,SLT,,SFRUU,Existing,1.0,TRF,023-182-026,corral_tdr,corral_tdr:2041,
2812,2725,2022-11-01,2022.0,PL,,Hard Cover.,Existing,-4.0,Banking,115-010-029,corral_banking,corral_banking:450,
2813,2725,2022-11-01,2022.0,PL,,Hard Cover.,Banked,4.0,Banking,115-010-029,corral_banking,corral_banking:450,
2814,2423,2022-11-09,2022.0,DG,,Hard Cover.,Existing,-103.0,Banking,1318-15-601-005,corral_banking,corral_banking:26,
2815,2423,2022-11-09,2022.0,DG,,Hard Cover.,Banked,103.0,Banking,1318-15-601-005,corral_banking,corral_banking:26,
2816,795,2022-11-16,2022.0,,72.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:795,
2817,795,2022-11-16,2022.0,PL,,Res. Alloc.,Allocated,1.0,ALLOC,092-152-034,corral_tdr,corral_tdr:795,
2818,855,2022-11-16,2022.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:855,
2819,855,2022-11-16,2022.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,080-147-006,corral_tdr,corral_tdr:855,
2820,2068,2022-11-16,2022.0,SLT,,SFRUU,Existing,-1.0,TRF,026-075-019,corral_tdr,corral_tdr:2068,
2821,2068,2022-11-16,2022.0,SLT,,SFRUU,Existing,1.0,TRF,027-122-021,corral_tdr,corral_tdr:2068,
2822,2072,2022-11-28,2022.0,SLT,,Hard Cover.,Existing,-560.0,TRF,025-551-006,corral_tdr,corral_tdr:2072,
2823,2072,2022-11-28,2022.0,SLT,,Hard Cover.,Existing,560.0,TRF,022-020-001,corral_tdr,corral_tdr:2072,
2824,2971,2022-11-30,2022.0,WA,,Hard Cover.,Existing,-100.0,Banking,125-511-18,corral_banking,corral_banking:724,
2825,2971,2022-11-30,2022.0,WA,,Hard Cover.,Banked,100.0,Banking,125-511-18,corral_banking,corral_banking:724,
2826,2927,2022-12-01,2022.0,WA,,Hard Cover.,Existing,-22.0,Banking,122-193-28,corral_banking,corral_banking:678,
2827,2927,2022-12-01,2022.0,WA,,Hard Cover.,Banked,22.0,Banking,122-193-28,corral_banking,corral_banking:678,
2828,2079,2022-12-05,2022.0,SLT,,SFRUU,Existing,-1.0,CONVTRF,032-291-029,corral_tdr,corral_tdr:2079,convert+transfer FROM
2829,2079,2022-12-05,2022.0,SLT,,MFRUU,Existing,1.0,CONVTRF,032-291-031,corral_tdr,corral_tdr:2079,convert+transfer TO
2830,2114,2022-12-13,2022.0,EL,,Pot. Cover.,Existing,-179.0,TRF,033-304-009,corral_tdr,corral_tdr:2114,
2831,2114,2022-12-13,2022.0,SLT,,Pot. Cover.,Existing,179.0,TRF,031-153-001,corral_tdr,corral_tdr:2114,
2832,2080,2022-12-28,2022.0,SLT,,Hard Cover.,Existing,-2830.0,TRF,029-630-029,corral_tdr,corral_tdr:2080,
2833,2080,2022-12-28,2022.0,SLT,,Hard Cover.,Existing,2830.0,TRF,028-161-014,corral_tdr,corral_tdr:2080,
2834,2083,2023-01-06,2023.0,SLT,,TAU,Existing,-9.0,TRF,032-141-003,corral_tdr,corral_tdr:2083,
2835,2083,2023-01-06,2023.0,SLT,,TAU,Existing,9.0,TRF,032-291-029,corral_tdr,corral_tdr:2083,
2836,1714,2023-01-12,2023.0,PL,,CFA,Existing,-600.0,TRF,093-130-014,corral_tdr,corral_tdr:1714,
2837,1714,2023-01-12,2023.0,EL,,CFA,Existing,600.0,TRF,034-122-003,corral_tdr,corral_tdr:1714,
2838,2118,2023-01-17,2023.0,EL,,Pot. Cover.,Existing,-380.0,TRF,081-085-020,corral_tdr,corral_tdr:2118,
2839,2118,2023-01-17,2023.0,SLT,,Pot. Cover.,Existing,380.0,TRF,023-141-029,corral_tdr,corral_tdr:2118,
2840,2733,2023-01-30,2023.0,PL,,Hard Cover.,Existing,-45.0,Banking,085-280-043,corral_banking,corral_banking:459,
2841,2733,2023-01-30,2023.0,PL,,Hard Cover.,Banked,45.0,Banking,085-280-043,corral_banking,corral_banking:459,
2842,2081,2023-02-07,2023.0,SLT,,Hard Cover.,Existing,-1115.0,TRF,029-161-029,corral_tdr,corral_tdr:2081,
2843,2081,2023-02-07,2023.0,SLT,,Hard Cover.,Existing,1115.0,TRF,027-161-030,corral_tdr,corral_tdr:2081,
2844,2082,2023-02-14,2023.0,SLT,,CFA,Existing,-972.0,TRF,032-313-035,corral_tdr,corral_tdr:2082,
2845,2082,2023-02-14,2023.0,SLT,,CFA,Existing,972.0,TRF,031-030-025,corral_tdr,corral_tdr:2082,
2846,1761,2023-02-17,2023.0,,129.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1761,
2847,1761,2023-02-17,2023.0,SLT,,Res. Alloc.,Allocated,1.0,ALLOC,026-074-003,corral_tdr,corral_tdr:1761,
2848,2126,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-295.0,TRF,023-532-002,corral_tdr,corral_tdr:2126,
2849,2126,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,295.0,TRF,023-681-001,corral_tdr,corral_tdr:2126,
2850,2127,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-142.0,TRF,034-171-004,corral_tdr,corral_tdr:2127,
2851,2127,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,142.0,TRF,031-161-009,corral_tdr,corral_tdr:2127,
2852,2128,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-224.0,TRF,033-285-015,corral_tdr,corral_tdr:2128,
2853,2128,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,224.0,TRF,023-741-001,corral_tdr,corral_tdr:2128,
2854,2129,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-955.0,TRF,033-285-015,corral_tdr,corral_tdr:2129,
2855,2129,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,955.0,TRF,080-153-002,corral_tdr,corral_tdr:2129,
2856,2130,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-65.0,TRF,034-153-012,corral_tdr,corral_tdr:2130,
2857,2130,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,65.0,TRF,034-111-004,corral_tdr,corral_tdr:2130,
2858,2131,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-134.0,TRF,081-152-014,corral_tdr,corral_tdr:2131,
2859,2131,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,134.0,TRF,032-282-015,corral_tdr,corral_tdr:2131,
2860,2132,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-206.0,TRF,081-152-014,corral_tdr,corral_tdr:2132,
2861,2132,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,206.0,TRF,035-246-008,corral_tdr,corral_tdr:2132,
2862,2133,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-204.0,TRF,033-304-009,corral_tdr,corral_tdr:2133,
2863,2133,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,204.0,TRF,034-266-013,corral_tdr,corral_tdr:2133,
2864,2134,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,-342.0,TRF,033-304-009,corral_tdr,corral_tdr:2134,
2865,2134,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,342.0,TRF,035-131-004,corral_tdr,corral_tdr:2134,
2866,2135,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-195.0,TRF,027-221-021,corral_tdr,corral_tdr:2135,
2867,2135,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,195.0,TRF,025-544-001,corral_tdr,corral_tdr:2135,
2868,2136,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-300.0,TRF,027-221-021,corral_tdr,corral_tdr:2136,
2869,2136,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,300.0,TRF,026-073-026,corral_tdr,corral_tdr:2136,
2870,2137,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-266.0,TRF,027-221-021,corral_tdr,corral_tdr:2137,
2871,2137,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,266.0,TRF,026-074-003,corral_tdr,corral_tdr:2137,
2872,2138,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-330.0,TRF,027-221-021,corral_tdr,corral_tdr:2138,
2873,2138,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,330.0,TRF,029-605-007,corral_tdr,corral_tdr:2138,
2874,2139,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-397.0,TRF,027-131-016,corral_tdr,corral_tdr:2139,
2875,2139,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,397.0,TRF,025-394-012,corral_tdr,corral_tdr:2139,
2876,2140,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-305.0,TRF,027-131-016,corral_tdr,corral_tdr:2140,
2877,2140,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,305.0,TRF,027-141-010,corral_tdr,corral_tdr:2140,
2878,2141,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-353.0,TRF,027-131-016,corral_tdr,corral_tdr:2141,
2879,2141,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,353.0,TRF,030-380-055,corral_tdr,corral_tdr:2141,
2880,2142,2023-02-23,2023.0,SLT,,Pot. Cover.,Existing,-135.0,TRF,027-131-016,corral_tdr,corral_tdr:2142,
2881,2142,2023-02-23,2023.0,EL,,Pot. Cover.,Existing,135.0,TRF,520-201-00,corral_tdr,corral_tdr:2142,
2882,2387,2023-03-09,2023.0,SLT,,TAU,Existing,-21.0,TRF,026-049-002,corral_tdr,corral_tdr:2387,
2883,2387,2023-03-09,2023.0,SLT,,TAU,Existing,21.0,TRF,032-291-029,corral_tdr,corral_tdr:2387,
2884,2121,2023-03-15,2023.0,SLT,,TAU,Existing,-1.0,CONV,027-040-043,corral_tdr,corral_tdr:2121,convert FROM
2885,2121,2023-03-15,2023.0,SLT,,MFRUU,Existing,1.0,CONV,027-040-043,corral_tdr,corral_tdr:2121,convert TO
2886,2122,2023-03-15,2023.0,SLT,,MFRUU,Existing,-1.0,TRF,027-040-043,corral_tdr,corral_tdr:2122,
2887,2122,2023-03-15,2023.0,SLT,,MFRUU,Existing,1.0,TRF,031-093-026,corral_tdr,corral_tdr:2122,
2888,2147,2023-03-15,2023.0,DG,,Hard Cover.,Existing,-22053.0,LBA,1318-22-002-103,corral_tdr,corral_tdr:2147,
2889,2147,2023-03-15,2023.0,,,Hard Cover.,Banked,22053.0,LBA,,corral_tdr,corral_tdr:2147,LandBankID=3
2890,2148,2023-03-15,2023.0,DG,,Hard Cover.,Existing,-22053.0,ECM,1318-22-002-103,corral_tdr,corral_tdr:2148,retired (out of system)
2891,1451,2023-03-21,2023.0,SLT,,SFRUU,Existing,-6.0,TRF,023-151-003,corral_tdr,corral_tdr:1451,
2892,1451,2023-03-21,2023.0,SLT,,SFRUU,Existing,6.0,TRF,032-161-012,corral_tdr,corral_tdr:1451,
2893,1452,2023-03-21,2023.0,SLT,,SFRUU,Existing,-5.0,TRF,023-151-003,corral_tdr,corral_tdr:1452,
2894,1452,2023-03-21,2023.0,SLT,,SFRUU,Existing,5.0,TRF,032-161-001,corral_tdr,corral_tdr:1452,
2895,2086,2023-03-21,2023.0,EL,,CFA,Existing,-600.0,CONVTRF,034-122-003,corral_tdr,corral_tdr:2086,convert+transfer FROM
2896,2086,2023-03-21,2023.0,EL,,SFRUU,Existing,2.0,CONVTRF,034-652-010,corral_tdr,corral_tdr:2086,convert+transfer TO
2897,2343,2023-03-21,2023.0,SLT,,Pot. Cover.,Existing,-1498.0,TRF,026-151-005,corral_tdr,corral_tdr:2343,
2898,2343,2023-03-21,2023.0,SLT,,Pot. Cover.,Existing,1498.0,TRF,028-052-004,corral_tdr,corral_tdr:2343,
2899,2210,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,-191.0,TRF,023-171-009,corral_tdr,corral_tdr:2210,
2900,2210,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,191.0,TRF,031-132-010,corral_tdr,corral_tdr:2210,
2901,2211,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,-247.0,TRF,028-081-012,corral_tdr,corral_tdr:2211,
2902,2211,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,247.0,TRF,026-081-004,corral_tdr,corral_tdr:2211,
2903,2215,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,-48.0,TRF,033-201-017,corral_tdr,corral_tdr:2215,
2904,2215,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,48.0,TRF,023-182-028,corral_tdr,corral_tdr:2215,
2905,2216,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,-287.0,TRF,034-781-001,corral_tdr,corral_tdr:2216,
2906,2216,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,287.0,TRF,031-166-015,corral_tdr,corral_tdr:2216,
2907,2217,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,-297.0,TRF,023-532-005,corral_tdr,corral_tdr:2217,
2908,2217,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,297.0,TRF,031-124-003,corral_tdr,corral_tdr:2217,
2909,2218,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,-268.0,TRF,023-532-005,corral_tdr,corral_tdr:2218,
2910,2218,2023-03-27,2023.0,SLT,,Pot. Cover.,Existing,268.0,TRF,031-163-017,corral_tdr,corral_tdr:2218,
2911,2219,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,-2233.0,TRF,032-090-011,corral_tdr,corral_tdr:2219,
2912,2219,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,2233.0,TRF,033-801-007,corral_tdr,corral_tdr:2219,
2913,2220,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,-100.0,TRF,032-090-011,corral_tdr,corral_tdr:2220,
2914,2220,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,100.0,TRF,034-172-012,corral_tdr,corral_tdr:2220,
2915,2221,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,-1733.0,TRF,032-090-011,corral_tdr,corral_tdr:2221,
2916,2221,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,1733.0,TRF,035-212-008,corral_tdr,corral_tdr:2221,
2917,2222,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,-249.0,TRF,032-090-011,corral_tdr,corral_tdr:2222,
2918,2222,2023-03-27,2023.0,EL,,Pot. Cover.,Existing,249.0,TRF,081-062-002,corral_tdr,corral_tdr:2222,
2919,2152,2023-03-29,2023.0,EL,,Hard Cover.,Existing,-803.0,ECM,035-224-009,corral_tdr,corral_tdr:2152,retired (out of system)
2920,2153,2023-03-29,2023.0,EL,,Pot. Cover.,Existing,-52.0,TRF,035-224-009,corral_tdr,corral_tdr:2153,
2921,2153,2023-03-29,2023.0,SLT,,Pot. Cover.,Existing,52.0,TRF,031-274-001,corral_tdr,corral_tdr:2153,
2922,2154,2023-03-29,2023.0,EL,,Pot. Cover.,Existing,-391.0,TRF,035-224-009,corral_tdr,corral_tdr:2154,
2923,2154,2023-03-29,2023.0,SLT,,Pot. Cover.,Existing,391.0,TRF,031-233-014,corral_tdr,corral_tdr:2154,
2924,2341,2023-03-29,2023.0,EL,,Pot. Cover.,Existing,-268.0,TRF,034-171-004,corral_tdr,corral_tdr:2341,
2925,2341,2023-03-29,2023.0,SLT,,Pot. Cover.,Existing,268.0,TRF,031-161-009,corral_tdr,corral_tdr:2341,
2926,2120,2023-03-30,2023.0,EL,,SFRUU,Existing,-1.0,TRF,016-313-010,corral_tdr,corral_tdr:2120,
2927,2120,2023-03-30,2023.0,SLT,,SFRUU,Existing,1.0,TRF,032-277-001,corral_tdr,corral_tdr:2120,
2928,2124,2023-04-04,2023.0,EL,,Pot. Cover.,Existing,-1950.0,TRF,018-300-021,corral_tdr,corral_tdr:2124,
2929,2124,2023-04-04,2023.0,EL,,Pot. Cover.,Existing,1950.0,TRF,016-483-005,corral_tdr,corral_tdr:2124,
2930,2226,2023-04-07,2023.0,EL,,Pot. Cover.,Existing,-559.0,TRF,034-251-012,corral_tdr,corral_tdr:2226,
2931,2226,2023-04-07,2023.0,EL,,Pot. Cover.,Existing,559.0,TRF,034-522-006,corral_tdr,corral_tdr:2226,
2932,2227,2023-04-07,2023.0,EL,,Pot. Cover.,Existing,-331.0,TRF,034-251-012,corral_tdr,corral_tdr:2227,
2933,2227,2023-04-07,2023.0,EL,,Pot. Cover.,Existing,331.0,TRF,035-211-028,corral_tdr,corral_tdr:2227,
2934,2076,2023-04-12,2023.0,,21.0,CFA,UnusedCapacity,-1038.0,ALLOC,,corral_tdr,corral_tdr:2076,
2935,2076,2023-04-12,2023.0,PL,,CFA,Allocated,1038.0,ALLOC,095-110-022,corral_tdr,corral_tdr:2076,
2936,2273,2023-04-12,2023.0,PL,,Pot. Cover.,Existing,-298.0,TRF,085-360-003,corral_tdr,corral_tdr:2273,
2937,2273,2023-04-12,2023.0,EL,,Pot. Cover.,Existing,298.0,TRF,015-313-017,corral_tdr,corral_tdr:2273,
2938,2022,2023-04-17,2023.0,SLT,,SFRUU,Existing,-1.0,TRF,026-075-019,corral_tdr,corral_tdr:2022,
2939,2022,2023-04-17,2023.0,EL,,SFRUU,Existing,1.0,TRF,033-882-003,corral_tdr,corral_tdr:2022,
2940,2119,2023-04-19,2023.0,,120.0,RBU,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:2119,
2941,2119,2023-04-19,2023.0,SLT,,RBU,Allocated,1.0,ALLOC,023-655-012,corral_tdr,corral_tdr:2119,
2942,2923,2023-04-20,2023.0,DG,,Hard Cover.,Existing,-27152.0,Banking,1318-27-001-015,corral_banking,corral_banking:674,
2943,2923,2023-04-20,2023.0,DG,,Hard Cover.,Banked,27152.0,Banking,1318-27-001-015,corral_banking,corral_banking:674,
2944,2225,2023-05-03,2023.0,,72.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:2225,
2945,2225,2023-05-03,2023.0,PL,,Res. Alloc.,Allocated,1.0,ALLOC,112-060-018,corral_tdr,corral_tdr:2225,
2946,2239,2023-05-03,2023.0,PL,,MFRUU,Existing,-2.0,CONV,112-060-018,corral_tdr,corral_tdr:2239,convert FROM
2947,2239,2023-05-03,2023.0,PL,,SFRUU,Existing,1.0,CONV,112-060-018,corral_tdr,corral_tdr:2239,convert TO
2948,2144,2023-05-05,2023.0,,120.0,RBU,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:2144,
2949,2144,2023-05-05,2023.0,PL,,RBU,Allocated,1.0,ALLOC,117-100-088,corral_tdr,corral_tdr:2144,
2950,2389,2023-05-08,2023.0,EL,,Hard Cover.,Existing,-1260.0,TRF,033-180-004,corral_tdr,corral_tdr:2389,
2951,2389,2023-05-08,2023.0,EL,,Hard Cover.,Existing,1260.0,TRF,033-882-003,corral_tdr,corral_tdr:2389,
