EntryID,EventID,EntryDate,Year,JurisdictionAbbrev,CommodityPoolID,CommodityShortName,BucketType,Quantity,MovementType,ParcelNumber,SourceSystem,SourceID,Notes
1,1126,2004-07-09,2004.0,,,Pot. Cover.,Banked,-3768.0,LBT,,corral_tdr,corral_tdr:1126,LandBankID=3
2,1126,2004-07-09,2004.0,WA,,Pot. Cover.,Existing,3768.0,LBT,125-211-06,corral_tdr,corral_tdr:1126,
3,1127,2004-07-09,2004.0,,,Pot. Cover.,Banked,-96.0,LBT,,corral_tdr,corral_tdr:1127,LandBankID=3
4,1127,2004-07-09,2004.0,WA,,Pot. Cover.,Existing,96.0,LBT,125-211-07,corral_tdr,corral_tdr:1127,
5,1125,2004-08-31,2004.0,,,Pot. Cover.,Banked,-1891.0,LBT,,corral_tdr,corral_tdr:1125,LandBankID=3
6,1125,2004-08-31,2004.0,WA,,Pot. Cover.,Existing,1891.0,LBT,126-470-08,corral_tdr,corral_tdr:1125,
7,1123,2004-09-01,2004.0,WA,,Pot. Cover.,Existing,-10000.0,LBA,125-030-06,corral_tdr,corral_tdr:1123,
8,1123,2004-09-01,2004.0,,,Pot. Cover.,Banked,10000.0,LBA,,corral_tdr,corral_tdr:1123,LandBankID=3
9,1124,2004-09-07,2004.0,,,Pot. Cover.,Banked,-1439.0,LBT,,corral_tdr,corral_tdr:1124,LandBankID=3
10,1124,2004-09-07,2004.0,WA,,Pot. Cover.,Existing,1439.0,LBT,125-221-08,corral_tdr,corral_tdr:1124,
11,1128,2004-11-02,2004.0,,,Pot. Cover.,Banked,-1729.0,LBT,,corral_tdr,corral_tdr:1128,LandBankID=3
12,1128,2004-11-02,2004.0,WA,,Pot. Cover.,Existing,1729.0,LBT,125-562-09,corral_tdr,corral_tdr:1128,
13,1129,2005-03-28,2005.0,WA,,Pot. Cover.,Existing,-10000.0,LBA,125-030-06,corral_tdr,corral_tdr:1129,
14,1129,2005-03-28,2005.0,,,Pot. Cover.,Banked,10000.0,LBA,,corral_tdr,corral_tdr:1129,LandBankID=3
15,1130,2005-06-08,2005.0,,,Pot. Cover.,Banked,-1077.0,LBT,,corral_tdr,corral_tdr:1130,LandBankID=3
16,1130,2005-06-08,2005.0,WA,,Pot. Cover.,Existing,1077.0,LBT,122-125-05,corral_tdr,corral_tdr:1130,
17,1131,2005-06-08,2005.0,,,Pot. Cover.,Banked,-1539.0,LBT,,corral_tdr,corral_tdr:1131,LandBankID=3
18,1131,2005-06-08,2005.0,WA,,Pot. Cover.,Existing,1539.0,LBT,122-125-05,corral_tdr,corral_tdr:1131,
19,1153,2006-01-01,2006.0,WA,,Soft Cover.,Existing,-32920.0,LBA,048-041-15,corral_tdr,corral_tdr:1153,
20,1153,2006-01-01,2006.0,,,Soft Cover.,Banked,32920.0,LBA,,corral_tdr,corral_tdr:1153,LandBankID=3
21,1222,2006-01-01,2006.0,DG,,Soft Cover.,Existing,-21716.0,LBA,1318-15-703-004,corral_tdr,corral_tdr:1222,
22,1222,2006-01-01,2006.0,,,Soft Cover.,Banked,21716.0,LBA,,corral_tdr,corral_tdr:1222,LandBankID=3
23,1154,2006-05-26,2006.0,,,Soft Cover.,Banked,-60.0,LBT,,corral_tdr,corral_tdr:1154,LandBankID=3
24,1154,2006-05-26,2006.0,WA,,Soft Cover.,Existing,60.0,LBT,125-511-20,corral_tdr,corral_tdr:1154,
25,1132,2006-06-13,2006.0,,,Pot. Cover.,Banked,-63.0,LBT,,corral_tdr,corral_tdr:1132,LandBankID=3
26,1132,2006-06-13,2006.0,WA,,Pot. Cover.,Existing,63.0,LBT,125-386-07,corral_tdr,corral_tdr:1132,
27,1223,2006-07-28,2006.0,,,Soft Cover.,Banked,-912.0,LBT,,corral_tdr,corral_tdr:1223,LandBankID=3
28,1223,2006-07-28,2006.0,DG,,Soft Cover.,Existing,912.0,LBT,1418-34-202-001,corral_tdr,corral_tdr:1223,
29,1163,2007-01-01,2007.0,WA,,Pot. Cover.,Existing,-50000.0,LBA,048-041-15,corral_tdr,corral_tdr:1163,
30,1163,2007-01-01,2007.0,,,Pot. Cover.,Banked,50000.0,LBA,,corral_tdr,corral_tdr:1163,LandBankID=3
31,1181,2007-01-01,2007.0,WA,,Pot. Cover.,Existing,-9843.0,LBA,048-041-15,corral_tdr,corral_tdr:1181,
32,1181,2007-01-01,2007.0,,,Pot. Cover.,Banked,9843.0,LBA,,corral_tdr,corral_tdr:1181,LandBankID=3
33,1191,2007-01-01,2007.0,WA,,Soft Cover.,Existing,-11769.0,LBA,048-041-15,corral_tdr,corral_tdr:1191,
34,1191,2007-01-01,2007.0,,,Soft Cover.,Banked,11769.0,LBA,,corral_tdr,corral_tdr:1191,LandBankID=3
35,1192,2007-01-01,2007.0,WA,,Pot. Cover.,Existing,-31058.0,LBA,048-041-15,corral_tdr,corral_tdr:1192,
36,1192,2007-01-01,2007.0,,,Pot. Cover.,Banked,31058.0,LBA,,corral_tdr,corral_tdr:1192,LandBankID=3
37,1211,2007-01-01,2007.0,DG,,Soft Cover.,Existing,-6973.0,LBA,1318-23-610-008,corral_tdr,corral_tdr:1211,
38,1211,2007-01-01,2007.0,,,Soft Cover.,Banked,6973.0,LBA,,corral_tdr,corral_tdr:1211,LandBankID=3
39,1164,2007-07-19,2007.0,,,Pot. Cover.,Banked,-2204.0,LBT,,corral_tdr,corral_tdr:1164,LandBankID=3
40,1164,2007-07-19,2007.0,WA,,Pot. Cover.,Existing,2204.0,LBT,125-162-20,corral_tdr,corral_tdr:1164,
41,1165,2007-07-19,2007.0,,,Pot. Cover.,Banked,-1904.0,LBT,,corral_tdr,corral_tdr:1165,LandBankID=3
42,1165,2007-07-19,2007.0,WA,,Pot. Cover.,Existing,1904.0,LBT,125-162-19,corral_tdr,corral_tdr:1165,
43,1193,2007-08-16,2007.0,,,Pot. Cover.,Banked,-865.0,LBT,,corral_tdr,corral_tdr:1193,LandBankID=3
44,1193,2007-08-16,2007.0,WA,,Pot. Cover.,Existing,865.0,LBT,125-162-17,corral_tdr,corral_tdr:1193,
45,1194,2007-09-14,2007.0,,,Pot. Cover.,Banked,-1184.0,LBT,,corral_tdr,corral_tdr:1194,LandBankID=3
46,1194,2007-09-14,2007.0,WA,,Pot. Cover.,Existing,1184.0,LBT,125-162-18,corral_tdr,corral_tdr:1194,
47,1182,2007-09-27,2007.0,,,Pot. Cover.,Banked,-2416.0,LBT,,corral_tdr,corral_tdr:1182,LandBankID=3
48,1182,2007-09-27,2007.0,WA,,Pot. Cover.,Existing,2416.0,LBT,130-050-01,corral_tdr,corral_tdr:1182,
49,1195,2007-09-27,2007.0,,,Pot. Cover.,Banked,-4978.0,LBT,,corral_tdr,corral_tdr:1195,LandBankID=3
50,1195,2007-09-27,2007.0,WA,,Pot. Cover.,Existing,4978.0,LBT,130-050-01,corral_tdr,corral_tdr:1195,
51,1206,2008-01-01,2008.0,DG,,Hard Cover.,Existing,-342.0,LBA,1318-23-610-008,corral_tdr,corral_tdr:1206,
52,1206,2008-01-01,2008.0,,,Hard Cover.,Banked,342.0,LBA,,corral_tdr,corral_tdr:1206,LandBankID=3
53,1224,2008-01-17,2008.0,,,Soft Cover.,Banked,-1565.0,LBT,,corral_tdr,corral_tdr:1224,LandBankID=3
54,1224,2008-01-17,2008.0,DG,,Soft Cover.,Existing,1565.0,LBT,1318-23-301-001,corral_tdr,corral_tdr:1224,
55,1133,2008-02-20,2008.0,,,Pot. Cover.,Banked,-434.0,LBT,,corral_tdr,corral_tdr:1133,LandBankID=3
56,1133,2008-02-20,2008.0,WA,,Pot. Cover.,Existing,434.0,LBT,125-181-16,corral_tdr,corral_tdr:1133,
57,1166,2008-02-20,2008.0,,,Pot. Cover.,Banked,-434.0,LBT,,corral_tdr,corral_tdr:1166,LandBankID=3
58,1166,2008-02-20,2008.0,WA,,Pot. Cover.,Existing,434.0,LBT,125-181-16,corral_tdr,corral_tdr:1166,
59,1134,2008-04-18,2008.0,,,Pot. Cover.,Banked,-33.0,LBT,,corral_tdr,corral_tdr:1134,LandBankID=3
60,1134,2008-04-18,2008.0,WA,,Pot. Cover.,Existing,33.0,LBT,125-162-19,corral_tdr,corral_tdr:1134,
61,1167,2008-04-18,2008.0,,,Pot. Cover.,Banked,-32.0,LBT,,corral_tdr,corral_tdr:1167,LandBankID=3
62,1167,2008-04-18,2008.0,WA,,Pot. Cover.,Existing,32.0,LBT,125-162-19,corral_tdr,corral_tdr:1167,
63,1168,2008-04-28,2008.0,,,Pot. Cover.,Banked,-21.0,LBT,,corral_tdr,corral_tdr:1168,LandBankID=3
64,1168,2008-04-28,2008.0,WA,,Pot. Cover.,Existing,21.0,LBT,132-012-05,corral_tdr,corral_tdr:1168,
65,1135,2008-04-29,2008.0,,,Pot. Cover.,Banked,-21.0,LBT,,corral_tdr,corral_tdr:1135,LandBankID=3
66,1135,2008-04-29,2008.0,WA,,Pot. Cover.,Existing,21.0,LBT,132-012-05,corral_tdr,corral_tdr:1135,
67,1196,2008-04-29,2008.0,,,Pot. Cover.,Banked,-10151.0,LBT,,corral_tdr,corral_tdr:1196,LandBankID=3
68,1196,2008-04-29,2008.0,WA,,Pot. Cover.,Existing,10151.0,LBT,132-012-05,corral_tdr,corral_tdr:1196,
69,1136,2008-08-07,2008.0,,,Pot. Cover.,Banked,-904.0,LBT,,corral_tdr,corral_tdr:1136,LandBankID=3
70,1136,2008-08-07,2008.0,WA,,Pot. Cover.,Existing,904.0,LBT,125-521-05,corral_tdr,corral_tdr:1136,
71,1169,2008-08-07,2008.0,,,Pot. Cover.,Banked,-904.0,LBT,,corral_tdr,corral_tdr:1169,LandBankID=3
72,1169,2008-08-07,2008.0,WA,,Pot. Cover.,Existing,904.0,LBT,125-521-05,corral_tdr,corral_tdr:1169,
73,1197,2008-08-11,2008.0,,,Pot. Cover.,Banked,-102.0,LBT,,corral_tdr,corral_tdr:1197,LandBankID=3
74,1197,2008-08-11,2008.0,WA,,Pot. Cover.,Existing,102.0,LBT,130-161-12,corral_tdr,corral_tdr:1197,
75,2567,2008-10-08,2008.0,SLT,,Hard Cover.,Existing,-148.0,Banking,025-032-016,corral_banking,corral_banking:242,
76,2567,2008-10-08,2008.0,SLT,,Hard Cover.,Banked,148.0,Banking,025-032-016,corral_banking,corral_banking:242,
77,1207,2008-11-17,2008.0,,,Hard Cover.,Banked,-31.0,LBT,,corral_tdr,corral_tdr:1207,LandBankID=3
78,1207,2008-11-17,2008.0,DG,,Hard Cover.,Existing,31.0,LBT,1318-23-301-001,corral_tdr,corral_tdr:1207,
79,1198,2008-12-08,2008.0,,,Pot. Cover.,Banked,-12.0,LBT,,corral_tdr,corral_tdr:1198,LandBankID=3
80,1198,2008-12-08,2008.0,WA,,Pot. Cover.,Existing,12.0,LBT,125-162-18,corral_tdr,corral_tdr:1198,
81,1137,2009-06-18,2009.0,,,Pot. Cover.,Banked,-140.0,LBT,,corral_tdr,corral_tdr:1137,LandBankID=3
82,1137,2009-06-18,2009.0,WA,,Pot. Cover.,Existing,140.0,LBT,125-222-02,corral_tdr,corral_tdr:1137,
83,1170,2009-06-18,2009.0,,,Pot. Cover.,Banked,-140.0,LBT,,corral_tdr,corral_tdr:1170,LandBankID=3
84,1170,2009-06-18,2009.0,WA,,Pot. Cover.,Existing,140.0,LBT,125-222-02,corral_tdr,corral_tdr:1170,
85,1183,2009-07-28,2009.0,,,Pot. Cover.,Banked,-114.0,LBT,,corral_tdr,corral_tdr:1183,LandBankID=3
86,1183,2009-07-28,2009.0,WA,,Pot. Cover.,Existing,114.0,LBT,131-211-10,corral_tdr,corral_tdr:1183,
87,1238,2009-10-25,2009.0,DG,,SFRUU,Existing,-1.0,LBA,1318-24-311-012,corral_tdr,corral_tdr:1238,
88,1238,2009-10-25,2009.0,,,SFRUU,Banked,1.0,LBA,,corral_tdr,corral_tdr:1238,LandBankID=3
89,1231,2009-11-05,2009.0,WA,,PRUU,Existing,-1.0,LBA,126-245-01,corral_tdr,corral_tdr:1231,
90,1231,2009-11-05,2009.0,,,PRUU,Banked,1.0,LBA,,corral_tdr,corral_tdr:1231,LandBankID=3
91,1232,2009-11-05,2009.0,,,PRUU,Banked,-1.0,LBT,,corral_tdr,corral_tdr:1232,LandBankID=3
92,1232,2009-11-05,2009.0,WA,,PRUU,Existing,1.0,LBT,130-230-36,corral_tdr,corral_tdr:1232,
93,1233,2009-11-05,2009.0,WA,,PRUU,Existing,-1.0,LBA,125-561-07,corral_tdr,corral_tdr:1233,
94,1233,2009-11-05,2009.0,,,PRUU,Banked,1.0,LBA,,corral_tdr,corral_tdr:1233,LandBankID=3
95,1234,2009-11-05,2009.0,,,PRUU,Banked,-1.0,LBT,,corral_tdr,corral_tdr:1234,LandBankID=3
96,1234,2009-11-05,2009.0,WA,,PRUU,Existing,1.0,LBT,130-230-05,corral_tdr,corral_tdr:1234,
97,1138,2009-11-30,2009.0,,,Pot. Cover.,Banked,-24.0,LBT,,corral_tdr,corral_tdr:1138,LandBankID=3
98,1138,2009-11-30,2009.0,WA,,Pot. Cover.,Existing,24.0,LBT,126-570-31,corral_tdr,corral_tdr:1138,
99,1171,2009-11-30,2009.0,,,Pot. Cover.,Banked,-24.0,LBT,,corral_tdr,corral_tdr:1171,LandBankID=3
100,1171,2009-11-30,2009.0,WA,,Pot. Cover.,Existing,24.0,LBT,126-570-31,corral_tdr,corral_tdr:1171,
101,1230,2010-01-01,2010.0,DG,,PRUU,Existing,-1.0,LBA,1418-15-802-002,corral_tdr,corral_tdr:1230,
102,1230,2010-01-01,2010.0,,,PRUU,Banked,1.0,LBA,,corral_tdr,corral_tdr:1230,LandBankID=3
103,1398,2010-01-01,2010.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1398,
104,1398,2010-01-01,2010.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-592-003,corral_tdr,corral_tdr:1398,
105,773,2010-01-27,2010.0,,14.0,CFA,UnusedCapacity,-2997.0,ALLOC,,corral_tdr,corral_tdr:773,
106,773,2010-01-27,2010.0,PL,,CFA,Allocated,2997.0,ALLOC,090-192-061,corral_tdr,corral_tdr:773,
107,1239,2010-02-18,2010.0,,,SFRUU,Banked,-1.0,LBT,,corral_tdr,corral_tdr:1239,LandBankID=3
108,1239,2010-02-18,2010.0,DG,,SFRUU,Existing,1.0,LBT,1418-10-601-001,corral_tdr,corral_tdr:1239,
109,1388,2010-03-24,2010.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1388,
110,1388,2010-03-24,2010.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,035-274-003,corral_tdr,corral_tdr:1388,
111,1139,2010-07-09,2010.0,,,Pot. Cover.,Banked,-407.0,LBT,,corral_tdr,corral_tdr:1139,LandBankID=3
112,1139,2010-07-09,2010.0,WA,,Pot. Cover.,Existing,407.0,LBT,125-531-18,corral_tdr,corral_tdr:1139,
113,1172,2010-07-09,2010.0,,,Pot. Cover.,Banked,-406.0,LBT,,corral_tdr,corral_tdr:1172,LandBankID=3
114,1172,2010-07-09,2010.0,WA,,Pot. Cover.,Existing,406.0,LBT,125-531-18,corral_tdr,corral_tdr:1172,
115,2709,2010-12-06,2010.0,SLT,,Soft Cover.,Existing,-621.0,Banking,026-122-034,corral_banking,corral_banking:432,
116,2709,2010-12-06,2010.0,SLT,,Soft Cover.,Banked,621.0,Banking,026-122-034,corral_banking,corral_banking:432,
117,1184,2011-01-19,2011.0,,,Pot. Cover.,Banked,-4.0,LBT,,corral_tdr,corral_tdr:1184,LandBankID=3
118,1184,2011-01-19,2011.0,WA,,Pot. Cover.,Existing,4.0,LBT,131-221-01,corral_tdr,corral_tdr:1184,
119,1225,2011-05-13,2011.0,,,Soft Cover.,Banked,-2616.0,LBT,,corral_tdr,corral_tdr:1225,LandBankID=3
120,1225,2011-05-13,2011.0,DG,,Soft Cover.,Existing,2616.0,LBT,1318-15-601-004,corral_tdr,corral_tdr:1225,
121,1140,2011-07-13,2011.0,,,Pot. Cover.,Banked,-20.0,LBT,,corral_tdr,corral_tdr:1140,LandBankID=3
122,1140,2011-07-13,2011.0,WA,,Pot. Cover.,Existing,20.0,LBT,125-531-18,corral_tdr,corral_tdr:1140,
123,1141,2011-07-13,2011.0,,,Pot. Cover.,Banked,-20.0,LBT,,corral_tdr,corral_tdr:1141,LandBankID=3
124,1141,2011-07-13,2011.0,WA,,Pot. Cover.,Existing,20.0,LBT,125-531-18,corral_tdr,corral_tdr:1141,
125,1173,2011-07-13,2011.0,,,Pot. Cover.,Banked,-20.0,LBT,,corral_tdr,corral_tdr:1173,LandBankID=3
126,1173,2011-07-13,2011.0,WA,,Pot. Cover.,Existing,20.0,LBT,125-531-18,corral_tdr,corral_tdr:1173,
127,1020,2011-08-04,2011.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1020,
128,1020,2011-08-04,2011.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1318-10-313-010,corral_tdr,corral_tdr:1020,
129,1142,2011-08-26,2011.0,,,Pot. Cover.,Banked,-1237.0,LBT,,corral_tdr,corral_tdr:1142,LandBankID=3
130,1142,2011-08-26,2011.0,WA,,Pot. Cover.,Existing,1237.0,LBT,125-503-29,corral_tdr,corral_tdr:1142,
131,1174,2011-08-26,2011.0,,,Pot. Cover.,Banked,-1236.0,LBT,,corral_tdr,corral_tdr:1174,LandBankID=3
132,1174,2011-08-26,2011.0,WA,,Pot. Cover.,Existing,1236.0,LBT,125-503-29,corral_tdr,corral_tdr:1174,
133,1235,2011-12-16,2011.0,DG,,PRUU,Existing,-1.0,LBA,1318-23-411-002,corral_tdr,corral_tdr:1235,
134,1235,2011-12-16,2011.0,,,PRUU,Banked,1.0,LBA,,corral_tdr,corral_tdr:1235,LandBankID=3
135,1006,2012-01-04,2012.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1006,
136,1006,2012-01-04,2012.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1319-18-202-001,corral_tdr,corral_tdr:1006,
137,2694,2012-01-27,2012.0,SLT,,Hard Cover.,Existing,-8.0,Banking,031-077-002,corral_banking,corral_banking:415,
138,2694,2012-01-27,2012.0,SLT,,Hard Cover.,Banked,8.0,Banking,031-077-002,corral_banking,corral_banking:415,
139,1143,2012-03-06,2012.0,,,Pot. Cover.,Banked,-41.0,LBT,,corral_tdr,corral_tdr:1143,LandBankID=3
140,1143,2012-03-06,2012.0,WA,,Pot. Cover.,Existing,41.0,LBT,126-082-08,corral_tdr,corral_tdr:1143,
141,1175,2012-03-06,2012.0,,,Pot. Cover.,Banked,-42.0,LBT,,corral_tdr,corral_tdr:1175,LandBankID=3
142,1175,2012-03-06,2012.0,WA,,Pot. Cover.,Existing,42.0,LBT,126-082-08,corral_tdr,corral_tdr:1175,
143,1403,2012-03-14,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1403,
144,1403,2012-03-14,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-864-021,corral_tdr,corral_tdr:1403,
145,1420,2012-06-05,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1420,
146,1420,2012-06-05,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,025-742-011,corral_tdr,corral_tdr:1420,
147,1418,2012-06-06,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1418,
148,1418,2012-06-06,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,025-654-001,corral_tdr,corral_tdr:1418,
149,926,2012-07-11,2012.0,,72.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:926,
150,926,2012-07-11,2012.0,PL,,Res. Alloc.,Allocated,1.0,ALLOC,085-083-018,corral_tdr,corral_tdr:926,
151,1417,2012-07-11,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1417,
152,1417,2012-07-11,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-551-008,corral_tdr,corral_tdr:1417,
153,1421,2012-07-11,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1421,
154,1421,2012-07-11,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-754-003,corral_tdr,corral_tdr:1421,
155,1422,2012-07-11,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1422,
156,1422,2012-07-11,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,025-801-005,corral_tdr,corral_tdr:1422,
157,1423,2012-07-11,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1423,
158,1423,2012-07-11,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-521-011,corral_tdr,corral_tdr:1423,
159,1405,2012-07-18,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1405,
160,1405,2012-07-18,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-821-015,corral_tdr,corral_tdr:1405,
161,1419,2012-07-23,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1419,
162,1419,2012-07-23,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-095-004,corral_tdr,corral_tdr:1419,
163,1424,2012-07-23,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1424,
164,1424,2012-07-23,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-492-001,corral_tdr,corral_tdr:1424,
165,1425,2012-07-23,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1425,
166,1425,2012-07-23,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-294-018,corral_tdr,corral_tdr:1425,
167,1426,2012-07-23,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1426,
168,1426,2012-07-23,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-266-002,corral_tdr,corral_tdr:1426,
169,1427,2012-07-23,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1427,
170,1427,2012-07-23,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-201-005,corral_tdr,corral_tdr:1427,
171,1428,2012-08-13,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1428,
172,1428,2012-08-13,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-735-008,corral_tdr,corral_tdr:1428,
173,1430,2012-08-13,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1430,
174,1430,2012-08-13,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,016-382-014,corral_tdr,corral_tdr:1430,
175,2267,2012-08-24,2012.0,,69.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:2267,
176,2267,2012-08-24,2012.0,SLT,,Res. Alloc.,Allocated,1.0,ALLOC,025-682-004,corral_tdr,corral_tdr:2267,
177,1034,2012-09-14,2012.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1034,
178,1034,2012-09-14,2012.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1318-26-515-020,corral_tdr,corral_tdr:1034,
179,1431,2012-09-27,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1431,
180,1431,2012-09-27,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,081-103-008,corral_tdr,corral_tdr:1431,
181,1429,2012-10-11,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1429,
182,1429,2012-10-11,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,034-713-014,corral_tdr,corral_tdr:1429,
183,1432,2012-11-13,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1432,
184,1432,2012-11-13,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-413-004,corral_tdr,corral_tdr:1432,
185,1433,2012-11-13,2012.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1433,
186,1433,2012-11-13,2012.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,025-651-001,corral_tdr,corral_tdr:1433,
187,1035,2012-12-21,2012.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1035,
188,1035,2012-12-21,2012.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1318-26-515-035,corral_tdr,corral_tdr:1035,
189,1370,2013-01-15,2013.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1370,
190,1370,2013-01-15,2013.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-744-003,corral_tdr,corral_tdr:1370,
191,1367,2013-01-16,2013.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1367,
192,1367,2013-01-16,2013.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,036-591-003,corral_tdr,corral_tdr:1367,
193,1369,2013-01-16,2013.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1369,
194,1369,2013-01-16,2013.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-472-010,corral_tdr,corral_tdr:1369,
195,1434,2013-01-16,2013.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1434,
196,1434,2013-01-16,2013.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-435-005,corral_tdr,corral_tdr:1434,
197,1366,2013-02-04,2013.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1366,
198,1366,2013-02-04,2013.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,080-114-009,corral_tdr,corral_tdr:1366,
199,1376,2013-02-04,2013.0,,71.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1376,
200,1376,2013-02-04,2013.0,EL,,Res. Alloc.,Allocated,1.0,ALLOC,033-492-019,corral_tdr,corral_tdr:1376,
201,1007,2013-02-07,2013.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1007,
202,1007,2013-02-07,2013.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1318-23-311-015,corral_tdr,corral_tdr:1007,
203,1008,2013-02-07,2013.0,,70.0,Res. Alloc.,UnusedCapacity,-1.0,ALLOC,,corral_tdr,corral_tdr:1008,
204,1008,2013-02-07,2013.0,DG,,Res. Alloc.,Allocated,1.0,ALLOC,1318-23-311-016,corral_tdr,corral_tdr:1008,
205,2689,2013-02-14,2013.0,SLT,,Hard Cover.,Existing,-10.0,Banking,029-610-010,corral_banking,corral_banking:417,
206,2689,2013-02-14,2013.0,SLT,,Hard Cover.,Banked,10.0,Banking,029-610-010,corral_banking,corral_banking:417,
