Lost_APN,Issue_Category,Years_Lost,Total_Units_CSV,Match_Source,Candidate_New_APN,Match_Type,Already_In_Tahoe,Action
029-041-041,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,029-041-041,accela_rename,NO,NEEDS_CHANGE_YEAR
029-041-041,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,029-041-041,kk_rename,NO,NEEDS_CHANGE_YEAR
029-041-041,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,029-041-41,kk_rename,NO,NEEDS_CHANGE_YEAR
031-084-011,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,031-084-011,accela_rename,NO,NEEDS_CHANGE_YEAR
031-084-011,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-084-011,kk_rename,NO,NEEDS_CHANGE_YEAR
031-084-011,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-084-11,kk_rename,NO,NEEDS_CHANGE_YEAR
031-084-011,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,031-084-011,accela_rename,NO,NEEDS_CHANGE_YEAR
031-084-011,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-084-011,kk_rename,NO,NEEDS_CHANGE_YEAR
031-084-011,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-084-11,kk_rename,NO,NEEDS_CHANGE_YEAR
031-182-017,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,031-182-017,accela_rename,NO,NEEDS_CHANGE_YEAR
031-182-017,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-182-017,kk_rename,NO,NEEDS_CHANGE_YEAR
031-182-017,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-182-17,kk_rename,NO,NEEDS_CHANGE_YEAR
031-182-017,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,031-182-017,accela_rename,NO,NEEDS_CHANGE_YEAR
031-182-017,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-182-017,kk_rename,NO,NEEDS_CHANGE_YEAR
031-182-017,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,031-182-17,kk_rename,NO,NEEDS_CHANGE_YEAR
033-272-021,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-272-021,accela_rename,NO,NEEDS_CHANGE_YEAR
033-272-021,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-272-021,kk_rename,NO,NEEDS_CHANGE_YEAR
033-272-021,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-272-21,kk_rename,NO,NEEDS_CHANGE_YEAR
033-272-021,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-272-021,accela_rename,NO,NEEDS_CHANGE_YEAR
033-272-021,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-272-021,kk_rename,NO,NEEDS_CHANGE_YEAR
033-272-021,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-272-21,kk_rename,NO,NEEDS_CHANGE_YEAR
033-282-004,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-282-004,accela_rename,NO,NEEDS_CHANGE_YEAR
033-282-004,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-282-004,kk_rename,NO,NEEDS_CHANGE_YEAR
033-282-004,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-282-04,kk_rename,NO,NEEDS_CHANGE_YEAR
033-282-004,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-282-004,accela_rename,NO,NEEDS_CHANGE_YEAR
033-282-004,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-282-004,kk_rename,NO,NEEDS_CHANGE_YEAR
033-282-004,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-282-04,kk_rename,NO,NEEDS_CHANGE_YEAR
033-283-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-283-002,accela_rename,NO,NEEDS_CHANGE_YEAR
033-283-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-283-002,kk_rename,NO,NEEDS_CHANGE_YEAR
033-283-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-283-02,kk_rename,NO,NEEDS_CHANGE_YEAR
033-283-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-283-002,accela_rename,NO,NEEDS_CHANGE_YEAR
033-283-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-283-002,kk_rename,NO,NEEDS_CHANGE_YEAR
033-283-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-283-02,kk_rename,NO,NEEDS_CHANGE_YEAR
033-371-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-371-028,accela_rename,NO,NEEDS_CHANGE_YEAR
033-371-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-371-028,kk_rename,NO,NEEDS_CHANGE_YEAR
033-371-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-371-28,kk_rename,NO,NEEDS_CHANGE_YEAR
033-371-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-371-028,accela_rename,NO,NEEDS_CHANGE_YEAR
033-371-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-371-028,kk_rename,NO,NEEDS_CHANGE_YEAR
033-371-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-371-28,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-451-002,accela_rename,NO,NEEDS_CHANGE_YEAR
033-451-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-002,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-02,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-451-002,accela_rename,NO,NEEDS_CHANGE_YEAR
033-451-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-002,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-02,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-451-006,accela_rename,NO,NEEDS_CHANGE_YEAR
033-451-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-006,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-06,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-451-006,accela_rename,NO,NEEDS_CHANGE_YEAR
033-451-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-006,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-06,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-008,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-451-008,accela_rename,NO,NEEDS_CHANGE_YEAR
033-451-008,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-008,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-008,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-08,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-008,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-451-008,accela_rename,NO,NEEDS_CHANGE_YEAR
033-451-008,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-008,kk_rename,NO,NEEDS_CHANGE_YEAR
033-451-008,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-451-08,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-452-006,accela_rename,NO,NEEDS_CHANGE_YEAR
033-452-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-006,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-06,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-452-006,accela_rename,NO,NEEDS_CHANGE_YEAR
033-452-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-006,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-06,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-013,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-452-013,accela_rename,NO,NEEDS_CHANGE_YEAR
033-452-013,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-013,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-013,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-13,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-013,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-452-013,accela_rename,NO,NEEDS_CHANGE_YEAR
033-452-013,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-013,kk_rename,NO,NEEDS_CHANGE_YEAR
033-452-013,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-452-13,kk_rename,NO,NEEDS_CHANGE_YEAR
033-454-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-454-002,accela_rename,NO,NEEDS_CHANGE_YEAR
033-454-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-454-002,kk_rename,NO,NEEDS_CHANGE_YEAR
033-454-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-454-02,kk_rename,NO,NEEDS_CHANGE_YEAR
033-454-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-454-002,accela_rename,NO,NEEDS_CHANGE_YEAR
033-454-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-454-002,kk_rename,NO,NEEDS_CHANGE_YEAR
033-454-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-454-02,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-001,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-465-001,accela_rename,NO,NEEDS_CHANGE_YEAR
033-465-001,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-001,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-001,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-01,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-001,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-465-001,accela_rename,NO,NEEDS_CHANGE_YEAR
033-465-001,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-001,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-001,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-01,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-465-016,accela_rename,NO,NEEDS_CHANGE_YEAR
033-465-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-016,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-16,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-465-016,accela_rename,NO,NEEDS_CHANGE_YEAR
033-465-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-016,kk_rename,NO,NEEDS_CHANGE_YEAR
033-465-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-465-16,kk_rename,NO,NEEDS_CHANGE_YEAR
033-471-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-471-006,accela_rename,NO,NEEDS_CHANGE_YEAR
033-471-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-471-006,kk_rename,NO,NEEDS_CHANGE_YEAR
033-471-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-471-06,kk_rename,NO,NEEDS_CHANGE_YEAR
033-471-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-471-006,accela_rename,NO,NEEDS_CHANGE_YEAR
033-471-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-471-006,kk_rename,NO,NEEDS_CHANGE_YEAR
033-471-006,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-471-06,kk_rename,NO,NEEDS_CHANGE_YEAR
033-523-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-523-016,accela_rename,NO,NEEDS_CHANGE_YEAR
033-523-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-523-016,kk_rename,NO,NEEDS_CHANGE_YEAR
033-523-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-523-16,kk_rename,NO,NEEDS_CHANGE_YEAR
033-523-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-523-016,accela_rename,NO,NEEDS_CHANGE_YEAR
033-523-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-523-016,kk_rename,NO,NEEDS_CHANGE_YEAR
033-523-016,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-523-16,kk_rename,NO,NEEDS_CHANGE_YEAR
033-863-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-863-028,accela_rename,NO,NEEDS_CHANGE_YEAR
033-863-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-863-028,kk_rename,NO,NEEDS_CHANGE_YEAR
033-863-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-863-28,kk_rename,NO,NEEDS_CHANGE_YEAR
033-863-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,033-863-028,accela_rename,NO,NEEDS_CHANGE_YEAR
033-863-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-863-028,kk_rename,NO,NEEDS_CHANGE_YEAR
033-863-028,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,033-863-28,kk_rename,NO,NEEDS_CHANGE_YEAR
034-191-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,034-191-002,accela_rename,NO,NEEDS_CHANGE_YEAR
034-191-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,034-191-002,kk_rename,NO,NEEDS_CHANGE_YEAR
034-191-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,034-191-02,kk_rename,NO,NEEDS_CHANGE_YEAR
034-191-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,034-191-002,accela_rename,NO,NEEDS_CHANGE_YEAR
034-191-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,034-191-002,kk_rename,NO,NEEDS_CHANGE_YEAR
034-191-002,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,034-191-02,kk_rename,NO,NEEDS_CHANGE_YEAR
093-042-022,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,093-042-044,accela_rename,NO,NEEDS_CHANGE_YEAR
093-042-022,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,093-042-044,kk_rename,NO,NEEDS_CHANGE_YEAR
093-042-022,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,093-042-044,kk_rename,NO,NEEDS_CHANGE_YEAR
093-042-022,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,093-042-044,accela_rename,NO,NEEDS_CHANGE_YEAR
093-042-022,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,093-042-044,kk_rename,NO,NEEDS_CHANGE_YEAR
093-042-022,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,093-042-044,kk_rename,NO,NEEDS_CHANGE_YEAR
098-210-030,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,098-210-031,accela_rename,NO,NEEDS_CHANGE_YEAR
098-210-030,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,098-210-031,kk_rename,NO,NEEDS_CHANGE_YEAR
098-210-030,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,098-210-031,accela_rename,NO,NEEDS_CHANGE_YEAR
098-210-030,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,098-210-031,kk_rename,NO,NEEDS_CHANGE_YEAR
117-180-037,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,117-180-065,accela_rename,NO,NEEDS_CHANGE_YEAR
117-180-037,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,117-180-065,kk_rename,NO,NEEDS_CHANGE_YEAR
117-180-037,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,117-180-065,kk_rename,NO,NEEDS_CHANGE_YEAR
117-180-037,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,117-180-065,accela_rename,NO,NEEDS_CHANGE_YEAR
117-180-037,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,117-180-065,kk_rename,NO,NEEDS_CHANGE_YEAR
117-180-037,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,117-180-065,kk_rename,NO,NEEDS_CHANGE_YEAR
1318-10-416-039,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,1318-10-416-063,accela_rename,NO,NEEDS_CHANGE_YEAR
1318-10-416-039,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,1318-10-416-063,kk_rename,NO,NEEDS_CHANGE_YEAR
1418-22-611-027,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,ACCELA,1418-22-611-028,accela_rename,NO,NEEDS_CHANGE_YEAR
1418-22-611-027,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,1418-22-611-028,kk_rename,NO,NEEDS_CHANGE_YEAR
1418-22-611-027,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",8,KK,1418-22-611-028,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-022,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,015-370-027,accela_rename,NO,NEEDS_CHANGE_YEAR
015-370-022,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,015-370-027,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-022,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,015-370-027,accela_rename,NO,NEEDS_CHANGE_YEAR
015-370-022,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,015-370-027,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-023,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,015-370-028,accela_rename,NO,NEEDS_CHANGE_YEAR
015-370-023,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,015-370-028,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-023,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,015-370-028,accela_rename,NO,NEEDS_CHANGE_YEAR
015-370-023,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,015-370-028,kk_rename,NO,NEEDS_CHANGE_YEAR
025-735-006,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,025-735-012,accela_rename,NO,NEEDS_CHANGE_YEAR
025-735-006,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,025-735-012,kk_rename,NO,NEEDS_CHANGE_YEAR
025-735-006,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,025-735-012,accela_rename,NO,NEEDS_CHANGE_YEAR
025-735-006,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,025-735-012,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-013,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,027-313-017,accela_rename,NO,NEEDS_CHANGE_YEAR
027-313-013,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,027-313-017,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-013,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,027-313-017,accela_rename,NO,NEEDS_CHANGE_YEAR
027-313-013,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,027-313-017,kk_rename,NO,NEEDS_CHANGE_YEAR
035-283-018,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,035-283-038,accela_rename,NO,NEEDS_CHANGE_YEAR
035-283-018,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,035-283-038,kk_rename,NO,NEEDS_CHANGE_YEAR
035-283-018,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,035-283-038,kk_rename,NO,NEEDS_CHANGE_YEAR
035-283-018,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,035-283-038,accela_rename,NO,NEEDS_CHANGE_YEAR
035-283-018,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,035-283-038,kk_rename,NO,NEEDS_CHANGE_YEAR
035-283-018,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,KK,035-283-038,kk_rename,NO,NEEDS_CHANGE_YEAR
035-283-022,PARCEL_SPLIT,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,ACCELA,035-283-037,accela_rename,NO,NEEDS_CHANGE_YEAR
