Lost_APN,Issue_Category,Years_Lost,Total_Units_CSV,Match_Source,Candidate_New_APN,Match_Type,Already_In_Tahoe,Action
1318-03-210-022,PARCEL_SPLIT,[2025],1,KK,1318-03-210-041,kk_rename,NO,NEEDS_CHANGE_YEAR
1318-16-810-038,PARCEL_SPLIT,[2025],1,ACCELA,1318-16-810-058,accela_rename,NO,NEEDS_CHANGE_YEAR
1318-16-810-038,PARCEL_SPLIT,[2025],1,KK,1318-16-810-058,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-19-710-001,PARCEL_SPLIT,[2016],1,KK,1319-19-710-002,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-19-710-001,PARCEL_SPLIT,[2016],1,KK,1319-19-710-002,kk_rename,NO,NEEDS_CHANGE_YEAR
132-612-01,PARCEL_SPLIT,[2013],1,KK,132-611-05,kk_rename,NO,NEEDS_CHANGE_YEAR
132-612-01,PARCEL_SPLIT,[2013],1,KK,132-611-05,kk_rename,NO,NEEDS_CHANGE_YEAR
132-612-01,PARCEL_SPLIT,[2013],1,KK,132-611-05,kk_rename,NO,NEEDS_CHANGE_YEAR
132-612-01,PARCEL_SPLIT,[2013],1,KK,132-611-05,kk_rename,NO,NEEDS_CHANGE_YEAR
1418-10-802-011,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",48,KK,1418-10-802-004,kk_rename,NO,NEEDS_CHANGE_YEAR
1418-10-802-011,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",48,KK,1418-10-802-004,kk_rename,NO,NEEDS_CHANGE_YEAR
097-130-029,UNKNOWN,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",13,KK,097-130-042,kk_rename,NO,NEEDS_CHANGE_YEAR
097-130-029,UNKNOWN,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",13,KK,097-130-042,kk_rename,NO,NEEDS_CHANGE_YEAR
126-080-25,UNKNOWN,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",13,KK,126-080-28,kk_rename,NO,NEEDS_CHANGE_YEAR
126-080-25,UNKNOWN,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",13,KK,126-080-28,kk_rename,NO,NEEDS_CHANGE_YEAR
031-213-016,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",11,KK,031-213-03,kk_rename,NO,NEEDS_CHANGE_YEAR
031-213-016,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",11,KK,031-213-03,kk_rename,NO,NEEDS_CHANGE_YEAR
031-213-016,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",11,KK,031-213-03,kk_rename,NO,NEEDS_CHANGE_YEAR
031-213-016,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",11,KK,031-213-03,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-16,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",10,KK,027-313-06,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-16,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",10,KK,027-313-02,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-16,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",10,KK,027-313-06,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-16,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",10,KK,027-313-06,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-16,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",10,KK,027-313-02,kk_rename,NO,NEEDS_CHANGE_YEAR
027-313-16,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",10,KK,027-313-06,kk_rename,NO,NEEDS_CHANGE_YEAR
083-063-023,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,083-063-007,kk_rename,NO,NEEDS_CHANGE_YEAR
083-063-023,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,083-063-007,kk_rename,NO,NEEDS_CHANGE_YEAR
083-063-023,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,083-063-007,kk_rename,NO,NEEDS_CHANGE_YEAR
083-063-023,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,083-063-007,kk_rename,NO,NEEDS_CHANGE_YEAR
117-100-089,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,117-100-014,kk_rename,NO,NEEDS_CHANGE_YEAR
117-100-089,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,117-100-014,kk_rename,NO,NEEDS_CHANGE_YEAR
117-100-089,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,117-100-014,kk_rename,NO,NEEDS_CHANGE_YEAR
117-100-089,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",9,KK,117-100-014,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-027,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",7,KK,015-370-22,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-027,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",7,KK,015-370-22,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-027,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",7,KK,015-370-22,kk_rename,NO,NEEDS_CHANGE_YEAR
015-370-027,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",7,KK,015-370-22,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-617-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-617-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-617-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-617-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-617-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-617-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-617-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-617-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-617-009,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-617-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-621-006,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-621-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-710-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016, 2017]",6,KK,1319-30-710-000,kk_rename,NO,NEEDS_CHANGE_YEAR
015-264-17,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,KK,015-264-25,kk_rename,NO,NEEDS_CHANGE_YEAR
015-264-17,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,KK,015-264-25,kk_rename,NO,NEEDS_CHANGE_YEAR
016-091-65,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,016-091-51,kk_rename,NO,NEEDS_CHANGE_YEAR
016-091-65,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,016-091-51,kk_rename,NO,NEEDS_CHANGE_YEAR
021-321-35,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,021-321-29,kk_rename,NO,NEEDS_CHANGE_YEAR
021-321-35,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,021-321-29,kk_rename,NO,NEEDS_CHANGE_YEAR
025-551-34,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,025-551-02,kk_rename,NO,NEEDS_CHANGE_YEAR
025-551-34,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,025-551-02,kk_rename,NO,NEEDS_CHANGE_YEAR
036-543-11,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,ACCELA,036-472-009,accela_rename,NO,NEEDS_CHANGE_YEAR
036-543-11,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,KK,036-472-009,kk_rename,NO,NEEDS_CHANGE_YEAR
036-543-11,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,KK,036-472-009,kk_rename,NO,NEEDS_CHANGE_YEAR
036-543-11,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,ACCELA,036-472-009,accela_rename,NO,NEEDS_CHANGE_YEAR
036-543-11,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,KK,036-472-009,kk_rename,NO,NEEDS_CHANGE_YEAR
036-543-11,UNKNOWN,"[2012, 2014, 2015, 2016, 2017]",5,KK,036-472-009,kk_rename,NO,NEEDS_CHANGE_YEAR
129-292-31,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,129-290-01,kk_rename,NO,NEEDS_CHANGE_YEAR
129-292-31,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,129-290-01,kk_rename,NO,NEEDS_CHANGE_YEAR
129-292-34,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,129-292-13,kk_rename,NO,NEEDS_CHANGE_YEAR
129-292-34,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,129-292-13,kk_rename,NO,NEEDS_CHANGE_YEAR
129-292-34,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,129-292-13,kk_rename,NO,NEEDS_CHANGE_YEAR
129-292-34,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,129-292-13,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-19-213-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-19-213-002,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-19-213-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-19-213-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-005,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-008,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-009,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-011,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-012,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-014,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-015,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-017,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-018,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-019,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-020,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-021,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-022,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-514-024,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-514-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-515-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-515-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-519-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-519-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-519-005,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-519-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-519-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-519-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-519-013,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-519-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-006,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-008,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-009,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-010,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-013,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-014,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-015,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-019,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-020,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-021,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-023,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-025,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-026,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-520-030,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-520-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-522-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-523-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-522-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-523-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-522-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-523-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-522-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-523-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-005,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-006,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-611-008,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-005,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-008,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-009,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-010,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-011,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-612-012,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-612-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-614-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-614-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-614-006,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-614-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-614-007,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-614-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-614-008,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-614-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-615-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-615-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-615-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-615-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-615-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-615-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-615-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-615-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-615-005,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-615-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-615-006,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-615-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-622-006,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-622-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-622-009,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-622-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-622-010,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-610-001,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-623-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-623-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-624-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-624-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-624-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-624-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-624-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-624-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-624-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-624-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-625-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-625-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-625-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-625-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-625-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-625-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-625-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-625-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-626-001,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-626-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-626-002,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-626-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-626-003,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-626-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-626-004,UNKNOWN,"[2012, 2013, 2014, 2015, 2016]",5,KK,1319-30-626-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-19-715-004,UNKNOWN,"[2012, 2013, 2014, 2015]",4,KK,1319-19-715-003,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-515-002,UNKNOWN,"[2012, 2013, 2014, 2015]",4,KK,1319-30-515-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-515-003,UNKNOWN,"[2012, 2013, 2014, 2015]",4,KK,1319-30-515-000,kk_rename,NO,NEEDS_CHANGE_YEAR
1319-30-515-004,UNKNOWN,"[2012, 2013, 2014, 2015]",4,KK,1319-30-515-000,kk_rename,NO,NEEDS_CHANGE_YEAR
035-296-14,UNKNOWN,"[2012, 2015]",2,ACCELA,035-296-014,accela_rename,NO,NEEDS_CHANGE_YEAR
035-296-14,UNKNOWN,"[2012, 2015]",2,KK,035-296-014,kk_rename,NO,NEEDS_CHANGE_YEAR
035-296-14,UNKNOWN,"[2012, 2015]",2,KK,035-296-14,kk_rename,NO,NEEDS_CHANGE_YEAR
035-296-14,UNKNOWN,"[2012, 2015]",2,ACCELA,035-296-014,accela_rename,NO,NEEDS_CHANGE_YEAR
035-296-14,UNKNOWN,"[2012, 2015]",2,KK,035-296-014,kk_rename,NO,NEEDS_CHANGE_YEAR
035-296-14,UNKNOWN,"[2012, 2015]",2,KK,035-296-14,kk_rename,NO,NEEDS_CHANGE_YEAR
123-032-01,PARCEL_NEW,"[2012, 2013, 2014, 2015, 2016, 2017]",24,KK,123-032-20,kk_rename,YES,already_in_tahoe
123-032-01,PARCEL_NEW,"[2012, 2013, 2014, 2015, 2016, 2017]",24,KK,123-032-20,kk_rename,YES,already_in_tahoe
123-032-01,PARCEL_NEW,"[2012, 2013, 2014, 2015, 2016, 2017]",24,KK,123-032-20,kk_rename,YES,already_in_tahoe
123-032-01,PARCEL_NEW,"[2012, 2013, 2014, 2015, 2016, 2017]",24,KK,123-032-20,kk_rename,YES,already_in_tahoe
016-300-64,PARCEL_NEW,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",14,KK,016-300-64,kk_rename,YES,already_in_tahoe
016-300-64,PARCEL_NEW,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",14,KK,016-300-64,kk_rename,YES,already_in_tahoe
090-124-018,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",48,ACCELA,090-124-046,accela_rename,YES,already_in_tahoe
090-124-018,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",48,KK,090-124-046,kk_rename,YES,already_in_tahoe
090-124-018,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",48,ACCELA,090-124-046,accela_rename,YES,already_in_tahoe
090-124-018,PARCEL_SPLIT,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",48,KK,090-124-046,kk_rename,YES,already_in_tahoe
1418-10-802-008,PARCEL_SPLIT,"[2021, 2022, 2023, 2024, 2025]",40,KK,1418-10-802-003,kk_rename,YES,already_in_tahoe
