Relation_ID,Residential_Unit_ID,APN,APN_canon,Transaction_ID,Sequence,Is_Latest,Transaction_Type,Development_Type,Detailed_Development_Type,Development_Right,Allocation_Number,Quantity,Transaction_Record_ID,Transaction_Created_Date,Transaction_Acknowledged_Date,Year_Built,TRPA_Project_Number,Local_Project_Number,TRPA_Status,TRPA_Status_Date,Local_Status,Local_Status_Date,Status_Jan_2026,Notes
RUT-015-370-015-001-01,RU-015-370-015-001,015-370-015,015-370-015,EDCCA-ALLOC-706,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-18-O-26,1.0,,,,2020.0,,,,,,,Completed,
RUT-015-370-020-001-01,RU-015-370-020-001,015-370-020,015-370-020,EDCCA-ALLOC-210,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-13-O-11,1.0,,,,2015.0,,,,,,,Completed,
RUT-015-370-024-001-01,RU-015-370-024-001,015-370-024,015-370-024,TRPA-ALLOCASSGN-1289,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-20-AP-02,1.0,,,,2023.0,333233,333232,Finaled,2025-09-24,Finaled,2023-05-08,Completed,
RUT-015-370-025-001-01,RU-015-370-025-001,015-370-025,015-370-025,EDCCA-ALLOC-728,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-18-O-07,1.0,,,,2019.0,,,,,,,Completed,
RUT-015-370-027-001-01,RU-015-370-027-001,015-370-027,015-370-027,EDCCA-ALLOC-941,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-20-O-03,1.0,,,,2020.0,ERSP2019-0637,311800,Project Complete ,2022-09-30,Finaled,2020-10-20,Completed,Allocation was given to previous APN 015-370-22. The NSFD is being built on what is now 015-370-027
RUT-015-370-027-002-01,RU-015-370-027-002,015-370-027,015-370-027,EDCCA-ALLOC-941,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-20-O-03,1.0,,,,2020.0,ERSP2019-0637,311800,Project Complete ,2022-09-30,Finaled,2020-10-20,Completed,Allocation was given to previous APN 015-370-22. The NSFD is being built on what is now 015-370-027
RUT-015-370-027-003-01,RU-015-370-027-003,015-370-027,015-370-027,EDCCA-ALLOC-941,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-20-O-03,1.0,,,,2020.0,ERSP2019-0637,311800,Project Complete ,2022-09-30,Finaled,2020-10-20,Completed,Allocation was given to previous APN 015-370-22. The NSFD is being built on what is now 015-370-027
RUT-016-091-008-001-01,RU-016-091-008-001,016-091-008,016-091-008,EDCCA-ALLOC-2025,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-21-O-18,1.0,,,,2025.0,0343224,343213,Issued,2022-09-19,Finaled,2025-01-28,Completed,
RUT-016-091-020-001-01,RU-016-091-020-001,016-091-020,016-091-020,EDCCA-ALLOC-2919,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - El Dorado County,EL-23-O-15,1.0,,,,,ERSP2022-1868,377618,Acknowledged,2025-10-28,Issued,2025-10-13,Not Completed,
RUT-016-091-027-001-01,RU-016-091-027-001,016-091-027,016-091-027,EDCCA-ALLOC-256,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-03,1.0,,,,2015.0,,,,,,,Completed,
RUT-016-101-031-001-01,RU-016-101-031-001,016-101-031,016-101-031,TRPA-ALLOC-802,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-17-O-06,1.0,,,,2020.0,,,,,,,Completed,
RUT-016-131-007-001-01,RU-016-131-007-001,016-131-007,016-131-007,EDCCA-ALLOC-494,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-33,1.0,,,,2017.0,,,,,,,Completed,
RUT-016-143-011-001-01,RU-016-143-011-001,016-143-011,016-143-011,EDCCA-ALLOC-1410,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-09-O-32,1.0,,,,2013.0,,,,,,,Completed,
RUT-016-181-006-001-01,RU-016-181-006-001,016-181-006,016-181-006,EDCCA-ALLOC-2115,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-21-O-24,1.0,,,,2024.0,0350209,350207,Issued,2022-12-06,Finaled,2024-10-31,Completed,
RUT-016-281-003-001-01,RU-016-281-003-001,016-281-003,016-281-003,EDCCA-ALLOC-575,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-17-O-19,1.0,,,,2020.0,,,,,,,Completed,
RUT-016-292-034-001-01,RU-016-292-034-001,016-292-034,016-292-034,TRPA-CONV-1275,1,True,Conversion,Converted To,Single-Family Residential From Conversion (CFA to SFRUU),Single-Family Residential Unit of Use (SFRUU),,1.0,ERSP2020-0534,2020-07-22,2021-03-03,2025.0,331623,331608,Issued,2021-05-14,Finaled,2025-11-19,Completed,
RUT-016-313-015-001-01,RU-016-313-015-001,016-313-015,016-313-015,EDCCA-ALLOC-2557,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-22-O-05,1.0,,,,2025.0,366511,366510,Finaled,2025-07-29,Finaled,2025-06-17,Completed,
RUT-016-382-014-001-01,RU-016-382-014-001,016-382-014,016-382-014,EDCCA-ALLOC-1430,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-09-O-56,1.0,,,,2015.0,,,,,,,Completed,
RUT-016-432-016-001-01,RU-016-432-016-001,016-432-016,016-432-016,EDCCA-ALLOC-1974,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-17-O-10,1.0,,,,2025.0,0342697,342696,Issued,2022-05-05,Finaled,2025-11-24,Completed,
RUT-016-513-012-001-01,RU-016-513-012-001,016-513-012,016-513-012,EDCCA-ALLOC-450,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-15-O-12,1.0,,,,2020.0,,,,,,,Completed,
RUT-016-582-006-001-01,RU-016-582-006-001,016-582-006,016-582-006,EDCCA-ALLOC-259,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-20,1.0,,,,2015.0,,,,,,,Completed,
RUT-017-021-032-001-01,RU-017-021-032-001,017-021-032,017-021-032,EDCCA-ALLOC-139,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-28,1.0,,,,2015.0,ERSP2014-0007,,,,,,Completed,
RUT-021-281-019-001-01,RU-021-281-019-001,021-281-019,021-281-019,EDCCA-ALLOC-1411,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-09-O-33,1.0,,,,2013.0,203565,201537,Finaled,2013-07-01,Finaled,2013-07-01,Completed,
RUT-021-321-023-001-01,RU-021-321-023-001,021-321-023,021-321-023,EDCCA-ALLOC-1392,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-09-O-10,1.0,,,,2011.0,,,,,,,Completed,
RUT-021-420-051-001-01,RU-021-420-051-001,021-420-051,021-420-051,EDCCA-ALLOC-2674,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - El Dorado County,EL-09-O-46,1.0,,,,2015.0,206416,206413,Finaled,2015-04-24,Finaled,2015-04-24,Completed,
RUT-022-023-003-001-01,RU-022-023-003-001,022-023-003,022-023-003,CSLT-ALLOC-1724,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - City of South Lake Tahoe,SLT-19-O-12,1.0,,,,2024.0,,22040036,,,Finaled,2024-03-14,Completed,
RUT-022-031-067-001-01,RU-022-031-067-001,022-031-067,022-031-067,TRPA-TRF-2084,1,True,Transfer,Transfer,Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2022-0303,2022-12-20,,2021.0,17110068,17110068,Finaled,2021-02-19,Finaled,2021-02-19,Completed,Second unit?
RUT-022-031-067-002-01,RU-022-031-067-002,022-031-067,022-031-067,TRPA-TRF-2084,1,True,Transfer,Transfer,Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2022-0303,2022-12-20,,2021.0,17110068,17110068,Finaled,2021-02-19,Finaled,2021-02-19,Completed,Second unit?
RUT-022-051-086-001-01,RU-022-051-086-001,022-051-086,022-051-086,CSLT-ALLOC-458,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-O-05,1.0,,,,2017.0,,16040044,,,Finaled,2017-11-20,Completed,
RUT-022-061-010-001-01,RU-022-061-010-001,022-061-010,022-061-010,TRPA-TRF-290,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2015-0612,,2015-09-18,2016.0,,15080082,,,Finaled,,Completed,
RUT-022-122-019-001-01,RU-022-122-019-001,022-122-019,022-122-019,TRPA-TRF-648,1,True,Transfer,Transfer,Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2018-0211,2018-04-03,2018-05-09,2020.0,18030070,18030070,Finaled,2021-08-23,Finaled,2020-09-11,Completed,
RUT-022-141-003-001-01,RU-022-141-003-001,022-141-003,022-141-003,CSLT-ALLOC-1359,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-20-O-23,1.0,,,,2022.0,21020003,21020003,Finaled,2023-08-03,Finaled,2022-03-25,Completed,
RUT-022-171-012-001-01,RU-022-171-012-001,022-171-012,022-171-012,CSLT-ALLOC-198,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-14-O-03,1.0,,,,2015.0,,14060141,,,Finaled,2015-05-18,Completed,
RUT-022-171-033-001-01,RU-022-171-033-001,022-171-033,022-171-033,TRPA-TRF-391,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2016-0533,,2016-08-17,2017.0,,16060051,,,Finaled,2018-05-31,Completed,
RUT-022-171-042-001-01,RU-022-171-042-001,022-171-042,022-171-042,CSLT-ALLOC-1745,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-29,1.0,,,,2023.0,21120017,21120017,Finaled,2023-08-03,Finaled,2023-08-03,Completed,
RUT-022-171-060-001-01,RU-022-171-060-001,022-171-060,022-171-060,CSLT-ALLOC-352,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-O-24,1.0,,,,2018.0,,15110098,,,Finaled,2018-07-13,Completed,
RUT-022-182-045-001-01,RU-022-182-045-001,022-182-045,022-182-045,CSLT-ALLOC-864,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,SLT-17-O-05,1.0,,,,2022.0,MOUA2021-1730,19070142,Project Completed,2023-07-12,Finaled,2022-10-13,Completed,Previous APN was 022-182-45
RUT-022-192-013-001-01,RU-022-192-013-001,022-192-013,022-192-013,CSLT-ALLOC-2367,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-33,1.0,,,,2025.0,,24050090,,,Finaled,2025-08-06,Completed,
RUT-022-200-014-001-01,RU-022-200-014-001,022-200-014,022-200-014,CSLT-ALLOC-1780,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-20-O-07,1.0,,,,2022.0,21030102,21030102,Finaled,2023-09-13,Finaled,2022-08-10,Completed,
RUT-022-221-016-001-01,RU-022-221-016-001,022-221-016,022-221-016,CSLT-ALLOC-284,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-O-08,1.0,,,,2017.0,,15060151,,,Finaled,2017-07-17,Completed,
RUT-022-222-016-001-01,RU-022-222-016-001,022-222-016,022-222-016,TRPA-ALLOCASSGN-82,1,True,Allocation Assignment,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-13-AP-01,1.0,,,,2014.0,,13090151,,,Finaled,2014-04-07,Completed,
RUT-022-321-024-001-01,RU-022-321-024-001,022-321-024,022-321-024,CSLT-ALLOC-660,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-17-O-16,1.0,,,,2019.0,,18010059,,,Finaled,2019-03-07,Completed,
RUT-022-342-012-001-01,RU-022-342-012-001,022-342-012,022-342-012,TRPA-ALLOCASSGN-328,1,True,Allocation Assignment,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-AP-01,1.0,,,,2016.0,,15040060,,,Finaled,2016-06-02,Completed,
RUT-022-343-027-001-01,RU-022-343-027-001,022-343-027,022-343-027,TRPA-TRF-436,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2016-0777,,2016-10-24,2020.0,MOUA2020-1050,16090068; 17060046; 18070123,Project Completed,2020-04-02,Finaled,2020-03-13,Completed,
RUT-022-344-024-001-01,RU-022-344-024-001,022-344-024,022-344-024,TRPA-TRF-539,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2017-0448,,2018-04-25,2019.0,MOUA2020-0837,18040122,Project Completed,2019-07-18,Finaled,2019-07-18,Completed,
RUT-023-101-002-001-01,RU-023-101-002-001,023-101-002,023-101-002,CSLT-ALLOC-2261,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-11-O-03,1.0,,,,2012.0,12020013,12020013,Finaled,2012-08-01,Finaled,2012-08-01,Completed,Finaled date is estimated
RUT-023-102-041-001-01,RU-023-102-041-001,023-102-041,023-102-041,TRPA-TRF-306,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2015-0755,,2015-10-19,2016.0,,15080170,,,Finaled,,Completed,
RUT-023-102-042-001-01,RU-023-102-042-001,023-102-042,023-102-042,TRPA-TRF-303,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2015-0280,,2015-06-25,2015.0,,15040058,,,Finaled,,Completed,
RUT-023-102-050-001-01,RU-023-102-050-001,023-102-050,023-102-050,TRPA-CONVTRF-1996,1,True,Conversion With Transfer,No Project,Single-Family Residential From Conversion (TAU to SFRUU),Single-Family Residential Unit of Use (SFRUU),,12.0,TRAN2022-0151,2022-06-14,2022-06-16,,,,,,,,No Project,"Units were converted and banked on the receiving parcel, no project proposed"
RUT-023-103-014-001-01,RU-023-103-014-001,023-103-014,023-103-014,TRPA-TRF-547,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2017-0510,,2017-08-07,2018.0,,17060155,,,Finaled,,Completed,
RUT-023-141-029-001-01,RU-023-141-029-001,023-141-029,023-141-029,CSLT-ALLOC-1760,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-19,1.0,,,,2023.0,21100077,21100077,Finaled,,Finaled,2023-02-14,Completed,
RUT-023-151-030-001-01,RU-023-151-030-001,023-151-030,023-151-030,TRPA-ALLOC-2329,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,1.0,,,,,ERSP2022-1998,ADU25-0016,Conditional Permit Issued,2023-10-09,In Review,,Not Completed,
RUT-023-161-032-001-01,RU-023-161-032-001,023-161-032,023-161-032,CSLT-ALLOC-2230,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-21,1.0,,,,2024.0,MOUA2024-1670,23050160,,,Finaled,2024-09-09,Completed,
RUT-023-181-038-001-01,RU-023-181-038-001,023-181-038,023-181-038,CSLT-ALLOC-1002,1,True,Commercial Floor Area (CFA),Allocation,New Commercial from Allocation,Commercial Floor Area (CFA),,2520.0,,,,2022.0,19120145,19120145,Finaled,2022-10-17,Finaled,2022-10-17,Completed,
RUT-023-181-043-001-01,RU-023-181-043-001,023-181-043,023-181-043,TRPA-ALLOC-833,1,False,Allocation,Residential Bonus Unit,New Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,1.0,,,,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,"Three units above SUP Tahoe/South Shore Bikes. Bonus Unit is Market Rate - awarded as a transfer incentive for transfer of PRU to Center, see TRAN2019-0020/ TRAN2019-0021"
RUT-023-181-043-001-02,RU-023-181-043-001,023-181-043,023-181-043,TRPA-TRF-775,2,False,Transfer,Allocation,New Multi-Family Residential From Allocation/PRU Transfer,Potential Residential Unit of Use (PRUU),TBD,1.0,TRAN2019-0021,2019-01-07,2020-01-03,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,Three units above SUP Tahoe/South Shore Bikes
RUT-023-181-043-001-03,RU-023-181-043-001,023-181-043,023-181-043,TRPA-TRF-774,3,True,Transfer,Allocation,New Multi-Family Residential From Allocation/PRU Transfer,Potential Residential Unit of Use (PRUU),TBD,1.0,TRAN2019-0020,2019-01-07,2020-01-03,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,Three units above SUP Tahoe/South Shore Bikes
RUT-023-181-043-002-01,RU-023-181-043-002,023-181-043,023-181-043,TRPA-ALLOC-833,1,False,Allocation,Residential Bonus Unit,New Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,1.0,,,,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,"Three units above SUP Tahoe/South Shore Bikes. Bonus Unit is Market Rate - awarded as a transfer incentive for transfer of PRU to Center, see TRAN2019-0020/ TRAN2019-0021"
RUT-023-181-043-002-02,RU-023-181-043-002,023-181-043,023-181-043,TRPA-TRF-775,2,False,Transfer,Allocation,New Multi-Family Residential From Allocation/PRU Transfer,Potential Residential Unit of Use (PRUU),TBD,1.0,TRAN2019-0021,2019-01-07,2020-01-03,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,Three units above SUP Tahoe/South Shore Bikes
RUT-023-181-043-002-03,RU-023-181-043-002,023-181-043,023-181-043,TRPA-TRF-774,3,True,Transfer,Allocation,New Multi-Family Residential From Allocation/PRU Transfer,Potential Residential Unit of Use (PRUU),TBD,1.0,TRAN2019-0020,2019-01-07,2020-01-03,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,Three units above SUP Tahoe/South Shore Bikes
RUT-023-181-043-003-01,RU-023-181-043-003,023-181-043,023-181-043,TRPA-ALLOC-833,1,False,Allocation,Residential Bonus Unit,New Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,1.0,,,,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,"Three units above SUP Tahoe/South Shore Bikes. Bonus Unit is Market Rate - awarded as a transfer incentive for transfer of PRU to Center, see TRAN2019-0020/ TRAN2019-0021"
RUT-023-181-043-003-02,RU-023-181-043-003,023-181-043,023-181-043,TRPA-TRF-775,2,False,Transfer,Allocation,New Multi-Family Residential From Allocation/PRU Transfer,Potential Residential Unit of Use (PRUU),TBD,1.0,TRAN2019-0021,2019-01-07,2020-01-03,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,Three units above SUP Tahoe/South Shore Bikes
RUT-023-181-043-003-03,RU-023-181-043-003,023-181-043,023-181-043,TRPA-TRF-774,3,True,Transfer,Allocation,New Multi-Family Residential From Allocation/PRU Transfer,Potential Residential Unit of Use (PRUU),TBD,1.0,TRAN2019-0020,2019-01-07,2020-01-03,2021.0,18120030,18120030,Finaled,2021-07-13,Finaled,2021-07-13,Completed,Three units above SUP Tahoe/South Shore Bikes
RUT-023-182-006-001-01,RU-023-182-006-001,023-182-006,023-182-006,CSLT-ALLOC-515/TRPA-TRF-421,1,False,Residential Allocation,Allocation,New Multi-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-16-O-28,1.0,TRAN2016-0683,,,2017.0,16110036,16110036,Finaled,2017-10-25,Finaled,2017-10-25,Completed,
RUT-023-182-006-001-02,RU-023-182-006-001,023-182-006,023-182-006,CSLT-ALLOC-514/TRPA-TRF-419,2,True,Residential Allocation,Allocation,New Multi-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-16-O-27,1.0,TRAN2016-0682,,,2017.0,16110036,16110036,Finaled,2017-10-25,Finaled,2017-10-25,Completed,
RUT-023-182-006-002-01,RU-023-182-006-002,023-182-006,023-182-006,CSLT-ALLOC-515/TRPA-TRF-421,1,False,Residential Allocation,Allocation,New Multi-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-16-O-28,1.0,TRAN2016-0683,,,2017.0,16110036,16110036,Finaled,2017-10-25,Finaled,2017-10-25,Completed,
RUT-023-182-006-002-02,RU-023-182-006-002,023-182-006,023-182-006,CSLT-ALLOC-514/TRPA-TRF-419,2,True,Residential Allocation,Allocation,New Multi-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-16-O-27,1.0,TRAN2016-0682,,,2017.0,16110036,16110036,Finaled,2017-10-25,Finaled,2017-10-25,Completed,
RUT-023-182-026-001-01,RU-023-182-026-001,023-182-026,023-182-026,CSLT-ALLOC-1886,1,False,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-01,1.0,,,,2022.0,22030111,22030111,Finaled,2022-10-21,Finaled,2022-10-21,Completed,
RUT-023-182-026-001-02,RU-023-182-026-001,023-182-026,023-182-026,TRPA-TRF-2041,2,True,Transfer,Transfer,Single-Family Residential ADU from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2022-1049,2022-11-04,2022-10-31,2023.0,ERSP2022-1694,22090065,Acknowledged,2022-11-28,Finaled,2023-11-20,Completed,
