ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt,ReportingYear,SweepCampaign,CorrectionCategory,CorrectionCategoryCanonical,SummaryReason,SourceFileSnapshot,LoadedAt,LoadedDate
1260,029-412-06,029-412-006,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 3 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 3 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1261,029-413-21,029-413-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1262,029-413-24,029-413-024,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1263,029-415-10,029-415-010,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 3 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 3 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1264,029-450-01,029-450-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1265,029-450-02,029-450-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1266,029-450-03,029-450-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1267,029-450-04,029-450-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1268,029-450-05,029-450-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1269,029-450-06,029-450-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1270,029-450-07,029-450-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1271,029-450-08,029-450-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1272,029-450-09,029-450-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1273,029-450-10,029-450-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1274,029-450-11,029-450-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1275,029-450-12,029-450-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1276,029-450-13,029-450-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1277,029-450-14,029-450-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1278,029-450-15,029-450-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1279,029-450-16,029-450-016,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1280,029-450-17,029-450-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1281,029-450-18,029-450-018,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1282,029-450-19,029-450-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1283,029-450-20,029-450-020,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1284,029-450-21,029-450-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1285,029-450-22,029-450-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1286,029-450-23,029-450-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1287,029-450-24,029-450-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1288,029-450-25,029-450-025,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1289,029-450-26,029-450-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1290,029-450-27,029-450-027,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1291,029-450-28,029-450-028,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1292,029-450-29,029-450-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1293,029-450-30,029-450-030,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1294,029-450-31,029-450-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1295,029-450-32,029-450-032,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1296,029-450-33,029-450-033,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1297,029-450-34,029-450-034,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1298,029-450-35,029-450-035,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1299,029-450-36,029-450-036,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1300,029-450-37,029-450-037,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1301,029-450-38,029-450-038,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1302,029-450-39,029-450-039,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1303,029-450-40,029-450-040,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1304,029-450-41,029-450-041,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1305,029-450-42,029-450-042,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1306,029-450-43,029-450-043,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel was vacant in 2012,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Parcel was vacant in 2012,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1307,029-602-03,029-602-003,SFRUU_or_MFRUU_TBD,2026,,,2,qa_correction,County shows 3 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 3 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1308,029-602-13,029-602-013,SFRUU_or_MFRUU_TBD,2023,,,3,qa_correction,Error - Should be 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - Should be 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1309,029-602-13,029-602-013,SFRUU_or_MFRUU_TBD,2026,,,-2,qa_correction,1 remaining unit Verified VBOU2012-0254,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,1 remaining unit Verified VBOU2012-0254,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1310,029-604-05,029-604-005,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1311,029-604-14,029-604-014,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1312,029-604-21,029-604-021,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1313,029-605-02,029-605-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Error - County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1314,029-605-02,029-605-002,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1315,029-610-09,029-610-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 4 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - County shows 4 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1316,029-610-09,029-610-009,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 4 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 4 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1317,029-610-13,029-610-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Error - County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1318,029-610-13,029-610-013,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1319,029-610-21,029-610-021,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit not previously counted. vboc2019-1137 verified 1 RUU,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit not previously counted. vboc2019-1137 verified 1 RUU,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1320,029-610-26,029-610-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 4 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - County shows 4 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1321,029-610-26,029-610-026,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 4 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 4 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1322,030-352-19,030-352-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Vacant parcel - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1323,030-401-01,030-401-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1324,030-401-40,030-401-040,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1325,030-401-41,030-401-041,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Error - County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1326,030-401-41,030-401-041,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1327,030-421-01,030-421-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1328,030-421-02,030-421-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1329,030-581-11,030-581-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1330,030-581-15,030-581-015,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1331,031-030-15,031-030-015,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1332,031-030-31,031-030-031,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,vacant parcel - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Additional Unit(s) Removed in 2026,True,vacant parcel - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1333,031-043-05,031-043-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1334,031-043-05,031-043-005,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1335,031-043-13,031-043-013,SFRUU_or_MFRUU_TBD,2023,,,4,qa_correction,Correction - County shows 11 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections based on County Data,False,Correction - County shows 11 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1336,031-053-09,031-053-009,SFRUU_or_MFRUU_TBD,2023,,,-4,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
1337,031-053-10,031-053-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
