ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt,ReportingYear,SweepCampaign,CorrectionCategory,CorrectionCategoryCanonical,SummaryReason,SourceFileSnapshot,LoadedAt,LoadedDate
2828,093-032-006,093-032-006,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2829,093-032-013,093-032-013,SFRUU_or_MFRUU_TBD,2023,,,2,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2830,093-032-013,093-032-013,SFRUU_or_MFRUU_TBD,2026,,,-2,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2831,093-041-002,093-041-002,SFRUU_or_MFRUU_TBD,2023,,,11,qa_correction,Correction - should be 11 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Correction - should be 11 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2832,093-041-006,093-041-006,SFRUU_or_MFRUU_TBD,2023,,,2,qa_correction,Correction - County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Correction - County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2833,093-042-008,093-042-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2834,093-042-009,093-042-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2835,093-042-014,093-042-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2836,093-042-029,093-042-029,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2837,093-042-032,093-042-032,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2838,093-042-037,093-042-037,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2839,093-042-038,093-042-038,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2840,093-051-002,093-051-002,SFRUU_or_MFRUU_TBD,2023,,,3,qa_correction,Correction - County shows 3 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 3 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2841,093-060-021,093-060-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2842,093-060-022,093-060-022,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2843,093-060-023,093-060-023,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2844,093-072-043,093-072-043,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2845,093-073-006,093-073-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2846,093-073-006,093-073-006,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2847,093-083-008,093-083-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2848,093-083-008,093-083-008,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2849,093-083-009,093-083-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2850,093-083-009,093-083-009,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2851,093-083-010,093-083-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2852,093-083-010,093-083-010,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2853,093-083-011,093-083-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2854,093-083-011,093-083-011,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2855,093-083-012,093-083-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2856,093-083-012,093-083-012,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2857,093-083-014,093-083-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2858,093-083-014,093-083-014,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2859,093-083-015,093-083-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2860,093-083-015,093-083-015,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2861,093-112-001,093-112-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2862,093-112-001,093-112-001,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2863,093-130-007,093-130-007,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2864,093-160-016,093-160-016,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2865,093-160-016,093-160-016,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2866,093-160-045,093-160-045,SFRUU_or_MFRUU_TBD,2023,,,-4,qa_correction,Correction - County shows 4 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections based on County Data,False,Correction - County shows 4 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2867,093-180-004,093-180-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2868,093-180-004,093-180-004,SFRUU_or_MFRUU_TBD,2026,,,-2,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2869,093-194-007,093-194-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2870,093-194-007,093-194-007,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2871,093-194-012,093-194-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2872,093-194-012,093-194-012,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2873,093-241-002,093-241-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2874,093-271-002,093-271-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2875,093-280-012,093-280-012,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2876,093-280-012,093-280-012,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2877,093-300-005,093-300-005,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2878,093-300-005,093-300-005,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Unit was built in 2015,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,Unit was built in 2015,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2879,093-360-027,093-360-027,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2880,093-360-027,093-360-027,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2881,093-380-004,093-380-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2882,093-380-004,093-380-004,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2883,093-600-015,093-600-015,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2884,093-600-015,093-600-015,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Error - unit was built in 2013,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,Error - unit was built in 2013,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2885,093-620-035,093-620-035,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2886,093-620-036,093-620-036,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2887,093-620-037,093-620-037,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2888,093-620-038,093-620-038,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2889,093-620-043,093-620-043,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2890,093-620-044,093-620-044,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2891,093-620-045,093-620-045,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2892,093-620-046,093-620-046,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2893,094-031-002,094-031-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2894,094-031-019,094-031-019,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Error - County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2895,094-031-019,094-031-019,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2896,094-060-008,094-060-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Error - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2897,094-060-008,094-060-008,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2898,094-070-006,094-070-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2899,094-070-006,094-070-006,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Units were built in 2024,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,Units were built in 2024,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2900,094-090-052,094-090-052,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Correction - County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Corrections - Units Removed Based on County Data,False,Correction - County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
2901,094-090-052,094-090-052,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Under-Correction in 2023; Unit(s) added,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
