APN,YEAR,Residential_Units,TouristAccommodation_Units,CommercialFloorArea_SqFt,COUNTY,JURISDICTION,PARCEL_ACRES,APN_canon,OriginalYrBuilt,OriginalYrBuilt_source_APN,match_method,CountyYearBuilt,COMBINED_YEAR_BUILT,combined_source
048-042-02,2025,0,0,0.0,WA,WA,828.6359584440098,048-042-002,1990.0,048-042-02,direct,,1990.0,original
048-140-04,2025,0,0,0.0,WA,WA,645.6975690538051,048-140-004,1953.0,048-041-15,genealogy_old_from_new,,1953.0,original
122-162-19,2025,0,0,0.0,WA,WA,0.5022794864985693,122-162-019,1965.0,122-162-19,direct,,1965.0,original
122-162-23,2025,0,0,0.0,WA,WA,12.018661288415034,122-162-023,1965.0,122-162-23,direct,1968.0,1965.0,original
122-193-31,2025,0,0,0.0,WA,WA,1.5521337126315615,122-193-031,1981.0,122-193-31,direct,,1981.0,original
122-201-21,2025,0,0,0.0,WA,WA,0.4592547322586331,122-201-021,,,unmatched,2023.0,2023.0,county
122-202-19,2025,0,0,0.0,WA,WA,0.4133818338419691,122-202-019,1972.0,122-202-19,direct,,1972.0,original
122-251-17,2025,0,0,0.0,WA,WA,0.8459988758488727,122-251-017,1970.0,122-251-17,direct,,1970.0,original
122-591-01,2025,0,0,0.0,WA,WA,0.6110405027035817,122-591-001,1980.0,122-128-16,genealogy_new_from_old,,1980.0,original
123-044-06,2025,0,0,0.0,WA,WA,0.5413129755708979,123-044-006,1980.0,123-044-06,direct,,1980.0,original
123-044-08,2025,0,0,0.0,WA,WA,0.688901897787015,123-044-008,1996.0,123-044-08,direct,1996.0,1996.0,original
123-051-03,2025,0,0,0.0,WA,WA,0.2747491427100541,123-051-003,1961.0,123-051-03,direct,1961.0,1961.0,original
123-052-02,2025,0,0,0.0,WA,WA,0.2726008126693085,123-052-002,1993.0,123-052-02,direct,1993.0,1993.0,original
123-052-03,2025,0,0,0.0,WA,WA,0.280328244607444,123-052-003,1967.0,123-052-03,direct,,1967.0,original
123-053-03,2025,0,0,0.0,WA,WA,0.1717123388985107,123-053-003,1980.0,123-053-03,direct,,1980.0,original
123-165-07,2025,0,0,0.0,WA,WA,0.0195408125986399,123-165-007,1972.0,123-165-07,direct,,1972.0,original
123-201-02,2025,0,0,0.0,WA,WA,1.759266659127191,123-201-002,1928.0,123-201-02,direct,,1928.0,original
123-260-00,2025,0,0,0.0,WA,WA,0.4219530022005596,123-260-000,1970.0,123-260-00,direct,1970.0,1970.0,original
123-270-00,2025,0,0,0.0,WA,WA,23.78887817590715,123-270-000,1980.0,123-270-00,direct,1980.0,1980.0,original
123-274-06,2025,0,0,0.0,WA,WA,0.0248546111446956,123-274-006,1980.0,123-274-06,direct,1980.0,1980.0,original
124-031-62,2025,0,0,0.0,WA,WA,3.121775902141453,124-031-062,1969.0,124-031-62,direct,1969.0,1969.0,original
124-032-33,2025,0,0,0.0,WA,WA,5.092419103293169,124-032-033,1982.0,124-032-33,direct,,1982.0,original
124-032-36,2025,0,0,0.0,WA,WA,6.429937985775931,124-032-036,1947.0,124-032-34,genealogy_new_from_old,1972.0,1947.0,original
124-032-37,2025,0,0,0.0,WA,WA,4.221252014921441,124-032-037,1934.0,124-032-35,genealogy_old_from_new,1961.0,1934.0,original
124-071-49,2025,0,0,0.0,WA,WA,1.3050630975806212,124-071-049,1979.0,124-071-49,direct,1979.0,1979.0,original
124-921-17,2025,0,0,0.0,WA,WA,0.2136200573823528,124-921-017,,,unmatched,2025.0,2025.0,county
125-010-18,2025,0,0,0.0,WA,WA,185.2541265343836,125-010-018,1986.0,125-010-18,direct,,1986.0,original
125-030-14,2025,0,0,0.0,WA,WA,2.001837479267973,125-030-014,1984.0,125-030-14,direct,1984.0,1984.0,original
125-172-17,2025,0,0,0.0,WA,WA,0.3111446953833123,125-172-017,1992.0,125-172-17,direct,,1992.0,original
125-181-08,2025,0,0,0.0,WA,WA,0.1785627955176893,125-181-008,1985.0,125-181-08,direct,,1985.0,original
125-181-21,2025,0,0,0.0,WA,WA,0.1774041890784566,125-181-021,1979.0,125-181-21,direct,,1979.0,original
125-244-40,2025,0,0,0.0,WA,WA,0.4449570283580777,125-244-040,1981.0,125-244-20,genealogy_old_from_new,,1981.0,original
125-361-01,2025,0,0,0.0,WA,WA,0.1489379700200927,125-361-001,1987.0,125-361-01,direct,1987.0,1987.0,original
125-463-01,2025,0,0,0.0,WA,WA,0.376883011531239,125-463-001,1981.0,125-463-01,direct,1981.0,1981.0,original
125-472-08,2025,0,0,0.0,WA,WA,0.6369685468332682,125-472-008,1962.0,125-472-08,direct,,1962.0,original
125-511-05,2025,0,0,0.0,WA,WA,0.745904576891128,125-511-005,,,unmatched,2024.0,2024.0,county
125-531-23,2025,0,0,0.0,WA,WA,0.577050284387011,125-531-023,1983.0,125-531-23,direct,,1983.0,original
125-541-13,2025,0,0,0.0,WA,WA,0.1847732170015062,125-541-013,,,unmatched,2024.0,2024.0,county
126-010-06,2025,0,0,0.0,WA,WA,0.3284954751365548,126-010-006,1966.0,126-010-06,direct,,1966.0,original
126-010-56,2025,0,0,0.0,WA,WA,0.0659425782429484,126-010-056,1968.0,126-010-56,direct,1968.0,1968.0,original
126-010-60,2025,0,0,0.0,WA,WA,363.7249296993968,126-010-060,1967.0,126-010-60,direct,1982.0,1967.0,original
126-210-02,2025,0,0,0.0,WA,WA,1.6777995342720815,126-210-002,1969.0,126-210-02,direct,,1969.0,original
126-251-20,2025,0,0,0.0,WA,WA,0.3672958731493085,126-251-020,1974.0,126-251-20,direct,,1974.0,original
126-271-20,2025,0,0,0.0,WA,WA,1.1444936645613304,126-271-020,2007.0,126-271-18,genealogy_old_from_new,,2007.0,original
126-540-34,2025,0,0,0.0,WA,WA,26.76933912583627,126-540-034,1972.0,126-570-16,genealogy_new_from_old,,1972.0,original
127-010-04,2025,0,0,0.0,WA,WA,3.3884916422325566,127-010-004,1965.0,127-010-04,direct,1965.0,1965.0,original
127-010-07,2025,0,0,0.0,WA,WA,17.981321695129555,127-010-007,1964.0,127-010-07,direct,1989.0,1964.0,original
127-030-16,2025,0,0,0.0,WA,WA,6.005881644039454,127-030-016,1981.0,127-030-16,direct,1988.0,1981.0,original
127-030-39,2025,0,0,0.0,WA,WA,4.603628029911704,127-030-039,1965.0,127-030-21,genealogy_old_from_new,2009.0,1965.0,original
127-040-03,2025,0,0,0.0,WA,WA,0.3442512941695075,127-040-003,1981.0,127-040-03,direct,,1981.0,original
127-079-01,2025,0,0,0.0,WA,WA,24.537837338442028,127-079-001,1982.0,127-079-01,direct,1982.0,1982.0,original
127-280-01,2025,0,0,0.0,WA,WA,13.914282673956082,127-280-001,1975.0,127-280-01,direct,1975.0,1975.0,original
128-351-01,2025,0,0,0.0,WA,WA,16.29461810416135,128-351-001,1971.0,128-351-01,direct,,1971.0,original
129-091-02,2025,0,0,0.0,WA,WA,0.0144164645293891,129-091-002,,,unmatched,1983.0,1983.0,county
129-091-03,2025,0,0,0.0,WA,WA,0.0144165148363894,129-091-003,1983.0,129-022-07,genealogy_new_from_old,1983.0,1983.0,original
129-091-04,2025,0,0,0.0,WA,WA,0.0144166093337366,129-091-004,,,unmatched,1983.0,1983.0,county
130-010-08,2025,0,0,0.0,WA,WA,87.32300015196795,130-010-008,1980.0,130-010-08,direct,2000.0,1980.0,original
130-050-01,2025,0,0,0.0,WA,WA,1.4530403327955967,130-050-001,1995.0,130-050-01,direct,2008.0,1995.0,original
130-241-56,2025,0,0,0.0,WA,WA,0.6894686778483405,130-241-056,1976.0,130-312-28,genealogy_old_from_new,,1976.0,original
130-302-16,2025,0,0,0.0,WA,WA,1.161105370238318,130-302-016,,,unmatched,2016.0,2016.0,county
130-311-02,2025,0,0,0.0,WA,WA,1.2984901697494642,130-311-002,1968.0,130-311-02,direct,,1968.0,original
130-312-10,2025,0,0,0.0,WA,WA,1.1253345077395278,130-312-010,1982.0,130-312-10,direct,,1982.0,original
130-312-28,2025,0,0,0.0,WA,WA,0.5340228997261969,130-312-028,1976.0,130-312-28,direct,,1976.0,original
131-012-07,2025,0,0,0.0,WA,WA,20.53234540729086,131-012-007,1969.0,131-012-07,direct,,1969.0,original
131-020-00,2025,0,0,0.0,WA,WA,2.693256853743227,131-020-000,1970.0,131-020-00,direct,1970.0,1970.0,original
132-011-03,2025,0,0,0.0,WA,WA,1.225199170192221,132-011-003,,,unmatched,1982.0,1982.0,county
132-011-07,2025,0,0,0.0,WA,WA,3.365457222658103,132-011-007,1981.0,132-011-07,direct,1981.0,1981.0,original
132-011-08,2025,0,0,0.0,WA,WA,2.9404109208816105,132-011-008,1990.0,132-011-08,direct,1990.0,1990.0,original
132-020-17,2025,0,0,0.0,WA,WA,0.3877558889443717,132-020-017,1979.0,132-020-17,direct,1979.0,1979.0,original
132-020-19,2025,0,0,0.0,WA,WA,0.1829176380963392,132-020-019,1978.0,132-020-19,direct,1978.0,1978.0,original
132-020-21,2025,0,0,0.0,WA,WA,0.155662931145097,132-020-021,1969.0,132-020-21,direct,1969.0,1969.0,original
132-020-26,2025,0,0,0.0,WA,WA,1.2541140170955258,132-020-026,2004.0,132-020-26,direct,2004.0,2004.0,original
132-040-00,2025,0,0,0.0,WA,WA,2.812630931294254,132-040-000,1974.0,132-040-00,direct,,1974.0,original
132-060-00,2025,0,0,0.0,WA,WA,19.523038080999072,132-060-000,1985.0,132-060-00,direct,1985.0,1985.0,original
132-201-02,2025,0,0,0.0,WA,WA,6.506907837662268,132-201-002,1965.0,132-201-02,direct,1965.0,1965.0,original
132-221-07,2025,0,0,0.0,WA,WA,0.2093159137441593,132-221-007,1978.0,132-221-07,direct,1978.0,1978.0,original
132-221-11,2025,0,0,0.0,WA,WA,0.1854887905043781,132-221-011,1966.0,132-221-10,genealogy_old_from_new,,1966.0,original
132-222-18,2025,0,0,0.0,WA,WA,0.2284614480730496,132-222-018,1965.0,132-222-18,direct,1965.0,1965.0,original
132-223-06,2025,0,0,0.0,WA,WA,0.1768563917694918,132-223-006,1973.0,132-223-06,direct,1973.0,1973.0,original
132-223-07,2025,0,0,0.0,WA,WA,0.4712549282680095,132-223-007,1967.0,132-223-07,direct,1967.0,1967.0,original
132-223-14,2025,0,0,0.0,WA,WA,0.8545642537440494,132-223-014,2006.0,132-223-14,direct,2006.0,2006.0,original
132-231-06,2025,0,0,0.0,WA,WA,1.1068520965951056,132-231-006,2002.0,132-231-06,direct,2002.0,2002.0,original
132-232-03,2025,0,0,0.0,WA,WA,0.6297725092289302,132-232-003,1978.0,132-232-03,direct,1978.0,1978.0,original
132-260-02,2025,0,0,0.0,WA,WA,0.011023029106059,132-260-002,1969.0,132-260-02,direct,1969.0,1969.0,original
132-260-03,2025,0,0,0.0,WA,WA,0.0110231875179343,132-260-003,1974.0,132-260-03,direct,1974.0,1974.0,original
132-260-04,2025,0,0,0.0,WA,WA,0.0110231114693625,132-260-004,1974.0,132-260-04,direct,1974.0,1974.0,original
132-260-05,2025,0,0,0.0,WA,WA,0.0110234657152906,132-260-005,1974.0,132-260-05,direct,1974.0,1974.0,original
132-260-06,2025,0,0,0.0,WA,WA,0.0110227840891746,132-260-006,1974.0,132-260-06,direct,1974.0,1974.0,original
132-260-08,2025,0,0,0.0,WA,WA,0.0110233559270076,132-260-008,1974.0,132-260-08,direct,1974.0,1974.0,original
132-431-01,2025,0,0,0.0,WA,WA,0.0203027165583144,132-431-001,1981.0,132-431-01,direct,1981.0,1981.0,original
132-431-02,2025,0,0,0.0,WA,WA,0.0185078888673416,132-431-002,1981.0,132-431-02,direct,1981.0,1981.0,original
132-431-03,2025,0,0,0.0,WA,WA,0.0185106075071542,132-431-003,1981.0,132-431-03,direct,1981.0,1981.0,original
132-431-04,2025,0,0,0.0,WA,WA,0.0203005994576727,132-431-004,1981.0,132-431-04,direct,1981.0,1981.0,original
132-431-05,2025,0,0,0.0,WA,WA,0.0268199848138957,132-431-005,1981.0,132-431-05,direct,1981.0,1981.0,original
132-431-06,2025,0,0,0.0,WA,WA,0.0242055526867802,132-431-006,1981.0,132-431-06,direct,1981.0,1981.0,original
132-431-07,2025,0,0,0.0,WA,WA,0.0265978703868906,132-431-007,1981.0,132-431-07,direct,1981.0,1981.0,original
132-431-08,2025,0,0,0.0,WA,WA,0.0215235687100846,132-431-008,1981.0,132-431-08,direct,1981.0,1981.0,original
132-431-09,2025,0,0,0.0,WA,WA,0.0209012321915501,132-431-009,1981.0,132-431-09,direct,1981.0,1981.0,original
132-431-10,2025,0,0,0.0,WA,WA,0.0216494050901104,132-431-010,1981.0,132-431-10,direct,1981.0,1981.0,original
132-431-11,2025,0,0,0.0,WA,WA,0.0636234895193642,132-431-011,1981.0,132-431-11,direct,1981.0,1981.0,original
132-432-01,2025,0,0,0.0,WA,WA,0.0203027165583144,132-432-001,1981.0,132-432-01,direct,1981.0,1981.0,original
132-432-02,2025,0,0,0.0,WA,WA,0.0185078888673416,132-432-002,1981.0,132-432-02,direct,1981.0,1981.0,original
132-432-04,2025,0,0,0.0,WA,WA,0.0203005994576727,132-432-004,1981.0,132-432-04,direct,1981.0,1981.0,original
132-432-05,2025,0,0,0.0,WA,WA,0.0268199848138957,132-432-005,1981.0,132-432-05,direct,1981.0,1981.0,original
132-432-07,2025,0,0,0.0,WA,WA,0.0265978703868906,132-432-007,1981.0,132-432-07,direct,1981.0,1981.0,original
132-432-08,2025,0,0,0.0,WA,WA,0.0215235687100846,132-432-008,1981.0,132-432-08,direct,1981.0,1981.0,original
132-432-10,2025,0,0,0.0,WA,WA,0.0216494050901104,132-432-010,1981.0,132-432-10,direct,1981.0,1981.0,original
132-591-01,2025,0,0,0.0,WA,WA,0.3763281170229945,132-591-001,2005.0,132-232-12,genealogy_old_from_new,,2005.0,original
132-600-02,2025,0,0,0.0,WA,WA,0.0316313823947114,132-600-002,,,unmatched,2016.0,2016.0,county
132-600-03,2025,0,0,0.0,WA,WA,0.0316245222107312,132-600-003,,,unmatched,2016.0,2016.0,county
132-601-01,2025,0,0,0.0,WA,WA,0.0316313823947114,132-601-001,,,unmatched,2016.0,2016.0,county
132-601-02,2025,0,0,0.0,WA,WA,0.0114811798885755,132-601-002,,,unmatched,2016.0,2016.0,county
132-601-03,2025,0,0,0.0,WA,WA,0.0316156243883228,132-601-003,,,unmatched,2016.0,2016.0,county
1319-07-001-003,2025,0,0,0.0,DG,DG,5.839889860925283,1319-07-001-003,1991.0,011-030-05,genealogy_old_from_new,,1991.0,original
1418-10-602-002,2025,0,0,0.0,DG,DG,4.306271657833555,1418-10-602-002,1979.0,1418-10-602-002,direct,1979.0,1979.0,original
1418-15-702-007,2025,0,0,0.0,DG,DG,15.116123986857993,1418-15-702-007,1970.0,1418-15-702-007,direct,1970.0,1970.0,original
1418-15-702-002,2025,0,0,0.0,DG,DG,1.053224676874557,1418-15-702-002,1979.0,1418-15-702-002,direct,1979.0,1979.0,original
1418-15-510-015,2025,0,0,0.0,DG,DG,0.0552949922629731,1418-15-510-015,2006.0,1418-15-510-015,direct,,2006.0,original
1418-10-802-007,2025,0,0,0.0,DG,DG,1.5463120753735566,1418-10-802-007,1936.0,1418-10-802-007,direct,1936.0,1936.0,original
1418-27-210-004,2025,0,0,0.0,DG,DG,0.1310655877109144,1418-27-210-004,1990.0,1418-27-210-004,direct,1990.0,1990.0,original
1418-27-210-017,2025,0,0,0.0,DG,DG,0.0288214873308139,1418-27-210-017,1975.0,1418-27-210-017,direct,1975.0,1975.0,original
1418-11-303-003,2025,0,0,0.0,DG,DG,1.2030862279960264,1418-11-303-003,1964.0,1418-11-303-003,direct,,1964.0,original
1418-10-710-009,2025,0,0,0.0,DG,DG,0.1187823226021368,1418-10-710-009,1996.0,1418-10-710-009,direct,,1996.0,original
1418-23-301-004,2025,0,0,0.0,DG,DG,10.009794735005842,1418-23-301-004,1990.0,1418-23-301-004,direct,1990.0,1990.0,original
1418-15-110-021,2025,0,0,0.0,DG,DG,0.0575427304590054,1418-15-110-021,2017.0,1418-15-110-021,direct,2017.0,2017.0,original
1418-15-110-017,2025,0,0,0.0,DG,DG,0.0570426332879721,1418-15-110-017,,,unmatched,2019.0,2019.0,county
1418-34-113-002,2025,0,0,0.0,DG,DG,2.710328863642816,1418-34-113-002,1959.0,1418-34-101-001,genealogy_new_from_old,,1959.0,original
1418-34-110-066,2025,0,0,0.0,DG,DG,3.713948250955775,1418-34-110-066,,,unmatched,1987.0,1987.0,county
1418-34-110-021,2025,0,0,0.0,DG,DG,0.1972755784217146,1418-34-110-021,1952.0,1418-34-110-021,direct,,1952.0,original
1418-34-110-068,2025,0,0,0.0,DG,DG,0.2016740239112321,1418-34-110-068,,,unmatched,1979.0,1979.0,county
1418-34-110-049,2025,0,0,0.0,DG,DG,0.0771265844501835,1418-34-110-049,1975.0,1418-34-110-049,direct,1975.0,1975.0,original
1418-34-110-018,2025,0,0,0.0,DG,DG,0.1537019576990644,1418-34-110-018,1980.0,1418-34-110-018,direct,,1980.0,original
1418-34-110-063,2025,0,0,0.0,DG,DG,0.2048471255798808,1418-34-110-063,1920.0,1418-34-110-020,genealogy_new_from_old,1920.0,1920.0,original
1418-34-110-036,2025,0,0,0.0,DG,DG,0.1047686454622267,1418-34-110-036,2007.0,1418-34-110-036,direct,2008.0,2007.0,original
1418-34-110-064,2025,0,0,0.0,DG,DG,0.1627714684370176,1418-34-110-064,1932.0,1418-34-110-024,genealogy_new_from_old,2018.0,1932.0,original
1418-34-110-028,2025,0,0,0.0,DG,DG,0.0578702369370275,1418-34-110-028,1950.0,1418-34-110-028,direct,,1950.0,original
1418-34-210-018,2025,0,0,0.0,DG,DG,0.2497685863493454,1418-34-210-018,1985.0,1418-34-210-018,direct,1985.0,1985.0,original
1418-34-401-021,2025,0,0,0.0,DG,DG,1.5064917082789449,1418-34-401-021,1979.0,1418-34-401-021,direct,,1979.0,original
1418-34-401-022,2025,0,0,0.0,DG,DG,0.3748421832402697,1418-34-401-022,1980.0,1418-34-401-022,direct,,1980.0,original
1318-03-111-033,2025,0,0,0.0,DG,DG,0.288978741866747,1318-03-111-033,1965.0,1318-03-111-033,direct,,1965.0,original
1318-26-101-010,2025,0,0,0.0,DG,DG,0.0486364203302099,1318-26-101-010,1976.0,1318-26-101-010,direct,1976.0,1976.0,original
1318-27-002-003,2025,0,0,0.0,DG,DG,0.1751511135105042,1318-27-002-003,1961.0,1318-27-002-003,direct,1961.0,1961.0,original
1318-22-301-001,2025,0,0,0.0,DG,DG,2.740668603595652,1318-22-301-001,,,unmatched,2019.0,2019.0,county
1318-22-001-010,2025,0,0,0.0,DG,DG,4.5359085483016734,1318-22-001-010,1980.0,1318-22-001-010,direct,1980.0,1980.0,original
1318-22-002-106,2025,0,0,0.0,DG,DG,3.283487043712527,1318-22-002-106,1934.0,1318-22-002-005,genealogy_old_from_new,1934.0,1934.0,original
1318-23-401-012,2025,0,0,0.0,DG,DG,0.2062373575516481,1318-23-401-012,1965.0,1318-23-401-012,direct,,1965.0,original
1318-23-401-017,2025,0,0,0.0,DG,DG,0.2075183207768874,1318-23-401-017,1965.0,1318-23-401-017,direct,1965.0,1965.0,original
1318-23-401-018,2025,0,0,0.0,DG,DG,0.2072170763932903,1318-23-401-018,1967.0,1318-23-401-018,direct,,1967.0,original
1318-23-314-002,2025,0,0,0.0,DG,DG,0.0539157131328154,1318-23-314-002,1980.0,1318-23-314-002,direct,1980.0,1980.0,original
1318-23-314-011,2025,0,0,0.0,DG,DG,0.0539158292481799,1318-23-314-011,1980.0,1318-23-314-011,direct,1980.0,1980.0,original
1318-23-314-019,2025,0,0,0.0,DG,DG,0.0118553055167717,1318-23-314-019,1980.0,1318-23-314-019,direct,1980.0,1980.0,original
1318-23-314-018,2025,0,0,0.0,DG,DG,0.0118551455905466,1318-23-314-018,1980.0,1318-23-314-018,direct,1980.0,1980.0,original
1318-23-314-006,2025,0,0,0.0,DG,DG,0.0118551344990114,1318-23-314-006,1980.0,1318-23-314-006,direct,1980.0,1980.0,original
1318-23-314-008,2025,0,0,0.0,DG,DG,0.0118556407276952,1318-23-314-008,1980.0,1318-23-314-008,direct,1980.0,1980.0,original
1318-23-314-009,2025,0,0,0.0,DG,DG,0.011855159982965,1318-23-314-009,1980.0,1318-23-314-009,direct,1980.0,1980.0,original
1318-23-314-015,2025,0,0,0.0,DG,DG,0.0118550377143255,1318-23-314-015,1980.0,1318-23-314-015,direct,1980.0,1980.0,original
1318-23-314-010,2025,0,0,0.0,DG,DG,0.0117446062932078,1318-23-314-010,1980.0,1318-23-314-010,direct,1980.0,1980.0,original
1318-23-314-013,2025,0,0,0.0,DG,DG,0.0118552678615915,1318-23-314-013,1980.0,1318-23-314-013,direct,1980.0,1980.0,original
1318-15-501-002,2025,0,0,0.0,DG,DG,0.5856844315046931,1318-15-501-002,1970.0,1318-15-501-002,direct,1970.0,1970.0,original
1318-10-310-052,2025,0,0,0.0,DG,DG,0.2263518285298303,1318-10-310-052,,,unmatched,2015.0,2015.0,county
1318-09-810-010,2025,0,0,0.0,DG,DG,0.1487127458289568,1318-09-810-010,1995.0,1318-09-810-010,direct,,1995.0,original
1318-09-810-107,2025,0,0,0.0,DG,DG,0.1496147292271884,1318-09-810-107,,,unmatched,2010.0,2010.0,county
1318-09-810-109,2025,0,0,0.0,DG,DG,0.1487508848620037,1318-09-810-109,1932.0,1318-09-810-109,direct,2013.0,1932.0,original
1318-15-111-085,2025,0,0,0.0,DG,DG,8.476519764816972,1318-15-111-085,1974.0,1318-15-111-085,direct,,1974.0,original
1318-15-110-052,2025,0,0,0.0,DG,DG,9.153393884219504,1318-15-110-052,1974.0,1318-15-110-052,direct,,1974.0,original
1318-03-000-005,2025,0,0,0.0,DG,DG,31.034269640709116,1318-03-000-005,1960.0,1318-03-000-005,direct,1960.0,1960.0,original
1318-03-000-007,2025,0,0,0.0,DG,DG,0.5068994573442952,1318-03-000-007,1954.0,1318-03-000-007,direct,1954.0,1954.0,original
1318-03-000-006,2025,0,0,0.0,DG,DG,0.3408391118147784,1318-03-000-006,1990.0,1318-03-000-006,direct,1990.0,1990.0,original
1318-10-000-003,2025,0,0,0.0,DG,DG,27.989778565540032,1318-10-000-003,1980.0,1318-10-000-003,direct,1980.0,1980.0,original
1318-23-410-054,2025,0,0,0.0,DG,DG,0.3561230010781618,1318-23-410-054,1975.0,1318-23-410-054,direct,,1975.0,original
1318-23-410-048,2025,0,0,0.0,DG,DG,0.0245705793160338,1318-23-410-048,1970.0,1318-23-410-048,direct,,1970.0,original
1318-23-401-033,2025,0,0,0.0,DG,DG,0.0693609354972156,1318-23-401-033,1996.0,1318-23-401-033,direct,,1996.0,original
1318-24-801-003,2025,0,0,0.0,DG,DG,0.5253042289402301,1318-24-801-003,1974.0,1318-24-801-003,direct,1974.0,1974.0,original
1318-26-601-005,2025,0,0,0.0,DG,DG,1.126927201249023,1318-26-601-005,2006.0,1318-26-601-005,direct,2006.0,2006.0,original
1318-26-501-006,2025,0,0,0.0,DG,DG,6.678364379094651,1318-26-501-006,1959.0,1318-26-501-006,direct,,1959.0,original
1318-26-101-089,2025,0,0,0.0,DG,DG,0.305771170479068,1318-26-101-089,1964.0,1318-26-101-089,direct,1964.0,1964.0,original
1318-26-101-088,2025,0,0,0.0,DG,DG,0.3293049982031774,1318-26-101-088,1976.0,1318-26-101-088,direct,,1976.0,original
1318-26-101-060,2025,0,0,0.0,DG,DG,0.2767331524089262,1318-26-101-060,1959.0,1318-26-101-060,direct,1959.0,1959.0,original
1318-26-101-091,2025,0,0,0.0,DG,DG,0.2842028775021003,1318-26-101-091,,,unmatched,2015.0,2015.0,county
1318-00-001-008,2025,0,0,0.0,DG,DG,123.6349825460487,1318-00-001-008,1968.0,1318-00-001-008,direct,1968.0,1968.0,original
1318-24-311-015,2025,0,0,0.0,DG,DG,0.4134371746944151,1318-24-311-015,1957.0,1318-24-311-015,direct,,1957.0,original
1319-30-710-015,2025,0,0,0.0,DG,DG,0.0230027182086326,1319-30-710-015,1980.0,1319-30-710-015,direct,1980.0,1980.0,original
1319-30-710-016,2025,0,0,0.0,DG,DG,0.0228735846462736,1319-30-710-016,1980.0,1319-30-710-016,direct,1980.0,1980.0,original
1319-30-710-017,2025,0,0,0.0,DG,DG,0.0229375356747848,1319-30-710-017,1980.0,1319-30-710-017,direct,1980.0,1980.0,original
1319-30-710-009,2025,0,0,0.0,DG,DG,0.0230027182086326,1319-30-710-009,1980.0,1319-30-710-009,direct,1980.0,1980.0,original
1319-30-710-010,2025,0,0,0.0,DG,DG,0.0228735846462736,1319-30-710-010,1980.0,1319-30-710-010,direct,1980.0,1980.0,original
1319-30-710-011,2025,0,0,0.0,DG,DG,0.0229375356747848,1319-30-710-011,1980.0,1319-30-710-011,direct,1980.0,1980.0,original
1319-30-616-013,2025,0,0,0.0,DG,DG,0.0229737434626557,1319-30-616-013,1980.0,1319-30-616-013,direct,1980.0,1980.0,original
1319-30-618-007,2025,0,0,0.0,DG,DG,0.0229787003961839,1319-30-618-007,1980.0,1319-30-618-007,direct,1980.0,1980.0,original
1319-30-618-004,2025,0,0,0.0,DG,DG,0.0229787003961839,1319-30-618-004,1980.0,1319-30-618-004,direct,1980.0,1980.0,original
1319-30-618-001,2025,0,0,0.0,DG,DG,0.0229787003961839,1319-30-618-001,1980.0,1319-30-618-001,direct,1980.0,1980.0,original
1319-30-616-017,2025,0,0,0.0,DG,DG,0.0229737434626557,1319-30-616-017,1980.0,1319-30-616-017,direct,1980.0,1980.0,original
1319-30-616-020,2025,0,0,0.0,DG,DG,0.0230718065292061,1319-30-616-020,1980.0,1319-30-616-020,direct,1980.0,1980.0,original
1319-30-616-016,2025,0,0,0.0,DG,DG,0.0230718065292061,1319-30-616-016,1980.0,1319-30-616-016,direct,1980.0,1980.0,original
1319-30-616-019,2025,0,0,0.0,DG,DG,0.0228797564119114,1319-30-616-019,1980.0,1319-30-616-019,direct,1980.0,1980.0,original
1319-30-616-015,2025,0,0,0.0,DG,DG,0.0228797564119114,1319-30-616-015,1980.0,1319-30-616-015,direct,1980.0,1980.0,original
1319-30-616-011,2025,0,0,0.0,DG,DG,0.0228797564119114,1319-30-616-011,1980.0,1319-30-616-011,direct,1980.0,1980.0,original
1319-30-616-012,2025,0,0,0.0,DG,DG,0.0230718065292061,1319-30-616-012,1980.0,1319-30-616-012,direct,1980.0,1980.0,original
1319-30-616-007,2025,0,0,0.0,DG,DG,0.0229774187494384,1319-30-616-007,1980.0,1319-30-616-007,direct,1980.0,1980.0,original
1319-30-616-004,2025,0,0,0.0,DG,DG,0.0229774187494384,1319-30-616-004,1980.0,1319-30-616-004,direct,1980.0,1980.0,original
1319-30-616-001,2025,0,0,0.0,DG,DG,0.0229774187494384,1319-30-616-001,1980.0,1319-30-616-001,direct,1980.0,1980.0,original
1319-30-723-016,2025,0,0,0.0,DG,DG,0.0268153499331887,1319-30-723-016,1985.0,1319-30-723-016,direct,1985.0,1985.0,original
1319-30-723-012,2025,0,0,0.0,DG,DG,0.0268153499331887,1319-30-723-012,1985.0,1319-30-723-012,direct,1985.0,1985.0,original
1319-30-723-015,2025,0,0,0.0,DG,DG,0.0268714715594393,1319-30-723-015,1985.0,1319-30-723-015,direct,1985.0,1985.0,original
1319-30-723-019,2025,0,0,0.0,DG,DG,0.0268714715594393,1319-30-723-019,1985.0,1319-30-723-019,direct,1985.0,1985.0,original
1319-30-721-010,2025,0,0,0.0,DG,DG,0.0281976284217087,1319-30-721-010,1984.0,1319-30-721-010,direct,1984.0,1984.0,original
1319-30-721-004,2025,0,0,0.0,DG,DG,0.0268931588386668,1319-30-721-004,1983.0,1319-30-721-004,direct,1983.0,1983.0,original
1319-30-722-015,2025,0,0,0.0,DG,DG,0.0270045676904747,1319-30-722-015,1983.0,1319-30-722-015,direct,1983.0,1983.0,original
