APN,YEAR,Residential_Units,TouristAccommodation_Units,CommercialFloorArea_SqFt,COUNTY,JURISDICTION,PARCEL_ACRES,APN_canon,OriginalYrBuilt,OriginalYrBuilt_source_APN,match_method,CountyYearBuilt,COMBINED_YEAR_BUILT,combined_source
1319-19-802-011,2025,0,0,0.0,DG,DG,0.1700381659439296,1319-19-802-011,1976.0,1319-19-802-011,direct,1976.0,1976.0,original
1319-19-802-012,2025,0,0,0.0,DG,DG,0.379507897031172,1319-19-802-012,1976.0,1319-19-802-012,direct,1976.0,1976.0,original
1319-19-801-001,2025,0,0,0.0,DG,DG,0.7551505388467898,1319-19-801-001,1977.0,1319-19-801-001,direct,1977.0,1977.0,original
1319-19-801-002,2025,0,0,0.0,DG,DG,3.502280991204778,1319-19-801-002,1977.0,1319-19-801-002,direct,1977.0,1977.0,original
1319-30-610-001,2025,0,0,0.0,DG,DG,56.29696653299919,1319-30-610-001,1980.0,1319-30-610-001,direct,,1980.0,original
1418-34-111-001,2025,0,0,0.0,DG,DG,0.1572373751446415,1418-34-111-001,1937.0,1418-34-111-001,direct,1937.0,1937.0,original
1418-34-211-022,2025,0,0,0.0,DG,DG,0.2999609869763941,1418-34-211-022,1996.0,1418-34-211-022,direct,1996.0,1996.0,original
1418-34-303-007,2025,0,0,0.0,DG,DG,1.556318740370792,1418-34-303-007,1990.0,1418-34-303-007,direct,1990.0,1990.0,original
1418-34-303-001,2025,0,0,0.0,DG,DG,1.107689637893667,1418-34-303-001,1990.0,1418-34-303-001,direct,,1990.0,original
1418-34-310-013,2025,0,0,0.0,DG,DG,2.5544919847199465,1418-34-310-013,1980.0,1418-34-310-012,genealogy_new_from_old,,1980.0,original
1318-26-101-004,2025,0,0,0.0,DG,DG,1.328724602014133,1318-26-101-004,1976.0,1318-26-101-004,direct,1976.0,1976.0,original
1318-27-001-004,2025,0,0,0.0,DG,DG,3.8240735310818046,1318-27-001-004,1985.0,1318-27-001-004,direct,,1985.0,original
1318-26-101-092,2025,0,0,0.0,DG,DG,0.360813850646157,1318-26-101-092,,,unmatched,1965.0,1965.0,county
1318-27-001-010,2025,0,0,0.0,DG,DG,1.8120063228372552,1318-27-001-010,1980.0,1318-27-001-010,direct,1980.0,1980.0,original
1318-27-001-013,2025,0,0,0.0,DG,DG,12.77918629195156,1318-27-001-013,1984.0,1318-27-001-008,genealogy_new_from_old,1984.0,1984.0,original
1318-23-401-042,2025,0,0,0.0,DG,DG,0.5640875390610038,1318-23-401-042,2006.0,1318-23-401-042,direct,2006.0,2006.0,original
1318-15-804-005,2025,0,0,0.0,DG,DG,0.2280543435773319,1318-15-804-005,1980.0,1318-15-804-005,direct,1980.0,1980.0,original
1318-23-401-016,2025,0,0,0.0,DG,DG,0.2085919693721321,1318-23-401-016,1965.0,1318-23-401-016,direct,,1965.0,original
1318-23-401-048,2025,0,0,0.0,DG,DG,0.7032343053451583,1318-23-401-048,1965.0,1318-23-401-040,genealogy_old_from_new,,1965.0,original
1318-23-401-050,2025,0,0,0.0,DG,DG,0.3688176804523853,1318-23-401-050,1984.0,1318-23-401-038,genealogy_old_from_new,,1984.0,original
1318-23-314-004,2025,0,0,0.0,DG,DG,0.0236007181098871,1318-23-314-004,1980.0,1318-23-314-004,direct,1980.0,1980.0,original
1318-23-314-020,2025,0,0,0.0,DG,DG,0.0237112977460302,1318-23-314-020,1980.0,1318-23-314-020,direct,1980.0,1980.0,original
1318-23-314-005,2025,0,0,0.0,DG,DG,0.0118554526220377,1318-23-314-005,1980.0,1318-23-314-005,direct,1980.0,1980.0,original
1318-23-314-016,2025,0,0,0.0,DG,DG,0.0237105154631304,1318-23-314-016,1980.0,1318-23-314-016,direct,1980.0,1980.0,original
1318-23-314-014,2025,0,0,0.0,DG,DG,0.0118551599806049,1318-23-314-014,1980.0,1318-23-314-014,direct,1980.0,1980.0,original
1318-23-214-001,2025,0,0,0.0,DG,DG,3.7748765457016336,1318-23-214-001,1975.0,1318-23-214-001,direct,,1975.0,original
1318-23-101-003,2025,0,0,0.0,DG,DG,51.73937329601446,1318-23-101-003,1990.0,1318-23-101-003,direct,1990.0,1990.0,original
1318-15-601-006,2025,0,0,0.0,DG,DG,1.6093930038467772,1318-15-601-006,,,unmatched,1969.0,1969.0,county
1318-23-315-045,2025,0,0,0.0,DG,DG,15.474608509606318,1318-23-315-045,2005.0,1318-23-301-001,genealogy_new_from_old,,2005.0,original
1318-22-002-105,2025,0,0,0.0,DG,DG,30.16204644680852,1318-22-002-105,,,unmatched,1934.0,1934.0,county
1318-10-310-059,2025,0,0,0.0,DG,DG,0.1501134433144513,1318-10-310-059,1957.0,1318-10-310-059,direct,,1957.0,original
1318-09-701-001,2025,0,0,0.0,DG,DG,22.21002712642476,1318-09-701-001,1936.0,1318-09-701-001,direct,1957.0,1936.0,original
1318-09-810-106,2025,0,0,0.0,DG,DG,0.3130192559290569,1318-09-810-106,1997.0,1318-09-810-106,direct,1997.0,1997.0,original
1318-03-000-001,2025,0,0,0.0,DG,DG,125.7251474802399,1318-03-000-001,2003.0,1318-03-000-001,direct,2003.0,2003.0,original
1318-10-411-014,2025,0,0,0.0,DG,DG,0.5118822136761355,1318-10-411-014,1991.0,1318-10-411-014,direct,,1991.0,original
1318-10-301-009,2025,0,0,0.0,DG,DG,3.12781101838334,1318-10-301-009,2007.0,1318-10-301-009,direct,2008.0,2007.0,original
1318-10-314-018,2025,0,0,0.0,DG,DG,0.2000417106605401,1318-10-314-018,2007.0,1318-10-314-018,direct,2007.0,2007.0,original
1318-26-501-004,2025,0,0,0.0,DG,DG,7.806971934652135,1318-26-501-004,1959.0,1318-26-501-004,direct,1959.0,1959.0,original
1318-23-202-001,2025,0,0,0.0,DG,DG,22.929559983517244,1318-23-202-001,1979.0,1318-23-202-001,direct,1976.0,1979.0,original
1318-03-210-021,2025,0,0,0.0,DG,DG,0.4286005041771682,1318-03-210-021,1980.0,1318-03-210-021,direct,1980.0,1980.0,original
1318-03-210-020,2025,0,0,0.0,DG,DG,0.274181033214495,1318-03-210-020,1960.0,1318-03-210-020,direct,1960.0,1960.0,original
1318-10-000-006,2025,0,0,0.0,DG,DG,174.72756917810548,1318-10-000-006,2001.0,1318-10-000-006,direct,2001.0,2001.0,original
1318-15-810-001,2025,0,0,0.0,DG,DG,9.61040165416876,1318-15-810-001,2003.0,1318-15-810-001,direct,,2003.0,original
1318-23-212-074,2025,0,0,0.0,DG,DG,0.0221143471755689,1318-23-212-074,,,unmatched,1975.0,1975.0,county
1318-10-310-092,2025,0,0,0.0,DG,DG,0.4927340367438281,1318-10-310-092,,,unmatched,1928.0,1928.0,county
1318-27-001-020,2025,0,0,0.0,DG,DG,4.984791276779913,1318-27-001-020,,,unmatched,1978.0,1978.0,county
1418-34-210-026,2025,0,0,0.0,DG,DG,0.2683172415101248,1418-34-210-026,1985.0,1418-34-210-026,direct,1985.0,1985.0,original
1318-27-001-014,2025,0,0,0.0,DG,DG,3.179062815114724,1318-27-001-014,1980.0,1318-27-001-012,genealogy_old_from_new,,1980.0,original
1318-16-810-053,2025,0,0,0.0,DG,DG,0.5587498569995634,1318-16-810-053,1950.0,1318-16-810-053,direct,1950.0,1950.0,original
1318-15-804-006,2025,0,0,0.0,DG,DG,0.7445354436397844,1318-15-804-006,1964.0,1318-15-804-006,direct,1964.0,1964.0,original
1318-23-401-014,2025,0,0,0.0,DG,DG,0.2543974839745349,1318-23-401-014,1960.0,1318-23-401-014,direct,1960.0,1960.0,original
1318-23-314-012,2025,0,0,0.0,DG,DG,0.0118554415256402,1318-23-314-012,1980.0,1318-23-314-012,direct,1980.0,1980.0,original
1318-23-314-017,2025,0,0,0.0,DG,DG,0.0237104271916869,1318-23-314-017,1980.0,1318-23-314-017,direct,1980.0,1980.0,original
1318-22-001-012,2025,0,0,0.0,DG,DG,4.643920854753563,1318-22-001-012,1971.0,1318-22-001-012,direct,,1971.0,original
1318-15-802-008,2025,0,0,0.0,DG,DG,0.798325566582458,1318-15-802-008,,,unmatched,2009.0,2009.0,county
1318-10-310-075,2025,0,0,0.0,DG,DG,0.276764251570077,1318-10-310-075,1927.0,1318-10-310-075,direct,,1927.0,original
1318-15-401-001,2025,0,0,0.0,DG,DG,125.43783626971576,1318-15-401-001,1989.0,1318-15-401-001,direct,1989.0,1989.0,original
1318-15-201-003,2025,0,0,0.0,DG,DG,6.99721360803444,1318-15-201-003,,,unmatched,1987.0,1987.0,county
1318-10-313-023,2025,0,0,0.0,DG,DG,0.3772973743784055,1318-10-313-023,,,unmatched,2013.0,2013.0,county
1318-24-401-001,2025,0,0,0.0,DG,DG,1.1498593817266445,1318-24-401-001,1970.0,1318-24-401-001,direct,1970.0,1970.0,original
1318-26-515-032,2025,0,0,0.0,DG,DG,0.3482280852488129,1318-26-515-032,1995.0,1318-26-515-032,direct,,1995.0,original
1318-26-515-014,2025,0,0,0.0,DG,DG,0.2357653561202113,1318-26-515-014,2001.0,1318-26-515-014,direct,,2001.0,original
1318-24-404-022,2025,0,0,0.0,DG,DG,21.792918030134707,1318-24-404-022,1986.0,1318-24-404-016,genealogy_old_from_new,,1986.0,original
1418-27-210-037,2025,0,0,0.0,DG,DG,0.7568326730367273,1418-27-210-037,,,unmatched,2025.0,2025.0,county
1418-27-601-007,2025,0,0,0.0,DG,DG,2.8474523913188645,1418-27-601-007,1948.0,1418-27-601-004,genealogy_new_from_old,1948.0,1948.0,original
1418-27-812-010,2025,0,0,0.0,DG,DG,101.47575687880024,1418-27-812-010,1995.0,1418-27-812-010,direct,1995.0,1995.0,original
1418-00-002-001,2025,0,0,0.0,DG,DG,46.46389018511896,1418-00-002-001,,,unmatched,2004.0,2004.0,county
1418-22-611-026,2025,0,0,0.0,DG,DG,3.2585184395953344,1418-22-611-026,1970.0,1418-22-611-026,direct,1970.0,1970.0,original
1418-22-611-009,2025,0,0,0.0,DG,DG,0.9415606385400336,1418-22-611-009,1979.0,1418-22-611-009,direct,1979.0,1979.0,original
1419-00-001-001,2025,0,0,0.0,DG,DG,2700.0335420545216,1419-00-001-001,1983.0,1419-00-001-001,direct,1983.0,1983.0,original
1418-00-001-009,2025,0,0,0.0,DG,DG,5.135930926954429,1418-00-001-009,1960.0,1418-00-001-009,direct,1960.0,1960.0,original
1418-03-812-001,2025,0,0,0.0,DG,DG,0.8999201241937257,1418-03-812-001,1987.0,1418-03-812-001,direct,2013.0,1987.0,original
1418-03-812-002,2025,0,0,0.0,DG,DG,0.9723701734269076,1418-03-812-002,1987.0,1418-03-812-002,direct,2013.0,1987.0,original
1418-11-110-001,2025,0,0,0.0,DG,DG,0.9373658104257384,1418-11-110-001,1987.0,1418-11-110-001,direct,2012.0,1987.0,original
1418-10-511-020,2025,0,0,0.0,DG,DG,2.4932861553179118,1418-10-511-020,1984.0,1418-10-511-020,direct,,1984.0,original
1418-10-610-003,2025,0,0,0.0,DG,DG,0.3276601782427599,1418-10-610-003,2021.0,1418-10-610-003,direct,2021.0,2021.0,original
1418-03-301-008,2025,0,0,0.0,DG,DG,0.5617398089794722,1418-03-301-008,,,unmatched,2016.0,2016.0,county
1418-00-001-007,2025,0,0,0.0,DG,DG,498.324832268831,1418-00-001-007,1980.0,1418-00-001-007,direct,1980.0,1980.0,original
1418-10-710-010,2025,0,0,0.0,DG,DG,2.4083411067563647,1418-10-710-010,1999.0,1418-10-710-010,direct,,1999.0,original
1418-15-510-002,2025,0,0,0.0,DG,DG,0.5426466744065377,1418-15-510-002,1996.0,1418-15-510-002,direct,,1996.0,original
1418-11-311-006,2025,0,0,0.0,DG,DG,0.9376854456107626,1418-11-311-006,,,unmatched,2008.0,2008.0,county
1418-00-001-010,2025,0,0,0.0,DG,DG,560.3601647015939,1418-00-001-010,1980.0,1418-00-001-010,direct,1980.0,1980.0,original
1318-22-001-009,2025,0,0,0.0,DG,DG,227.7598213281617,1318-22-001-009,,,unmatched,2013.0,2013.0,county
1318-22-002-017,2025,0,0,0.0,DG,DG,20.114170532566256,1318-22-002-017,,,unmatched,2013.0,2013.0,county
1418-03-801-001,2025,0,0,0.0,DG,DG,2.77683915123104,1418-03-801-001,1930.0,1418-03-801-001,direct,,1930.0,original
1318-22-002-114,2025,0,0,0.0,DG,DG,1.964471879405712,1318-22-002-114,1966.0,1318-22-002-009,genealogy_old_from_new,,1966.0,original
015-381-001,2025,0,0,0.0,EL,EL,1.893264514646532,015-381-001,1990.0,015-381-001,direct,,1990.0,original
014-284-009,2025,0,0,0.0,EL,EL,0.2299998101380201,014-284-009,1966.0,014-284-009,direct,,1966.0,original
014-262-010,2025,0,0,0.0,EL,EL,0.2440594896430074,014-262-010,1953.0,014-262-010,direct,,1953.0,original
014-292-004,2025,0,0,0.0,EL,EL,0.2295721035545276,014-292-004,1958.0,014-292-004,direct,,1958.0,original
014-292-003,2025,0,0,0.0,EL,EL,0.2296065985249418,014-292-003,1957.0,014-292-003,direct,,1957.0,original
014-262-017,2025,0,0,0.0,EL,EL,0.2317135179890649,014-262-017,1951.0,014-262-017,direct,,1951.0,original
015-340-009,2025,0,0,0.0,EL,EL,0.044676483456749,015-340-009,1986.0,015-340-009,direct,,1986.0,original
015-340-005,2025,0,0,0.0,EL,EL,0.2035730783210967,015-340-005,1987.0,015-340-005,direct,,1987.0,original
014-282-008,2025,0,0,0.0,EL,EL,0.259432400819955,014-282-008,1957.0,014-282-008,direct,,1957.0,original
014-282-009,2025,0,0,0.0,EL,EL,0.2293548965933477,014-282-009,1958.0,014-282-009,direct,,1958.0,original
015-340-006,2025,0,0,0.0,EL,EL,0.0920525736317867,015-340-006,1986.0,015-340-006,direct,,1986.0,original
015-340-007,2025,0,0,0.0,EL,EL,0.4360899208098017,015-340-007,1986.0,015-340-007,direct,,1986.0,original
014-282-014,2025,0,0,0.0,EL,EL,0.2301814121909652,014-282-014,1961.0,014-282-014,direct,,1961.0,original
014-282-006,2025,0,0,0.0,EL,EL,0.1937747399583191,014-282-006,1957.0,014-282-006,direct,,1957.0,original
014-242-006,2025,0,0,0.0,EL,EL,0.2293002229848097,014-242-006,1955.0,014-242-006,direct,,1955.0,original
014-242-012,2025,0,0,0.0,EL,EL,0.2293006094326305,014-242-012,1955.0,014-242-012,direct,,1955.0,original
014-242-010,2025,0,0,0.0,EL,EL,0.2298751996498217,014-242-010,1954.0,014-242-010,direct,,1954.0,original
014-242-007,2025,0,0,0.0,EL,EL,0.2298748103780264,014-242-007,1956.0,014-242-007,direct,,1956.0,original
014-301-010,2025,0,0,0.0,EL,EL,2.367154726288918,014-301-010,1958.0,014-301-010,direct,,1958.0,original
014-242-002,2025,0,0,0.0,EL,EL,0.919548606896381,014-242-002,1959.0,014-242-002,direct,,1959.0,original
014-331-001,2025,0,0,0.0,EL,EL,0.3175100089807918,014-331-001,1956.0,014-331-001,direct,,1956.0,original
015-161-001,2025,0,0,0.0,EL,EL,0.1436717818680139,015-161-001,2008.0,015-161-001,direct,,2008.0,original
014-246-001,2025,0,0,0.0,EL,EL,0.5907830332558106,014-246-001,1955.0,014-246-001,direct,,1955.0,original
014-245-001,2025,0,0,0.0,EL,EL,0.8551880168696194,014-245-001,1955.0,014-245-001,direct,,1955.0,original
015-163-002,2025,0,0,0.0,EL,EL,0.1149333888199245,015-163-002,1997.0,015-163-002,direct,,1997.0,original
014-331-002,2025,0,0,0.0,EL,EL,0.2297504461382805,014-331-002,1956.0,014-331-002,direct,,1956.0,original
015-370-016,2025,0,0,0.0,EL,EL,0.2966152420341431,015-370-016,1990.0,015-370-016,direct,,1990.0,original
014-302-002,2025,0,0,0.0,EL,EL,0.3368147497474528,014-302-002,1958.0,014-302-002,direct,,1958.0,original
015-370-010,2025,0,0,0.0,EL,EL,0.1402493417124053,015-370-010,1987.0,015-370-010,direct,,1987.0,original
015-162-005,2025,0,0,0.0,EL,EL,0.1436717818661153,015-162-005,1973.0,015-162-005,direct,,1973.0,original
014-302-003,2025,0,0,0.0,EL,EL,0.2938865859783811,014-302-003,1958.0,014-302-003,direct,,1958.0,original
014-303-012,2025,0,0,0.0,EL,EL,0.2695023325371613,014-303-012,1959.0,014-303-012,direct,,1959.0,original
014-303-014,2025,0,0,0.0,EL,EL,0.310134587466468,014-303-014,1960.0,014-303-014,direct,,1960.0,original
014-302-005,2025,0,0,0.0,EL,EL,0.3108165730830737,014-302-005,1958.0,014-302-005,direct,,1958.0,original
014-303-016,2025,0,0,0.0,EL,EL,0.2572245161808026,014-303-016,1964.0,014-303-016,direct,,1964.0,original
014-302-007,2025,0,0,0.0,EL,EL,0.2712574988865362,014-302-007,1959.0,014-302-007,direct,,1959.0,original
014-304-002,2025,0,0,0.0,EL,EL,0.360856128229343,014-304-002,1960.0,014-304-002,direct,,1960.0,original
014-302-010,2025,0,0,0.0,EL,EL,0.2400260432646804,014-302-010,1962.0,014-302-010,direct,,1962.0,original
014-304-003,2025,0,0,0.0,EL,EL,0.344723880038707,014-304-003,1960.0,014-304-003,direct,,1960.0,original
014-302-008,2025,0,0,0.0,EL,EL,0.3306911504505209,014-302-008,1962.0,014-302-008,direct,,1962.0,original
014-302-012,2025,0,0,0.0,EL,EL,0.2966858175374173,014-302-012,1962.0,014-302-012,direct,,1962.0,original
014-304-005,2025,0,0,0.0,EL,EL,0.3604936704731769,014-304-005,1960.0,014-304-005,direct,,1960.0,original
014-304-006,2025,0,0,0.0,EL,EL,0.2797927266124687,014-304-006,1960.0,014-304-006,direct,,1960.0,original
014-303-002,2025,0,0,0.0,EL,EL,0.2603425346766554,014-303-002,1959.0,014-303-002,direct,,1959.0,original
014-341-006,2025,0,0,0.0,EL,EL,0.2297255185291546,014-341-006,1956.0,014-341-006,direct,,1956.0,original
014-343-004,2025,0,0,0.0,EL,EL,0.2299161867226761,014-343-004,1956.0,014-343-004,direct,,1956.0,original
014-343-003,2025,0,0,0.0,EL,EL,0.2299454998284925,014-343-003,1956.0,014-343-003,direct,,1956.0,original
014-322-021,2025,0,0,0.0,EL,EL,0.3016897061174926,014-322-021,1974.0,014-322-021,direct,,1974.0,original
014-031-016,2025,0,0,0.0,EL,EL,117.08288468303712,014-031-016,2002.0,014-031-016,direct,,2002.0,original
014-031-012,2025,0,0,0.0,EL,EL,79.60221298679008,014-031-012,1928.0,014-031-012,direct,,1928.0,original
016-410-007,2025,0,0,0.0,EL,EL,17.516609939853993,016-410-007,1986.0,016-410-007,direct,,1986.0,original
014-031-002,2025,0,0,0.0,EL,EL,79.54561378783222,014-031-002,1919.0,014-031-002,direct,,1919.0,original
014-031-015,2025,0,0,0.0,EL,EL,196.0483634113046,014-031-015,1924.0,014-031-015,direct,,1924.0,original
016-544-008,2025,0,0,0.0,EL,EL,0.3667906675990414,016-544-008,1975.0,016-544-08,direct,,1975.0,original
014-031-010,2025,0,0,0.0,EL,EL,161.49890279938967,014-031-010,1927.0,014-031-010,direct,,1927.0,original
016-110-001,2025,0,0,0.0,EL,EL,151.38811126724914,016-110-001,1974.0,016-110-001,direct,,1974.0,original
014-031-009,2025,0,0,0.0,EL,EL,72.2522129931656,014-031-009,1945.0,014-031-009,direct,,1945.0,original
014-031-005,2025,0,0,0.0,EL,EL,5.8542089513487,014-031-005,1925.0,014-031-005,direct,,1925.0,original
014-031-004,2025,0,0,0.0,EL,EL,153.96909578145713,014-031-004,1925.0,014-031-004,direct,,1925.0,original
014-031-011,2025,0,0,0.0,EL,EL,78.0501727324381,014-031-011,1932.0,014-031-011,direct,,1932.0,original
016-110-002,2025,0,0,0.0,EL,EL,3.0463919133866573,016-110-002,1964.0,016-110-002,direct,,1964.0,original
016-401-005,2025,0,0,0.0,EL,EL,0.2744999178647764,016-401-005,1982.0,016-401-005,direct,,1982.0,original
016-401-011,2025,0,0,0.0,EL,EL,0.2291147815634885,016-401-011,1982.0,016-401-011,direct,,1982.0,original
016-401-010,2025,0,0,0.0,EL,EL,0.2154333719416162,016-401-010,1982.0,016-401-010,direct,,1982.0,original
014-031-014,2025,0,0,0.0,EL,EL,323.86914216785783,014-031-014,1927.0,014-031-014,direct,,1927.0,original
016-381-017,2025,0,0,0.0,EL,EL,0.2930614050820053,016-381-017,1980.0,016-381-017,direct,,1980.0,original
016-381-014,2025,0,0,0.0,EL,EL,0.2660270740167819,016-381-014,1979.0,016-381-014,direct,,1979.0,original
016-381-019,2025,0,0,0.0,EL,EL,0.2584802602770834,016-381-019,1986.0,016-381-019,direct,,1986.0,original
016-381-013,2025,0,0,0.0,EL,EL,0.246939260907612,016-381-013,1979.0,016-381-013,direct,,1979.0,original
016-382-002,2025,0,0,0.0,EL,EL,0.2306130799398145,016-382-002,1985.0,016-382-002,direct,,1985.0,original
016-382-003,2025,0,0,0.0,EL,EL,0.2388886990060977,016-382-003,1985.0,016-382-003,direct,,1985.0,original
016-382-005,2025,0,0,0.0,EL,EL,0.2355505889785497,016-382-005,1980.0,016-382-005,direct,,1980.0,original
016-121-011,2025,0,0,0.0,EL,EL,3.7887944416501647,016-121-011,1976.0,016-120-011,genealogy_old_from_new,,1976.0,original
016-313-001,2025,0,0,0.0,EL,EL,0.0381083936938648,016-313-001,1977.0,016-313-001,direct,,1977.0,original
017-021-016,2025,0,0,0.0,EL,EL,1.7011324040150988,017-021-016,1957.0,017-021-16,direct,,1957.0,original
029-010-015,2025,0,0,0.0,EL,CSLT,0.7982309869257144,029-010-015,2004.0,029-010-015,direct,,2004.0,original
029-601-001,2025,0,0,0.0,EL,CSLT,4.659487936835576,029-601-001,2004.0,029-030-002,genealogy_old_from_new,,2004.0,original
029-061-014,2025,0,0,0.0,EL,CSLT,0.1749789293141728,029-061-014,1959.0,029-061-14,direct,,1959.0,original
029-061-008,2025,0,0,0.0,EL,CSLT,0.3422177762286814,029-061-008,1959.0,029-061-08,direct,,1959.0,original
029-061-013,2025,0,0,0.0,EL,CSLT,0.1742174413271903,029-061-013,1960.0,029-061-13,direct,,1960.0,original
029-061-009,2025,0,0,0.0,EL,CSLT,0.6903684772880491,029-061-009,1961.0,029-061-09,direct,,1961.0,original
029-041-024,2025,0,0,0.0,EL,CSLT,0.1700937928842902,029-041-024,1955.0,029-041-024,direct,1955.0,1955.0,original
029-090-001,2025,0,0,0.0,EL,CSLT,0.4426887656243645,029-090-001,2006.0,029-090-001,direct,,2006.0,original
029-064-007,2025,0,0,0.0,EL,CSLT,0.4885512833177641,029-064-007,1972.0,029-064-007,direct,1972.0,1972.0,original
029-095-010,2025,0,0,0.0,EL,CSLT,1.0936957640629283,029-095-010,1963.0,029-095-010,direct,1963.0,1963.0,original
029-331-001,2025,0,0,0.0,EL,CSLT,0.2436979669501366,029-331-001,1963.0,029-331-001,direct,1963.0,1963.0,original
029-095-009,2025,0,0,0.0,EL,CSLT,0.4955899394921851,029-095-009,1984.0,029-095-09,direct,,1984.0,original
029-240-007,2025,0,0,0.0,EL,EL,30.858810441559815,029-240-007,2007.0,029-240-007,direct,,2007.0,original
029-240-005,2025,0,0,0.0,EL,CSLT,0.7161366235292451,029-240-005,2004.0,029-240-005,direct,,2004.0,original
029-170-001,2025,0,0,0.0,EL,CSLT,0.3320055446871715,029-170-001,2006.0,029-170-001,direct,,2006.0,original
029-161-024,2025,0,0,0.0,EL,CSLT,0.3442237784315757,029-161-024,1957.0,029-161-24,direct,,1957.0,original
029-150-009,2025,0,0,0.0,EL,CSLT,0.4742450774494611,029-150-009,2004.0,029-150-009,direct,,2004.0,original
029-150-008,2025,0,0,0.0,EL,CSLT,0.3388745974084164,029-150-008,2004.0,029-150-008,direct,,2004.0,original
029-150-012,2025,0,0,0.0,EL,CSLT,0.0170365942445506,029-150-012,2004.0,029-150-012,direct,,2004.0,original
029-290-004,2025,0,0,0.0,EL,CSLT,2.6546687608740034,029-290-004,2005.0,029-290-004,direct,,2005.0,original
029-290-014,2025,0,0,0.0,EL,CSLT,0.408032267697417,029-290-014,2006.0,029-290-014,direct,,2006.0,original
029-403-029,2025,0,0,0.0,EL,CSLT,0.2274468861043548,029-403-029,1964.0,029-403-029,direct,1964.0,1964.0,original
029-381-019,2025,0,0,0.0,EL,CSLT,0.1092048125011755,029-381-019,,,unmatched,2025.0,2025.0,county
029-290-013,2025,0,0,0.0,EL,CSLT,0.3593525556087857,029-290-013,2005.0,029-290-013,direct,,2005.0,original
029-381-020,2025,0,0,0.0,EL,CSLT,0.1196038768796394,029-381-020,,,unmatched,2025.0,2025.0,county
027-084-027,2025,0,0,0.0,EL,CSLT,0.4605218485397871,027-084-027,1960.0,027-084-027,direct,1960.0,1960.0,original
029-290-015,2025,0,0,0.0,EL,CSLT,0.753031464348528,029-290-015,2006.0,029-290-015,direct,,2006.0,original
029-290-016,2025,0,0,0.0,EL,CSLT,1.1558647383237817,029-290-016,2006.0,029-290-016,direct,,2006.0,original
029-320-001,2025,0,0,0.0,EL,EL,0.364996825482299,029-320-001,2005.0,029-320-001,direct,,2005.0,original
029-290-010,2025,0,0,0.0,EL,CSLT,0.3388774888085413,029-290-010,2005.0,029-290-010,direct,,2005.0,original
029-320-004,2025,0,0,0.0,EL,EL,0.8241717965345351,029-320-004,2005.0,029-320-004,direct,,2005.0,original
027-073-019,2025,0,0,0.0,EL,CSLT,0.1152157477751725,027-073-019,1946.0,027-073-19,direct,1946.0,1946.0,original
029-290-011,2025,0,0,0.0,EL,CSLT,0.6454449291163826,029-290-011,2006.0,029-290-011,direct,,2006.0,original
027-143-023,2025,0,0,0.0,EL,CSLT,0.1719873164238816,027-143-023,1953.0,027-143-23,direct,,1953.0,original
029-320-009,2025,0,0,0.0,EL,EL,0.8062730713656685,029-320-009,2005.0,029-320-009,direct,,2005.0,original
029-320-011,2025,0,0,0.0,EL,EL,0.3823673979196785,029-320-011,2006.0,029-320-011,direct,,2006.0,original
029-320-010,2025,0,0,0.0,EL,EL,0.2884177313872412,029-320-010,2005.0,029-320-010,direct,,2005.0,original
027-144-007,2025,0,0,0.0,EL,CSLT,0.11521734092361,027-144-007,1953.0,027-144-007,direct,1953.0,1953.0,original
027-361-013,2025,0,0,0.0,EL,CSLT,1.0490350753777762,027-361-013,1968.0,027-361-013,direct,1968.0,1968.0,original
018-110-011,2025,0,0,0.0,EL,EL,31.533013090955546,018-110-011,1981.0,018-110-011,direct,,1981.0,original
027-154-021,2025,0,0,0.0,EL,CSLT,0.1148978161290869,027-154-021,1946.0,027-154-021,direct,1946.0,1946.0,original
027-125-017,2025,0,0,0.0,EL,CSLT,0.1152146356314219,027-125-017,1979.0,027-125-17,direct,1979.0,1979.0,original
027-361-005,2025,0,0,0.0,EL,CSLT,0.2237882935552081,027-361-005,1957.0,027-361-05,direct,1957.0,1957.0,original
027-203-014,2025,0,0,0.0,EL,CSLT,0.6939793491932181,027-203-014,1950.0,027-203-014,direct,1950.0,1950.0,original
027-362-008,2025,0,0,0.0,EL,CSLT,0.739227466242749,027-362-008,1964.0,027-362-08,direct,1964.0,1964.0,original
026-040-009,2025,0,0,0.0,EL,CSLT,0.6254415899970189,026-040-009,1966.0,026-040-009,direct,,1966.0,original
027-362-009,2025,0,0,0.0,EL,CSLT,0.285220737465057,027-362-009,1959.0,027-362-009,direct,1959.0,1959.0,original
027-355-008,2025,0,0,0.0,EL,CSLT,0.1799550806679783,027-355-008,1958.0,027-355-008,direct,1958.0,1958.0,original
026-049-002,2025,0,0,0.0,EL,CSLT,1.2582095337907762,026-049-002,1963.0,026-049-02,direct,,1963.0,original
027-321-015,2025,0,0,0.0,EL,CSLT,0.5498729052934322,027-321-015,1964.0,027-321-15,direct,,1964.0,original
027-161-030,2025,0,0,0.0,EL,CSLT,0.5747439086371312,027-161-030,1972.0,027-161-30,direct,,1972.0,original
026-040-006,2025,0,0,0.0,EL,CSLT,0.0020461603658594,026-040-006,1970.0,026-040-006,direct,,1970.0,original
