APN,YEAR,_merge,CommercialFloorArea_SqFt_x,Residential_Units_x,TouristAccommodation_Units_x,CommercialFloorArea_SqFt_y,Residential_Units_y,TouristAccommodation_Units_y
015-162-021,,right_only,,,,0,1,0
015-370-016,,right_only,,,,0,0,0
014-248-017,,right_only,,,,0,0,0
015-152-010,,right_only,,,,0,0,0
014-302-002,,right_only,,,,0,0,0
015-153-001,,right_only,,,,0,0,0
015-153-019,,right_only,,,,0,0,0
015-161-009,,right_only,,,,0,0,0
015-152-011,,right_only,,,,0,0,0
015-152-019,,right_only,,,,0,0,0
015-153-020,,right_only,,,,0,0,0
014-248-019,,right_only,,,,0,0,0
015-370-010,,right_only,,,,0,0,0
015-161-004,,right_only,,,,0,0,0
015-162-014,,right_only,,,,0,0,0
015-162-005,,right_only,,,,0,0,0
014-302-003,,right_only,,,,0,0,0
014-303-012,,right_only,,,,0,0,0
015-154-012,,right_only,,,,0,0,0
015-161-010,,right_only,,,,0,0,0
015-151-016,,right_only,,,,0,0,0
014-248-021,,right_only,,,,0,0,0
014-303-014,,right_only,,,,0,0,0
014-248-020,,right_only,,,,0,0,0
015-161-011,,right_only,,,,0,0,0
015-162-012,,right_only,,,,0,0,0
015-152-014,,right_only,,,,0,0,0
015-370-018,,right_only,,,,0,0,0
015-153-018,,right_only,,,,0,0,0
015-153-004,,right_only,,,,0,0,0
015-164-008,,right_only,,,,0,1,0
015-164-012,,right_only,,,,0,0,0
015-154-014,,right_only,,,,0,0,0
015-164-015,,right_only,,,,0,0,0
015-161-015,,right_only,,,,0,0,0
014-248-010,,right_only,,,,0,0,0
015-164-016,,right_only,,,,0,0,0
015-164-017,,right_only,,,,0,0,0
015-152-016,,right_only,,,,0,0,0
015-154-006,,right_only,,,,0,0,0
014-302-005,,right_only,,,,0,0,0
014-247-003,,right_only,,,,0,0,0
014-248-011,,right_only,,,,0,0,0
014-303-016,,right_only,,,,0,0,0
014-302-007,,right_only,,,,0,0,0
015-202-004,,right_only,,,,0,0,0
015-204-018,,right_only,,,,0,0,0
015-204-019,,right_only,,,,0,0,0
015-211-011,,right_only,,,,0,0,0
015-213-004,,right_only,,,,0,0,0
015-214-001,,right_only,,,,0,0,0
015-214-012,,right_only,,,,0,0,0
014-304-002,,right_only,,,,0,0,0
015-203-029,,right_only,,,,0,0,0
015-204-002,,right_only,,,,0,0,0
015-211-020,,right_only,,,,0,0,0
015-204-013,,right_only,,,,0,0,0
015-212-015,,right_only,,,,0,0,0
015-213-005,,right_only,,,,0,0,0
015-214-011,,right_only,,,,0,0,0
015-215-002,,right_only,,,,0,0,0
015-201-007,,right_only,,,,0,0,0
015-202-002,,right_only,,,,0,0,0
015-203-028,,right_only,,,,0,0,0
015-211-019,,right_only,,,,0,0,0
015-204-012,,right_only,,,,0,0,0
014-302-010,,right_only,,,,0,0,0
015-214-010,,right_only,,,,0,0,0
015-201-022,,right_only,,,,0,0,0
015-215-003,,right_only,,,,0,0,0
014-304-003,,right_only,,,,0,0,0
015-202-001,,right_only,,,,0,0,0
015-202-020,,right_only,,,,0,0,0
015-203-031,,right_only,,,,0,0,0
015-203-033,,right_only,,,,0,0,0
014-302-008,,right_only,,,,0,0,0
015-204-004,,right_only,,,,0,0,0
015-211-003,,right_only,,,,0,0,0
015-204-022,,right_only,,,,0,0,0
015-212-021,,right_only,,,,0,0,0
015-214-020,,right_only,,,,0,0,0
015-214-015,,right_only,,,,0,0,0
015-202-019,,right_only,,,,0,0,0
015-203-030,,right_only,,,,0,0,0
015-214-013,,right_only,,,,0,0,0
015-201-011,,right_only,,,,0,0,0
015-202-018,,right_only,,,,0,0,0
015-203-013,,right_only,,,,0,0,0
015-213-009,,right_only,,,,0,0,0
015-215-009,,right_only,,,,0,0,0
015-202-010,,right_only,,,,0,0,0
015-202-017,,right_only,,,,0,0,0
015-203-025,,right_only,,,,0,0,0
015-211-016,,right_only,,,,0,0,0
015-212-004,,right_only,,,,0,0,0
014-302-015,,right_only,,,,0,0,0
015-213-017,,right_only,,,,0,0,0
014-302-012,,right_only,,,,0,0,0
015-201-013,,right_only,,,,0,0,0
015-202-011,,right_only,,,,0,0,0
015-202-016,,right_only,,,,0,0,0
015-203-027,,right_only,,,,0,0,0
015-211-006,,right_only,,,,0,0,0
015-211-017,,right_only,,,,0,0,0
015-214-008,,right_only,,,,0,0,0
015-201-014,,right_only,,,,0,0,0
015-202-012,,right_only,,,,0,0,0
014-304-005,,right_only,,,,0,0,0
015-203-026,,right_only,,,,0,0,0
015-211-018,,right_only,,,,0,0,0
015-212-022,,right_only,,,,0,0,0
015-213-015,,right_only,,,,0,0,0
015-215-011,,right_only,,,,0,0,0
015-202-014,,right_only,,,,0,0,0
015-203-021,,right_only,,,,0,0,0
015-203-020,,right_only,,,,0,0,0
014-021-009,,right_only,,,,0,0,0
014-304-006,,right_only,,,,0,0,0
015-252-018,,right_only,,,,0,0,0
015-264-001,,right_only,,,,0,0,0
015-252-019,,right_only,,,,0,0,0
015-252-016,,right_only,,,,0,0,0
015-262-022,,right_only,,,,0,0,0
015-264-014,,right_only,,,,0,0,0
015-252-020,,right_only,,,,0,0,0
014-302-019,,right_only,,,,0,0,0
015-262-023,,right_only,,,,0,0,0
015-251-017,,right_only,,,,0,0,0
015-251-012,,right_only,,,,0,0,0
015-265-003,,right_only,,,,0,1,0
015-252-001,,right_only,,,,0,0,0
015-252-014,,right_only,,,,0,0,0
015-262-014,,right_only,,,,0,0,0
015-263-013,,right_only,,,,0,0,0
015-252-002,,right_only,,,,0,0,0
015-253-026,,right_only,,,,0,0,0
015-253-027,,right_only,,,,0,0,0
014-323-002,,right_only,,,,0,0,0
015-263-012,,right_only,,,,0,1,0
015-263-001,,right_only,,,,0,0,0
014-303-002,,right_only,,,,0,0,0
015-252-003,,right_only,,,,0,0,0
015-262-019,,right_only,,,,0,0,0
015-263-011,,right_only,,,,0,0,0
015-251-010,,right_only,,,,0,0,0
015-252-004,,right_only,,,,0,0,0
015-253-015,,right_only,,,,0,0,0
015-251-019,,right_only,,,,0,0,0
014-321-001,,right_only,,,,0,0,0
015-252-005,,right_only,,,,0,0,0
015-252-010,,right_only,,,,0,0,0
014-322-013,,right_only,,,,0,0,0
014-341-006,,right_only,,,,0,0,0
015-263-004,,right_only,,,,0,0,0
015-265-006,,right_only,,,,0,0,0
014-321-002,,right_only,,,,0,0,0
015-262-007,,right_only,,,,0,0,0
015-262-008,,right_only,,,,0,0,0
015-264-005,,right_only,,,,0,0,0
014-321-003,,right_only,,,,0,0,0
015-302-031,,right_only,,,,0,0,0
014-322-008,,right_only,,,,0,1,0
015-311-017,,right_only,,,,0,0,0
014-322-015,,right_only,,,,0,0,0
015-301-013,,right_only,,,,0,0,0
015-302-017,,right_only,,,,0,0,0
015-303-002,,right_only,,,,0,0,0
015-303-017,,right_only,,,,0,0,0
015-314-002,,right_only,,,,0,0,0
015-301-012,,right_only,,,,0,0,0
014-322-016,,right_only,,,,0,0,0
015-314-017,,right_only,,,,0,0,0
015-301-011,,right_only,,,,0,0,0
015-315-002,,right_only,,,,0,0,0
015-303-015,,right_only,,,,0,0,0
015-311-029,,right_only,,,,0,0,0
015-313-030,,right_only,,,,0,1,0
014-343-004,,right_only,,,,0,0,0
015-301-010,,right_only,,,,0,0,0
015-302-026,,right_only,,,,0,0,0
015-311-003,,right_only,,,,0,0,0
015-312-028,,right_only,,,,0,0,0
015-314-005,,right_only,,,,0,0,0
015-302-027,,right_only,,,,0,0,0
015-303-026,,right_only,,,,0,0,0
014-343-003,,right_only,,,,0,0,0
015-304-017,,right_only,,,,0,0,0
015-311-005,,right_only,,,,0,0,0
015-313-017,,right_only,,,,0,0,0
015-302-034,,right_only,,,,0,0,0
015-302-024,,right_only,,,,0,0,0
015-303-029,,right_only,,,,0,0,0
015-301-026,,right_only,,,,0,0,0
015-301-022,,right_only,,,,0,0,0
015-315-007,,right_only,,,,0,1,0
015-302-025,,right_only,,,,0,0,0
015-304-015,,right_only,,,,0,0,0
015-301-025,,right_only,,,,0,0,0
015-302-039,,right_only,,,,0,0,0
015-314-021,,right_only,,,,0,0,0
015-315-008,,right_only,,,,0,1,0
015-303-006,,right_only,,,,0,0,0
015-311-020,,right_only,,,,0,0,0
015-312-013,,right_only,,,,0,0,0
015-304-009,,right_only,,,,0,0,0
015-304-013,,right_only,,,,0,0,0
015-311-011,,right_only,,,,0,0,0
015-312-009,,right_only,,,,0,0,0
015-301-020,,right_only,,,,0,0,0
015-302-028,,right_only,,,,0,0,0
015-314-025,,right_only,,,,0,1,0
015-315-012,,right_only,,,,0,0,0
015-312-029,,right_only,,,,0,0,0
015-312-011,,right_only,,,,0,0,0
015-301-019,,right_only,,,,0,0,0
015-301-018,,right_only,,,,0,0,0
015-311-009,,right_only,,,,0,0,0
014-351-007,,right_only,,,,0,0,0
014-322-021,,right_only,,,,0,0,0
015-314-027,,right_only,,,,0,0,0
014-021-006,,right_only,,,,0,0,0
014-352-005,,right_only,,,,0,0,0
014-021-002,,right_only,,,,0,0,0
014-352-003,,right_only,,,,0,0,0
014-021-008,,right_only,,,,0,0,0
016-021-003,,right_only,,,,0,0,0
014-031-001,,right_only,,,,0,0,0
016-021-006,,right_only,,,,0,0,0
016-011-004,,right_only,,,,0,0,0
016-031-038,,right_only,,,,0,0,0
016-531-011,,right_only,,,,0,0,0
016-531-014,,right_only,,,,0,0,0
010-170-002,,right_only,,,,0,0,0
016-531-003,,right_only,,,,0,0,0
016-531-001,,right_only,,,,0,0,0
016-031-030,,right_only,,,,0,0,0
016-532-028,,right_only,,,,0,0,0
016-532-027,,right_only,,,,0,0,0
016-532-026,,right_only,,,,0,0,0
016-532-025,,right_only,,,,0,0,0
016-532-024,,right_only,,,,0,0,0
016-532-023,,right_only,,,,0,0,0
016-031-023,,right_only,,,,0,0,0
016-532-022,,right_only,,,,0,0,0
016-532-020,,right_only,,,,0,0,0
016-532-005,,right_only,,,,0,0,0
016-532-006,,right_only,,,,0,0,0
016-300-040,,right_only,,,,0,0,0
016-300-047,,right_only,,,,0,0,0
016-532-008,,right_only,,,,0,0,0
016-300-007,,right_only,,,,0,0,0
016-532-021,,right_only,,,,0,0,0
016-532-010,,right_only,,,,0,0,0
016-532-019,,right_only,,,,0,0,0
016-532-012,,right_only,,,,0,0,0
016-532-013,,right_only,,,,0,0,0
016-534-001,,right_only,,,,0,0,0
016-532-015,,right_only,,,,0,0,0
016-300-027,,right_only,,,,0,0,0
016-581-001,,right_only,,,,0,0,0
016-532-017,,right_only,,,,0,0,0
016-535-011,,right_only,,,,0,0,0
016-532-018,,right_only,,,,0,0,0
016-533-001,,right_only,,,,0,0,0
016-581-002,,right_only,,,,0,0,0
016-300-026,,right_only,,,,0,0,0
016-535-008,,right_only,,,,0,0,0
016-535-009,,right_only,,,,0,0,0
016-535-007,,right_only,,,,0,0,0
016-300-023,,right_only,,,,0,0,0
016-535-005,,right_only,,,,0,0,0
016-583-023,,right_only,,,,0,0,0
010-170-001,,right_only,,,,0,0,0
016-581-003,,right_only,,,,0,0,0
016-535-004,,right_only,,,,0,0,0
016-535-003,,right_only,,,,0,0,0
016-535-002,,right_only,,,,0,0,0
016-535-001,,right_only,,,,0,0,0
016-582-008,,right_only,,,,0,0,0
016-582-006,,right_only,,,,0,1,0
016-582-005,,right_only,,,,0,1,0
016-582-004,,right_only,,,,0,0,0
016-583-013,,right_only,,,,0,0,0
016-590-011,,right_only,,,,0,0,0
016-590-007,,right_only,,,,0,0,0
016-590-010,,right_only,,,,0,0,0
016-582-002,,right_only,,,,0,0,0
016-590-006,,right_only,,,,0,0,0
016-590-009,,right_only,,,,0,0,0
016-583-027,,right_only,,,,0,0,0
016-590-005,,right_only,,,,0,0,0
016-583-029,,right_only,,,,0,0,0
016-583-028,,right_only,,,,0,0,0
016-583-018,,right_only,,,,0,1,0
016-590-001,,right_only,,,,0,0,0
016-590-003,,right_only,,,,0,0,0
016-590-004,,right_only,,,,0,0,0
016-583-020,,right_only,,,,0,0,0
016-583-019,,right_only,,,,0,1,0
016-583-024,,right_only,,,,0,0,0
016-583-025,,right_only,,,,0,0,0
016-300-003,,right_only,,,,0,0,0
016-031-024,,right_only,,,,0,0,0
016-031-008,,right_only,,,,0,0,0
016-031-012,,right_only,,,,0,0,0
016-031-028,,right_only,,,,0,0,0
016-031-029,,right_only,,,,0,0,0
014-031-016,,right_only,,,,0,0,0
014-031-012,,right_only,,,,0,0,0
010-190-002,,right_only,,,,0,0,0
016-261-007,,right_only,,,,0,0,0
016-261-014,,right_only,,,,0,0,0
016-041-006,,right_only,,,,0,0,0
016-261-012,,right_only,,,,0,0,0
016-051-002,,right_only,,,,0,0,0
016-051-031,,right_only,,,,0,0,0
016-051-030,,right_only,,,,0,0,0
016-410-007,,right_only,,,,0,0,0
016-051-029,,right_only,,,,0,0,0
016-041-008,,right_only,,,,0,0,0
016-051-016,,right_only,,,,0,0,0
010-190-005,,right_only,,,,0,0,0
016-543-007,,right_only,,,,0,0,0
016-543-008,,right_only,,,,0,0,0
016-543-006,,right_only,,,,0,0,0
016-052-004,,right_only,,,,0,1,0
016-541-008,,right_only,,,,0,0,0
016-541-007,,right_only,,,,0,0,0
016-543-005,,right_only,,,,0,0,0
016-051-037,,right_only,,,,0,0,0
016-541-009,,right_only,,,,0,0,0
016-333-005,,right_only,,,,0,0,0
014-031-002,,right_only,,,,0,0,0
014-031-015,,right_only,,,,0,0,0
016-544-013,,right_only,,,,0,0,0
016-541-004,,right_only,,,,0,0,0
016-543-004,,right_only,,,,0,0,0
016-541-003,,right_only,,,,0,0,0
016-543-003,,right_only,,,,0,0,0
016-543-001,,right_only,,,,0,0,0
016-331-012,,right_only,,,,0,0,0
016-332-022,,right_only,,,,0,0,0
016-331-011,,right_only,,,,0,0,0
016-541-002,,right_only,,,,0,0,0
016-542-007,,right_only,,,,0,0,0
016-541-001,,right_only,,,,0,0,0
016-544-009,,right_only,,,,0,0,0
016-332-038,,right_only,,,,0,0,0
016-542-006,,right_only,,,,0,0,0
016-332-032,,right_only,,,,0,0,0
016-051-048,,right_only,,,,0,0,0
016-544-008,,right_only,,,,0,0,0
016-542-014,,right_only,,,,0,0,0
016-332-025,,right_only,,,,0,0,0
016-542-005,,right_only,,,,0,0,0
016-542-004,,right_only,,,,0,0,0
016-542-013,,right_only,,,,0,0,0
016-332-029,,right_only,,,,0,0,0
016-544-006,,right_only,,,,0,0,0
016-542-003,,right_only,,,,0,0,0
016-542-012,,right_only,,,,0,0,0
016-321-011,,right_only,,,,0,0,0
016-062-006,,right_only,,,,0,0,0
016-542-002,,right_only,,,,0,0,0
016-321-012,,right_only,,,,0,0,0
016-542-001,,right_only,,,,0,0,0
016-542-010,,right_only,,,,0,0,0
016-321-003,,right_only,,,,0,0,0
016-323-005,,right_only,,,,0,0,0
016-321-014,,right_only,,,,0,0,0
016-542-008,,right_only,,,,0,0,0
016-321-013,,right_only,,,,0,0,0
016-321-018,,right_only,,,,0,0,0
016-063-013,,right_only,,,,0,0,0
016-544-001,,right_only,,,,0,0,0
016-063-015,,right_only,,,,0,0,0
016-552-012,,right_only,,,,0,0,0
016-321-009,,right_only,,,,0,0,0
016-332-034,,right_only,,,,0,0,0
016-551-003,,right_only,,,,0,0,0
016-321-017,,right_only,,,,0,0,0
016-321-016,,right_only,,,,0,0,0
016-571-003,,right_only,,,,0,0,0
016-553-007,,right_only,,,,0,0,0
016-552-011,,right_only,,,,0,0,0
016-551-002,,right_only,,,,0,0,0
016-571-002,,right_only,,,,0,0,0
016-322-015,,right_only,,,,0,0,0
016-552-010,,right_only,,,,0,0,0
016-571-004,,right_only,,,,0,0,0
016-322-013,,right_only,,,,0,0,0
016-553-009,,right_only,,,,0,0,0
016-553-006,,right_only,,,,0,0,0
016-551-001,,right_only,,,,0,0,0
016-322-016,,right_only,,,,0,0,0
016-553-011,,right_only,,,,0,0,0
016-321-006,,right_only,,,,0,0,0
016-322-008,,right_only,,,,0,0,0
016-501-008,,right_only,,,,0,0,0
016-322-014,,right_only,,,,0,0,0
016-553-005,,right_only,,,,0,0,0
016-572-005,,right_only,,,,0,0,0
016-572-004,,right_only,,,,0,0,0
016-553-008,,right_only,,,,0,0,0
016-553-004,,right_only,,,,0,0,0
016-572-003,,right_only,,,,0,0,0
016-554-009,,right_only,,,,0,0,0
016-552-005,,right_only,,,,0,0,0
016-501-007,,right_only,,,,0,0,0
016-572-002,,right_only,,,,0,0,0
016-553-003,,right_only,,,,0,0,0
016-552-004,,right_only,,,,0,0,0
016-572-001,,right_only,,,,0,0,0
016-553-002,,right_only,,,,0,0,0
016-552-003,,right_only,,,,0,0,0
016-502-004,,right_only,,,,0,0,0
016-071-012,,right_only,,,,0,0,0
014-031-010,,right_only,,,,0,0,0
016-501-006,,right_only,,,,0,0,0
016-552-002,,right_only,,,,0,0,0
016-561-006,,right_only,,,,0,0,0
016-554-005,,right_only,,,,0,0,0
016-502-005,,right_only,,,,0,0,0
016-552-001,,right_only,,,,0,0,0
016-553-001,,right_only,,,,0,0,0
016-501-005,,right_only,,,,0,0,0
016-501-012,,right_only,,,,0,0,0
016-561-007,,right_only,,,,0,0,0
016-554-004,,right_only,,,,0,0,0
016-502-006,,right_only,,,,0,0,0
016-501-004,,right_only,,,,0,0,0
016-501-011,,right_only,,,,0,0,0
016-561-003,,right_only,,,,0,0,0
016-563-006,,right_only,,,,0,0,0
016-501-003,,right_only,,,,0,0,0
016-502-007,,right_only,,,,0,0,0
016-563-005,,right_only,,,,0,0,0
016-501-002,,right_only,,,,0,0,0
016-561-002,,right_only,,,,0,0,0
016-561-001,,right_only,,,,0,0,0
016-502-008,,right_only,,,,0,0,0
016-563-004,,right_only,,,,0,0,0
016-561-010,,right_only,,,,0,0,0
016-501-001,,right_only,,,,0,0,0
016-512-001,,right_only,,,,0,0,0
016-502-009,,right_only,,,,0,0,0
016-561-011,,right_only,,,,0,0,0
016-563-002,,right_only,,,,0,0,0
016-512-008,,right_only,,,,0,0,0
016-502-010,,right_only,,,,0,0,0
016-561-012,,right_only,,,,0,0,0
016-513-013,,right_only,,,,0,0,0
016-563-001,,right_only,,,,0,0,0
016-514-001,,right_only,,,,0,0,0
016-561-013,,right_only,,,,0,0,0
016-563-008,,right_only,,,,0,0,0
016-561-014,,right_only,,,,0,0,0
016-081-040,,right_only,,,,0,0,0
016-513-012,,right_only,,,,0,0,0
016-561-015,,right_only,,,,0,0,0
016-514-002,,right_only,,,,0,0,0
016-071-011,,right_only,,,,0,0,0
016-562-006,,right_only,,,,0,0,0
016-513-010,,right_only,,,,0,0,0
016-562-005,,right_only,,,,0,0,0
016-514-003,,right_only,,,,0,0,0
016-562-007,,right_only,,,,0,0,0
016-513-008,,right_only,,,,0,0,0
016-513-011,,right_only,,,,0,0,0
016-562-004,,right_only,,,,0,0,0
016-514-004,,right_only,,,,0,0,0
016-562-008,,right_only,,,,0,0,0
016-513-006,,right_only,,,,0,0,0
016-562-003,,right_only,,,,0,0,0
016-513-009,,right_only,,,,0,0,0
016-091-025,,right_only,,,,0,0,0
016-091-044,,right_only,,,,0,0,0
016-561-016,,right_only,,,,0,0,0
016-511-003,,right_only,,,,0,0,0
016-562-009,,right_only,,,,0,0,0
016-562-002,,right_only,,,,0,0,0
016-514-005,,right_only,,,,0,0,0
016-513-004,,right_only,,,,0,0,0
016-511-002,,right_only,,,,0,0,0
016-513-007,,right_only,,,,0,0,0
016-091-035,,right_only,,,,0,0,0
016-562-001,,right_only,,,,0,0,0
016-514-006,,right_only,,,,0,0,0
016-513-002,,right_only,,,,0,0,0
016-513-005,,right_only,,,,0,0,0
016-511-005,,right_only,,,,0,0,0
016-521-006,,right_only,,,,0,0,0
016-514-007,,right_only,,,,0,0,0
016-513-003,,right_only,,,,0,0,0
016-513-001,,right_only,,,,0,0,0
016-521-005,,right_only,,,,0,0,0
016-522-001,,right_only,,,,0,1,0
016-521-004,,right_only,,,,0,0,0
016-525-001,,right_only,,,,0,0,0
016-523-007,,right_only,,,,0,0,0
016-523-005,,right_only,,,,0,0,0
010-190-001,,right_only,,,,0,0,0
016-521-003,,right_only,,,,0,0,0
016-522-004,,right_only,,,,0,0,0
016-525-002,,right_only,,,,0,0,0
016-522-003,,right_only,,,,0,0,0
016-091-026,,right_only,,,,0,0,0
016-523-006,,right_only,,,,0,0,0
016-523-004,,right_only,,,,0,0,0
016-091-018,,right_only,,,,0,0,0
016-525-003,,right_only,,,,0,0,0
016-521-002,,right_only,,,,0,0,0
016-523-003,,right_only,,,,0,0,0
016-525-004,,right_only,,,,0,0,0
016-521-001,,right_only,,,,0,0,0
016-522-010,,right_only,,,,0,0,0
016-522-007,,right_only,,,,0,0,0
016-091-047,,right_only,,,,0,0,0
016-523-002,,right_only,,,,0,0,0
016-525-005,,right_only,,,,0,0,0
016-091-008,,right_only,,,,0,0,0
016-522-012,,right_only,,,,0,0,0
016-522-009,,right_only,,,,0,0,0
016-091-027,,right_only,,,,0,1,0
016-525-006,,right_only,,,,0,0,0
016-523-001,,right_only,,,,0,0,0
016-522-014,,right_only,,,,0,0,0
016-522-011,,right_only,,,,0,0,0
016-525-007,,right_only,,,,0,0,0
016-091-029,,right_only,,,,0,0,0
016-522-016,,right_only,,,,0,0,0
016-525-008,,right_only,,,,0,0,0
016-522-018,,right_only,,,,0,0,0
016-524-003,,right_only,,,,0,0,0
016-101-077,,right_only,,,,0,1,0
016-101-078,,right_only,,,,0,0,0
016-522-015,,right_only,,,,0,0,0
016-101-076,,right_only,,,,0,0,0
016-101-065,,right_only,,,,0,0,0
016-525-009,,right_only,,,,0,0,0
016-522-017,,right_only,,,,0,0,0
016-101-066,,right_only,,,,0,0,0
016-524-001,,right_only,,,,0,0,0
016-101-067,,right_only,,,,0,0,0
016-525-010,,right_only,,,,0,0,0
016-101-073,,right_only,,,,0,0,0
016-101-068,,right_only,,,,0,0,0
016-101-069,,right_only,,,,0,0,0
016-071-013,,right_only,,,,0,0,0
016-101-071,,right_only,,,,0,0,0
016-101-070,,right_only,,,,0,0,0
016-492-001,,right_only,,,,0,0,0
016-491-002,,right_only,,,,0,0,0
016-101-079,,right_only,,,,0,0,0
016-101-080,,right_only,,,,0,0,0
016-491-001,,right_only,,,,0,0,0
016-101-082,,right_only,,,,0,0,0
016-101-081,,right_only,,,,0,0,0
016-493-006,,right_only,,,,0,0,0
016-101-064,,right_only,,,,0,0,0
016-101-061,,right_only,,,,0,0,0
016-101-062,,right_only,,,,0,0,0
016-101-026,,right_only,,,,0,0,0
016-101-002,,right_only,,,,0,0,0
016-493-008,,right_only,,,,0,0,0
016-491-003,,right_only,,,,0,0,0
016-493-005,,right_only,,,,0,0,0
016-101-058,,right_only,,,,0,0,0
016-101-053,,right_only,,,,0,0,0
016-493-011,,right_only,,,,0,0,0
016-101-054,,right_only,,,,0,0,0
016-101-056,,right_only,,,,0,0,0
016-101-055,,right_only,,,,0,0,0
016-493-012,,right_only,,,,0,0,0
016-101-060,,right_only,,,,0,0,0
016-101-031,,right_only,,,,0,0,0
016-101-014,,right_only,,,,0,1,0
016-101-051,,right_only,,,,0,0,0
016-110-001,,right_only,,,,0,0,0
016-161-034,,right_only,,,,0,0,0
016-101-052,,right_only,,,,0,0,0
014-031-009,,right_only,,,,0,0,0
014-031-005,,right_only,,,,0,0,0
014-031-004,,right_only,,,,0,0,0
016-143-020,,right_only,,,,0,0,0
010-190-007,,right_only,,,,0,0,0
016-161-037,,right_only,,,,0,0,0
016-143-019,,right_only,,,,0,0,0
016-161-032,,right_only,,,,0,0,0
016-161-013,,right_only,,,,0,0,0
016-143-011,,right_only,,,,0,1,0
016-151-026,,right_only,,,,0,0,0
016-151-024,,right_only,,,,0,0,0
016-161-025,,right_only,,,,0,0,0
016-151-038,,right_only,,,,0,0,0
016-161-029,,right_only,,,,0,0,0
016-142-024,,right_only,,,,0,0,0
016-151-040,,right_only,,,,0,0,0
010-180-004,,right_only,,,,0,0,0
016-151-020,,right_only,,,,0,0,0
016-142-030,,right_only,,,,0,0,0
016-151-041,,right_only,,,,0,0,0
016-171-008,,right_only,,,,0,0,0
016-151-034,,right_only,,,,0,0,0
016-171-004,,right_only,,,,0,0,0
016-151-037,,right_only,,,,0,0,0
010-190-006,,right_only,,,,0,0,0
010-190-003,,right_only,,,,0,0,0
016-151-036,,right_only,,,,0,0,0
016-151-031,,right_only,,,,0,0,0
016-171-003,,right_only,,,,0,0,0
016-181-001,,right_only,,,,0,0,0
016-142-011,,right_only,,,,0,0,0
016-181-002,,right_only,,,,0,0,0
016-181-012,,right_only,,,,0,0,0
016-181-003,,right_only,,,,0,0,0
014-031-011,,right_only,,,,0,0,0
016-282-003,,right_only,,,,0,0,0
016-181-018,,right_only,,,,0,0,0
016-181-004,,right_only,,,,0,0,0
016-181-017,,right_only,,,,0,0,0
016-282-006,,right_only,,,,0,0,0
016-181-005,,right_only,,,,0,0,0
016-282-007,,right_only,,,,0,0,0
016-282-008,,right_only,,,,0,0,0
016-282-009,,right_only,,,,0,0,0
016-110-002,,right_only,,,,0,0,0
016-401-005,,right_only,,,,0,0,0
016-181-014,,right_only,,,,0,0,0
016-401-011,,right_only,,,,0,0,0
016-362-006,,right_only,,,,0,0,0
016-181-006,,right_only,,,,0,0,0
016-281-003,,right_only,,,,0,0,0
016-361-016,,right_only,,,,0,0,0
016-401-010,,right_only,,,,0,0,0
016-361-022,,right_only,,,,0,0,0
016-281-004,,right_only,,,,0,0,0
016-361-021,,right_only,,,,0,0,0
016-361-019,,right_only,,,,0,0,0
016-361-009,,right_only,,,,0,0,0
016-281-005,,right_only,,,,0,0,0
016-361-018,,right_only,,,,0,0,0
016-281-006,,right_only,,,,0,0,0
016-361-027,,right_only,,,,0,0,0
016-361-004,,right_only,,,,0,0,0
016-361-026,,right_only,,,,0,0,0
016-363-003,,right_only,,,,0,0,0
016-284-002,,right_only,,,,0,0,0
016-211-013,,right_only,,,,0,0,0
016-283-005,,right_only,,,,0,0,0
016-284-001,,right_only,,,,0,0,0
016-373-007,,right_only,,,,0,0,0
016-292-002,,right_only,,,,0,0,0
016-291-002,,right_only,,,,0,0,0
016-461-005,,right_only,,,,0,0,0
016-461-004,,right_only,,,,0,0,0
016-461-001,,right_only,,,,0,0,0
016-371-012,,right_only,,,,0,0,0
016-373-004,,right_only,,,,0,0,0
016-121-012,,right_only,,,,0,0,0
016-371-013,,right_only,,,,0,0,0
014-031-014,,right_only,,,,0,0,0
016-292-004,,right_only,,,,0,0,0
016-461-006,,right_only,,,,0,0,0
016-373-006,,right_only,,,,0,0,0
016-462-008,,right_only,,,,0,1,0
016-292-005,,right_only,,,,0,0,0
016-292-006,,right_only,,,,0,0,0
016-371-005,,right_only,,,,0,0,0
016-202-019,,right_only,,,,0,0,0
016-292-007,,right_only,,,,0,0,0
016-221-006,,right_only,,,,0,0,0
016-202-020,,right_only,,,,0,0,0
016-462-006,,right_only,,,,0,1,0
016-292-008,,right_only,,,,0,0,0
016-462-005,,right_only,,,,0,0,0
016-371-007,,right_only,,,,0,0,0
016-371-008,,right_only,,,,0,0,0
016-292-009,,right_only,,,,0,0,0
016-292-010,,right_only,,,,0,0,0
016-462-004,,right_only,,,,0,0,0
016-292-011,,right_only,,,,0,0,0
016-292-033,,right_only,,,,0,0,0
016-292-019,,right_only,,,,0,0,0
016-462-002,,right_only,,,,0,0,0
016-292-020,,right_only,,,,0,0,0
016-292-021,,right_only,,,,0,0,0
016-461-011,,right_only,,,,0,0,0
016-292-022,,right_only,,,,0,0,0
016-462-009,,right_only,,,,0,0,0
016-292-023,,right_only,,,,0,0,0
016-292-030,,right_only,,,,0,0,0
016-292-024,,right_only,,,,0,0,0
016-292-025,,right_only,,,,0,0,0
016-292-026,,right_only,,,,0,0,0
