APN,YEAR,_merge
031-152-004,2021,left_only
031-152-015,2021,left_only
031-152-016,2021,left_only
031-153-001,2021,left_only
031-153-014,2021,left_only
031-153-018,2021,left_only
031-154-004,2021,left_only
031-154-009,2021,left_only
031-154-012,2021,left_only
031-155-016,2021,left_only
031-156-001,2021,left_only
031-156-006,2021,left_only
031-156-013,2021,left_only
031-161-004,2021,left_only
031-161-009,2021,left_only
031-162-001,2021,left_only
031-164-003,2021,left_only
031-165-008,2021,left_only
031-165-017,2021,left_only
031-166-018,2021,left_only
031-172-005,2021,left_only
031-174-008,2021,left_only
031-181-003,2021,left_only
031-181-012,2021,left_only
031-183-014,2021,left_only
031-184-009,2021,left_only
031-186-002,2021,left_only
031-186-017,2021,left_only
031-192-006,2021,left_only
031-194-005,2021,left_only
031-195-017,2021,left_only
031-202-011,2021,left_only
031-202-014,2021,left_only
031-202-016,2021,left_only
031-203-015,2021,left_only
031-204-008,2021,left_only
031-205-018,2021,left_only
031-206-002,2021,left_only
031-207-016,2021,left_only
031-211-015,2021,left_only
031-212-004,2021,left_only
031-213-014,2021,left_only
031-214-018,2021,left_only
031-216-010,2021,left_only
031-216-011,2021,left_only
031-221-008,2021,left_only
031-226-003,2021,left_only
031-231-009,2021,left_only
031-232-003,2021,left_only
031-233-003,2021,left_only
031-235-008,2021,left_only
031-251-001,2021,left_only
031-252-004,2021,left_only
031-253-008,2021,left_only
031-255-007,2021,left_only
031-256-002,2021,left_only
031-258-001,2021,left_only
031-261-033,2021,left_only
031-261-056,2021,left_only
031-262-003,2021,left_only
031-262-019,2021,left_only
031-274-002,2021,left_only
031-275-006,2021,left_only
031-281-008,2021,left_only
031-281-016,2021,left_only
031-281-020,2021,left_only
031-282-004,2021,left_only
031-282-005,2021,left_only
031-282-006,2021,left_only
031-283-001,2021,left_only
031-283-002,2021,left_only
031-284-009,2021,left_only
031-313-007,2021,left_only
031-314-009,2021,left_only
031-316-003,2021,left_only
031-321-020,2021,left_only
031-321-026,2021,left_only
031-322-001,2021,left_only
031-323-007,2021,left_only
031-331-016,2021,left_only
031-331-019,2021,left_only
031-333-005,2021,left_only
031-333-010,2021,left_only
031-333-016,2021,left_only
031-333-027,2021,left_only
031-333-030,2021,left_only
031-333-036,2021,left_only
031-341-006,2021,left_only
031-342-002,2021,left_only
031-342-007,2021,left_only
031-342-010,2021,left_only
031-342-017,2021,left_only
031-342-018,2021,left_only
031-351-011,2021,left_only
031-351-020,2021,left_only
031-361-006,2021,left_only
032-110-007,2021,left_only
032-110-013,2021,left_only
032-110-014,2021,left_only
032-110-025,2021,left_only
032-141-010,2021,left_only
032-151-016,2021,left_only
032-151-017,2021,left_only
032-181-008,2021,left_only
032-192-006,2021,left_only
032-221-003,2021,left_only
032-241-005,2021,left_only
032-241-020,2021,left_only
032-252-032,2021,left_only
032-261-001,2021,left_only
032-261-008,2021,left_only
032-261-011,2021,left_only
032-271-002,2021,left_only
032-273-001,2021,left_only
032-274-004,2021,left_only
032-274-005,2021,left_only
032-275-003,2021,left_only
032-276-001,2021,left_only
032-276-011,2021,left_only
032-277-002,2021,left_only
032-277-017,2021,left_only
032-278-003,2021,left_only
032-278-029,2021,left_only
032-278-040,2021,left_only
032-278-041,2021,left_only
032-278-044,2021,left_only
032-281-003,2021,left_only
032-281-027,2021,left_only
032-282-027,2021,left_only
032-282-031,2021,left_only
032-282-052,2021,left_only
032-283-002,2021,left_only
032-284-004,2021,left_only
032-291-034,2021,left_only
032-313-019,2021,left_only
032-323-016,2021,left_only
032-331-004,2021,left_only
032-342-002,2021,left_only
032-362-003,2021,left_only
032-364-004,2021,left_only
032-490-001,2021,left_only
033-152-005,2021,left_only
033-213-003,2021,left_only
033-214-002,2021,left_only
033-222-006,2021,left_only
033-232-011,2021,left_only
033-233-003,2021,left_only
033-243-006,2021,left_only
033-252-006,2021,left_only
033-272-003,2021,left_only
033-273-002,2021,left_only
033-276-009,2021,left_only
033-291-018,2021,left_only
033-292-013,2021,left_only
033-305-012,2021,left_only
033-312-020,2021,left_only
033-342-005,2021,left_only
033-342-009,2021,left_only
033-343-003,2021,left_only
033-383-001,2021,left_only
033-391-002,2021,left_only
033-401-011,2021,left_only
033-402-006,2021,left_only
033-413-002,2021,left_only
033-422-028,2021,left_only
033-423-015,2021,left_only
033-425-001,2021,left_only
033-432-005,2021,left_only
033-434-020,2021,left_only
033-452-014,2021,left_only
033-453-013,2021,left_only
033-454-007,2021,left_only
033-455-003,2021,left_only
033-464-004,2021,left_only
033-466-008,2021,left_only
033-471-007,2021,left_only
033-472-012,2021,left_only
033-491-006,2021,left_only
033-492-003,2021,left_only
033-502-018,2021,left_only
033-512-006,2021,left_only
033-521-009,2021,left_only
033-523-008,2021,left_only
033-561-008,2021,left_only
033-565-007,2021,left_only
033-575-004,2021,left_only
033-581-015,2021,left_only
033-581-017,2021,left_only
033-582-001,2021,left_only
033-603-005,2021,left_only
033-623-015,2021,left_only
033-631-015,2021,left_only
033-631-027,2021,left_only
033-641-003,2021,left_only
033-642-003,2021,left_only
033-651-008,2021,left_only
033-661-012,2021,left_only
033-672-002,2021,left_only
033-673-013,2021,left_only
033-684-001,2021,left_only
033-684-007,2021,left_only
033-703-002,2021,left_only
033-712-003,2021,left_only
033-713-007,2021,left_only
033-714-005,2021,left_only
033-715-003,2021,left_only
033-732-006,2021,left_only
033-735-006,2021,left_only
033-751-007,2021,left_only
033-751-017,2021,left_only
033-783-001,2021,left_only
033-783-006,2021,left_only
033-792-006,2021,left_only
033-792-021,2021,left_only
033-792-027,2021,left_only
033-821-011,2021,left_only
033-834-001,2021,left_only
033-835-003,2021,left_only
033-837-004,2021,left_only
033-841-019,2021,left_only
033-853-001,2021,left_only
033-853-002,2021,left_only
033-855-020,2021,left_only
033-855-023,2021,left_only
033-856-003,2021,left_only
033-861-005,2021,left_only
033-861-012,2021,left_only
033-862-024,2021,left_only
033-863-011,2021,left_only
033-863-012,2021,left_only
033-863-019,2021,left_only
033-864-007,2021,left_only
033-871-009,2021,left_only
033-873-010,2021,left_only
033-873-021,2021,left_only
033-873-029,2021,left_only
033-875-001,2021,left_only
034-082-010,2021,left_only
034-084-008,2021,left_only
034-093-004,2021,left_only
034-095-003,2021,left_only
034-097-003,2021,left_only
034-097-014,2021,left_only
034-123-001,2021,left_only
034-132-026,2021,left_only
034-152-008,2021,left_only
034-154-019,2021,left_only
034-162-004,2021,left_only
034-162-015,2021,left_only
034-162-020,2021,left_only
034-181-020,2021,left_only
034-183-003,2021,left_only
034-192-006,2021,left_only
034-192-014,2021,left_only
034-201-009,2021,left_only
034-201-010,2021,left_only
034-212-008,2021,left_only
034-221-019,2021,left_only
034-221-026,2021,left_only
034-221-038,2021,left_only
034-221-039,2021,left_only
034-224-018,2021,left_only
034-224-019,2021,left_only
034-233-001,2021,left_only
034-241-001,2021,left_only
034-242-002,2021,left_only
034-252-010,2021,left_only
034-253-004,2021,left_only
034-253-018,2021,left_only
034-253-025,2021,left_only
034-254-004,2021,left_only
034-265-006,2021,left_only
034-294-027,2021,left_only
034-321-003,2021,left_only
034-322-002,2021,left_only
034-322-004,2021,left_only
034-332-004,2021,left_only
034-350-006,2021,left_only
034-350-010,2021,left_only
034-361-002,2021,left_only
034-371-003,2021,left_only
034-372-018,2021,left_only
034-382-024,2021,left_only
034-384-005,2021,left_only
034-433-007,2021,left_only
034-433-009,2021,left_only
034-434-004,2021,left_only
034-434-008,2021,left_only
034-453-002,2021,left_only
034-471-006,2021,left_only
034-471-007,2021,left_only
034-473-026,2021,left_only
034-482-004,2021,left_only
034-482-006,2021,left_only
034-503-001,2021,left_only
034-521-008,2021,left_only
034-521-009,2021,left_only
034-531-005,2021,left_only
034-532-019,2021,left_only
034-542-014,2021,left_only
034-572-010,2021,left_only
034-593-003,2021,left_only
034-602-010,2021,left_only
034-613-002,2021,left_only
034-622-005,2021,left_only
034-631-020,2021,left_only
034-641-016,2021,left_only
034-642-001,2021,left_only
034-682-009,2021,left_only
034-682-016,2021,left_only
034-691-021,2021,left_only
034-692-015,2021,left_only
034-693-009,2021,left_only
034-693-012,2021,left_only
034-704-024,2021,left_only
034-704-027,2021,left_only
034-712-013,2021,left_only
034-712-018,2021,left_only
034-713-019,2021,left_only
034-722-003,2021,left_only
034-722-041,2021,left_only
034-734-014,2021,left_only
034-782-001,2021,left_only
034-791-004,2021,left_only
034-792-009,2021,left_only
034-801-001,2021,left_only
034-803-014,2021,left_only
034-811-001,2021,left_only
034-821-018,2021,left_only
034-823-002,2021,left_only
034-824-009,2021,left_only
034-825-022,2021,left_only
035-131-002,2021,left_only
035-131-003,2021,left_only
035-132-002,2021,left_only
035-143-005,2021,left_only
035-144-002,2021,left_only
035-145-002,2021,left_only
035-145-004,2021,left_only
035-162-016,2021,left_only
035-171-010,2021,left_only
035-182-003,2021,left_only
035-212-012,2021,left_only
035-224-010,2021,left_only
035-241-007,2021,left_only
035-242-003,2021,left_only
035-242-011,2021,left_only
035-245-009,2021,left_only
035-271-012,2021,left_only
035-271-014,2021,left_only
035-272-009,2021,left_only
035-272-018,2021,left_only
035-273-009,2021,left_only
035-273-022,2021,left_only
035-273-025,2021,left_only
035-282-011,2021,left_only
035-283-030,2021,left_only
035-291-006,2021,left_only
036-010-003,2021,left_only
036-160-001,2021,left_only
036-160-002,2021,left_only
036-160-003,2021,left_only
036-160-004,2021,left_only
036-160-005,2021,left_only
036-160-006,2021,left_only
036-160-007,2021,left_only
036-170-001,2021,left_only
036-170-002,2021,left_only
036-170-003,2021,left_only
036-170-004,2021,left_only
036-170-005,2021,left_only
036-170-006,2021,left_only
036-170-007,2021,left_only
036-170-008,2021,left_only
036-170-009,2021,left_only
036-170-010,2021,left_only
036-170-011,2021,left_only
036-170-012,2021,left_only
036-170-013,2021,left_only
036-170-014,2021,left_only
036-170-015,2021,left_only
036-170-021,2021,left_only
036-170-022,2021,left_only
036-300-000,2021,left_only
036-300-001,2021,left_only
036-412-010,2021,left_only
036-421-012,2021,left_only
036-422-015,2021,left_only
036-422-016,2021,left_only
036-423-001,2021,left_only
036-461-007,2021,left_only
036-474-008,2021,left_only
036-474-011,2021,left_only
036-530-028,2021,left_only
036-541-002,2021,left_only
036-545-005,2021,left_only
036-547-003,2021,left_only
036-551-001,2021,left_only
036-551-004,2021,left_only
036-551-007,2021,left_only
036-551-012,2021,left_only
036-552-007,2021,left_only
036-571-009,2021,left_only
036-572-011,2021,left_only
036-611-012,2021,left_only
037-010-040,2021,left_only
037-010-041,2021,left_only
037-020-009,2021,left_only
037-020-011,2021,left_only
037-020-014,2021,left_only
038-010-015,2021,left_only
038-030-046,2021,left_only
039-030-001,2021,left_only
039-110-003,2021,left_only
048-041-03,2021,left_only
048-041-20,2021,left_only
048-042-02,2021,left_only
048-140-01,2021,left_only
048-140-02,2021,left_only
055-010-07,2021,left_only
055-010-09,2021,left_only
055-010-19,2021,left_only
055-010-25,2021,left_only
080-071-029,2021,left_only
080-081-032,2021,left_only
080-082-002,2021,left_only
080-083-004,2021,left_only
080-101-008,2021,left_only
080-104-003,2021,left_only
080-104-004,2021,left_only
080-104-014,2021,left_only
080-104-022,2021,left_only
080-104-023,2021,left_only
080-113-007,2021,left_only
080-114-005,2021,left_only
080-114-011,2021,left_only
080-115-003,2021,left_only
080-115-007,2021,left_only
080-131-006,2021,left_only
080-132-017,2021,left_only
080-133-006,2021,left_only
080-142-009,2021,left_only
080-143-006,2021,left_only
080-144-048,2021,left_only
080-145-013,2021,left_only
080-145-016,2021,left_only
080-151-018,2021,left_only
080-153-011,2021,left_only
080-154-016,2021,left_only
080-155-001,2021,left_only
080-155-014,2021,left_only
080-155-016,2021,left_only
080-155-023,2021,left_only
080-161-006,2021,left_only
080-162-007,2021,left_only
080-163-035,2021,left_only
080-163-040,2021,left_only
080-164-007,2021,left_only
080-176-003,2021,left_only
080-181-005,2021,left_only
080-192-011,2021,left_only
080-193-013,2021,left_only
081-041-004,2021,left_only
081-043-006,2021,left_only
081-062-010,2021,left_only
081-072-005,2021,left_only
081-072-014,2021,left_only
081-072-025,2021,left_only
081-074-010,2021,left_only
081-085-015,2021,left_only
081-091-008,2021,left_only
081-093-011,2021,left_only
081-094-009,2021,left_only
081-102-021,2021,left_only
081-102-026,2021,left_only
081-131-004,2021,left_only
081-131-006,2021,left_only
081-131-008,2021,left_only
081-131-010,2021,left_only
081-141-005,2021,left_only
081-141-012,2021,left_only
081-141-017,2021,left_only
081-142-009,2021,left_only
081-151-003,2021,left_only
081-151-014,2021,left_only
083-010-004,2021,left_only
083-010-009,2021,left_only
083-010-021,2021,left_only
083-010-057,2021,left_only
083-010-060,2021,left_only
083-010-062,2021,left_only
083-032-001,2021,left_only
083-032-014,2021,left_only
083-042-016,2021,left_only
083-043-008,2021,left_only
083-061-016,2021,left_only
083-061-040,2021,left_only
083-061-065,2021,left_only
083-062-030,2021,left_only
083-062-039,2021,left_only
083-074-018,2021,left_only
083-075-013,2021,left_only
083-075-017,2021,left_only
083-076-012,2021,left_only
083-077-009,2021,left_only
083-083-001,2021,left_only
083-085-030,2021,left_only
083-092-014,2021,left_only
083-096-003,2021,left_only
083-101-016,2021,left_only
083-104-006,2021,left_only
083-105-008,2021,left_only
083-105-010,2021,left_only
083-105-013,2021,left_only
083-130-037,2021,left_only
083-130-043,2021,left_only
083-143-006,2021,left_only
083-153-011,2021,left_only
083-161-014,2021,left_only
083-181-016,2021,left_only
083-181-019,2021,left_only
083-182-011,2021,left_only
083-202-015,2021,left_only
083-220-022,2021,left_only
083-251-003,2021,left_only
083-283-011,2021,left_only
083-300-028,2021,left_only
083-300-046,2021,left_only
083-310-023,2021,left_only
083-310-032,2021,left_only
083-320-014,2021,left_only
083-340-006,2021,left_only
083-340-027,2021,left_only
083-340-029,2021,left_only
083-350-006,2021,left_only
083-380-028,2021,left_only
083-380-036,2021,left_only
083-390-050,2021,left_only
083-420-016,2021,left_only
083-420-037,2021,left_only
083-440-005,2021,left_only
083-440-039,2021,left_only
083-440-041,2021,left_only
083-460-024,2021,left_only
083-480-003,2021,left_only
083-480-020,2021,left_only
084-025-007,2021,left_only
084-060-006,2021,left_only
084-071-002,2021,left_only
084-071-009,2021,left_only
084-071-013,2021,left_only
084-073-013,2021,left_only
084-082-013,2021,left_only
084-083-004,2021,left_only
084-092-006,2021,left_only
084-103-019,2021,left_only
084-110-019,2021,left_only
084-131-005,2021,left_only
084-152-016,2021,left_only
084-181-006,2021,left_only
084-213-020,2021,left_only
085-010-001,2021,left_only
085-010-008,2021,left_only
085-010-010,2021,left_only
085-010-012,2021,left_only
085-030-013,2021,left_only
085-040-035,2021,left_only
085-072-015,2021,left_only
085-083-018,2021,left_only
085-084-017,2021,left_only
085-095-006,2021,left_only
085-095-009,2021,left_only
085-141-010,2021,left_only
085-152-005,2021,left_only
085-154-007,2021,left_only
085-161-011,2021,left_only
085-162-007,2021,left_only
085-175-017,2021,left_only
085-177-010,2021,left_only
085-190-009,2021,left_only
085-213-018,2021,left_only
085-217-011,2021,left_only
085-221-003,2021,left_only
085-241-010,2021,left_only
085-252-008,2021,left_only
085-260-036,2021,left_only
085-260-038,2021,left_only
085-280-065,2021,left_only
085-280-069,2021,left_only
085-290-013,2021,left_only
085-290-020,2021,left_only
085-301-004,2021,left_only
085-302-007,2021,left_only
085-303-001,2021,left_only
085-327-001,2021,left_only
085-341-009,2021,left_only
085-342-008,2021,left_only
090-010-012,2021,left_only
090-041-024,2021,left_only
090-052-014,2021,left_only
090-053-022,2021,left_only
090-055-033,2021,left_only
090-056-005,2021,left_only
090-061-005,2021,left_only
090-063-010,2021,left_only
090-064-010,2021,left_only
090-064-024,2021,left_only
090-064-029,2021,left_only
090-067-018,2021,left_only
090-067-028,2021,left_only
090-067-030,2021,left_only
090-072-002,2021,left_only
090-091-021,2021,left_only
090-094-024,2021,left_only
090-101-008,2021,left_only
090-101-025,2021,left_only
090-101-032,2021,left_only
090-102-001,2021,left_only
090-102-015,2021,left_only
090-102-022,2021,left_only
090-104-017,2021,left_only
090-104-041,2021,left_only
090-111-020,2021,left_only
090-111-031,2021,left_only
090-111-039,2021,left_only
090-112-042,2021,left_only
090-113-012,2021,left_only
090-114-032,2021,left_only
090-114-038,2021,left_only
090-115-046,2021,left_only
090-115-053,2021,left_only
090-123-008,2021,left_only
090-124-046,2021,left_only
090-125-008,2021,left_only
090-125-019,2021,left_only
090-134-059,2021,left_only
090-141-018,2021,left_only
090-151-032,2021,left_only
090-151-034,2021,left_only
090-152-051,2021,left_only
090-152-054,2021,left_only
090-161-013,2021,left_only
090-161-040,2021,left_only
090-173-005,2021,left_only
090-174-064,2021,left_only
090-181-009,2021,left_only
090-181-015,2021,left_only
090-181-095,2021,left_only
090-191-002,2021,left_only
090-191-030,2021,left_only
090-191-033,2021,left_only
090-192-008,2021,left_only
090-202-015,2021,left_only
090-202-017,2021,left_only
090-212-026,2021,left_only
090-222-010,2021,left_only
090-222-048,2021,left_only
090-223-041,2021,left_only
090-225-015,2021,left_only
090-243-017,2021,left_only
090-262-008,2021,left_only
090-263-006,2021,left_only
090-264-006,2021,left_only
090-272-006,2021,left_only
090-273-007,2021,left_only
090-282-006,2021,left_only
090-292-009,2021,left_only
090-294-006,2021,left_only
090-303-001,2021,left_only
090-303-003,2021,left_only
090-311-004,2021,left_only
090-311-011,2021,left_only
090-311-033,2021,left_only
090-315-010,2021,left_only
091-090-009,2021,left_only
091-100-010,2021,left_only
091-100-015,2021,left_only
091-100-019,2021,left_only
091-100-027,2021,left_only
091-120-003,2021,left_only
091-181-002,2021,left_only
091-186-004,2021,left_only
091-190-014,2021,left_only
091-210-013,2021,left_only
091-220-002,2021,left_only
091-220-008,2021,left_only
091-220-011,2021,left_only
091-230-019,2021,left_only
092-023-006,2021,left_only
092-031-010,2021,left_only
092-032-001,2021,left_only
092-051-005,2021,left_only
092-053-005,2021,left_only
092-060-012,2021,left_only
092-073-002,2021,left_only
092-073-003,2021,left_only
092-073-007,2021,left_only
092-075-006,2021,left_only
092-082-004,2021,left_only
092-082-013,2021,left_only
092-082-014,2021,left_only
092-082-015,2021,left_only
092-082-016,2021,left_only
092-082-017,2021,left_only
092-084-006,2021,left_only
092-090-056,2021,left_only
092-100-021,2021,left_only
092-120-009,2021,left_only
092-120-018,2021,left_only
092-130-013,2021,left_only
092-141-002,2021,left_only
092-152-007,2021,left_only
092-152-038,2021,left_only
092-153-019,2021,left_only
092-154-028,2021,left_only
092-154-040,2021,left_only
092-160-006,2021,left_only
092-160-007,2021,left_only
092-160-016,2021,left_only
092-170-032,2021,left_only
092-180-001,2021,left_only
092-180-045,2021,left_only
092-180-051,2021,left_only
092-180-053,2021,left_only
092-180-059,2021,left_only
092-180-060,2021,left_only
092-190-034,2021,left_only
092-190-039,2021,left_only
092-211-006,2021,left_only
092-215-004,2021,left_only
092-222-002,2021,left_only
092-234-021,2021,left_only
092-235-006,2021,left_only
092-236-001,2021,left_only
093-031-023,2021,left_only
093-031-025,2021,left_only
093-042-035,2021,left_only
093-042-043,2021,left_only
093-051-013,2021,left_only
093-071-004,2021,left_only
093-082-004,2021,left_only
093-092-002,2021,left_only
093-101-001,2021,left_only
093-101-006,2021,left_only
093-111-004,2021,left_only
093-130-014,2021,left_only
093-130-015,2021,left_only
093-130-028,2021,left_only
093-130-031,2021,left_only
093-151-004,2021,left_only
093-172-003,2021,left_only
093-180-006,2021,left_only
093-194-006,2021,left_only
093-202-004,2021,left_only
093-202-015,2021,left_only
093-210-011,2021,left_only
093-210-014,2021,left_only
093-210-021,2021,left_only
093-210-022,2021,left_only
093-220-016,2021,left_only
093-230-004,2021,left_only
093-230-043,2021,left_only
093-250-003,2021,left_only
093-250-005,2021,left_only
093-260-007,2021,left_only
093-273-002,2021,left_only
093-310-027,2021,left_only
093-310-028,2021,left_only
093-320-011,2021,left_only
093-320-033,2021,left_only
093-330-048,2021,left_only
093-330-053,2021,left_only
093-330-058,2021,left_only
093-340-019,2021,left_only
093-600-014,2021,left_only
093-600-025,2021,left_only
094-031-019,2021,left_only
094-032-010,2021,left_only
094-044-001,2021,left_only
094-070-006,2021,left_only
094-102-003,2021,left_only
094-110-012,2021,left_only
094-121-007,2021,left_only
094-121-014,2021,left_only
094-122-007,2021,left_only
094-122-009,2021,left_only
094-122-013,2021,left_only
094-122-047,2021,left_only
094-122-049,2021,left_only
094-124-012,2021,left_only
094-124-014,2021,left_only
094-140-017,2021,left_only
094-160-020,2021,left_only
094-171-003,2021,left_only
094-172-002,2021,left_only
094-173-007,2021,left_only
094-175-007,2021,left_only
094-180-077,2021,left_only
094-200-049,2021,left_only
094-211-006,2021,left_only
094-212-008,2021,left_only
094-222-005,2021,left_only
094-225-006,2021,left_only
094-232-009,2021,left_only
094-233-015,2021,left_only
094-235-003,2021,left_only
094-236-002,2021,left_only
094-252-022,2021,left_only
094-252-025,2021,left_only
094-253-001,2021,left_only
094-253-003,2021,left_only
094-253-011,2021,left_only
094-262-004,2021,left_only
094-274-011,2021,left_only
094-300-011,2021,left_only
095-010-015,2021,left_only
095-010-017,2021,left_only
095-010-019,2021,left_only
095-120-001,2021,left_only
095-120-007,2021,left_only
095-160-002,2021,left_only
095-190-003,2021,left_only
095-190-005,2021,left_only
095-190-020,2021,left_only
095-190-022,2021,left_only
095-300-026,2021,left_only
095-400-001,2021,left_only
095-400-052,2021,left_only
095-410-001,2021,left_only
095-410-002,2021,left_only
095-410-003,2021,left_only
095-410-004,2021,left_only
097-010-005,2021,left_only
097-020-012,2021,left_only
097-020-014,2021,left_only
097-020-016,2021,left_only
097-020-026,2021,left_only
097-020-027,2021,left_only
097-040-009,2021,left_only
097-040-011,2021,left_only
097-050-037,2021,left_only
097-050-091,2021,left_only
097-073-011,2021,left_only
097-081-005,2021,left_only
097-082-005,2021,left_only
097-093-004,2021,left_only
097-093-009,2021,left_only
097-121-001,2021,left_only
097-130-044,2021,left_only
097-140-025,2021,left_only
097-152-002,2021,left_only
097-152-004,2021,left_only
097-153-001,2021,left_only
097-170-006,2021,left_only
097-170-010,2021,left_only
097-170-011,2021,left_only
097-200-001,2021,left_only
097-200-019,2021,left_only
097-210-021,2021,left_only
097-223-002,2021,left_only
097-223-005,2021,left_only
097-230-015,2021,left_only
097-230-022,2021,left_only
098-022-009,2021,left_only
098-022-014,2021,left_only
098-032-008,2021,left_only
098-041-003,2021,left_only
098-041-005,2021,left_only
098-042-007,2021,left_only
098-042-010,2021,left_only
098-044-001,2021,left_only
098-051-007,2021,left_only
098-053-002,2021,left_only
098-071-001,2021,left_only
098-072-001,2021,left_only
098-072-006,2021,left_only
098-074-005,2021,left_only
098-074-011,2021,left_only
098-082-006,2021,left_only
098-085-008,2021,left_only
098-090-007,2021,left_only
098-090-010,2021,left_only
098-090-013,2021,left_only
098-104-008,2021,left_only
098-112-011,2021,left_only
098-114-003,2021,left_only
098-114-016,2021,left_only
098-114-017,2021,left_only
098-142-005,2021,left_only
098-153-005,2021,left_only
098-167-006,2021,left_only
098-168-016,2021,left_only
098-174-007,2021,left_only
098-175-005,2021,left_only
098-176-019,2021,left_only
098-200-016,2021,left_only
098-200-027,2021,left_only
098-200-030,2021,left_only
098-231-003,2021,left_only
098-240-006,2021,left_only
098-252-006,2021,left_only
098-272-005,2021,left_only
098-280-006,2021,left_only
098-280-018,2021,left_only
098-280-027,2021,left_only
098-280-030,2021,left_only
098-293-003,2021,left_only
098-294-001,2021,left_only
098-294-005,2021,left_only
098-300-007,2021,left_only
098-320-022,2021,left_only
110-040-003,2021,left_only
110-040-004,2021,left_only
110-040-010,2021,left_only
110-040-013,2021,left_only
110-040-016,2021,left_only
110-051-031,2021,left_only
110-051-035,2021,left_only
110-051-042,2021,left_only
110-051-045,2021,left_only
110-051-048,2021,left_only
110-060-020,2021,left_only
110-060-021,2021,left_only
110-060-069,2021,left_only
110-060-070,2021,left_only
110-070-008,2021,left_only
110-070-009,2021,left_only
111-110-025,2021,left_only
111-110-028,2021,left_only
111-110-033,2021,left_only
111-110-034,2021,left_only
111-120-007,2021,left_only
111-120-027,2021,left_only
111-120-034,2021,left_only
111-130-009,2021,left_only
111-140-006,2021,left_only
111-140-014,2021,left_only
111-140-027,2021,left_only
111-140-028,2021,left_only
111-150-020,2021,left_only
111-160-002,2021,left_only
111-160-003,2021,left_only
111-160-024,2021,left_only
111-170-016,2021,left_only
111-180-016,2021,left_only
111-270-041,2021,left_only
111-280-047,2021,left_only
112-050-016,2021,left_only
112-070-013,2021,left_only
112-070-020,2021,left_only
112-100-007,2021,left_only
112-100-018,2021,left_only
112-100-053,2021,left_only
112-180-017,2021,left_only
112-180-031,2021,left_only
112-180-044,2021,left_only
112-180-067,2021,left_only
112-190-021,2021,left_only
112-190-029,2021,left_only
112-220-011,2021,left_only
112-220-038,2021,left_only
112-230-006,2021,left_only
112-240-009,2021,left_only
112-240-031,2021,left_only
112-240-052,2021,left_only
112-250-001,2021,left_only
112-250-004,2021,left_only
112-250-038,2021,left_only
112-250-039,2021,left_only
112-260-036,2021,left_only
112-260-048,2021,left_only
112-270-014,2021,left_only
112-270-036,2021,left_only
112-270-038,2021,left_only
112-270-039,2021,left_only
112-270-043,2021,left_only
112-280-017,2021,left_only
112-280-033,2021,left_only
112-290-009,2021,left_only
112-300-010,2021,left_only
115-020-038,2021,left_only
115-030-008,2021,left_only
115-030-030,2021,left_only
115-040-010,2021,left_only
115-040-015,2021,left_only
115-040-019,2021,left_only
115-040-042,2021,left_only
115-040-071,2021,left_only
115-050-024,2021,left_only
115-050-036,2021,left_only
115-050-057,2021,left_only
115-070-014,2021,left_only
116-020-010,2021,left_only
116-020-022,2021,left_only
116-030-045,2021,left_only
116-050-013,2021,left_only
116-060-009,2021,left_only
116-060-039,2021,left_only
116-070-035,2021,left_only
116-070-039,2021,left_only
116-070-048,2021,left_only
116-080-002,2021,left_only
116-080-042,2021,left_only
116-080-050,2021,left_only
116-080-058,2021,left_only
116-080-059,2021,left_only
116-080-061,2021,left_only
116-090-019,2021,left_only
116-090-025,2021,left_only
116-100-007,2021,left_only
116-100-043,2021,left_only
116-110-014,2021,left_only
116-110-037,2021,left_only
116-110-039,2021,left_only
116-110-042,2021,left_only
116-110-050,2021,left_only
116-110-066,2021,left_only
116-180-016,2021,left_only
116-210-035,2021,left_only
116-210-071,2021,left_only
116-220-001,2021,left_only
116-220-020,2021,left_only
117-020-026,2021,left_only
117-050-019,2021,left_only
117-050-026,2021,left_only
117-050-027,2021,left_only
117-071-008,2021,left_only
117-071-010,2021,left_only
117-072-003,2021,left_only
117-072-010,2021,left_only
117-090-003,2021,left_only
117-090-006,2021,left_only
117-090-042,2021,left_only
117-090-060,2021,left_only
117-100-024,2021,left_only
117-100-027,2021,left_only
117-100-030,2021,left_only
117-100-047,2021,left_only
117-100-063,2021,left_only
117-110-049,2021,left_only
117-120-012,2021,left_only
117-120-021,2021,left_only
117-130-010,2021,left_only
117-150-007,2021,left_only
117-150-022,2021,left_only
117-160-021,2021,left_only
117-180-046,2021,left_only
117-190-015,2021,left_only
117-190-044,2021,left_only
117-200-016,2021,left_only
117-200-030,2021,left_only
1219-00-001-001,2021,left_only
122-081-06,2021,left_only
122-090-15,2021,left_only
122-124-10,2021,left_only
122-126-19,2021,left_only
122-126-22,2021,left_only
122-141-03,2021,left_only
122-194-28,2021,left_only
122-211-14,2021,left_only
122-510-15,2021,left_only
123-031-04,2021,left_only
123-031-09,2021,left_only
123-032-10,2021,left_only
123-133-11,2021,left_only
123-138-07,2021,left_only
123-138-08,2021,left_only
123-152-09,2021,left_only
123-155-09,2021,left_only
123-162-06,2021,left_only
123-162-11,2021,left_only
123-190-39,2021,left_only
123-190-40,2021,left_only
123-190-46,2021,left_only
123-201-01,2021,left_only
