APN,YEAR,_merge,CommercialFloorArea_SqFt_x,Residential_Units_x,TouristAccommodation_Units_x,CommercialFloorArea_SqFt_y,Residential_Units_y,TouristAccommodation_Units_y
510-100-00,2021,left_only,0,0,0,,,
530-100-00,2021,left_only,0,0,0,,,
560-101-00,2021,left_only,0,0,0,,,
600-000-00,2021,left_only,0,0,0,,,
