Transaction Number,Parcel Type,APN,Current Parcel Status 2/1/2024,Parcel Address,Current Active Parcel
EDCCA-ALLOC-340,Receiving,033-861-011,Active,,
EDCCA-ALLOC-339,Receiving,033-864-005,Active,,
EDCCA-ALLOC-338,Receiving,033-836-001,Active,,
EDCCA-ALLOC-337,Receiving,081-141-026,Active,,
CSLT-ALLOC-336,Receiving,027-133-005,Active,,
CSLT-ALLOC-335,Receiving,023-693-003,Active,,
CSLT-ALLOC-334,Receiving,032-242-006,Active,,
CSLT-ALLOC-333,Receiving,030-351-013,Active,,
CSLT-ALLOC-330,Receiving,029-470-017,Active,,
CSLT-ALLOC-284,Receiving,022-221-016,Active,,
CSLT-ALLOC-283,Receiving,031-334-003,Active,,
CSLT-ALLOC-282,Receiving,025-071-020,Active,,
CSLT-ALLOC-281,Receiving,023-681-006,Active,,
CSLT-ALLOC-280,Receiving,023-602-002,Active,,
CSLT-ALLOC-279,Receiving,023-682-004,Active,,
EDCCA-ALLOC-278,Receiving,033-441-024,Active,,
EDCCA-ALLOC-277,Receiving,033-344-003,Active,,
EDCCA-ALLOC-276,Receiving,025-742-007,Active,,
EDCCA-ALLOC-275,Receiving,036-412-006,Active,,
EDCCA-ALLOC-274,Receiving,081-152-013,Active,,
EDCCA-ALLOC-273,Receiving,036-562-004,Active,,
EDCCA-ALLOC-272,Receiving,036-562-009,Active,,
EDCCA-ALLOC-271,Receiving,035-271-019,Active,,
EDCCA-ALLOC-270,Receiving,015-102-006,Active,,
EDCCA-ALLOC-269,Receiving,025-812-015,Active,,
EDCCA-ALLOC-268,Receiving,034-722-039,Active,,
PCCA-ALLOC-267,Receiving,092-022-008,Active,,
PCCA-ALLOC-266,Receiving,094-124-020,Active,,
PCCA-ALLOC-265,Receiving,111-270-007,Active,,
PCCA-ALLOC-264,Receiving,083-181-022,Active,,
PCCA-ALLOC-263,Receiving,092-060-007,Active,,
CSLT-ALLOC-262,Receiving,028-123-007,Active,,
CSLT-ALLOC-261,Receiving,027-364-015,Active,,
EDCCA-ALLOC-260,Receiving,025-803-002,Active,,
EDCCA-ALLOC-259,Receiving,016-582-006,Active,,
EDCCA-ALLOC-258,Receiving,033-544-007,Active,,
EDCCA-ALLOC-257,Receiving,033-854-018,Active,,
EDCCA-ALLOC-256,Receiving,016-091-027,Active,,
EDCCA-ALLOC-254,Receiving,034-713-019,Active,,
EDCCA-ALLOC-251,Receiving,034-212-008,Active,,
EDCCA-ALLOC-250,Receiving,034-334-004,Active,,
EDCCA-ALLOC-249,Receiving,033-413-022,Active,,
EDCCA-ALLOC-248,Receiving,080-163-003,Active,,
EDCCA-ALLOC-247,Receiving,015-104-008,Active,,
CSLT-ALLOC-246,Receiving,032-262-006,Active,,
CSLT-ALLOC-245,Receiving,023-772-008,Active,,
CSLT-ALLOC-244,Receiving,031-163-017,Active,,
CSLT-ALLOC-243,Receiving,023-541-002,Active,,
CSLT-ALLOC-241,Receiving,031-222-011,Active,,
CSLT-ALLOC-240,Receiving,023-571-012,Active,,
CSLT-ALLOC-239,Receiving,032-274-007,Active,,
CSLT-ALLOC-238,Receiving,027-355-017,Active,,
CSLT-ALLOC-237,Receiving,025-261-013,Active,,
EDCCA-ALLOC-236,Receiving,025-644-001,Active,,
EDCCA-ALLOC-235,Receiving,034-593-005,Active,,
EDCCA-ALLOC-234,Receiving,033-090-013,Active,,
EDCCA-ALLOC-233,Receiving,033-661-014,Inactive,"1135 ACOMA CIR, SOUTH LAKE TAHOE, CA 96150",033-661-026
EDCCA-ALLOC-232,Receiving,034-572-013,Active,,
EDCCA-ALLOC-231,Receiving,036-412-015,Active,,
EDCCA-ALLOC-230,Receiving,036-421-012,Active,,
EDCCA-ALLOC-228,Receiving,034-682-001,Active,,
EDCCA-ALLOC-227,Receiving,014-286-003,Active,,
EDCCA-ALLOC-226,Receiving,034-132-014,Active,,
EDCCA-ALLOC-225,Receiving,081-042-013,Active,,
EDCCA-ALLOC-224,Receiving,033-861-008,Active,,
EDCCA-ALLOC-223,Receiving,034-172-008,Active,,
EDCCA-ALLOC-222,Receiving,034-693-011,Active,,
EDCCA-ALLOC-221,Receiving,034-343-006,Active,,
EDCCA-ALLOC-220,Receiving,025-643-011,Active,,
EDCCA-ALLOC-219,Receiving,015-062-021,Active,,
EDCCA-ALLOC-218,Receiving,014-262-012,Active,,
EDCCA-ALLOC-217,Receiving,035-251-013,Active,,
EDCCA-ALLOC-216,Receiving,033-644-008,Active,,
EDCCA-ALLOC-215,Receiving,033-644-008,Active,,
EDCCA-ALLOC-214,Receiving,033-213-003,Active,,
EDCCA-ALLOC-213,Receiving,025-792-034,Active,,
EDCCA-ALLOC-212,Receiving,025-804-003,Active,,
EDCCA-ALLOC-211,Receiving,034-181-022,Active,,
EDCCA-ALLOC-210,Receiving,015-370-020,Active,,
EDCCA-ALLOC-209,Receiving,034-433-005,Active,,
EDCCA-ALLOC-208,Receiving,033-841-046,Active,,
EDCCA-ALLOC-207,Receiving,034-313-006,Active,,
EDCCA-ALLOC-206,Receiving,080-114-008,Active,,
EDCCA-ALLOC-205,Receiving,080-172-001,Active,,
EDCCA-ALLOC-204,Receiving,033-841-045,Active,,
CSLT-ALLOC-203,Receiving,025-223-004,Active,,
CSLT-ALLOC-202,Receiving,023-451-002,Active,,
CSLT-ALLOC-201,Receiving,025-681-014,Active,,
CSLT-ALLOC-200,Receiving,025-544-010,Active,,
CSLT-ALLOC-199,Receiving,025-225-016,Active,,
CSLT-ALLOC-198,Receiving,022-171-012,Active,,
CSLT-ALLOC-197,Receiving,028-123-009,Active,,
CSLT-ALLOC-196,Receiving,025-224-015,Active,,
CSLT-ALLOC-195,Receiving,023-491-013,Active,,
CSLT-ALLOC-194,Receiving,030-352-009,Active,,
CSLT-ALLOC-193,Receiving,023-553-001,Active,,
CSLT-ALLOC-192,Receiving,031-322-011,Active,,
CSLT-ALLOC-191,Receiving,023-551-016,Active,,
CSLT-ALLOC-190,Receiving,025-770-004,Active,,
CSLT-ALLOC-189,Receiving,028-062-013,Active,,
CSLT-ALLOC-188,Receiving,025-401-010,Active,,
CSLT-ALLOC-187,Receiving,023-471-011,Active,,
CSLT-ALLOC-186,Receiving,025-394-012,Active,,
EDCCA-ALLOC-185,Receiving,033-884-004,Active,,
EDCCA-ALLOC-184,Receiving,033-272-019,Active,,
EDCCA-ALLOC-183,Receiving,081-072-021,Active,,
EDCCA-ALLOC-182,Receiving,034-093-003,Active,,
EDCCA-ALLOC-181,Receiving,081-141-027,Active,,
EDCCA-ALLOC-180,Receiving,080-145-009,Active,,
EDCCA-ALLOC-179,Receiving,033-451-003,Active,,
EDCCA-ALLOC-178,Receiving,032-323-011,Active,,
EDCCA-ALLOC-177,Receiving,080-154-012,Active,,
DCNV-ALLOC-176,Receiving,1318-23-212-068,Active,,
DCNV-ALLOC-175,Receiving,1318-23-212-074,Active,,
DCNV-ALLOC-174,Receiving,1318-23-212-073,Active,,
DCNV-ALLOC-173,Receiving,1318-22-001-008,Inactive,"185 ELKS POINT RD, ZEPHYR COVE, NV 89448",1318-22-001-013
DCNV-ALLOC-172,Receiving,1418-10-802-004,Active,,
DCNV-ALLOC-171,Receiving,1318-23-212-071,Active,,
DCNV-ALLOC-170,Receiving,1318-23-814-001,Active,,
DCNV-ALLOC-169,Receiving,1318-23-212-072,Active,,
TRPA-ALLOC-150,Receiving,117-071-015,Inactive,"6731 N LAKE BLVD, TAHOE VISTA, CA 96148",117-071-053
CSLT-ALLOC-147,Receiving,023-891-022,Active,,
EDCCA-ALLOC-146,Receiving,035-231-013,Active,,
EDCCA-ALLOC-145,Receiving,033-232-003,Active,,
EDCCA-ALLOC-144,Receiving,033-565-005,Active,,
EDCCA-ALLOC-143,Receiving,080-113-003,Active,,
EDCCA-ALLOC-142,Receiving,034-701-007,Active,,
EDCCA-ALLOC-141,Receiving,034-811-003,Active,,
EDCCA-ALLOC-140,Receiving,025-812-025,Active,,
EDCCA-ALLOC-139,Receiving,017-021-032,Active,,
DCNV-ALLOC-138,Receiving,1318-22-002-056,Active,,
DCNV-ALLOC-137,Receiving,1418-34-601-001,Active,,
DCNV-ALLOC-135,Receiving,1418-10-802-007,Active,,
DCNV-ALLOC-134,Receiving,1418-15-701-010,Active,,
DCNV-ALLOC-133,Receiving,1318-23-212-069,Active,,
DCNV-ALLOC-132,Receiving,1318-22-002-055,Active,,
DCNV-ALLOC-131,Receiving,1318-22-002-054,Active,,
DCNV-ALLOC-130,Receiving,1318-22-002-053,Active,,
DCNV-ALLOC-129,Receiving,1318-26-501-006,Active,,
TRPA-ALLOCASSGN-2002,Receiving,025-792-007,Active,,
TRPA-ALLOCASSGN-1993,Receiving,080-153-002,Active,,
TRPA-ALLOCASSGN-1829,Receiving,081-042-012,Active,,
TRPA-ALLOCASSGN-1798,Receiving,034-583-001,Active,,
TRPA-ALLOCASSGN-1784,Receiving,034-266-013,Active,,
TRPA-ALLOCASSGN-1289,Receiving,015-370-024,Active,,
TRPA-ALLOCASSGN-1253,Receiving,081-051-001,Active,,
TRPA-ALLOCASSGN-897,Receiving,027-112-009,Active,,
TRPA-ALLOCASSGN-598,Receiving,023-903-001,Active,,
TRPA-ALLOCASSGN-546,Receiving,023-481-002,Active,,
TRPA-ALLOCASSGN-544,Receiving,023-481-001,Active,,
TRPA-ALLOCASSGN-369,Receiving,029-415-004,Active,,
TRPA-ALLOCASSGN-331,Receiving,026-061-014,Active,,
TRPA-ALLOCASSGN-329,Receiving,031-236-009,Active,,
TRPA-ALLOCASSGN-328,Receiving,022-342-012,Active,,
TRPA-ALLOCASSGN-318,Receiving,028-190-031,Active,,
TRPA-ALLOCASSGN-136,Receiving,028-090-093,Active,,
TRPA-ALLOCASSGN-128,Receiving,029-605-007,Active,,
TRPA-ALLOCASSGN-83,Receiving,030-380-055,Active,,
TRPA-ALLOCASSGN-82,Receiving,022-222-016,Active,,
TRPA-CONV-2331,Receiving,031-256-003,Active,,
TRPA-CONV-2323,Receiving,094-070-006,Active,,
TRPA-CONV-2306,Receiving,027-040-043,Active,,
TRPA-CONV-2282,Receiving,029-082-009,Active,,
TRPA-CONV-2239,Receiving,112-060-018,Active,,
TRPA-CONV-2121,Receiving,027-040-043,Active,,
TRPA-CONV-2071,Receiving,023-241-042,Active,,
TRPA-CONV-2069,Receiving,027-072-032,Active,,
TRPA-CONV-2029,Receiving,031-256-003,Active,,
TRPA-CONV-2001,Receiving,132-231-10,Active,,
TRPA-CONV-1820,Receiving,031-083-010,Active,,
TRPA-CONV-1788,Receiving,026-075-019,Active,,
TRPA-CONV-1782,Receiving,127-090-04,Active,,
TRPA-CONV-1456,Receiving,027-312-031,Active,,
TRPA-CONV-1277,Receiving,026-089-010,Active,,
TRPA-CONV-1276,Receiving,029-441-004,Inactive,,029-441-024
TRPA-CONV-1275,Receiving,016-292-034,Active,,
TRPA-CONV-1271,Receiving,029-051-010,Active,,
TRPA-CONV-1091,Receiving,090-192-002,Active,,
TRPA-CONV-1090,Receiving,093-130-014,Active,,
TRPA-CONV-923,Receiving,094-070-001,Inactive,"255 N LAKE BLVD, TAHOE CITY, CA 96145",094-070-016
TRPA-CONV-862,Receiving,1318-22-002-014,Active,,
TRPA-CONV-845,Receiving,026-075-019,Active,,
TRPA-CONV-837,Receiving,094-090-063,Active,,
TRPA-CONV-637,Receiving,098-210-030,Inactive,"6980 W LAKE BLVD, TAHOMA, CA 96142",098-360-001
TRPA-CONV-612,Receiving,090-072-041,Active,,
TRPA-CONV-609,Receiving,094-070-001,Inactive,"255 N LAKE BLVD, TAHOE CITY, CA 96145",094-070-016
TRPA-CONV-607,Receiving,117-150-040,Inactive,"7699 N LAKE BLVD, KINGS BEACH, CA 96143",117-150-041
TRPA-CONV-606,Receiving,029-083-016,Active,,
TRPA-CONV-148,Receiving,026-049-002,Active,,
TRPA-CONVTRF-2334,Sending,027-040-043,Active,,
TRPA-CONVTRF-2322,Sending,027-040-043,Active,,
TRPA-CONVTRF-2321,Sending,027-040-043,Active,,
TRPA-CONVTRF-2290,Sending,027-040-043,Active,,
TRPA-CONVTRF-2289,Sending,027-040-043,Active,,
TRPA-CONVTRF-2288,Sending,027-040-043,Active,,
TRPA-CONVTRF-2283,Sending,027-040-043,Active,,
TRPA-CONVTRF-2151,Sending,027-040-043,Active,,
TRPA-CONVTRF-2150,Sending,027-040-043,Active,,
TRPA-CONVTRF-2087,Sending,123-071-34,Inactive,"105 STATE ROUTE 28, CRYSTAL BAY, NV 89451",123-293-02
TRPA-CONVTRF-2086,Sending,034-122-003,Active,,
TRPA-CONVTRF-2079,Sending,032-291-029,Active,,
TRPA-CONVTRF-2032,Sending,027-040-043,Active,,
TRPA-CONVTRF-2014,Sending,027-040-043,Active,,
TRPA-CONVTRF-1998,Sending,117-071-042,Active,,
TRPA-CONVTRF-1996,Sending,098-360-007,Active,,
TRPA-CONVTRF-1995,Sending,098-360-007,Active,,
TRPA-CONVTRF-1982,Sending,098-360-007,Active,,
TRPA-CONVTRF-1981,Sending,098-360-007,Active,,
TRPA-CONVTRF-1979,Sending,117-071-042,Active,,
TRPA-CONVTRF-1978,Sending,023-392-003,Active,,
TRPA-CONVTRF-1818,Sending,127-090-04,Active,,
TRPA-CONVTRF-1462,Sending,023-191-007,Active,,
TRPA-CONVTRF-1461,Sending,023-191-007,Active,,
TRPA-CONVTRF-1460,Sending,023-191-007,Active,,
TRPA-CONVTRF-990,Sending,031-030-007,Active,,
TRPA-CONVTRF-848,Sending,023-191-007,Active,,
TRPA-CONVTRF-733,Sending,115-030-092,Active,,
TRPA-CONVTRF-703,Sending,115-030-090,Active,,
TRPA-CONVTRF-437,Sending,023-191-007,Active,,
TRPA-CONVTRF-392,Sending,023-191-007,Active,,
TRPA-CONVTRF-381,Sending,023-311-056,Active,,
TRPA-CONVTRF-372,Sending,023-191-007,Active,,
TRPA-CONVTRF-365,Sending,029-441-004,Inactive,,029-441-024
TRPA-CONVTRF-294,Sending,023-311-056,Active,,
TRPA-CONVTRF-99,Sending,026-049-002,Active,,
TRPA-CONVTRF-89,Sending,026-049-002,Active,,
TRPA-CONVTRF-2334,Receiving,032-151-009,Active,,
TRPA-CONVTRF-2322,Receiving,031-075-027,Active,,
TRPA-CONVTRF-2321,Receiving,032-291-028,Active,,
TRPA-CONVTRF-2290,Receiving,027-233-034,Active,,
TRPA-CONVTRF-2289,Receiving,027-234-005,Active,,
TRPA-CONVTRF-2288,Receiving,025-041-023,Active,,
TRPA-CONVTRF-2283,Receiving,026-104-005,Active,,
TRPA-CONVTRF-2151,Receiving,026-092-026,Active,,
TRPA-CONVTRF-2150,Receiving,032-241-019,Active,,
TRPA-CONVTRF-2087,Receiving,132-231-09,Active,,
TRPA-CONVTRF-2086,Receiving,034-652-010,Active,,
TRPA-CONVTRF-2079,Receiving,032-291-031,Active,,
TRPA-CONVTRF-2032,Receiving,032-162-002,Active,,
TRPA-CONVTRF-2014,Receiving,031-093-021,Active,,
TRPA-CONVTRF-1998,Receiving,115-040-082,Active,,
TRPA-CONVTRF-1996,Receiving,025-814-013,Active,,
TRPA-CONVTRF-1995,Receiving,033-842-006,Active,,
TRPA-CONVTRF-1982,Receiving,036-561-001,Active,,
TRPA-CONVTRF-1981,Receiving,025-814-013,Active,,
TRPA-CONVTRF-1979,Receiving,083-172-009,Active,,
TRPA-CONVTRF-1978,Receiving,027-072-010,Active,,
TRPA-CONVTRF-1818,Receiving,032-162-001,Active,,
TRPA-CONVTRF-1462,Receiving,034-203-009,Active,,
TRPA-CONVTRF-1461,Receiving,035-212-008,Active,,
TRPA-CONVTRF-1460,Receiving,035-211-028,Active,,
TRPA-CONVTRF-990,Receiving,028-320-004,Active,,
TRPA-CONVTRF-848,Receiving,028-221-029,Active,,
TRPA-CONVTRF-733,Receiving,094-070-001,Inactive,"255 N LAKE BLVD, TAHOE CITY, CA 96145",094-070-016
TRPA-CONVTRF-703,Receiving,094-070-001,Inactive,"255 N LAKE BLVD, TAHOE CITY, CA 96145",094-070-016
TRPA-CONVTRF-437,Receiving,025-021-080,Active,,
TRPA-CONVTRF-392,Receiving,025-377-009,Active,,
TRPA-CONVTRF-381,Receiving,032-191-021,Active,,
TRPA-CONVTRF-372,Receiving,026-221-013,Active,,
TRPA-CONVTRF-365,Receiving,123-071-34,Inactive,"105 STATE ROUTE 28, CRYSTAL BAY, NV 89451",123-293-02
TRPA-CONVTRF-294,Receiving,032-191-021,Active,,
TRPA-CONVTRF-99,Receiving,026-122-002,Active,,
TRPA-CONVTRF-89,Receiving,026-115-005,Active,,
CTC-ECM-2152,Sending,035-224-009,Active,,
NDSL-ECM-2148,Sending,1318-22-002-103,Active,,
CTC-ECM-252,Sending,092-010-012,Active,,
CTC-ECM-168,Sending,085-360-003,Active,,
CTC-ECM-167,Sending,084-010-021,Active,,
CTC-ECM-166,Sending,092-010-012,Active,,
CTC-ECM-165,Sending,031-030-020,Active,,
CTC-ECM-164,Sending,031-030-020,Active,,
CTC-ECM-163,Sending,033-132-001,Active,,
CTC-ECM-162,Sending,034-252-028,Active,,
CTC-ECM-161,Sending,035-224-009,Active,,
CTC-ECM-160,Sending,031-030-039,Active,,
CTC-ECM-159,Sending,092-010-012,Active,,
CTC-ECM-158,Sending,092-260-026,Active,,
CTC-ECM-157,Sending,092-260-026,Active,,
CTC-ECM-156,Sending,092-260-026,Active,,
CTC-ECM-155,Sending,092-260-026,Active,,
CTC-ECM-154,Sending,092-260-026,Active,,
CTC-ECM-153,Sending,092-260-026,Active,,
CTC-ECM-151,Sending,092-260-026,Active,,
NDSL-ECM-96,Sending,1319-07-002-014,Active,,
NDSL-ECM-87,Sending,1318-23-710-002,Active,,
NDSL-ECM-84,Sending,123-071-34,Inactive,"105 STATE ROUTE 28, CRYSTAL BAY, NV 89451",123-293-02
CSLT-LBA-2275,Sending,032-090-005,Active,,
NDSL-LBA-2147,Sending,1318-22-002-103,Active,,
TRPA-LBA-1823,Sending,1319-19-411-016,Inactive,"663 BONNIE CT, STATELINE, NV 89449",1319-19-411-030
TRPA-LBA-1481,Sending,1418-34-112-002,Active,,
TRPA-LBA-1480,Sending,1418-34-112-002,Active,,
NDSL-LBA-1242,Sending,1318-23-610-008,Active,,
NDSL-LBA-1238,Sending,1318-24-311-012,Active,,
NDSL-LBA-1236,Sending,122-128-16,Inactive,"590 LAKESHORE BLVD, INCLINE VILLAGE, NV 89451",122-591-03
NDSL-LBA-1235,Sending,1318-23-411-002,Active,,
NDSL-LBA-1233,Sending,125-561-07,Active,,
NDSL-LBA-1231,Sending,126-245-01,Active,,
NDSL-LBA-1230,Sending,1418-15-802-002,Active,,
NDSL-LBA-1222,Sending,1318-15-703-004,Active,,
