CSV_APN,FC_APN,Year,match,APN_changed
1319-30-520-030,1319-30-520-031,2012,within,True
1319-30-611-001,1319-30-610-001,2012,within,True
1319-30-611-002,1319-30-610-001,2012,within,True
1319-30-611-003,1319-30-610-001,2012,within,True
1319-30-611-004,1319-30-610-001,2012,within,True
1319-30-611-005,1319-30-610-001,2012,within,True
1319-30-611-006,1319-30-610-001,2012,within,True
1319-30-611-007,1319-30-610-001,2012,within,True
1319-30-611-008,1319-30-610-001,2012,within,True
1319-30-612-001,1319-30-612-000,2012,closest_0.1m,True
1319-30-612-002,1319-30-612-000,2012,closest_0.3m,True
1319-30-612-003,1319-30-610-001,2012,closest_0.3m,True
1319-30-612-004,1319-30-610-001,2012,closest_0.5m,True
1319-30-612-005,1319-30-612-000,2012,closest_0.1m,True
1319-30-612-007,1319-30-610-001,2012,closest_0.3m,True
1319-30-612-008,1319-30-610-001,2012,closest_0.5m,True
1319-30-612-009,1319-30-612-000,2012,closest_0.1m,True
1319-30-612-010,1319-30-612-000,2012,closest_0.3m,True
1319-30-612-011,1319-30-610-001,2012,closest_0.3m,True
1319-30-612-012,1319-30-610-001,2012,closest_0.5m,True
1319-30-614-004,1319-30-614-000,2012,within,True
1319-30-614-006,1319-30-614-000,2012,within,True
1319-30-614-007,1319-30-614-000,2012,within,True
1319-30-614-008,1319-30-614-000,2012,within,True
1319-30-615-001,1319-30-615-000,2012,within,True
1319-30-615-002,1319-30-615-000,2012,within,True
1319-30-615-003,1319-30-615-000,2012,within,True
1319-30-615-004,1319-30-615-000,2012,within,True
1319-30-615-005,1319-30-615-000,2012,within,True
1319-30-615-006,1319-30-615-000,2012,within,True
1319-30-617-001,1319-30-617-000,2012,within,True
1319-30-617-002,1319-30-617-008,2012,within,True
1319-30-617-003,1319-30-617-004,2012,within,True
1319-30-617-007,1319-30-617-000,2012,within,True
1319-30-617-009,1319-30-617-004,2012,within,True
1319-30-621-006,1319-30-621-003,2012,within,True
1319-30-622-006,1319-30-622-000,2012,within,True
1319-30-622-009,1319-30-622-000,2012,within,True
1319-30-622-010,1319-30-610-001,2012,within,True
1319-30-623-001,1319-30-623-000,2012,within,True
1319-30-624-001,1319-30-624-000,2012,within,True
1319-30-624-002,1319-30-624-000,2012,within,True
1319-30-624-003,1319-30-624-000,2012,within,True
1319-30-624-004,1319-30-624-000,2012,within,True
1319-30-625-001,1319-30-625-000,2012,within,True
1319-30-625-002,1319-30-625-000,2012,within,True
1319-30-625-003,1319-30-625-000,2012,within,True
1319-30-625-004,1319-30-625-000,2012,within,True
1319-30-626-001,1319-30-626-000,2012,within,True
1319-30-626-002,1319-30-626-000,2012,within,True
1319-30-626-003,1319-30-626-000,2012,within,True
1319-30-626-004,1319-30-626-000,2012,within,True
1319-30-710-001,1319-30-710-017,2012,within,True
1418-34-110-039,1418-34-110-060,2012,within,True
015-322-28,015-322-12,2013,within,True
016-091-42,016-091-50,2013,within,True
016-211-16,016-211-14,2013,within,True
016-211-17,016-211-14,2013,within,True
016-300-57,016-300-59,2013,within,True
016-300-63,016-300-21,2013,within,True
016-332-42,016-332-24,2013,within,True
016-544-20,016-544-16,2013,within,True
017-021-31,017-021-15,2013,within,True
017-041-34,017-041-20,2013,within,True
018-300-23,018-300-06,2013,within,True
018-320-13,018-320-11,2013,within,True
021-201-16,021-201-11,2013,within,True
021-241-07,021-241-01,2013,within,True
021-321-32,021-321-29,2013,within,True
022-331-26,022-331-25,2013,within,True
023-341-20,023-341-03,2013,within,True
025-224-20,025-224-18,2013,within,True
025-382-14,025-382-07,2013,within,True
027-313-16,027-313-02,2013,within,True
028-301-65,028-301-25,2013,within,True
029-095-30,029-095-22,2013,within,True
029-602-13,029-602-02,2013,within,True
030-421-02,030-421-01,2013,within,True
031-084-17,031-084-03,2013,within,True
031-085-23,031-085-22,2013,within,True
033-255-06,033-245-11,2013,within,True
033-255-08,033-246-08,2013,within,True
034-722-44,034-722-04,2013,within,True
035-234-20,035-234-18,2013,within,True
036-472-09,036-472-08,2013,within,True
036-530-28,036-350-08,2013,within,True
083-075-037,083-075-007,2013,within,True
083-085-042,083-085-035,2013,within,True
083-151-030,083-151-005,2013,within,True
083-202-016,083-202-006,2013,within,True
083-202-017,083-202-006,2013,within,True
084-151-029,084-151-004,2013,within,True
084-151-030,084-151-017,2013,within,True
085-050-045,085-050-039,2013,within,True
085-180-017,085-180-012,2013,within,True
085-180-018,085-180-014,2013,within,True
090-074-027,090-074-009,2013,within,True
090-222-051,090-222-013,2013,within,True
090-222-060,090-222-012,2013,within,True
092-160-032,092-160-020,2013,within,True
092-160-033,092-160-021,2013,within,True
092-190-053,092-190-065,2013,within,True
093-042-029,093-042-014,2013,within,True
093-042-032,093-042-015,2013,within,True
093-042-037,093-042-009,2013,within,True
093-042-038,093-042-008,2013,within,True
094-102-024,094-102-021,2013,within,True
094-122-058,094-122-028,2013,within,True
094-140-067,094-140-063,2013,within,True
094-171-010,094-171-007,2013,within,True
094-171-011,094-171-007,2013,within,True
094-233-015,094-233-005,2013,within,True
094-233-016,094-233-006,2013,within,True
095-510-035,095-510-036,2013,within,True
097-084-025,097-084-014,2013,within,True
097-100-045,097-100-040,2013,within,True
097-111-028,097-111-025,2013,within,True
097-122-002,097-122-013,2013,within,True
097-122-015,097-122-028,2013,within,True
098-010-038,098-010-034,2013,within,True
098-010-040,098-010-035,2013,within,True
098-210-039,098-210-008,2013,within,True
112-180-078,112-180-038,2013,within,True
112-190-040,112-190-064,2013,within,True
112-190-065,112-190-062,2013,within,True
112-190-066,112-190-062,2013,within,True
115-020-042,115-020-015,2013,within,True
116-220-061,116-220-059,2013,within,True
116-220-062,116-220-060,2013,within,True
117-020-025,117-020-009,2013,within,True
117-071-025,117-071-044,2013,within,True
117-071-051,117-071-039,2013,within,True
117-071-052,117-071-041,2013,within,True
117-110-072,117-110-008,2013,within,True
117-210-014,117-210-011,2013,within,True
117-230-008,117-180-052,2013,within,True
117-230-009,117-230-003,2013,within,True
122-181-37,122-251-19,2013,within,True
122-530-37,122-530-28,2013,within,True
123-021-04,123-201-02,2013,within,True
123-032-01,123-032-20,2013,within,True
123-032-29,123-032-11,2013,within,True
123-131-05,123-131-01,2013,within,True
123-152-08,12315208,2013,within,True
123-161-32,123-161-04,2013,within,True
125-163-39,125-163-32,2013,within,True
125-172-33,125-172-32,2013,within,True
125-172-34,125-172-31,2013,within,True
125-232-29,125-232-04,2013,within,True
126-082-66,126-082-08,2013,within,True
130-241-62,130-241-52,2013,within,True
130-241-63,130-241-32,2013,within,True
130-241-64,130-241-33,2013,within,True
130-312-30,130-312-27,2013,within,True
130-332-10,130-332-09,2013,within,True
130-332-12,130-332-04,2013,within,True
130-332-13,130-332-05,2013,within,True
1318-15-711-030,1318-15-711-029,2013,within,True
1318-15-711-031,1318-15-711-028,2013,within,True
1319-19-710-001,1319-19-702-001,2013,within,True
1319-30-514-002,1319-30-514-000,2013,within,True
1319-30-514-003,1319-30-514-000,2013,within,True
1319-30-514-004,1319-30-514-000,2013,within,True
1319-30-514-005,1319-30-514-000,2013,within,True
1319-30-514-007,1319-30-514-000,2013,within,True
1319-30-514-008,1319-30-510-001,2013,within,True
1319-30-514-009,1319-30-514-000,2013,within,True
1319-30-514-011,1319-30-514-000,2013,within,True
1319-30-514-012,1319-30-514-000,2013,within,True
1319-30-514-014,1319-30-514-000,2013,within,True
1319-30-514-015,1319-30-514-000,2013,within,True
1319-30-514-017,1319-30-514-000,2013,within,True
1319-30-514-018,1319-30-514-000,2013,within,True
1319-30-514-019,1319-30-514-000,2013,within,True
1319-30-514-020,1319-30-514-000,2013,within,True
1319-30-514-021,1319-30-514-000,2013,within,True
1319-30-514-022,1319-30-514-000,2013,within,True
1319-30-514-024,1319-30-510-001,2013,within,True
1319-30-515-001,1319-30-515-000,2013,within,True
1319-30-515-002,1319-30-515-000,2013,within,True
1319-30-515-003,1319-30-515-000,2013,within,True
1319-30-515-004,1319-30-515-000,2013,within,True
1319-30-519-004,1319-30-519-003,2013,within,True
1319-30-519-005,1319-30-519-001,2013,within,True
1319-30-519-007,1319-30-519-012,2013,within,True
1319-30-519-013,1319-30-519-012,2013,within,True
1319-30-520-001,1319-30-520-000,2013,within,True
1319-30-520-002,1319-30-520-024,2013,within,True
1319-30-520-006,1319-30-520-027,2013,within,True
1319-30-520-007,1319-30-520-011,2013,within,True
1319-30-520-008,1319-30-520-031,2013,within,True
1319-30-520-009,1319-30-520-032,2013,within,True
1319-30-520-010,1319-30-520-011,2013,within,True
1319-30-520-013,1319-30-520-024,2013,within,True
1319-30-520-014,1319-30-520-003,2013,within,True
1319-30-520-015,1319-30-520-000,2013,within,True
1319-30-520-019,1319-30-520-031,2013,within,True
1319-30-520-020,1319-30-520-032,2013,within,True
1319-30-520-021,1319-30-520-011,2013,within,True
1319-30-520-023,1319-30-520-000,2013,within,True
1319-30-520-025,1319-30-520-003,2013,within,True
1319-30-520-026,1319-30-520-000,2013,within,True
1319-30-520-030,1319-30-520-031,2013,within,True
1319-30-610-003,1319-30-610-002,2013,within,True
1319-30-610-004,1319-30-610-002,2013,within,True
1319-30-611-001,1319-30-610-001,2013,within,True
1319-30-611-002,1319-30-610-001,2013,within,True
1319-30-611-003,1319-30-610-001,2013,within,True
1319-30-611-004,1319-30-610-001,2013,within,True
1319-30-611-005,1319-30-610-001,2013,within,True
1319-30-611-006,1319-30-610-001,2013,within,True
1319-30-611-007,1319-30-610-001,2013,within,True
1319-30-611-008,1319-30-610-001,2013,within,True
1319-30-612-001,1319-30-612-000,2013,closest_0.1m,True
1319-30-612-002,1319-30-612-000,2013,closest_0.3m,True
1319-30-612-003,1319-30-610-001,2013,closest_0.3m,True
1319-30-612-004,1319-30-610-001,2013,closest_0.5m,True
1319-30-612-005,1319-30-612-000,2013,closest_0.1m,True
1319-30-612-007,1319-30-610-001,2013,closest_0.3m,True
1319-30-612-008,1319-30-610-001,2013,closest_0.5m,True
1319-30-612-009,1319-30-612-000,2013,closest_0.1m,True
1319-30-612-010,1319-30-612-000,2013,closest_0.3m,True
1319-30-612-011,1319-30-610-001,2013,closest_0.3m,True
1319-30-612-012,1319-30-610-001,2013,closest_0.5m,True
1319-30-614-004,1319-30-614-000,2013,within,True
1319-30-614-006,1319-30-614-000,2013,within,True
1319-30-614-007,1319-30-614-000,2013,within,True
1319-30-614-008,1319-30-614-000,2013,within,True
1319-30-615-001,1319-30-615-000,2013,within,True
1319-30-615-002,1319-30-615-000,2013,within,True
1319-30-615-003,1319-30-615-000,2013,within,True
1319-30-615-004,1319-30-615-000,2013,within,True
1319-30-615-005,1319-30-615-000,2013,within,True
1319-30-615-006,1319-30-615-000,2013,within,True
1319-30-617-001,1319-30-617-000,2013,within,True
1319-30-617-002,1319-30-617-008,2013,within,True
1319-30-617-003,1319-30-617-004,2013,within,True
1319-30-617-007,1319-30-617-000,2013,within,True
1319-30-617-009,1319-30-617-004,2013,within,True
1319-30-621-006,1319-30-621-003,2013,within,True
1319-30-622-006,1319-30-622-000,2013,within,True
1319-30-622-009,1319-30-622-000,2013,within,True
1319-30-622-010,1319-30-610-001,2013,within,True
1319-30-623-001,1319-30-623-000,2013,within,True
1319-30-624-001,1319-30-624-000,2013,within,True
1319-30-624-002,1319-30-624-000,2013,within,True
1319-30-624-003,1319-30-624-000,2013,within,True
1319-30-624-004,1319-30-624-000,2013,within,True
1319-30-625-001,1319-30-625-000,2013,within,True
1319-30-625-002,1319-30-625-000,2013,within,True
1319-30-625-003,1319-30-625-000,2013,within,True
1319-30-625-004,1319-30-625-000,2013,within,True
1319-30-626-001,1319-30-626-000,2013,within,True
1319-30-626-002,1319-30-626-000,2013,within,True
1319-30-626-003,1319-30-626-000,2013,within,True
1319-30-626-004,1319-30-626-000,2013,within,True
1319-30-710-001,1319-30-710-017,2013,within,True
132-612-01,132-611-05,2013,within,True
1418-03-401-017,1418-03-401-007,2013,within,True
1418-10-702-008,1418-10-702-005,2013,within,True
1418-10-802-008,1418-10-802-003,2013,within,True
1418-27-601-008,1418-27-601-005,2013,within,True
1418-34-110-039,1418-34-110-060,2013,within,True
1418-34-211-046,1418-34-211-028,2013,within,True
1418-34-310-014,1418-34-310-001,2013,within,True
1418-34-401-027,1418-34-401-020,2013,within,True
015-264-17,015-264-25,2014,within,True
016-091-42,016-091-50,2014,within,True
016-300-57,016-300-59,2014,within,True
017-041-34,017-041-20,2014,within,True
021-321-32,021-321-29,2014,within,True
025-224-20,025-224-18,2014,within,True
027-313-16,027-313-02,2014,within,True
027-323-10,027-323-19,2014,within,True
028-301-65,028-301-25,2014,within,True
029-602-13,029-602-02,2014,within,True
031-084-17,031-084-16,2014,closest_3.8m,True
031-085-23,031-085-22,2014,within,True
033-255-06,033-245-11,2014,within,True
033-255-08,033-246-08,2014,within,True
035-234-20,035-234-18,2014,within,True
036-530-28,036-350-08,2014,within,True
036-543-11,036-472-09,2014,within,True
083-151-030,083-151-005,2014,within,True
083-202-016,083-202-006,2014,within,True
083-202-017,083-202-006,2014,within,True
084-151-029,084-151-004,2014,within,True
084-151-030,084-151-017,2014,within,True
085-050-045,085-050-039,2014,within,True
090-222-051,090-222-013,2014,within,True
090-222-060,090-222-012,2014,within,True
092-190-053,092-190-065,2014,within,True
093-042-029,093-042-014,2014,within,True
093-042-032,093-042-015,2014,within,True
093-042-037,093-042-009,2014,within,True
093-042-038,093-042-008,2014,within,True
094-102-024,094-102-021,2014,within,True
094-110-007,094-110-026,2014,within,True
094-122-058,094-122-028,2014,within,True
094-140-067,094-140-063,2014,within,True
094-171-010,094-171-007,2014,within,True
094-171-011,094-171-007,2014,within,True
094-233-015,094-233-005,2014,within,True
094-233-016,094-233-006,2014,within,True
097-100-045,097-100-040,2014,within,True
097-122-002,097-122-028,2014,within,True
097-122-015,097-122-028,2014,within,True
097-130-029,097-130-042,2014,within,True
098-010-038,098-010-034,2014,within,True
098-010-040,098-010-035,2014,within,True
098-210-039,098-210-008,2014,within,True
112-180-009,112-180-077,2014,within,True
112-180-078,112-180-038,2014,within,True
112-190-040,112-190-064,2014,within,True
112-190-065,112-190-062,2014,within,True
112-190-066,112-190-062,2014,within,True
117-020-025,117-020-009,2014,within,True
117-071-025,117-071-044,2014,within,True
117-110-072,117-110-008,2014,within,True
122-181-37,122-251-19,2014,within,True
122-530-37,122-530-27,2014,within,True
123-021-04,123-201-02,2014,within,True
123-032-01,123-032-20,2014,within,True
123-032-29,123-032-11,2014,within,True
123-131-05,123-131-01,2014,within,True
125-172-33,125-172-32,2014,within,True
125-172-34,125-172-31,2014,within,True
125-232-29,125-232-04,2014,within,True
126-080-25,126-080-26,2014,within,True
130-312-30,130-312-27,2014,within,True
1318-15-711-030,1318-15-711-029,2014,within,True
1318-15-711-031,1318-15-711-028,2014,within,True
1319-30-514-002,1319-30-514-000,2014,within,True
1319-30-514-003,1319-30-514-000,2014,within,True
1319-30-514-004,1319-30-514-000,2014,within,True
1319-30-514-005,1319-30-514-000,2014,within,True
1319-30-514-007,1319-30-514-000,2014,within,True
1319-30-514-008,1319-30-510-001,2014,within,True
1319-30-514-009,1319-30-514-000,2014,within,True
1319-30-514-011,1319-30-514-000,2014,within,True
1319-30-514-012,1319-30-514-000,2014,within,True
1319-30-514-014,1319-30-514-000,2014,within,True
1319-30-514-015,1319-30-514-000,2014,within,True
1319-30-514-017,1319-30-514-000,2014,within,True
1319-30-514-018,1319-30-514-000,2014,within,True
1319-30-514-019,1319-30-514-000,2014,within,True
1319-30-514-020,1319-30-514-000,2014,within,True
1319-30-514-021,1319-30-514-000,2014,within,True
1319-30-514-022,1319-30-514-000,2014,within,True
1319-30-514-024,1319-30-510-001,2014,within,True
1319-30-515-001,1319-30-515-000,2014,within,True
1319-30-515-002,1319-30-515-000,2014,within,True
1319-30-515-003,1319-30-515-000,2014,within,True
1319-30-515-004,1319-30-515-000,2014,within,True
1319-30-519-004,1319-30-519-003,2014,within,True
1319-30-519-005,1319-30-519-001,2014,within,True
1319-30-519-007,1319-30-519-012,2014,within,True
1319-30-519-013,1319-30-519-012,2014,within,True
1319-30-520-001,1319-30-520-000,2014,within,True
1319-30-520-002,1319-30-520-024,2014,within,True
1319-30-520-006,1319-30-520-027,2014,within,True
1319-30-520-007,1319-30-520-011,2014,within,True
1319-30-520-008,1319-30-520-031,2014,within,True
1319-30-520-009,1319-30-520-032,2014,within,True
1319-30-520-010,1319-30-520-011,2014,within,True
1319-30-520-013,1319-30-520-024,2014,within,True
1319-30-520-014,1319-30-520-003,2014,within,True
1319-30-520-015,1319-30-520-000,2014,within,True
1319-30-520-019,1319-30-520-031,2014,within,True
1319-30-520-020,1319-30-520-032,2014,within,True
1319-30-520-021,1319-30-520-011,2014,within,True
1319-30-520-023,1319-30-520-000,2014,within,True
1319-30-520-025,1319-30-520-003,2014,within,True
1319-30-520-026,1319-30-520-000,2014,within,True
1319-30-520-030,1319-30-520-031,2014,within,True
1319-30-610-003,1319-30-610-001,2014,closest_1.3m,True
1319-30-611-001,1319-30-610-001,2014,within,True
1319-30-611-002,1319-30-610-001,2014,within,True
1319-30-611-003,1319-30-610-001,2014,within,True
1319-30-611-004,1319-30-610-001,2014,within,True
1319-30-611-005,1319-30-610-001,2014,within,True
1319-30-611-006,1319-30-610-001,2014,within,True
1319-30-611-007,1319-30-610-001,2014,within,True
1319-30-611-008,1319-30-610-001,2014,within,True
1319-30-612-001,1319-30-612-000,2014,closest_0.1m,True
1319-30-612-002,1319-30-612-000,2014,closest_0.3m,True
1319-30-612-003,1319-30-610-001,2014,closest_0.3m,True
1319-30-612-004,1319-30-610-001,2014,closest_0.5m,True
1319-30-612-005,1319-30-612-000,2014,closest_0.1m,True
1319-30-612-007,1319-30-610-001,2014,closest_0.3m,True
1319-30-612-008,1319-30-610-001,2014,closest_0.5m,True
1319-30-612-009,1319-30-612-000,2014,closest_0.1m,True
1319-30-612-010,1319-30-612-000,2014,closest_0.3m,True
1319-30-612-011,1319-30-610-001,2014,closest_0.3m,True
1319-30-612-012,1319-30-610-001,2014,closest_0.5m,True
1319-30-614-004,1319-30-614-000,2014,within,True
1319-30-614-006,1319-30-614-000,2014,within,True
1319-30-614-007,1319-30-614-000,2014,within,True
1319-30-614-008,1319-30-614-000,2014,within,True
1319-30-615-001,1319-30-615-000,2014,within,True
1319-30-615-002,1319-30-615-000,2014,within,True
1319-30-615-003,1319-30-615-000,2014,within,True
1319-30-615-004,1319-30-615-000,2014,within,True
1319-30-615-005,1319-30-615-000,2014,within,True
1319-30-615-006,1319-30-615-000,2014,within,True
1319-30-617-001,1319-30-617-000,2014,within,True
1319-30-617-002,1319-30-617-008,2014,within,True
1319-30-617-003,1319-30-617-004,2014,within,True
1319-30-617-007,1319-30-617-000,2014,within,True
1319-30-617-009,1319-30-617-004,2014,within,True
1319-30-621-006,1319-30-621-003,2014,within,True
1319-30-622-006,1319-30-622-000,2014,within,True
1319-30-622-009,1319-30-622-000,2014,within,True
1319-30-622-010,1319-30-610-001,2014,within,True
1319-30-623-001,1319-30-623-000,2014,within,True
1319-30-624-001,1319-30-624-000,2014,within,True
1319-30-624-002,1319-30-624-000,2014,within,True
1319-30-624-003,1319-30-624-000,2014,within,True
1319-30-624-004,1319-30-624-000,2014,within,True
1319-30-625-001,1319-30-625-000,2014,within,True
1319-30-625-002,1319-30-625-000,2014,within,True
1319-30-625-003,1319-30-625-000,2014,within,True
1319-30-625-004,1319-30-625-000,2014,within,True
1319-30-626-001,1319-30-626-000,2014,within,True
1319-30-626-002,1319-30-626-000,2014,within,True
1319-30-626-003,1319-30-626-000,2014,within,True
1319-30-626-004,1319-30-626-000,2014,within,True
1319-30-710-001,1319-30-710-017,2014,within,True
132-611-04,132-611-01,2014,closest_3.0m,True
1418-34-110-039,1418-34-110-060,2014,within,True
015-264-17,015-264-25,2015,within,True
015-304-31,015-304-33,2015,within,True
016-091-42,016-091-50,2015,within,True
016-300-57,016-300-59,2015,within,True
027-313-16,027-313-02,2015,within,True
027-323-10,027-323-19,2015,within,True
027-621-15,027-631-12,2015,within,True
029-381-50,029-620-16,2015,within,True
033-255-06,033-245-11,2015,within,True
033-255-08,033-246-08,2015,within,True
035-296-14,035-301-01,2015,closest_15.2m,True
036-350-08,036-530-28,2015,within,True
036-543-11,036-472-09,2015,within,True
092-190-053,092-190-065,2015,within,True
094-110-007,094-110-026,2015,within,True
097-122-002,097-122-028,2015,within,True
097-122-015,097-122-028,2015,within,True
097-130-029,097-130-042,2015,within,True
112-180-009,112-180-077,2015,within,True
112-190-040,112-190-063,2015,within,True
117-020-009,117-020-025,2015,within,True
117-071-025,117-071-044,2015,within,True
117-110-072,117-110-008,2015,within,True
117-120-041,117-120-032,2015,within,True
122-181-37,122-251-19,2015,within,True
123-021-04,123-201-02,2015,within,True
123-032-01,123-032-20,2015,within,True
123-032-29,123-032-11,2015,within,True
126-080-25,126-080-26,2015,within,True
130-312-30,130-312-27,2015,within,True
1319-30-514-002,1319-30-514-000,2015,within,True
1319-30-514-003,1319-30-514-000,2015,within,True
1319-30-514-004,1319-30-514-000,2015,within,True
1319-30-514-005,1319-30-514-000,2015,within,True
1319-30-514-007,1319-30-514-000,2015,within,True
1319-30-514-008,1319-30-510-001,2015,within,True
1319-30-514-009,1319-30-514-000,2015,within,True
1319-30-514-011,1319-30-514-000,2015,within,True
1319-30-514-012,1319-30-514-000,2015,within,True
1319-30-514-014,1319-30-514-000,2015,within,True
1319-30-514-015,1319-30-514-000,2015,within,True
1319-30-514-017,1319-30-514-000,2015,within,True
1319-30-514-018,1319-30-514-000,2015,within,True
1319-30-514-019,1319-30-514-000,2015,within,True
1319-30-514-020,1319-30-514-000,2015,within,True
1319-30-514-021,1319-30-514-000,2015,within,True
1319-30-514-022,1319-30-514-000,2015,within,True
1319-30-514-024,1319-30-510-001,2015,within,True
1319-30-515-001,1319-30-515-000,2015,within,True
1319-30-515-002,1319-30-515-000,2015,within,True
1319-30-515-003,1319-30-515-000,2015,within,True
1319-30-515-004,1319-30-515-000,2015,within,True
1319-30-519-004,1319-30-519-003,2015,within,True
1319-30-519-005,1319-30-519-001,2015,within,True
1319-30-519-007,1319-30-519-012,2015,within,True
1319-30-519-013,1319-30-519-012,2015,within,True
1319-30-520-001,1319-30-520-000,2015,within,True
1319-30-520-002,1319-30-520-024,2015,within,True
1319-30-520-006,1319-30-520-027,2015,within,True
1319-30-520-007,1319-30-520-011,2015,within,True
1319-30-520-008,1319-30-520-031,2015,within,True
1319-30-520-009,1319-30-520-032,2015,within,True
1319-30-520-010,1319-30-520-011,2015,within,True
1319-30-520-013,1319-30-520-024,2015,within,True
1319-30-520-014,1319-30-520-003,2015,within,True
1319-30-520-015,1319-30-520-000,2015,within,True
1319-30-520-019,1319-30-520-031,2015,within,True
1319-30-520-020,1319-30-520-032,2015,within,True
1319-30-520-021,1319-30-520-011,2015,within,True
1319-30-520-023,1319-30-520-000,2015,within,True
1319-30-520-025,1319-30-520-003,2015,within,True
1319-30-520-026,1319-30-520-000,2015,within,True
1319-30-520-030,1319-30-520-031,2015,within,True
1319-30-611-001,1319-30-610-001,2015,within,True
1319-30-611-002,1319-30-610-001,2015,within,True
1319-30-611-003,1319-30-610-001,2015,within,True
1319-30-611-004,1319-30-610-001,2015,within,True
1319-30-611-005,1319-30-610-001,2015,within,True
1319-30-611-006,1319-30-610-001,2015,within,True
1319-30-611-007,1319-30-610-001,2015,within,True
1319-30-611-008,1319-30-610-001,2015,within,True
1319-30-612-001,1319-30-612-000,2015,closest_0.1m,True
1319-30-612-002,1319-30-612-000,2015,closest_0.3m,True
1319-30-612-003,1319-30-610-001,2015,closest_0.3m,True
1319-30-612-004,1319-30-610-001,2015,closest_0.5m,True
1319-30-612-005,1319-30-612-000,2015,closest_0.1m,True
1319-30-612-007,1319-30-610-001,2015,closest_0.3m,True
1319-30-612-008,1319-30-610-001,2015,closest_0.5m,True
1319-30-612-009,1319-30-612-000,2015,closest_0.1m,True
1319-30-612-010,1319-30-612-000,2015,closest_0.3m,True
1319-30-612-011,1319-30-610-001,2015,closest_0.3m,True
1319-30-612-012,1319-30-610-001,2015,closest_0.5m,True
1319-30-614-004,1319-30-614-000,2015,within,True
1319-30-614-006,1319-30-614-000,2015,within,True
1319-30-614-007,1319-30-614-000,2015,within,True
1319-30-614-008,1319-30-614-000,2015,within,True
1319-30-615-001,1319-30-615-000,2015,within,True
1319-30-615-002,1319-30-615-000,2015,within,True
1319-30-615-003,1319-30-615-000,2015,within,True
1319-30-615-004,1319-30-615-000,2015,within,True
1319-30-615-005,1319-30-615-000,2015,within,True
1319-30-615-006,1319-30-615-000,2015,within,True
1319-30-617-001,1319-30-617-000,2015,within,True
1319-30-617-002,1319-30-617-008,2015,within,True
1319-30-617-003,1319-30-617-004,2015,within,True
1319-30-617-007,1319-30-617-000,2015,within,True
1319-30-617-009,1319-30-617-004,2015,within,True
1319-30-621-006,1319-30-621-003,2015,within,True
1319-30-622-006,1319-30-622-000,2015,within,True
1319-30-622-009,1319-30-622-000,2015,within,True
1319-30-622-010,1319-30-610-001,2015,within,True
1319-30-623-001,1319-30-623-000,2015,within,True
1319-30-624-001,1319-30-624-000,2015,within,True
1319-30-624-002,1319-30-624-000,2015,within,True
1319-30-624-003,1319-30-624-000,2015,within,True
1319-30-624-004,1319-30-624-000,2015,within,True
1319-30-625-001,1319-30-625-000,2015,within,True
1319-30-625-002,1319-30-625-000,2015,within,True
1319-30-625-003,1319-30-625-000,2015,within,True
1319-30-625-004,1319-30-625-000,2015,within,True
1319-30-626-001,1319-30-626-000,2015,within,True
1319-30-626-002,1319-30-626-000,2015,within,True
1319-30-626-003,1319-30-626-000,2015,within,True
1319-30-626-004,1319-30-626-000,2015,within,True
1319-30-710-001,1319-30-710-017,2015,within,True
1418-34-110-039,1418-34-110-060,2015,within,True
1418-34-401-027,1318-03-110-004,2015,closest_21.7m,True
015-264-17,015-264-25,2016,within,True
015-304-31,015-304-33,2016,within,True
016-091-42,016-091-50,2016,within,True
016-300-57,016-300-59,2016,within,True
026-061-30,026-061-05,2016,within,True
027-313-16,027-313-02,2016,within,True
027-323-10,027-323-19,2016,within,True
027-621-15,027-631-12,2016,within,True
029-381-50,029-620-16,2016,within,True
033-255-06,033-245-11,2016,within,True
033-255-08,033-246-08,2016,within,True
035-301-01,035-301-09,2016,within,True
036-350-08,036-530-28,2016,within,True
036-543-11,036-472-09,2016,within,True
090-072-031,090-072-026,2016,within,True
090-072-032,090-072-026,2016,within,True
090-072-033,090-072-026,2016,within,True
090-072-034,090-072-026,2016,within,True
090-072-035,090-072-026,2016,within,True
090-072-036,090-072-026,2016,within,True
090-072-037,090-072-026,2016,within,True
090-072-038,090-072-026,2016,within,True
090-072-039,090-072-026,2016,within,True
090-072-040,090-072-026,2016,within,True
090-172-004,090-172-003,2016,within,True
092-190-053,092-190-065,2016,within,True
094-110-007,094-110-026,2016,within,True
097-122-002,097-122-028,2016,within,True
097-122-015,097-122-028,2016,within,True
097-130-029,097-130-042,2016,within,True
112-180-009,112-180-077,2016,within,True
112-190-040,112-190-063,2016,within,True
117-020-009,117-020-025,2016,within,True
117-071-025,117-071-044,2016,within,True
117-110-072,117-110-008,2016,within,True
117-120-041,117-120-032,2016,within,True
122-181-37,122-251-19,2016,within,True
123-021-04,123-201-02,2016,within,True
123-032-01,123-032-20,2016,within,True
123-032-29,123-032-11,2016,within,True
126-080-25,126-080-26,2016,within,True
130-312-30,130-312-27,2016,within,True
1318-09-810-035,1318-09-810-115,2016,within,True
1318-10-310-015,1318-10-310-076,2016,within,True
1318-23-212-005,1318-23-212-077,2016,within,True
1318-23-212-006,1318-23-212-078,2016,within,True
1318-23-710-003,1318-23-710-094,2016,within,True
1318-24-701-008,1318-24-701-010,2016,within,True
