old_apn,new_apn,change_year,overlap_pct,change_type,is_primary,source
007-050-12,1318-23-201-002,,,,1,LTINFO
007-081-82,1318-23-212-070,,,,1,LTINFO
007-090-01,007-090-06,,,,1,LTINFO
007-090-02,1318-22-002-005,,,,1,LTINFO
007-090-05,1318-22-002-001,,,,1,LTINFO
007-090-06,1318-22-002-002,,,,1,LTINFO
007-100-01,1318-22-002-003,,,,1,LTINFO
007-111-09,1318-22-002-053,,,,1,LTINFO
007-111-10,1318-22-002-054,,,,1,LTINFO
007-111-11,1318-22-002-055,,,,1,LTINFO
007-111-12,1318-22-002-056,,,,1,LTINFO
007-120-01,1318-22-002-010,,,,1,LTINFO
007-120-02,1318-22-002-011,,,,1,LTINFO
007-120-08,1318-23-401-035,,,,1,LTINFO
007-120-09,1318-26-102-003,,,,1,LTINFO
007-130-03,1318-23-401-002,,,,1,LTINFO
007-130-03,1318-23-401-037,,,,1,LTINFO
007-130-03,1318-23-401-038,,,,1,LTINFO
007-130-04,007-130-20,,,,1,LTINFO
007-130-06,007-130-21,,,,1,LTINFO
007-130-07,1318-26-101-001,,,,1,LTINFO
007-130-14,1318-23-401-004,,,,1,LTINFO
007-130-20,1318-23-401-005,,,,1,LTINFO
007-130-21,1318-23-401-007,,,,1,LTINFO
007-140-09,1318-27-002-002,,,,1,LTINFO
007-140-10,1318-27-001-008,,,,1,LTINFO
007-150-09,1318-27-002-005,,,,1,LTINFO
007-161-16,1318-23-410-025,,,,1,LTINFO
007-162-19,1318-23-410-029,,,,1,LTINFO
007-162-34,1318-23-410-062,,,,1,LTINFO
007-162-45,1318-23-410-049,,,,1,LTINFO
007-170-07,1318-23-401-024,,,,1,LTINFO
007-170-09,1318-23-401-027,,,,1,LTINFO
007-170-10,1318-23-401-028,,,,1,LTINFO
007-170-13,1318-23-401-031,,,,1,LTINFO
007-170-14,1318-23-401-032,,,,1,LTINFO
007-170-15,1318-23-401-033,,,,1,LTINFO
007-180-01,1318-26-101-008,,,,1,LTINFO
007-180-04,1318-26-101-009,,,,1,LTINFO
007-180-05,1318-26-101-012,,,,1,LTINFO
007-180-05,1318-26-101-013,,,,1,LTINFO
007-180-05,1318-26-101-014,,,,1,LTINFO
007-180-08,1318-26-101-016,,,,1,LTINFO
007-180-11,1318-26-101-035,,,,1,LTINFO
007-180-16,1318-26-101-012,,,,1,LTINFO
007-180-21,1318-26-101-030,,,,1,LTINFO
007-180-22,1318-26-101-026,,,,1,LTINFO
007-180-25,1318-26-101-029,,,,1,LTINFO
007-180-26,1318-26-101-050,,,,1,LTINFO
007-180-27,1318-26-101-049,,,,1,LTINFO
007-180-39,1318-26-101-058,,,,1,LTINFO
007-180-42,1318-26-101-039,,,,1,LTINFO
007-180-46,1318-26-101-069,,,,1,LTINFO
007-180-48,1318-26-101-072,,,,1,LTINFO
007-180-50,1318-26-101-074,,,,1,LTINFO
007-180-58,1318-26-101-081,,,,1,LTINFO
007-180-64,1318-26-101-020,,,,1,LTINFO
007-180-64,1318-26-101-021,,,,1,LTINFO
007-180-76,1318-26-101-088,,,,1,LTINFO
007-180-77,1318-26-101-089,,,,1,LTINFO
007-180-78,1318-26-101-060,,,,1,LTINFO
007-180-79,1318-26-101-059,,,,1,LTINFO
007-180-84,1318-26-101-068,,,,1,LTINFO
007-180-89,1318-26-101-034,,,,1,LTINFO
007-180-90,1318-26-101-011,,,,1,LTINFO
007-180-94,1318-26-101-012,,,,1,LTINFO
007-190-06,1318-26-601-005,,,,1,LTINFO
007-190-07,1318-26-601-006,,,,1,LTINFO
007-190-09,1318-26-501-002,,,,1,LTINFO
007-190-12,1318-26-601-001,,,,1,LTINFO
007-201-02,1318-23-411-013,,,,1,LTINFO
007-202-05,1318-23-411-008,,,,1,LTINFO
007-203-01,1318-23-411-015,,,,1,LTINFO
007-203-13,1318-23-810-012,,,,1,LTINFO
007-203-17,1318-23-810-016,,,,1,LTINFO
007-203-20,1318-23-810-019,,,,1,LTINFO
007-204-05,1318-23-810-028,,,,1,LTINFO
007-204-14,1318-23-810-051,,,,1,LTINFO
007-206-02,1318-23-810-066,,,,1,LTINFO
007-212-03,1318-23-411-028,,,,1,LTINFO
007-212-04,1318-23-411-027,,,,1,LTINFO
007-212-05,1318-23-411-026,,,,1,LTINFO
007-212-10,1318-23-810-006,,,,1,LTINFO
007-213-17,1318-23-810-043,,,,1,LTINFO
007-213-18,1318-23-810-042,,,,1,LTINFO
007-213-19,1318-23-810-042,,,,1,LTINFO
007-215-02,1318-26-510-013,,,,1,LTINFO
007-222-06,1318-23-811-025,,,,1,LTINFO
007-222-07,1318-23-811-024,,,,1,LTINFO
007-223-04,1318-26-511-013,,,,1,LTINFO
007-223-05,1318-26-511-012,,,,1,LTINFO
007-223-07,1318-23-811-052,,,,1,LTINFO
007-225-01,1318-23-813-023,,,,1,LTINFO
007-226-02,1318-26-512-004,,,,1,LTINFO
007-231-04,1318-23-811-009,,,,1,LTINFO
007-232-09,1318-23-811-021,,,,1,LTINFO
007-233-04,1318-23-812-009,,,,1,LTINFO
007-233-18,1318-23-811-041,,,,1,LTINFO
007-234-20,1318-23-812-015,,,,1,LTINFO
007-234-23,1318-23-812-017,,,,1,LTINFO
007-243-07,1318-23-710-003,,,,1,LTINFO
007-243-08,1318-23-710-002,,,,1,LTINFO
007-244-14,1318-23-710-066,,,,1,LTINFO
007-244-17,1318-23-710-063,,,,1,LTINFO
007-244-21,1318-23-710-059,,,,1,LTINFO
007-245-06,1318-23-710-042,,,,1,LTINFO
007-245-12,1318-23-710-036,,,,1,LTINFO
007-245-15,1318-23-710-033,,,,1,LTINFO
007-246-07,1318-23-710-057,,,,1,LTINFO
007-251-01,1318-23-610-001,,,,1,LTINFO
007-253-02,1318-23-710-047,,,,1,LTINFO
007-253-05,1318-23-710-028,,,,1,LTINFO
007-253-08,1318-23-710-025,,,,1,LTINFO
007-253-12,1318-23-710-021,,,,1,LTINFO
007-262-03,1318-23-610-016,,,,1,LTINFO
007-262-06,1318-23-610-013,,,,1,LTINFO
007-263-01,1318-23-610-019,,,,1,LTINFO
007-263-02,1318-23-610-020,,,,1,LTINFO
007-263-03,1318-23-610-021,,,,1,LTINFO
007-263-34,1318-23-610-026,,,,1,LTINFO
007-272-08,1318-23-511-010,,,,1,LTINFO
007-273-01,1318-23-510-025,,,,1,LTINFO
007-273-04,1318-23-511-020,,,,1,LTINFO
007-274-07,1318-23-510-017,,,,1,LTINFO
007-274-08,1318-23-510-018,,,,1,LTINFO
007-280-06,1318-23-501-003,,,,1,LTINFO
007-291-01,1318-24-401-001,,,,1,LTINFO
007-291-03,1318-24-401-001,,,,1,LTINFO
007-291-03,1318-24-401-002,,,,1,LTINFO
007-291-13,1318-23-814-005,,,,1,LTINFO
007-291-13,1318-24-401-002,,,,1,LTINFO
007-291-14,1318-23-814-006,,,,1,LTINFO
007-292-17,1318-24-404-013,,,,1,LTINFO
007-292-19,1318-24-404-001,,,,1,LTINFO
007-292-20,1318-24-404-002,,,,1,LTINFO
007-293-03,1318-24-403-004,,,,1,LTINFO
007-295-03,1318-23-814-003,,,,1,LTINFO
007-300-04,1318-25-101-014,,,,1,LTINFO
007-300-07,1318-25-101-017,,,,1,LTINFO
007-300-10,1318-25-101-021,,,,1,LTINFO
007-300-15,1318-25-101-011,,,,1,LTINFO
007-300-19,1318-25-101-004,,,,1,LTINFO
007-310-01,1318-25-201-001,,,,1,LTINFO
007-322-01,1318-25-111-011,,,,1,LTINFO
007-331-01,1318-24-401-009,,,,1,LTINFO
007-331-02,1318-24-301-001,,,,1,LTINFO
007-331-03,1318-24-301-002,,,,1,LTINFO
007-332-03,1318-24-404-016,,,,1,LTINFO
007-332-08,1318-24-404-017,,,,1,LTINFO
007-332-10,1318-24-404-018,,,,1,LTINFO
007-341-02,1318-24-311-001,,,,1,LTINFO
007-341-05,1318-24-302-003,,,,1,LTINFO
007-342-01,1318-24-311-013,,,,1,LTINFO
007-342-02,1318-24-311-014,,,,1,LTINFO
007-342-04,1318-24-311-016,,,,1,LTINFO
007-342-06,1318-24-311-005,,,,1,LTINFO
007-342-07,1318-24-311-004,,,,1,LTINFO
007-342-08,1318-24-311-003,,,,1,LTINFO
007-342-11,1318-24-301-007,,,,1,LTINFO
007-343-01,1318-24-311-012,,,,1,LTINFO
007-343-02,1318-24-311-011,,,,1,LTINFO
007-343-03,1318-24-311-010,,,,1,LTINFO
007-343-05,1318-24-311-008,,,,1,LTINFO
007-343-09,007-343-17,,,,1,LTINFO
007-343-12,1318-24-710-014,,,,1,LTINFO
007-343-17,1318-24-710-015,,,,1,LTINFO
007-344-15,1318-24-710-003,,,,1,LTINFO
007-344-16,1318-24-601-003,,,,1,LTINFO
007-350-06,1318-24-801-008,,,,1,LTINFO
007-361-02,1318-24-701-005,,,,1,LTINFO
007-361-03,1318-24-701-004,,,,1,LTINFO
007-361-08,1318-24-701-002,,,,1,LTINFO
007-362-02,1318-24-702-002,,,,1,LTINFO
007-373-03,1318-24-711-015,,,,1,LTINFO
007-380-01,1318-24-601-002,,,,1,LTINFO
007-380-01,1318-24-601-003,,,,1,LTINFO
007-380-02,1318-24-601-001,,,,1,LTINFO
007-380-02,1318-24-601-003,,,,1,LTINFO
007-380-03,007-380-07,,,,1,LTINFO
007-380-03,007-380-08,,,,1,LTINFO
007-380-03,007-380-09,,,,1,LTINFO
007-380-07,1318-24-601-006,,,,1,LTINFO
007-380-08,1318-24-601-004,,,,1,LTINFO
007-380-09,1318-24-601-005,,,,1,LTINFO
007-400-01,1318-22-001-007,,,,1,LTINFO
007-400-04,1318-22-001-004,,,,1,LTINFO
007-452-03,1318-26-514-007,,,,1,LTINFO
007-452-07,1318-26-514-016,,,,1,LTINFO
007-452-13,1318-26-514-010,,,,1,LTINFO
007-453-06,1318-26-514-022,,,,1,LTINFO
007-480-03,1318-24-310-003,,,,1,LTINFO
007-480-06,007-480-20,,,,1,LTINFO
007-480-07,1318-24-310-007,,,,1,LTINFO
007-480-12,1318-24-310-001,,,,1,LTINFO
007-480-13,1318-24-310-002,,,,1,LTINFO
007-480-16,1318-24-310-005,,,,1,LTINFO
007-480-20,1318-24-310-011,,,,1,LTINFO
007-491-01,1318-26-515-001,,,,1,LTINFO
007-491-05,1318-26-515-005,,,,1,LTINFO
007-491-18,1318-26-515-018,,,,1,LTINFO
007-491-20,1318-26-515-020,,,,1,LTINFO
007-492-04,1318-26-515-032,,,,1,LTINFO
007-492-08,1318-26-515-028,,,,1,LTINFO
007-492-09,1318-26-515-027,,,,1,LTINFO
007-492-15,007-492-18,,,,1,LTINFO
007-492-16,1318-26-501-003,,,,1,LTINFO
007-492-17,1318-26-501-001,,,,1,LTINFO
007-492-18,1318-26-515-036,,,,1,LTINFO
011-020-05,1319-06-002-005,,,,1,LTINFO
011-053-29,1319-18-202-003,,,,1,LTINFO
011-070-08,1319-19-601-001,,,,1,LTINFO
011-070-11,1319-19-210-005,,,,1,LTINFO
011-070-12,1319-19-210-004,,,,1,LTINFO
011-070-16,1319-19-201-003,,,,1,LTINFO
011-112-09,1319-18-210-004,,,,1,LTINFO
011-112-10,1319-18-210-003,,,,1,LTINFO
011-113-01,1319-18-211-003,,,,1,LTINFO
011-121-01,1319-18-212-012,,,,1,LTINFO
011-121-05,1319-18-212-008,,,,1,LTINFO
011-121-12,1319-18-212-001,,,,1,LTINFO
011-121-17,1319-18-213-003,,,,1,LTINFO
011-121-19,1319-18-213-001,,,,1,LTINFO
011-122-04,1319-18-212-015,,,,1,LTINFO
011-123-01,1319-18-214-001,,,,1,LTINFO
011-131-02,1319-18-310-002,,,,1,LTINFO
011-133-01,1319-18-311-011,,,,1,LTINFO
011-133-02,1319-18-311-010,,,,1,LTINFO
011-134-03,1319-18-311-007,,,,1,LTINFO
011-134-08,1319-18-310-031,,,,1,LTINFO
011-134-17,1319-18-310-036,,,,1,LTINFO
011-135-02,1319-18-310-005,,,,1,LTINFO
011-142-01,1319-18-312-025,,,,1,LTINFO
011-143-07,1319-18-310-023,,,,1,LTINFO
011-146-01,1319-18-310-013,,,,1,LTINFO
011-146-03,1319-18-310-011,,,,1,LTINFO
011-152-03,1319-18-410-011,,,,1,LTINFO
011-152-04,1319-18-410-010,,,,1,LTINFO
011-152-10,1319-18-410-004,,,,1,LTINFO
011-162-01,1319-18-312-024,,,,1,LTINFO
011-162-04,1319-18-312-021,,,,1,LTINFO
011-163-07,1319-18-310-020,,,,1,LTINFO
011-181-03,1319-18-413-006,,,,1,LTINFO
011-183-14,1319-18-412-016,,,,1,LTINFO
011-184-02,1319-18-412-006,,,,1,LTINFO
011-184-03,1319-18-412-007,,,,1,LTINFO
011-184-04,1319-18-414-013,,,,1,LTINFO
011-186-02,1319-18-412-002,,,,1,LTINFO
011-192-02,1319-19-111-007,,,,1,LTINFO
011-192-04,1319-19-111-005,,,,1,LTINFO
011-192-05,1319-19-111-004,,,,1,LTINFO
011-192-15,1319-19-112-005,,,,1,LTINFO
011-201-08,1319-19-113-022,,,,1,LTINFO
011-201-09,1319-19-113-026,,,,1,LTINFO
011-202-10,1319-19-113-005,,,,1,LTINFO
011-202-12,1319-19-113-003,,,,1,LTINFO
011-202-14,1319-19-113-001,,,,1,LTINFO
011-213-01,1319-19-211-001,,,,1,LTINFO
011-213-13,1319-19-310-012,,,,1,LTINFO
011-214-12,1319-19-310-023,,,,1,LTINFO
011-214-17,1319-19-310-037,,,,1,LTINFO
011-215-01,1319-19-310-047,,,,1,LTINFO
011-221-33,1319-19-410-013,,,,1,LTINFO
011-222-05,1319-19-810-015,,,,1,LTINFO
011-224-08,1319-30-110-006,,,,1,LTINFO
011-225-01,1319-19-810-001,,,,1,LTINFO
011-225-11,1319-19-411-024,,,,1,LTINFO
011-225-12,1319-19-411-016,,,,1,LTINFO
011-225-13,1319-19-411-015,,,,1,LTINFO
011-226-16,1319-19-411-012,,,,1,LTINFO
011-226-21,1319-19-411-007,,,,1,LTINFO
011-226-22,1319-19-411-006,,,,1,LTINFO
011-226-29,1319-19-311-002,,,,1,LTINFO
011-231-02,1319-19-803-002,,,,1,LTINFO
011-232-37,1319-19-701-004,,,,1,LTINFO
011-300-14,1319-19-212-036,,,,1,LTINFO
011-300-19,1319-19-212-040,,,,1,LTINFO
011-340-39,1319-19-714-015,,,,1,LTINFO
011-340-40,1319-19-714-014,,,,1,LTINFO
011-340-44,1319-19-714-026,,,,1,LTINFO
011-350-10,1319-19-718-020,,,,1,LTINFO
014-274-10,014-274-018,,,,1,LTINFO
014-274-11,014-274-018,,,,1,LTINFO
014-274-11,014-274-019,,,,1,LTINFO
014-274-12,014-274-019,,,,1,LTINFO
014-291-02,014-291-012,,,,1,LTINFO
015-012-25,015-012-27,,,,1,LTINFO
015-012-27,015-410-001,,,,1,LTINFO
015-012-27,015-420-001,,,,1,LTINFO
015-012-27,015-420-002,,,,1,LTINFO
015-012-27,015-420-003,,,,1,LTINFO
015-012-27,015-420-004,,,,1,LTINFO
015-012-27,015-420-005,,,,1,LTINFO
015-012-27,015-420-006,,,,1,LTINFO
015-012-27,015-420-007,,,,1,LTINFO
015-012-27,015-420-008,,,,1,LTINFO
015-012-27,015-420-009,,,,1,LTINFO
015-012-27,015-420-010,,,,1,LTINFO
015-012-27,015-420-011,,,,1,LTINFO
015-012-27,015-420-012,,,,1,LTINFO
015-012-27,015-420-013,,,,1,LTINFO
015-012-27,015-420-014,,,,1,LTINFO
015-012-27,015-420-015,,,,1,LTINFO
015-012-27,015-420-016,,,,1,LTINFO
015-032-27,015-032-028,,,,1,LTINFO
015-032-27,015-032-029,,,,1,LTINFO
015-032-27,015-032-28,,,,1,LTINFO
015-032-27,015-032-29,,,,1,LTINFO
015-104-09,015-104-023,,,,1,LTINFO
015-104-09,015-104-024,,,,1,LTINFO
015-261-01,015-261-033,,,,1,LTINFO
015-264-17,015-264-025,,,,1,LTINFO
015-264-22,015-264-024,,,,1,LTINFO
015-264-22,015-264-025,,,,1,LTINFO
015-301-15,015-301-030,,,,1,LTINFO
015-301-16,015-301-030,,,,1,LTINFO
015-301-27,015-301-029,,,,1,LTINFO
015-304-31,015-304-033,,,,1,LTINFO
015-304-31,015-304-034,,,,1,LTINFO
015-311-27,015-311-031,,,,1,LTINFO
015-314-24,015-314-029,,,,1,LTINFO
015-314-24,015-314-030,,,,1,LTINFO
015-326-08,015-012-27,,,,1,LTINFO
015-331-23,015-331-029,,,,1,LTINFO
015-331-26,015-331-029,,,,1,LTINFO
015-370-011,015-370-030,,,,1,LTINFO
015-370-012,015-370-031,,,,1,LTINFO
015-370-22,015-370-027,,,,1,LTINFO
015-370-22,015-370-028,,,,1,LTINFO
015-370-23,015-370-027,,,,1,LTINFO
015-370-23,015-370-028,,,,1,LTINFO
016-051-06,016-051-059,,,,1,LTINFO
016-051-06,016-051-060,,,,1,LTINFO
016-081-42,016-081-046,,,,1,LTINFO
016-091-42,016-091-50,,,,1,LTINFO
016-091-42,016-091-51,,,,1,LTINFO
016-091-50,016-091-065,,,,1,LTINFO
016-091-51,016-091-065,,,,1,LTINFO
016-101-14,016-101-095,,,,1,LTINFO
016-101-52,016-101-095,,,,1,LTINFO
016-251-03,016-251-09,,,,1,LTINFO
016-251-03,016-251-10,,,,1,LTINFO
016-251-09,016-251-012,,,,1,LTINFO
016-251-10,016-251-013,,,,1,LTINFO
016-300-21,016-300-062,,,,1,LTINFO
016-300-21,016-300-063,,,,1,LTINFO
016-300-24,016-300-062,,,,1,LTINFO
016-300-54,016-300-56,,,,1,LTINFO
016-300-56,016-300-060,,,,1,LTINFO
016-300-57,016-300-59,,,,1,LTINFO
016-300-59,016-300-064,,,,1,LTINFO
016-544-16,016-544-020,,,,1,LTINFO
017-021-15,017-021-031,,,,1,LTINFO
017-021-15,017-021-032,,,,1,LTINFO
017-021-18,017-021-033,,,,1,LTINFO
017-021-19,017-021-033,,,,1,LTINFO
017-021-20,017-021-033,,,,1,LTINFO
018-090-12,018-320-10,,,,1,LTINFO
018-090-12,018-320-11,,,,1,LTINFO
018-090-79,018-090-084,,,,1,LTINFO
018-130-27,018-130-032,,,,1,LTINFO
018-300-06,018-300-023,,,,1,LTINFO
018-320-08,018-320-10,,,,1,LTINFO
018-320-10,018-320-018,,,,1,LTINFO
018-320-10,018-320-019,,,,1,LTINFO
018-320-11,018-320-013,,,,1,LTINFO
018-320-11,018-320-12,,,,1,LTINFO
018-320-12,018-320-018,,,,1,LTINFO
018-320-12,018-320-019,,,,1,LTINFO
021-031-18,021-031-034,,,,1,LTINFO
021-031-28,021-031-032,,,,1,LTINFO
021-201-10,021-201-016,,,,1,LTINFO
021-201-10,021-201-017,,,,1,LTINFO
021-241-01,021-241-006,,,,1,LTINFO
021-241-01,021-241-007,,,,1,LTINFO
021-241-01,021-241-008,,,,1,LTINFO
021-321-09,021-321-036,,,,1,LTINFO
021-321-29,021-321-032,,,,1,LTINFO
021-321-29,021-321-035,,,,1,LTINFO
021-321-29,021-321-036,,,,1,LTINFO
021-331-05,021-331-017,,,,1,LTINFO
021-331-05,021-331-023,,,,1,LTINFO
021-331-08,021-331-024,,,,1,LTINFO
021-331-12,021-331-13,,,,1,LTINFO
021-331-13,021-331-017,,,,1,LTINFO
021-331-13,021-331-023,,,,1,LTINFO
021-410-11,021-410-12,,,,1,LTINFO
021-410-12,021-420-009,,,,1,LTINFO
021-410-12,021-420-024,,,,1,LTINFO
021-410-12,021-420-041,,,,1,LTINFO
021-410-12,021-420-27,,,,1,LTINFO
021-420-27,021-420-055,,,,1,LTINFO
022-031-01,022-031-067,,,,1,LTINFO
022-051-53,022-051-088,,,,1,LTINFO
022-122-04,022-122-17,,,,1,LTINFO
022-122-06,022-122-018,,,,1,LTINFO
022-122-17,022-122-019,,,,1,LTINFO
022-122-17,022-122-020,,,,1,LTINFO
022-142-02,022-142-018,,,,1,LTINFO
022-142-03,022-142-018,,,,1,LTINFO
022-161-08,022-161-026,,,,1,LTINFO
022-161-09,022-161-026,,,,1,LTINFO
022-171-03,022-171-070,,,,1,LTINFO
022-171-05,022-171-071,,,,1,LTINFO
022-171-73,022-171-076,,,,1,LTINFO
022-171-73,022-171-077,,,,1,LTINFO
022-181-16,022-181-019,,,,1,LTINFO
022-181-17,022-181-019,,,,1,LTINFO
022-182-45,022-182-045,,,,1,LTINFO
022-200-005,022-200-016,,,,1,LTINFO
022-200-012,022-200-014,,,,1,LTINFO
022-200-012,022-200-016,,,,1,LTINFO
022-231-26,022-231-031,,,,1,LTINFO
022-251-11,022-251-085,,,,1,LTINFO
022-251-11,022-251-086,,,,1,LTINFO
022-251-74,022-251-089,,,,1,LTINFO
022-331-25,022-331-026,,,,1,LTINFO
022-332-08,022-332-062,,,,1,LTINFO
022-332-09,022-332-062,,,,1,LTINFO
022-332-35,022-332-055,,,,1,LTINFO
022-332-37,022-332-063,,,,1,LTINFO
022-332-38,022-332-063,,,,1,LTINFO
022-343-03,022-343-022,,,,1,LTINFO
022-343-05,022-343-18,,,,1,LTINFO
022-343-06,022-343-027,,,,1,LTINFO
022-343-06,022-343-028,,,,1,LTINFO
022-343-06,022-343-28,,,,1,LTINFO
022-343-07,022-343-027,,,,1,LTINFO
022-343-07,022-343-028,,,,1,LTINFO
022-343-18,022-343-022,,,,1,LTINFO
022-343-18,022-343-027,,,,1,LTINFO
022-351-18,022-351-034,,,,1,LTINFO
022-381-06,022-381-026,,,,1,LTINFO
022-381-07,022-381-026,,,,1,LTINFO
023-101-10,023-101-033,,,,1,LTINFO
023-101-32,023-101-036,,,,1,LTINFO
023-172-24,023-172-035,,,,1,LTINFO
023-172-27,023-172-035,,,,1,LTINFO
023-182-028,023-960-001,,,,1,LTINFO
023-261-21,023-261-028,,,,1,LTINFO
023-261-23,023-261-028,,,,1,LTINFO
023-261-24,023-261-028,,,,1,LTINFO
023-271-02,023-950-001,,,,1,LTINFO
023-271-02,023-950-002,,,,1,LTINFO
023-271-02,023-950-003,,,,1,LTINFO
023-271-02,023-950-004,,,,1,LTINFO
023-271-02,023-950-005,,,,1,LTINFO
023-271-02,023-950-006,,,,1,LTINFO
023-271-02,023-950-007,,,,1,LTINFO
023-271-02,023-950-008,,,,1,LTINFO
023-271-02,023-950-009,,,,1,LTINFO
023-311-01,023-311-056,,,,1,LTINFO
023-341-03,023-341-020,,,,1,LTINFO
023-341-03,023-341-021,,,,1,LTINFO
023-351-09,023-351-030,,,,1,LTINFO
023-351-25,023-351-030,,,,1,LTINFO
023-351-26,023-351-030,,,,1,LTINFO
023-362-02,023-362-024,,,,1,LTINFO
023-372-01,023-362-024,,,,1,LTINFO
023-393-003,023-393-033,,,,1,LTINFO
023-393-027,023-393-033,,,,1,LTINFO
023-393-028,023-393-033,,,,1,LTINFO
023-393-032,023-393-033,,,,1,LTINFO
023-393-17,023-393-032,,,,1,LTINFO
023-393-21,023-393-032,,,,1,LTINFO
023-491-28,023-491-033,,,,1,LTINFO
023-501-25,023-501-048,,,,1,LTINFO
023-501-25,023-501-049,,,,1,LTINFO
023-501-26,023-501-048,,,,1,LTINFO
023-523-10,023-523-013,,,,1,LTINFO
023-621-19,023-621-022,,,,1,LTINFO
023-624-18,023-624-031,,,,1,LTINFO
023-624-19,023-624-031,,,,1,LTINFO
023-624-19,023-624-032,,,,1,LTINFO
023-624-20,023-624-032,,,,1,LTINFO
023-625-25,023-625-027,,,,1,LTINFO
023-625-25,023-625-028,,,,1,LTINFO
023-655-16,023-655-039,,,,1,LTINFO
023-700-01,023-700-019,,,,1,LTINFO
023-732-45,023-902-024,,,,1,LTINFO
023-773-12,023-784-013,,,,1,LTINFO
023-782-08,023-782-032,,,,1,LTINFO
023-782-23,023-782-032,,,,1,LTINFO
023-904-018,023-904-008,,,,1,LTINFO
023-960-001,023-960-002,,,,1,LTINFO
023-960-001,023-960-003,,,,1,LTINFO
023-960-001,023-960-004,,,,1,LTINFO
023-960-001,023-960-005,,,,1,LTINFO
023-960-001,023-960-006,,,,1,LTINFO
023-960-001,023-960-007,,,,1,LTINFO
023-960-001,023-960-008,,,,1,LTINFO
025-010-034,025-010-066,,,,1,LTINFO
025-010-034,025-010-067,,,,1,LTINFO
025-010-054,025-010-068,,,,1,LTINFO
025-010-054,025-010-069,,,,1,LTINFO
025-010-22,025-010-062,,,,1,LTINFO
025-010-22,025-010-063,,,,1,LTINFO
025-010-42,025-010-52,,,,1,LTINFO
025-010-52,025-010-58,,,,1,LTINFO
025-010-58,025-010-064,,,,1,LTINFO
025-010-58,025-010-065,,,,1,LTINFO
025-041-010,025-041-023,,,,1,LTINFO
025-041-12,025-041-019,,,,1,LTINFO
025-041-12,025-041-021,,,,1,LTINFO
025-041-13,025-041-020,,,,1,LTINFO
025-051-27,025-041-021,,,,1,LTINFO
025-051-27,025-051-033,,,,1,LTINFO
025-061-26,025-061-040,,,,1,LTINFO
025-061-27,025-061-040,,,,1,LTINFO
025-211-16,025-211-021,,,,1,LTINFO
025-211-16,025-211-022,,,,1,LTINFO
025-224-18,025-224-019,,,,1,LTINFO
025-224-18,025-224-020,,,,1,LTINFO
025-225-04,025-225-029,,,,1,LTINFO
025-225-04,025-225-030,,,,1,LTINFO
025-225-05,025-225-028,,,,1,LTINFO
025-225-05,025-225-029,,,,1,LTINFO
025-225-05,025-225-030,,,,1,LTINFO
025-225-14,025-225-031,,,,1,LTINFO
025-225-15,025-225-031,,,,1,LTINFO
025-241-06,025-241-012,,,,1,LTINFO
025-312-18,025-312-022,,,,1,LTINFO
025-451-17,025-451-028,,,,1,LTINFO
025-451-18,025-451-028,,,,1,LTINFO
025-510-35,025-510-097,,,,1,LTINFO
025-510-91,025-510-095,,,,1,LTINFO
025-551-01,025-551-034,,,,1,LTINFO
025-551-02,025-551-034,,,,1,LTINFO
025-554-009,025-554-014,,,,1,LTINFO
025-554-013,025-554-014,,,,1,LTINFO
025-754-001,025-754-008,,,,1,LTINFO
025-754-002,025-754-008,,,,1,LTINFO
025-754-003,025-754-008,,,,1,LTINFO
025-780-01,025-781-001,,,,1,LTINFO
025-813-03,025-813-023,,,,1,LTINFO
025-843-08,025-843-16,,,,1,LTINFO
025-843-09,025-843-16,,,,1,LTINFO
025-843-16,033-853-016,,,,1,LTINFO
025-866-02,033-876-002,,,,1,LTINFO
025-911-02,025-911-058,,,,1,LTINFO
025-911-03,025-911-057,,,,1,LTINFO
025-911-040,025-911-065,,,,1,LTINFO
026-030-01,026-030-002,,,,1,LTINFO
026-031-012,026-031-018,,,,1,LTINFO
026-031-013,026-031-019,,,,1,LTINFO
026-031-03,026-031-012,,,,1,LTINFO
026-031-03,026-031-013,,,,1,LTINFO
026-031-03,026-031-014,,,,1,LTINFO
026-034-08,026-034-019,,,,1,LTINFO
026-034-08,026-034-020,,,,1,LTINFO
026-038-25,026-038-028,,,,1,LTINFO
026-038-25,026-038-029,,,,1,LTINFO
026-038-26,026-038-028,,,,1,LTINFO
026-038-26,026-038-029,,,,1,LTINFO
026-040-08,026-040-009,,,,1,LTINFO
026-043-04,026-043-18,,,,1,LTINFO
026-043-06,026-300-001,,,,1,LTINFO
026-043-06,026-301-001,,,,1,LTINFO
026-043-06,026-301-002,,,,1,LTINFO
026-043-06,026-302-003,,,,1,LTINFO
026-043-06,026-302-004,,,,1,LTINFO
026-043-06,026-303-005,,,,1,LTINFO
026-043-07,026-300-001,,,,1,LTINFO
026-043-07,026-301-001,,,,1,LTINFO
026-043-07,026-301-002,,,,1,LTINFO
026-043-07,026-302-003,,,,1,LTINFO
026-043-07,026-302-004,,,,1,LTINFO
026-043-07,026-303-005,,,,1,LTINFO
026-043-18,026-043-018,,,,1,LTINFO
026-046-17,026-290-001,,,,1,LTINFO
026-046-17,026-290-002,,,,1,LTINFO
026-046-17,026-290-003,,,,1,LTINFO
