APN,Year,Tourist_Units,CommercialFloorArea_SqFt
023-241-52,2012,0,2652.0
023-241-53,2012,0,3301.0
023-241-54,2012,0,4443.0
023-241-56,2012,0,1887.0
023-251-007,2018,0,8368.0
023-251-007,2019,0,8368.0
023-251-007,2020,0,8368.0
023-251-007,2021,0,8368.0
023-251-007,2022,0,8368.0
023-251-007,2023,0,8368.0
023-251-007,2024,0,8368.0
023-251-008,2018,0,3021.0
023-251-008,2019,0,3021.0
023-251-008,2020,0,3021.0
023-251-008,2021,0,3021.0
023-251-008,2022,0,3021.0
023-251-008,2023,0,3021.0
023-251-008,2024,0,3021.0
023-251-017,2018,0,5403.0
023-251-017,2019,0,5403.0
023-251-017,2020,0,5403.0
023-251-017,2021,0,5403.0
023-251-017,2022,0,5403.0
023-251-017,2023,0,5403.0
023-251-017,2024,0,5403.0
023-251-018,2018,0,635.0
023-251-018,2019,0,635.0
023-251-018,2020,0,635.0
023-251-018,2021,0,635.0
023-251-018,2022,0,635.0
023-251-018,2023,0,635.0
023-251-018,2024,0,635.0
023-251-022,2018,0,1897.0
023-251-022,2019,0,1897.0
023-251-022,2020,0,1897.0
023-251-022,2021,0,1897.0
023-251-022,2022,0,1897.0
023-251-022,2023,0,1897.0
023-251-022,2024,0,1897.0
023-251-028,2018,0,1309.0
023-251-028,2019,0,1309.0
023-251-028,2020,0,1309.0
023-251-028,2021,0,1309.0
023-251-028,2022,0,1309.0
023-251-028,2023,0,1309.0
023-251-028,2024,0,1309.0
023-251-030,2018,21,1376.0
023-251-030,2019,21,1376.0
023-251-030,2020,21,1376.0
023-251-030,2021,21,1376.0
023-251-030,2022,21,1376.0
023-251-030,2023,21,1376.0
023-251-030,2024,21,1376.0
023-251-031,2018,0,1129.0
023-251-031,2019,0,1129.0
023-251-031,2020,0,1129.0
023-251-031,2021,0,1129.0
023-251-031,2022,0,1129.0
023-251-031,2023,0,1129.0
023-251-031,2024,0,1129.0
023-251-07,2012,0,8368.0
023-251-08,2012,0,3021.0
023-251-17,2012,0,5403.0
023-251-18,2012,0,635.0
023-251-22,2012,0,1897.0
023-251-28,2012,0,1309.0
023-251-30,2012,21,1376.0
023-251-31,2012,0,1129.0
023-281-005,2018,0,1917.0
023-281-005,2019,0,1917.0
023-281-005,2020,0,1917.0
023-281-005,2021,0,1917.0
023-281-005,2022,0,1917.0
023-281-005,2023,0,1917.0
023-281-005,2024,0,1917.0
023-281-022,2018,0,2638.0
023-281-022,2019,0,2638.0
023-281-022,2020,0,2638.0
023-281-022,2021,0,2638.0
023-281-022,2022,0,2638.0
023-281-022,2023,0,2638.0
023-281-022,2024,0,2638.0
023-281-023,2018,0,603.0
023-281-023,2019,0,603.0
023-281-023,2020,0,603.0
023-281-023,2021,0,603.0
023-281-023,2022,0,603.0
023-281-023,2023,0,603.0
023-281-023,2024,0,603.0
023-281-05,2012,0,1917.0
023-281-22,2012,0,2638.0
023-281-23,2012,0,603.0
023-291-005,2018,0,3548.0
023-291-005,2019,0,3548.0
023-291-005,2020,0,3548.0
023-291-005,2021,0,3548.0
023-291-005,2022,0,3548.0
023-291-005,2023,0,3548.0
023-291-005,2024,0,3548.0
023-291-006,2018,0,2499.0
023-291-006,2019,0,2499.0
023-291-006,2020,0,2499.0
023-291-006,2021,0,2499.0
023-291-006,2022,0,2499.0
023-291-006,2023,0,2499.0
023-291-006,2024,0,2499.0
023-291-008,2018,0,4730.0
023-291-008,2019,0,4730.0
023-291-008,2020,0,4730.0
023-291-008,2021,0,4730.0
023-291-008,2022,0,4730.0
023-291-008,2023,0,4730.0
023-291-008,2024,0,4730.0
023-291-016,2018,0,13634.0
023-291-016,2019,0,13634.0
023-291-016,2020,0,13634.0
023-291-016,2021,0,13634.0
023-291-016,2022,0,13634.0
023-291-016,2023,0,13634.0
023-291-016,2024,0,13634.0
023-291-05,2012,0,3548.0
023-291-06,2012,0,2499.0
023-291-08,2012,0,4730.0
023-291-16,2012,0,13634.0
023-301-007,2018,0,9088.0
023-301-007,2019,0,9088.0
023-301-007,2020,0,9088.0
023-301-007,2021,0,9088.0
023-301-007,2022,0,9088.0
023-301-007,2023,0,9088.0
023-301-007,2024,0,9088.0
023-301-011,2018,0,20285.0
023-301-011,2019,0,20285.0
023-301-011,2020,0,20285.0
023-301-011,2021,0,20285.0
023-301-011,2022,0,20285.0
023-301-011,2023,0,20285.0
023-301-011,2024,0,20285.0
023-301-07,2012,0,9088.0
023-301-11,2012,0,20285.0
023-311-013,2018,0,12886.0
023-311-013,2019,0,12886.0
023-311-013,2020,0,12886.0
023-311-013,2021,0,12886.0
023-311-013,2022,0,12886.0
023-311-013,2023,0,12886.0
023-311-013,2024,0,12886.0
023-311-020,2018,0,720.0
023-311-020,2019,0,720.0
023-311-020,2020,0,720.0
023-311-020,2021,0,720.0
023-311-020,2022,0,720.0
023-311-020,2023,0,720.0
023-311-020,2024,0,720.0
023-311-023,2018,0,4415.0
023-311-023,2019,0,4415.0
023-311-023,2020,0,4415.0
023-311-023,2021,0,4415.0
023-311-023,2022,0,4415.0
023-311-023,2023,0,4415.0
023-311-023,2024,0,4415.0
023-311-027,2018,0,450.0
023-311-027,2019,0,450.0
023-311-027,2020,0,450.0
023-311-027,2021,0,450.0
023-311-027,2022,0,450.0
023-311-027,2023,0,450.0
023-311-027,2024,0,450.0
023-311-040,2018,0,4277.0
023-311-040,2019,0,4277.0
023-311-040,2020,0,4277.0
023-311-040,2021,0,4277.0
023-311-040,2022,0,4277.0
023-311-040,2023,0,4277.0
023-311-040,2024,0,4277.0
023-311-042,2018,0,2561.0
023-311-042,2019,0,2561.0
023-311-042,2020,0,2561.0
023-311-042,2021,0,2561.0
023-311-042,2022,0,2561.0
023-311-042,2023,0,2561.0
023-311-042,2024,0,2561.0
023-311-044,2018,0,2884.0
023-311-044,2019,0,2884.0
023-311-044,2020,0,2884.0
023-311-044,2021,0,2884.0
023-311-044,2022,0,2884.0
023-311-044,2023,0,2884.0
023-311-044,2024,0,2884.0
023-311-045,2018,0,7568.0
023-311-045,2019,0,7568.0
023-311-045,2020,0,7568.0
023-311-045,2021,0,7568.0
023-311-045,2022,0,7568.0
023-311-045,2023,0,7568.0
023-311-045,2024,0,7568.0
023-311-046,2018,0,2133.0
023-311-046,2019,0,2133.0
023-311-046,2020,0,2133.0
023-311-046,2021,0,2133.0
023-311-046,2022,0,2133.0
023-311-046,2023,0,2133.0
023-311-046,2024,0,2133.0
023-311-047,2018,0,4766.0
023-311-047,2019,0,4766.0
023-311-047,2020,0,4766.0
023-311-047,2021,0,4766.0
023-311-047,2022,0,4766.0
023-311-047,2023,0,4766.0
023-311-047,2024,0,4766.0
023-311-048,2018,0,8330.0
023-311-048,2019,0,8330.0
023-311-048,2020,0,8330.0
023-311-048,2021,0,8330.0
023-311-048,2022,0,8330.0
023-311-048,2023,0,8330.0
023-311-048,2024,0,8330.0
023-311-052,2018,0,1748.0
023-311-052,2019,0,1748.0
023-311-052,2020,0,1748.0
023-311-052,2021,0,1748.0
023-311-052,2022,0,1748.0
023-311-052,2023,0,1748.0
023-311-052,2024,0,1748.0
023-311-054,2018,0,1551.0
023-311-054,2019,0,1551.0
023-311-054,2020,0,1551.0
023-311-054,2021,0,1551.0
023-311-054,2022,0,1551.0
023-311-054,2023,0,1551.0
023-311-054,2024,0,1551.0
023-311-055,2018,0,2452.0
023-311-055,2019,0,2452.0
023-311-055,2020,0,2452.0
023-311-055,2021,0,2452.0
023-311-055,2022,0,2452.0
023-311-055,2023,0,2452.0
023-311-055,2024,0,2452.0
023-311-13,2012,0,12886.0
023-311-20,2012,0,720.0
023-311-23,2012,0,4415.0
023-311-27,2012,0,450.0
023-311-40,2012,0,4277.0
023-311-42,2012,0,2561.0
023-311-44,2012,0,2884.0
023-311-45,2012,0,7568.0
023-311-46,2012,0,2133.0
023-311-47,2012,0,4766.0
023-311-48,2012,0,8330.0
023-311-52,2012,0,1748.0
023-311-54,2012,0,1551.0
023-311-55,2012,0,2452.0
023-341-017,2018,0,1211.0
023-341-017,2019,0,1211.0
023-341-017,2020,0,1211.0
023-341-017,2021,0,1211.0
023-341-017,2022,0,1211.0
023-341-017,2023,0,1211.0
023-341-017,2024,0,1211.0
023-341-17,2012,0,1211.0
023-351-018,2018,0,16950.0
023-351-018,2019,0,16950.0
023-351-018,2020,0,16950.0
023-351-018,2021,0,16950.0
023-351-018,2022,0,16950.0
023-351-018,2023,0,16950.0
023-351-018,2024,0,16950.0
023-351-18,2012,0,16950.0
023-362-024,2018,0,6675.0
023-362-024,2019,0,6675.0
023-362-024,2020,0,6675.0
023-362-024,2021,0,6675.0
023-362-024,2022,0,6675.0
023-362-024,2023,0,6675.0
023-362-024,2024,0,6675.0
023-362-24,2012,0,6675.0
023-374-008,2018,0,1408.0
023-374-008,2019,0,1408.0
023-374-008,2020,0,1408.0
023-374-008,2021,0,1408.0
023-374-008,2022,0,1408.0
023-374-008,2023,0,1408.0
023-374-008,2024,0,1408.0
023-374-02,2012,0,6982.0
023-374-08,2012,0,1408.0
023-391-005,2018,0,3887.0
023-391-005,2019,0,3887.0
023-391-005,2020,0,3887.0
023-391-005,2021,0,3887.0
023-391-005,2022,0,3887.0
023-391-005,2023,0,3887.0
023-391-005,2024,0,3887.0
023-391-05,2012,0,3887.0
023-392-012,2018,0,1653.0
023-392-012,2019,0,1653.0
023-392-012,2020,0,1653.0
023-392-012,2021,0,1653.0
023-392-012,2022,0,1653.0
023-392-012,2023,0,1653.0
023-392-012,2024,0,1653.0
023-392-013,2018,0,287.0
023-392-013,2019,0,287.0
023-392-013,2020,0,287.0
023-392-013,2021,0,287.0
023-392-013,2022,0,287.0
023-392-013,2023,0,287.0
023-392-013,2024,0,287.0
023-392-018,2018,0,2121.0
023-392-018,2019,0,2121.0
023-392-018,2020,0,2121.0
023-392-018,2021,0,2121.0
023-392-018,2022,0,2121.0
023-392-018,2023,0,2121.0
023-392-018,2024,0,2121.0
023-392-019,2018,0,1207.0
023-392-019,2019,0,1207.0
023-392-019,2020,0,1207.0
023-392-019,2021,0,1207.0
023-392-019,2022,0,1207.0
023-392-019,2023,0,1207.0
023-392-019,2024,0,1207.0
023-392-03,2012,0,21180.0
023-392-046,2018,0,2036.0
023-392-046,2019,0,2036.0
023-392-046,2020,0,2036.0
023-392-046,2021,0,2036.0
023-392-046,2022,0,2036.0
023-392-046,2023,0,2036.0
023-392-046,2024,0,2036.0
023-392-047,2018,0,2324.0
023-392-047,2019,0,2324.0
023-392-12,2012,0,1653.0
023-392-13,2012,0,287.0
023-392-18,2012,0,2121.0
023-392-19,2012,0,1207.0
023-392-46,2012,0,2036.0
023-392-47,2012,0,2324.0
023-393-003,2018,0,5128.0
023-393-003,2019,0,5128.0
023-393-027,2018,0,6331.0
023-393-027,2019,0,6331.0
023-393-027,2020,0,6331.0
023-393-027,2021,0,6331.0
023-393-027,2022,0,6331.0
023-393-027,2023,0,6331.0
023-393-028,2018,0,6585.0
023-393-028,2019,0,6585.0
023-393-028,2020,0,6585.0
023-393-028,2021,0,6585.0
023-393-028,2022,0,6585.0
023-393-028,2023,0,6585.0
023-393-03,2012,0,5128.0
023-393-27,2012,0,6331.0
023-393-28,2012,0,6585.0
023-411-024,2018,0,5064.0
023-411-024,2019,0,5064.0
023-411-024,2020,0,5064.0
023-411-024,2021,0,5064.0
023-411-024,2022,0,5064.0
023-411-024,2023,0,5064.0
023-411-024,2024,0,5064.0
023-411-24,2012,0,5893.0
023-421-001,2018,0,30888.0
023-421-001,2019,0,30888.0
023-421-001,2020,0,30888.0
023-421-001,2021,0,30888.0
023-421-001,2022,0,30888.0
023-421-001,2023,0,30888.0
023-421-001,2024,0,30888.0
023-421-01,2012,0,30888.0
023-430-029,2018,0,4491.0
023-430-029,2019,0,4491.0
023-430-029,2020,0,4491.0
023-430-029,2021,0,4491.0
023-430-029,2022,0,4491.0
023-430-029,2023,0,4491.0
023-430-029,2024,0,4491.0
023-430-030,2018,0,10743.0
023-430-030,2019,0,10743.0
023-430-030,2020,0,10743.0
023-430-030,2021,0,10743.0
023-430-030,2022,0,10743.0
023-430-030,2023,0,10743.0
023-430-030,2024,0,10743.0
023-430-032,2018,0,151508.0
023-430-032,2019,0,151508.0
023-430-032,2020,0,151508.0
023-430-032,2021,0,151508.0
023-430-032,2022,0,151508.0
023-430-032,2023,0,151508.0
023-430-032,2024,0,151508.0
023-430-036,2018,0,19373.0
023-430-036,2019,0,19373.0
023-430-036,2020,0,19373.0
023-430-036,2021,0,19373.0
023-430-036,2022,0,19373.0
023-430-036,2023,0,19373.0
023-430-036,2024,0,19373.0
023-430-038,2018,0,6328.0
023-430-038,2019,0,6328.0
023-430-038,2020,0,6328.0
023-430-038,2021,0,6328.0
023-430-038,2022,0,6328.0
023-430-041,2018,0,1625.0
023-430-041,2019,0,1625.0
023-430-041,2020,0,1625.0
023-430-041,2021,0,1625.0
023-430-041,2022,0,1625.0
023-430-041,2023,0,1625.0
023-430-041,2024,0,1625.0
023-430-043,2023,0,6328.0
023-430-043,2024,0,6328.0
023-430-29,2012,0,4491.0
023-430-30,2012,0,10743.0
023-430-32,2012,0,151508.0
023-430-36,2012,0,19373.0
023-430-38,2012,0,6328.0
023-430-41,2012,0,1625.0
023-522-006,2018,0,3780.0
023-522-006,2019,0,3780.0
023-522-006,2020,0,3780.0
023-522-006,2021,0,3780.0
023-522-006,2022,0,3780.0
023-522-006,2023,0,3780.0
023-522-006,2024,0,3780.0
023-522-012,2018,0,5639.0
023-522-012,2019,0,5639.0
023-522-012,2020,0,5639.0
023-522-012,2021,0,5639.0
023-522-012,2022,0,5639.0
023-522-012,2023,0,5639.0
023-522-012,2024,0,5639.0
023-522-014,2018,0,1258.0
023-522-014,2019,0,1258.0
023-522-014,2020,0,1258.0
023-522-014,2021,0,1258.0
023-522-014,2022,0,1258.0
023-522-014,2023,0,1258.0
023-522-014,2024,0,1258.0
023-522-06,2012,0,3780.0
023-522-12,2012,0,5639.0
023-522-14,2012,0,1258.0
023-523-005,2018,0,1272.0
023-523-005,2019,0,1272.0
023-523-005,2020,0,1272.0
023-523-005,2021,0,1272.0
023-523-005,2022,0,1272.0
023-523-005,2023,0,1272.0
023-523-005,2024,0,1272.0
023-523-008,2018,0,6819.0
023-523-008,2019,0,6819.0
023-523-008,2020,0,6819.0
023-523-008,2021,0,6819.0
023-523-008,2022,0,6819.0
023-523-008,2023,0,6819.0
023-523-008,2024,0,6819.0
023-523-011,2018,0,2424.0
023-523-011,2019,0,2424.0
023-523-011,2020,0,2424.0
023-523-011,2021,0,2424.0
023-523-011,2022,0,2424.0
023-523-011,2023,0,2424.0
023-523-011,2024,0,2424.0
023-523-013,2018,0,1911.0
023-523-013,2019,0,1911.0
023-523-013,2020,0,1911.0
023-523-013,2021,0,1911.0
023-523-013,2022,0,1911.0
023-523-013,2023,0,1911.0
023-523-013,2024,0,1911.0
023-523-05,2012,0,1272.0
023-523-08,2012,0,6819.0
023-523-11,2012,0,2424.0
023-523-13,2012,0,1911.0
023-553-002,2018,0,424.0
023-553-002,2019,0,424.0
023-553-002,2020,0,424.0
023-553-002,2021,0,424.0
023-553-002,2022,0,424.0
023-553-002,2023,0,424.0
023-553-002,2024,0,424.0
023-553-02,2012,0,424.0
023-683-006,2018,0,2524.0
023-683-006,2019,0,2524.0
023-683-006,2020,0,2524.0
023-683-006,2021,0,2524.0
023-683-006,2022,0,2524.0
023-683-006,2023,0,2524.0
023-683-006,2024,0,2524.0
023-683-010,2018,0,7726.0
023-683-010,2019,0,7726.0
023-683-010,2020,0,7726.0
023-683-010,2021,0,7726.0
023-683-010,2022,0,7726.0
023-683-010,2023,0,7726.0
023-683-010,2024,0,7726.0
023-683-06,2012,0,2524.0
023-683-10,2012,0,7726.0
023-684-013,2018,0,5759.0
023-684-013,2019,0,5759.0
023-684-013,2020,0,5759.0
023-684-013,2021,0,5759.0
023-684-013,2022,0,5759.0
023-684-013,2023,0,5759.0
023-684-013,2024,0,5759.0
023-684-13,2012,0,5759.0
025-010-023,2018,0,21815.0
025-010-023,2019,0,21815.0
025-010-023,2020,0,21815.0
025-010-023,2021,0,21815.0
025-010-023,2022,0,21815.0
025-010-023,2023,0,21815.0
025-010-023,2024,0,21815.0
025-010-031,2018,0,76949.0
025-010-031,2019,0,76949.0
025-010-031,2020,0,76949.0
025-010-031,2021,0,76949.0
025-010-031,2022,0,76949.0
025-010-031,2023,0,76949.0
025-010-031,2024,0,76949.0
025-010-043,2018,0,5249.0
025-010-043,2019,0,5249.0
025-010-043,2020,0,5249.0
025-010-043,2021,0,5249.0
025-010-043,2022,0,5249.0
025-010-043,2023,0,5249.0
025-010-043,2024,0,5249.0
025-010-045,2018,0,4453.0
025-010-045,2019,0,4453.0
025-010-045,2020,0,4453.0
025-010-045,2021,0,4453.0
025-010-045,2022,0,4453.0
025-010-045,2023,0,4453.0
025-010-045,2024,0,4453.0
025-010-047,2018,0,5444.0
025-010-047,2019,0,5444.0
025-010-047,2020,0,5444.0
025-010-047,2021,0,5444.0
025-010-047,2022,0,5444.0
025-010-047,2023,0,5444.0
025-010-047,2024,0,5444.0
025-010-23,2012,0,21815.0
025-010-31,2012,0,76949.0
025-010-43,2012,0,5249.0
025-010-45,2012,0,4453.0
025-010-47,2012,0,5444.0
025-580-007,2018,8,0.0
025-580-007,2019,8,0.0
025-580-007,2020,8,0.0
025-580-007,2021,8,0.0
025-580-007,2022,8,0.0
025-580-007,2023,8,0.0
025-580-007,2024,8,0.0
025-580-07,2012,8,0.0
026-043-015,2018,22,0.0
026-043-015,2019,22,0.0
026-043-015,2020,22,0.0
026-043-015,2021,22,0.0
026-043-015,2022,22,0.0
026-043-015,2023,22,0.0
026-043-015,2024,22,0.0
026-043-15,2012,22,0.0
026-075-019,2018,0,3300.0
026-075-019,2019,0,3300.0
026-075-019,2020,0,3300.0
026-075-19,2012,0,4518.0
026-078-017,2018,0,14219.0
026-078-017,2019,0,14219.0
026-078-017,2020,0,14219.0
026-078-017,2021,0,14219.0
026-078-017,2022,0,14219.0
026-078-017,2023,0,14219.0
026-078-017,2024,0,14219.0
026-078-17,2012,0,14219.0
026-083-005,2018,0,635.0
026-083-005,2019,0,635.0
026-083-005,2020,0,635.0
026-083-005,2021,0,635.0
026-083-005,2022,0,635.0
026-083-005,2023,0,635.0
026-083-005,2024,0,635.0
026-083-010,2018,0,89.0
026-083-010,2019,0,89.0
026-083-010,2020,0,89.0
026-083-010,2021,0,89.0
026-083-010,2022,0,89.0
026-083-010,2023,0,89.0
026-083-010,2024,0,89.0
026-083-05,2012,0,635.0
026-083-10,2012,0,89.0
026-084-006,2018,15,0.0
026-084-006,2019,15,0.0
026-084-006,2020,15,0.0
026-084-006,2021,15,0.0
026-084-006,2022,15,0.0
026-084-006,2023,15,0.0
026-084-006,2024,15,0.0
026-084-06,2012,15,0.0
026-086-006,2018,0,12211.0
026-086-006,2019,0,12211.0
026-086-006,2020,0,12211.0
026-086-006,2021,0,12211.0
026-086-006,2022,0,12211.0
026-086-006,2023,0,12211.0
026-086-006,2024,0,12211.0
026-086-011,2018,0,8950.0
026-086-011,2019,0,8950.0
026-086-011,2020,0,8950.0
026-086-011,2021,0,8950.0
026-086-011,2022,0,8950.0
026-086-011,2023,0,8950.0
026-086-011,2024,0,8950.0
026-086-013,2018,0,5651.0
026-086-013,2019,0,5651.0
026-086-013,2020,0,5651.0
026-086-013,2021,0,5651.0
026-086-013,2022,0,5651.0
026-086-013,2023,0,5651.0
026-086-013,2024,0,5651.0
026-086-06,2012,0,12211.0
026-086-11,2012,0,8950.0
026-086-13,2012,0,5651.0
026-088-022,2018,0,1795.0
026-088-022,2019,0,1795.0
026-088-022,2020,0,1795.0
026-088-022,2021,0,1795.0
026-088-022,2022,0,1795.0
026-088-022,2023,0,1795.0
026-088-022,2024,0,1795.0
026-088-22,2012,0,1795.0
026-089-009,2018,0,8754.0
026-089-009,2019,0,8754.0
026-089-009,2020,0,8754.0
026-089-009,2021,0,8754.0
026-089-009,2022,0,8754.0
026-089-009,2023,0,8754.0
026-089-009,2024,0,8754.0
026-089-010,2018,0,19016.0
026-089-010,2019,0,19016.0
026-089-010,2020,0,19016.0
026-089-010,2021,0,19016.0
026-089-010,2022,0,19016.0
026-089-010,2023,0,19016.0
026-089-010,2024,0,19016.0
026-089-09,2012,0,8754.0
026-089-10,2012,0,19016.0
026-113-014,2018,0,12582.0
026-113-014,2019,0,12582.0
026-113-014,2020,0,12582.0
026-113-014,2021,0,12582.0
026-113-014,2022,0,12582.0
026-113-014,2023,0,12582.0
026-113-014,2024,0,12582.0
026-113-14,2012,0,12582.0
026-114-022,2018,0,1295.0
026-114-022,2019,0,1295.0
026-114-022,2020,0,1295.0
026-114-022,2021,0,1295.0
026-114-022,2022,0,1295.0
026-114-022,2023,0,1295.0
026-114-022,2024,0,1295.0
026-114-026,2018,26,17141.0
026-114-026,2019,26,17141.0
026-114-026,2020,26,17141.0
026-114-026,2021,26,17141.0
026-114-026,2022,26,17141.0
026-114-026,2023,26,17141.0
026-114-026,2024,26,17141.0
026-114-027,2018,0,1305.0
026-114-027,2019,0,1305.0
026-114-027,2020,0,1305.0
026-114-027,2021,0,1305.0
026-114-027,2022,0,1305.0
026-114-027,2023,0,1305.0
026-114-027,2024,0,1305.0
026-114-22,2012,0,1295.0
026-114-26,2012,26,17141.0
026-114-27,2012,0,1305.0
026-221-022,2018,0,1010.0
026-221-022,2019,0,1010.0
026-221-022,2020,0,1010.0
026-221-022,2021,0,1010.0
026-221-022,2022,0,1010.0
026-221-022,2023,0,1010.0
026-221-022,2024,0,1010.0
026-221-027,2018,0,4797.0
026-221-027,2019,0,4797.0
026-221-027,2020,0,4797.0
026-221-027,2021,0,4797.0
026-221-027,2022,0,4797.0
026-221-027,2023,0,4797.0
026-221-027,2024,0,4797.0
026-221-038,2018,0,857.0
026-221-038,2019,0,857.0
026-221-038,2020,0,857.0
026-221-038,2021,0,857.0
026-221-038,2022,0,857.0
026-221-038,2023,0,857.0
026-221-038,2024,0,857.0
026-221-053,2018,0,6956.0
026-221-053,2019,0,6956.0
026-221-053,2020,0,6956.0
026-221-053,2021,0,6956.0
026-221-053,2022,0,6956.0
026-221-053,2023,0,6956.0
026-221-053,2024,0,6956.0
026-221-22,2012,0,1010.0
026-221-27,2012,0,4797.0
026-221-38,2012,0,857.0
026-221-53,2012,0,6956.0
026-231-011,2018,0,34767.0
026-231-011,2019,0,34767.0
026-231-011,2020,0,34767.0
026-231-011,2021,0,34767.0
026-231-011,2022,0,34767.0
026-231-011,2023,0,34767.0
026-231-011,2024,0,34767.0
026-231-013,2018,0,983.0
026-231-013,2019,0,983.0
026-231-013,2020,0,983.0
026-231-013,2021,0,983.0
026-231-013,2022,0,983.0
026-231-013,2023,0,983.0
026-231-013,2024,0,983.0
026-231-017,2018,0,827.0
026-231-017,2019,0,827.0
026-231-017,2020,0,827.0
026-231-017,2021,0,827.0
026-231-017,2022,0,827.0
026-231-017,2023,0,827.0
026-231-017,2024,0,827.0
026-231-11,2012,0,34767.0
026-231-13,2012,0,983.0
026-231-17,2012,0,827.0
027-010-002,2018,0,176.0
027-010-002,2019,0,176.0
027-010-002,2020,0,176.0
027-010-002,2021,0,176.0
027-010-002,2022,0,176.0
027-010-002,2023,0,176.0
027-010-002,2024,0,176.0
027-010-013,2018,0,4577.0
027-010-013,2019,0,4577.0
027-010-013,2020,0,4577.0
027-010-013,2021,0,4577.0
027-010-013,2022,0,4577.0
027-010-013,2023,0,4577.0
027-010-013,2024,0,4577.0
027-010-02,2012,0,176.0
027-010-030,2022,0,168.0
027-010-030,2023,0,168.0
027-010-030,2024,0,168.0
027-010-13,2012,0,4577.0
027-020-009,2018,0,5790.0
027-020-009,2019,0,5790.0
027-020-009,2020,0,5790.0
027-020-009,2021,0,5790.0
027-020-009,2022,0,5790.0
027-020-009,2023,0,5790.0
027-020-009,2024,0,5790.0
027-020-010,2018,60,0.0
027-020-010,2019,60,0.0
027-020-010,2020,60,0.0
027-020-010,2021,60,0.0
027-020-010,2022,60,0.0
027-020-010,2023,60,0.0
027-020-010,2024,60,0.0
027-020-015,2018,0,30075.0
027-020-015,2019,0,30075.0
027-020-015,2020,0,30075.0
027-020-015,2021,0,30075.0
027-020-015,2022,0,30075.0
027-020-015,2023,0,30075.0
027-020-015,2024,0,30075.0
027-020-017,2018,50,0.0
027-020-017,2019,50,0.0
027-020-017,2020,50,0.0
027-020-017,2021,50,0.0
027-020-017,2022,50,0.0
027-020-017,2023,50,0.0
027-020-017,2024,50,0.0
027-020-09,2012,0,5790.0
027-020-10,2012,60,0.0
027-020-15,2012,0,30075.0
027-020-17,2012,50,0.0
027-040-033,2018,140,0.0
027-040-033,2019,140,0.0
027-040-033,2020,140,0.0
027-040-033,2021,140,0.0
027-040-033,2022,140,0.0
027-040-033,2023,140,0.0
027-040-033,2024,140,0.0
027-040-044,2019,0,29850.0
027-040-044,2020,0,29850.0
027-040-044,2021,0,29850.0
027-040-044,2022,0,29850.0
027-040-044,2023,0,29850.0
027-040-044,2024,0,29850.0
027-040-07,2012,110,6272.0
027-040-33,2012,140,0.0
027-071-029,2018,54,0.0
027-071-029,2019,54,0.0
027-071-029,2020,54,0.0
027-071-029,2021,54,0.0
027-071-029,2022,54,0.0
027-071-029,2023,54,0.0
027-071-029,2024,54,0.0
027-071-030,2018,0,10465.0
027-071-030,2019,0,10465.0
027-071-030,2020,0,10465.0
027-071-030,2021,0,10465.0
027-071-030,2022,0,10465.0
027-071-030,2023,0,10465.0
027-071-030,2024,0,10465.0
027-071-031,2018,0,19941.0
027-071-031,2019,0,19941.0
027-071-031,2020,0,19941.0
027-071-031,2021,0,19941.0
027-071-031,2022,0,19941.0
027-071-031,2023,0,19941.0
027-071-031,2024,0,19941.0
027-071-29,2012,54,0.0
027-071-30,2012,0,10465.0
027-071-31,2012,0,19941.0
027-072-023,2018,0,2165.0
027-072-023,2019,0,2165.0
027-072-023,2020,0,2165.0
027-072-023,2021,0,2165.0
027-072-023,2022,0,2165.0
027-072-023,2023,0,2165.0
027-072-023,2024,0,2165.0
027-072-033,2018,0,2814.0
027-072-033,2019,0,2814.0
027-072-033,2020,0,2814.0
027-072-033,2021,0,2814.0
027-072-033,2022,0,2814.0
027-072-033,2023,0,2814.0
027-072-033,2024,0,2814.0
027-072-23,2012,0,2165.0
027-072-33,2012,0,2814.0
027-082-025,2018,11,0.0
027-082-025,2019,11,0.0
027-082-025,2020,11,0.0
027-082-025,2021,11,0.0
027-082-025,2022,11,0.0
027-082-025,2023,11,0.0
027-082-025,2024,11,0.0
027-082-25,2012,11,0.0
027-083-008,2018,120,2500.0
027-083-008,2019,120,2500.0
027-083-008,2020,120,2500.0
027-083-008,2021,120,2500.0
027-083-008,2022,120,2500.0
027-083-008,2023,120,2500.0
027-083-008,2024,120,2500.0
027-083-08,2012,120,2500.0
027-090-006,2018,0,10409.0
027-090-006,2019,0,10409.0
027-090-006,2020,0,10409.0
027-090-006,2021,0,10409.0
027-090-006,2022,0,10409.0
027-090-006,2023,0,10409.0
027-090-006,2024,0,10409.0
027-090-011,2018,0,1068.0
027-090-011,2019,0,1068.0
027-090-011,2020,0,1068.0
027-090-011,2021,0,1068.0
027-090-011,2022,0,1068.0
027-090-011,2023,0,1068.0
027-090-011,2024,0,1068.0
