old_apn,new_apn,change_year,overlap_pct,change_type,is_primary,source
018-300-23,018-300-06,2013,1.0,merge,1,SPATIAL
117-180-059,117-180-006,2013,0.8862,split,1,SPATIAL
093-042-035,093-042-016,2013,0.8488,split,1,SPATIAL
130-332-11,130-332-01,2013,0.9969,rename,1,SPATIAL
125-232-29,125-232-04,2013,0.8611,split,1,SPATIAL
1418-27-601-009,1418-27-601-006,2013,0.6498,split,1,SPATIAL
085-180-018,085-180-014,2013,0.8958,split,1,SPATIAL
097-111-028,097-111-025,2013,0.6049,split,1,SPATIAL
090-133-019,090-133-010,2013,1.0,rename,1,SPATIAL
123-152-08,12315208,2013,1.0,rename,1,SPATIAL
116-220-061,116-220-059,2013,1.0,rename,1,SPATIAL
015-304-33,015-304-31,2013,0.9986,merge,1,SPATIAL
031-084-17,031-084-03,2013,0.5007,split,1,SPATIAL
015-322-27,015-322-12,2013,0.999,merge,1,SPATIAL
111-150-030,111-150-026,2013,0.5726,split,1,SPATIAL
018-300-22,018-300-06,2013,1.0,merge,1,SPATIAL
117-090-081,117-090-011,2013,1.0,merge,1,SPATIAL
022-331-26,022-331-25,2013,1.0,rename,1,SPATIAL
031-020-49,031-020-48,2013,1.0,merge,1,SPATIAL
085-180-017,085-180-012,2013,0.8908,split,1,SPATIAL
016-544-20,016-544-16,2013,0.9432,rename,1,SPATIAL
083-075-036,083-075-007,2013,0.9441,merge,1,SPATIAL
117-071-052,117-071-041,2013,1.0,merge,1,SPATIAL
027-364-28,027-364-20,2013,0.6655,split,1,SPATIAL
090-122-040,090-122-028,2013,0.917,rename,1,SPATIAL
115-020-042,115-020-015,2013,0.6657,split,1,SPATIAL
124-032-36,124-032-34,2013,0.9497,rename,1,SPATIAL
027-111-14,027-111-02,2013,1.0,merge,1,SPATIAL
027-323-19,027-323-10,2013,0.8075,merge,1,SPATIAL
015-264-25,015-264-17,2013,0.7499,split,1,SPATIAL
117-071-051,117-071-039,2013,0.9023,rename,1,SPATIAL
090-222-059,090-222-007,2013,0.6528,merge,1,SPATIAL
117-020-026,117-020-009,2013,1.0,merge,1,SPATIAL
1418-34-401-027,1418-34-401-020,2013,0.6164,split,1,SPATIAL
1418-03-401-017,1418-03-401-007,2013,0.86,split,1,SPATIAL
033-574-07,033-574-02,2013,0.9975,rename,1,SPATIAL
125-172-37,125-175-00,2013,1.0,rename,1,SPATIAL
021-241-05,032-050-40,2013,0.5782,split,1,SPATIAL
083-085-041,083-085-035,2013,0.9644,merge,1,SPATIAL
123-131-06,123-131-01,2013,0.797,merge,1,SPATIAL
125-232-28,125-232-05,2013,0.9987,rename,1,SPATIAL
094-540-027,094-540-013,2013,0.9947,merge,1,SPATIAL
083-202-017,083-202-006,2013,1.0,merge,1,SPATIAL
034-270-61,034-270-10,2013,0.523,split,1,SPATIAL
1418-34-310-014,1418-34-310-001,2013,1.0,rename,1,SPATIAL
031-085-23,031-085-22,2013,1.0,rename,1,SPATIAL
090-046-039,090-046-038,2013,0.9511,rename,1,SPATIAL
025-382-14,025-382-07,2013,0.673,split,1,SPATIAL
124-032-37,124-032-35,2013,1.0,rename,1,SPATIAL
018-320-13,018-320-11,2013,0.9994,merge,1,SPATIAL
015-264-24,015-264-22,2013,1.0,rename,1,SPATIAL
030-421-02,030-421-01,2013,1.0,rename,1,SPATIAL
094-110-026,094-110-008,2013,0.546,split,1,SPATIAL
015-322-28,015-322-12,2013,0.9995,merge,1,SPATIAL
117-090-080,117-090-011,2013,1.0,merge,1,SPATIAL
1418-10-802-008,1418-10-802-003,2013,1.0,rename,1,SPATIAL
021-241-08,021-241-01,2013,0.9862,merge,1,SPATIAL
090-123-028,090-123-023,2013,0.9987,rename,1,SPATIAL
028-292-05,028-292-01,2013,0.999,rename,1,SPATIAL
025-224-19,025-224-18,2013,1.0,merge,1,SPATIAL
117-230-008,117-230-004,2013,1.0,rename,1,SPATIAL
018-300-26,018-300-04,2013,1.0,merge,1,SPATIAL
1319-19-710-001,1319-19-702-001,2013,1.0,rename,1,SPATIAL
094-190-038,094-190-028,2013,0.5943,split,1,SPATIAL
112-180-077,112-180-009,2013,0.6669,split,1,SPATIAL
016-211-16,016-211-14,2013,0.9956,merge,1,SPATIAL
017-021-31,017-021-15,2013,1.0,merge,1,SPATIAL
029-095-29,029-095-21,2013,0.998,rename,1,SPATIAL
094-171-010,094-171-007,2013,0.942,merge,1,SPATIAL
094-171-011,094-171-007,2013,0.8246,merge,1,SPATIAL
033-574-06,033-574-03,2013,0.7575,split,1,SPATIAL
117-080-069,117-080-068,2013,1.0,rename,1,SPATIAL
115-030-097,115-030-034,2013,0.6433,merge,1,SPATIAL
033-050-22,033-050-14,2013,0.8437,split,1,SPATIAL
1318-27-001-014,1318-27-001-012,2013,0.9946,rename,1,SPATIAL
025-360-27,025-360-25,2013,1.0,rename,1,SPATIAL
029-630-29,029-095-06,2013,0.7643,merge,1,SPATIAL
125-172-34,125-172-31,2013,0.8634,split,1,SPATIAL
117-020-025,117-020-009,2013,1.0,merge,1,SPATIAL
029-095-30,029-095-22,2013,0.9445,rename,1,SPATIAL
085-050-044,085-050-039,2013,0.8575,merge,1,SPATIAL
090-222-060,090-222-013,2013,0.5167,split,1,SPATIAL
090-133-021,090-133-018,2013,1.0,rename,1,SPATIAL
130-332-12,130-332-04,2013,0.6771,split,1,SPATIAL
093-042-038,093-042-008,2013,0.7565,split,1,SPATIAL
1318-15-711-031,1318-15-711-028,2013,1.0,rename,1,SPATIAL
016-300-63,016-300-21,2013,0.9932,merge,1,SPATIAL
130-332-10,130-332-09,2013,0.9467,rename,1,SPATIAL
112-050-022,112-050-012,2013,0.6635,split,1,SPATIAL
093-042-029,093-042-014,2013,0.8115,split,1,SPATIAL
130-332-13,130-332-05,2013,0.6476,split,1,SPATIAL
090-046-040,090-046-034,2013,0.6461,split,1,SPATIAL
021-321-32,021-321-29,2013,0.9998,rename,1,SPATIAL
083-202-016,083-202-006,2013,1.0,merge,1,SPATIAL
018-320-12,018-320-11,2013,0.9997,merge,1,SPATIAL
027-361-16,027-361-14,2013,0.7559,merge,1,SPATIAL
094-233-016,094-233-006,2013,0.987,rename,1,SPATIAL
023-341-20,023-341-03,2013,1.0,merge,1,SPATIAL
1418-27-601-007,1418-27-601-004,2013,0.7978,merge,1,SPATIAL
090-075-026,090-075-009,2013,0.7047,split,1,SPATIAL
021-241-06,021-241-01,2013,0.9904,merge,1,SPATIAL
094-122-058,094-122-028,2013,0.5074,split,1,SPATIAL
015-304-34,015-304-31,2013,1.0,merge,1,SPATIAL
097-130-041,097-130-029,2013,0.7398,merge,1,SPATIAL
094-140-067,094-140-063,2013,0.9265,merge,1,SPATIAL
016-300-62,016-300-21,2013,0.7536,merge,1,SPATIAL
126-080-26,126-080-25,2013,0.9994,rename,1,SPATIAL
017-041-33,017-041-19,2013,0.9999,rename,1,SPATIAL
017-021-32,017-021-15,2013,1.0,merge,1,SPATIAL
115-030-098,115-030-034,2013,0.7003,merge,1,SPATIAL
027-111-12,027-111-02,2013,1.0,merge,1,SPATIAL
021-201-17,021-201-12,2013,0.931,rename,1,SPATIAL
085-050-045,085-050-039,2013,0.712,merge,1,SPATIAL
097-111-027,097-111-026,2013,0.5591,split,1,SPATIAL
032-314-38,032-314-14,2013,0.7395,merge,1,SPATIAL
090-123-031,090-123-001,2013,0.9283,rename,1,SPATIAL
117-230-009,117-230-006,2013,1.0,rename,1,SPATIAL
027-111-13,027-111-02,2013,1.0,merge,1,SPATIAL
098-210-039,098-210-008,2013,0.8373,split,1,SPATIAL
083-075-037,083-075-007,2013,0.9822,merge,1,SPATIAL
117-130-073,117-130-072,2013,0.9943,rename,1,SPATIAL
016-211-17,016-211-14,2013,0.7682,merge,1,SPATIAL
029-620-16,029-381-50,2013,0.7991,merge,1,SPATIAL
123-133-25,12313325,2013,1.0,rename,1,SPATIAL
123-131-04,123-131-01,2013,0.613,merge,1,SPATIAL
035-234-20,035-234-18,2013,0.5202,split,1,SPATIAL
021-321-33,021-321-30,2013,0.5877,split,1,SPATIAL
018-130-31,018-130-27,2013,0.9993,merge,1,SPATIAL
123-161-33,123-161-02,2013,0.9685,rename,1,SPATIAL
125-172-33,125-172-32,2013,0.7916,split,1,SPATIAL
031-241-26,031-241-24,2013,0.8118,merge,1,SPATIAL
093-042-024,093-042-027,2013,0.8488,split,1,SPATIAL
029-620-05,029-381-50,2013,1.0,merge,1,SPATIAL
018-300-27,018-300-04,2013,1.0,merge,1,SPATIAL
029-620-08,029-381-50,2013,1.0,merge,1,SPATIAL
029-620-03,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-11,029-095-06,2013,1.0,merge,1,SPATIAL
029-620-09,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-18,029-095-06,2013,0.744,merge,1,SPATIAL
029-630-10,029-095-06,2013,1.0,merge,1,SPATIAL
029-630-26,029-095-06,2013,0.6826,merge,1,SPATIAL
029-620-01,029-381-50,2013,1.0,merge,1,SPATIAL
029-620-12,029-381-50,2013,1.0,merge,1,SPATIAL
029-620-11,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-09,029-095-06,2013,1.0,merge,1,SPATIAL
029-620-10,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-07,029-095-06,2013,0.7007,merge,1,SPATIAL
029-620-06,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-02,029-095-06,2013,0.7434,merge,1,SPATIAL
029-630-03,029-095-06,2013,0.7161,merge,1,SPATIAL
029-630-21,029-095-06,2013,0.7309,merge,1,SPATIAL
029-620-15,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-12,029-095-06,2013,1.0,merge,1,SPATIAL
029-630-05,029-095-06,2013,0.693,merge,1,SPATIAL
029-630-23,029-095-06,2013,0.7339,merge,1,SPATIAL
029-630-20,029-095-06,2013,0.7308,merge,1,SPATIAL
029-630-01,029-095-06,2013,0.7124,merge,1,SPATIAL
029-630-28,029-095-06,2013,0.6976,merge,1,SPATIAL
029-620-02,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-27,029-095-06,2013,0.7803,merge,1,SPATIAL
029-630-22,029-095-06,2013,0.7739,merge,1,SPATIAL
029-630-25,029-095-06,2013,0.7805,merge,1,SPATIAL
029-630-04,029-095-06,2013,0.7647,merge,1,SPATIAL
029-630-19,029-095-06,2013,0.7137,merge,1,SPATIAL
029-620-07,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-17,029-095-06,2013,0.7089,merge,1,SPATIAL
029-620-13,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-13,029-095-06,2013,0.9005,merge,1,SPATIAL
029-620-14,029-381-50,2013,1.0,merge,1,SPATIAL
029-620-04,029-381-50,2013,1.0,merge,1,SPATIAL
029-630-06,029-095-06,2013,0.7255,merge,1,SPATIAL
029-630-15,029-095-06,2013,0.9223,merge,1,SPATIAL
029-630-24,029-095-06,2013,0.761,merge,1,SPATIAL
029-630-08,029-095-06,2013,0.7389,merge,1,SPATIAL
1418-34-211-027,1418-34-211-046,2014,1.0,merge,1,SPATIAL
123-161-02,123-161-33,2014,0.968,rename,1,SPATIAL
015-264-17,015-264-25,2014,0.9995,rename,1,SPATIAL
1319-19-702-001,1319-19-710-001,2014,1.0,rename,1,SPATIAL
090-123-023,090-123-028,2014,0.8941,split,1,SPATIAL
097-111-025,097-111-028,2014,0.9345,rename,1,SPATIAL
021-201-14,021-201-17,2014,0.8732,merge,1,SPATIAL
1319-30-610-002,1319-30-610-004,2014,0.5932,split,1,SPATIAL
090-133-010,090-133-019,2014,0.9995,rename,1,SPATIAL
115-020-015,115-020-042,2014,1.0,merge,1,SPATIAL
111-150-029,111-150-030,2014,1.0,merge,1,SPATIAL
090-071-029,090-071-036,2014,0.9962,rename,1,SPATIAL
016-332-24,016-332-42,2014,0.8202,split,1,SPATIAL
029-095-21,029-095-29,2014,0.9187,rename,1,SPATIAL
1418-34-211-028,1418-34-211-046,2014,1.0,merge,1,SPATIAL
090-122-028,090-122-040,2014,0.9829,rename,1,SPATIAL
090-074-022,090-074-027,2014,1.0,merge,1,SPATIAL
090-046-038,090-046-039,2014,0.5086,split,1,SPATIAL
1418-27-601-004,1418-27-601-008,2014,0.7058,split,1,SPATIAL
097-084-013,097-084-025,2014,0.7634,merge,1,SPATIAL
025-382-07,025-382-14,2014,1.0,rename,1,SPATIAL
130-332-04,130-332-12,2014,0.9996,rename,1,SPATIAL
027-323-10,027-323-19,2014,0.8669,merge,1,SPATIAL
018-300-11,018-300-25,2014,0.9806,rename,1,SPATIAL
130-241-52,130-241-62,2014,1.0,merge,1,SPATIAL
126-080-25,126-080-26,2014,0.9994,rename,1,SPATIAL
027-364-24,027-364-28,2014,1.0,merge,1,SPATIAL
025-360-25,025-360-27,2014,0.9814,rename,1,SPATIAL
12313325,123-133-25,2014,1.0,rename,1,SPATIAL
036-472-08,036-472-09,2014,1.0,merge,1,SPATIAL
094-110-007,094-110-026,2014,1.0,merge,1,SPATIAL
130-332-05,130-332-13,2014,0.9969,rename,1,SPATIAL
116-220-059,116-220-061,2014,0.9302,rename,1,SPATIAL
085-180-012,085-180-017,2014,0.9829,rename,1,SPATIAL
117-071-039,117-071-051,2014,0.9146,rename,1,SPATIAL
015-264-22,015-264-24,2014,0.6665,split,1,SPATIAL
090-074-009,090-074-027,2014,1.0,merge,1,SPATIAL
1418-34-310-012,1418-34-310-013,2014,1.0,rename,1,SPATIAL
090-074-010,090-074-027,2014,1.0,merge,1,SPATIAL
1418-10-702-005,1418-10-702-008,2014,1.0,rename,1,SPATIAL
022-331-25,022-331-26,2014,1.0,rename,1,SPATIAL
115-030-034,115-030-096,2014,1.0,rename,1,SPATIAL
090-133-018,090-133-021,2014,0.9868,rename,1,SPATIAL
018-320-11,018-320-12,2014,0.8604,split,1,SPATIAL
030-421-01,030-421-02,2014,1.0,rename,1,SPATIAL
093-042-027,093-042-024,2014,1.0,rename,1,SPATIAL
015-322-12,015-322-27,2014,0.5189,split,1,SPATIAL
097-111-026,097-111-027,2014,0.7613,split,1,SPATIAL
032-050-40,021-241-05,2014,0.9669,merge,1,SPATIAL
085-180-014,085-180-018,2014,1.0,rename,1,SPATIAL
092-160-020,092-160-032,2014,0.9864,rename,1,SPATIAL
1418-34-401-020,1418-34-401-027,2014,0.9993,rename,1,SPATIAL
115-020-016,115-020-042,2014,1.0,merge,1,SPATIAL
1318-27-001-008,1318-27-001-013,2014,0.9985,rename,1,SPATIAL
016-544-16,016-544-20,2014,0.942,rename,1,SPATIAL
111-150-027,111-150-030,2014,1.0,merge,1,SPATIAL
130-241-32,130-241-63,2014,0.829,split,1,SPATIAL
111-150-028,111-150-030,2014,1.0,merge,1,SPATIAL
016-211-14,016-211-17,2014,0.605,split,1,SPATIAL
033-574-03,033-574-06,2014,1.0,rename,1,SPATIAL
021-201-11,021-201-16,2014,1.0,merge,1,SPATIAL
123-161-04,123-161-32,2014,0.9608,rename,1,SPATIAL
1418-34-310-001,1418-34-310-014,2014,1.0,rename,1,SPATIAL
130-241-33,130-241-64,2014,0.9572,rename,1,SPATIAL
090-046-034,090-046-040,2014,1.0,rename,1,SPATIAL
029-095-19,029-095-25,2014,0.9159,rename,1,SPATIAL
112-180-009,112-180-077,2014,1.0,merge,1,SPATIAL
033-574-02,033-574-07,2014,0.68,split,1,SPATIAL
018-300-06,018-300-23,2014,0.9995,rename,1,SPATIAL
016-300-21,016-300-63,2014,0.5199,split,1,SPATIAL
021-201-13,021-201-16,2014,0.9945,merge,1,SPATIAL
130-332-09,130-332-10,2014,1.0,rename,1,SPATIAL
034-722-05,034-722-44,2014,1.0,merge,1,SPATIAL
094-110-008,094-110-026,2014,1.0,merge,1,SPATIAL
023-341-03,023-341-20,2014,0.5574,split,1,SPATIAL
036-543-11,036-472-09,2014,1.0,merge,1,SPATIAL
034-270-16,034-270-61,2014,0.9642,merge,1,SPATIAL
034-270-10,034-270-61,2014,0.9631,merge,1,SPATIAL
111-150-026,111-150-030,2014,1.0,merge,1,SPATIAL
125-163-32,125-163-39,2014,0.9979,rename,1,SPATIAL
032-050-26,021-241-05,2014,1.0,merge,1,SPATIAL
083-085-035,083-085-042,2014,0.6016,split,1,SPATIAL
092-160-021,092-160-033,2014,0.9144,rename,1,SPATIAL
1318-27-001-012,1318-27-001-014,2014,0.8688,split,1,SPATIAL
027-364-20,027-364-28,2014,1.0,merge,1,SPATIAL
097-084-014,097-084-025,2014,1.0,merge,1,SPATIAL
027-323-16,027-323-19,2014,0.9474,merge,1,SPATIAL
090-135-037,090-135-043,2014,0.7527,split,1,SPATIAL
029-095-22,029-095-30,2014,0.9994,rename,1,SPATIAL
112-180-010,112-180-077,2014,1.0,merge,1,SPATIAL
1418-27-601-006,1418-27-601-009,2014,0.8943,split,1,SPATIAL
093-052-013,093-052-014,2014,0.7785,split,1,SPATIAL
017-021-15,017-021-31,2014,0.6766,split,1,SPATIAL
116-220-060,116-220-062,2014,1.0,rename,1,SPATIAL
029-095-20,029-095-26,2014,0.9988,rename,1,SPATIAL
12315208,123-152-08,2014,1.0,rename,1,SPATIAL
1418-03-401-007,1418-03-401-017,2014,1.0,rename,1,SPATIAL
125-163-33,125-163-38,2014,0.9137,rename,1,SPATIAL
126-082-08,126-082-66,2014,0.789,split,1,SPATIAL
1418-10-802-003,1418-10-802-008,2014,0.9876,rename,1,SPATIAL
034-722-04,034-722-44,2014,1.0,merge,1,SPATIAL
021-201-12,021-201-17,2014,0.7101,merge,1,SPATIAL
117-230-006,117-230-009,2014,1.0,rename,1,SPATIAL
123-145-02,123-145-21,2014,0.8989,split,1,SPATIAL
117-071-041,117-071-050,2014,0.9509,rename,1,SPATIAL
130-241-54,130-241-62,2014,0.9983,merge,1,SPATIAL
130-332-01,130-332-11,2014,0.9398,rename,1,SPATIAL
090-134-001,090-134-054,2014,0.9881,rename,1,SPATIAL
016-300-24,016-300-62,2014,0.912,rename,1,SPATIAL
029-450-25,029-630-29,2015,1.0,merge,1,SPATIAL
017-041-20,017-041-34,2015,0.999,rename,1,SPATIAL
029-450-38,029-630-29,2015,1.0,merge,1,SPATIAL
093-042-007,093-042-039,2015,0.8107,split,1,SPATIAL
115-030-096,115-030-097,2015,0.6417,split,1,SPATIAL
032-314-14,032-314-37,2015,0.9564,rename,1,SPATIAL
029-602-11,029-602-13,2015,0.9932,merge,1,SPATIAL
125-172-32,125-172-33,2015,0.7916,split,1,SPATIAL
029-450-35,029-630-29,2015,1.0,merge,1,SPATIAL
122-530-27,122-530-37,2015,1.0,merge,1,SPATIAL
028-292-01,028-292-05,2015,0.999,rename,1,SPATIAL
029-450-20,029-630-29,2015,1.0,merge,1,SPATIAL
117-180-053,117-180-062,2015,0.7796,split,1,SPATIAL
033-050-14,033-050-22,2015,0.9928,merge,1,SPATIAL
017-041-19,017-041-33,2015,0.9247,rename,1,SPATIAL
029-095-06,029-630-29,2015,0.9934,merge,1,SPATIAL
093-020-022,093-020-026,2015,0.9548,rename,1,SPATIAL
125-172-31,125-172-34,2015,0.8628,split,1,SPATIAL
029-450-40,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-40,029-630-22,2015,0.8994,merge,0,SPATIAL
029-450-40,029-630-24,2015,0.8632,merge,0,SPATIAL
029-602-01,029-602-13,2015,0.9988,merge,1,SPATIAL
125-232-05,125-232-28,2015,0.8136,split,1,SPATIAL
029-066-19,029-066-21,2015,1.0,merge,1,SPATIAL
036-350-09,036-530-28,2015,0.778,merge,1,SPATIAL
018-300-04,018-300-27,2015,0.9212,rename,1,SPATIAL
094-233-006,094-233-016,2015,0.9868,rename,1,SPATIAL
029-450-07,029-630-29,2015,1.0,merge,1,SPATIAL
094-122-028,094-122-058,2015,1.0,merge,1,SPATIAL
028-301-25,028-301-65,2015,0.8838,split,1,SPATIAL
093-042-016,093-042-035,2015,0.775,split,1,SPATIAL
018-130-27,018-130-32,2015,0.8825,split,1,SPATIAL
122-530-28,122-530-37,2015,1.0,merge,1,SPATIAL
029-450-27,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-42,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-42,029-630-26,2015,0.7941,merge,0,SPATIAL
029-450-42,029-630-28,2015,0.7831,merge,0,SPATIAL
084-151-017,084-151-030,2015,1.0,rename,1,SPATIAL
029-051-17,029-051-21,2015,1.0,merge,1,SPATIAL
083-202-006,083-202-017,2015,0.8041,split,1,SPATIAL
090-222-007,090-222-051,2015,0.5424,split,1,SPATIAL
029-401-05,029-620-16,2015,0.9728,merge,1,SPATIAL
031-241-25,031-241-26,2015,1.0,merge,1,SPATIAL
029-450-13,029-630-29,2015,1.0,merge,1,SPATIAL
117-130-072,117-130-073,2015,0.9691,rename,1,SPATIAL
029-450-02,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-02,029-630-06,2015,0.5129,merge,0,SPATIAL
1318-15-711-029,1318-15-711-030,2015,1.0,rename,1,SPATIAL
036-530-23,036-530-27,2015,0.9688,rename,1,SPATIAL
093-042-014,093-042-029,2015,0.746,split,1,SPATIAL
029-450-04,029-630-29,2015,1.0,merge,1,SPATIAL
031-085-22,031-085-23,2015,1.0,rename,1,SPATIAL
029-450-26,029-630-29,2015,1.0,merge,1,SPATIAL
094-190-028,094-190-038,2015,0.5825,split,1,SPATIAL
124-032-35,124-032-37,2015,0.9294,rename,1,SPATIAL
029-450-24,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-12,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-30,029-630-29,2015,1.0,merge,1,SPATIAL
125-232-21,125-232-27,2015,1.0,rename,1,SPATIAL
029-450-31,029-630-29,2015,1.0,merge,1,SPATIAL
026-086-08,026-086-13,2015,1.0,rename,1,SPATIAL
032-314-13,032-314-38,2015,0.9971,rename,1,SPATIAL
097-100-017,097-100-045,2015,1.0,merge,1,SPATIAL
098-210-007,098-210-039,2015,1.0,merge,1,SPATIAL
094-540-013,094-540-027,2015,0.5631,split,1,SPATIAL
031-020-48,031-020-49,2015,0.9096,rename,1,SPATIAL
029-450-15,029-630-29,2015,1.0,merge,1,SPATIAL
033-050-19,033-050-22,2015,0.9759,merge,1,SPATIAL
021-321-29,021-321-32,2015,0.5823,split,1,SPATIAL
090-222-013,090-222-060,2015,0.6018,merge,1,SPATIAL
025-224-18,025-224-19,2015,0.5039,split,1,SPATIAL
029-450-01,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-01,029-630-06,2015,0.5733,merge,0,SPATIAL
029-450-01,029-630-08,2015,0.571,merge,0,SPATIAL
1318-15-711-028,1318-15-711-031,2015,1.0,rename,1,SPATIAL
098-210-008,098-210-039,2015,1.0,merge,1,SPATIAL
029-051-04,029-051-21,2015,1.0,merge,1,SPATIAL
029-066-18,029-066-21,2015,1.0,merge,1,SPATIAL
125-173-00,125-172-36,2015,1.0,rename,1,SPATIAL
029-450-43,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-41,029-630-29,2015,1.0,merge,1,SPATIAL
029-450-41,029-630-25,2015,0.8541,merge,0,SPATIAL
029-450-41,029-630-27,2015,0.7903,merge,0,SPATIAL
